id,mean,city,lat,lon
DsBialka,34.45494505494506,Białka,51.19778,16.11739
DsGlogNorw,30.763076923076923,Głogów,51.65713,16.08619
DsGlogNorwArch,30.763076923076923,Głogów,51.65715,16.08618
DsJelw05,16.833742603550295,Jeleniów,51.22484,15.23298
DsJgGrottgeraPM,34.51393188854489,Jelenia Góra,50.89750,15.73663
DsJgGrottgeraPMArch,34.51393188854489,Jelenia Góra,50.89750,15.73663
DsLegRzeczA,31.002915451895042,Legnica,51.20450,16.18051
DsLegRzeczPM,32.386138613861384,Legnica,51.20423,16.18076
DsLegSmok,32.33681318681319,Legnica,51.18078,16.09838
DsLegZlotor,35.62486772486773,Legnica,51.18802,16.12906
DsLubinMaj,37.39590443686007,Lubin,51.39842,16.19964
DsNRudaSlupPM,26.934426229508198,Nowa Ruda - Słupiec,50.55001,16.55364
DsNRudaSrebPArch,61.577319587628864,Nowa Ruda,50.57991,16.51442
DsPolkKasz,24.38840579710145,Polkowice,51.50237,16.07505
DsSwidRynek,29.347490347490346,Świdnica,50.84236,16.48670
DsSwidRynekArch,29.347490347490346,Świdnica,50.84236,16.48670
DsWalbWysA,25.909910828025478,Wałbrzych,50.76873,16.26968
DsWalbWysPArch,23.94006309148265,Wałbrzych,50.76875,16.26958
DsWrocKorzPMArch,23.49425287356322,Wrocław,51.12941,17.02955
DsWrocOrzech,39.42009132420091,Wrocław,51.07753,17.04282
DsWrocOrzechArch,39.42009132420091,Wrocław,51.07753,17.04282
DsWrocWie,40.342465753424655,Wrocław,51.10549,17.03647
DsWrocWisA,39.30532212885154,Wrocław,51.08622,17.01269
DsZgorzMar,28.180602006688964,Zgorzelec,51.14578,15.01223
KpBydgUjejskiego,17.961876832844574,Bydgoszcz,53.11472,18.02722
KpBydgWPola,15.83641975308642,Bydgoszcz,53.12500,17.97583
KpCiechoTezniowa,27.18867924528302,Ciechocinek,52.88842,18.78091
KpGrudzIkara,18.586206896551722,Grudziądz,53.46417,18.76944
KpInowrSolan,20.663793103448278,Inowrocław,52.79472,18.24500
KpInowrSolankowa,20.663793103448278,Inowrocław,52.79361,18.24333
KpKoniczZMSP,31.62719298245614,Koniczynka,53.08065,18.68426
KpNakloPiotraSkargi,37.81843575418994,Nakło nad Notecią,53.13836,17.60514
KpSadlog,22.556291390728475,Sadłogoszcz,52.84472,18.00500
KpTorunDziewulsk,29.728706624605678,Toruń,53.02865,18.66610
KpTorunLotnisko,23.17695473251029,Toruń,53.02833,18.56168
KpTorunSzpMiejski,26.38360655737705,Toruń,53.02250,18.62083
KpWloclLady,25.104575163398692,Włocławek,52.64194,19.04750
KpWloclOkrzei,42.83019230769231,Włocławek,52.65847,19.05931
KpWloclSielska,35.395348837209305,Włocławek,52.66472,19.03639
LbBialaPOrzechowa,13.904290429042904,Biała Podlaska,52.02919,23.14939
LbChelmSzpWSSE,31.96078431372549,Chełm,51.15028,23.45750
LbDorohWIOS,13.188172043010752,Dorohusk,51.17556,23.80167
LbLublinOgrod,26.874202898550724,Lublin,51.26396,22.51458
LbLublinPiel,37.49002849002849,Lublin,51.23944,22.50750
LbLublin_Sliwins_5,30.304469273743017,Lublin,51.27308,22.55167
LbLublinSpokojna,32.321875,Lublin,51.25073,22.55477
LbPulawySkowieszynska,23.64896755162242,Puławy,51.41061,21.97638
LbZamoscHrubieszowsk,25.462908011869438,Zamość,50.71663,23.29025
LbZamoscWSSE,36.99145299145299,Zamość,50.71611,23.26083
LdKutnoWIOSMWilcza,55.52066115702479,Kutno,52.22849,19.37221
LdLodzWIOSACzernik,24.71731448763251,Łódź,51.75805,19.52979
LdLodzWIOSARubinst,27.901387186629528,Łódź,51.76729,19.45534
LdLodzWSSEMLegiono,41.68421052631579,Łódź,51.77642,19.45294
LdLodzWSSEMRudzka,29.992248062015506,Łódź,51.70558,19.43484
