city,date,mean
Łódź,2004-01-01,27.583
Łódź,2004-01-02,21.2085
Łódź,2004-01-03,46.3125
Łódź,2004-01-04,64.917
Łódź,2004-01-05,81.708
Łódź,2004-01-06,67.375
Łódź,2004-01-07,51.6875
Łódź,2004-01-08,52.7605
Łódź,2004-01-09,84.08324999999999
Łódź,2004-01-10,99.22925000000001
Łódź,2004-01-11,67.236
Łódź,2004-01-12,41.698
Łódź,2004-01-13,40.5
Łódź,2004-01-14,13.77075
Łódź,2004-01-15,52.14575
Łódź,2004-01-16,27.6145
Łódź,2004-01-17,25.41675
Łódź,2004-01-18,21.166666666666668
Łódź,2004-01-19,25.7395
Łódź,2004-01-20,31.479
Łódź,2004-01-21,28.89575
Łódź,2004-01-22,46.45825
Łódź,2004-01-23,54.53125
Łódź,2004-01-24,44.72925
Łódź,2004-01-25,80.83333333333333
Łódź,2004-01-26,55.97233333333333
Łódź,2004-01-27,90.66675000000001
Łódź,2004-01-28,144.25
Łódź,2004-01-29,129.2605
Łódź,2004-01-30,36.826
Łódź,2004-01-31,33.66675
Łódź,2004-02-01,24
Łódź,2004-02-02,41.208333333333336
Łódź,2004-02-03,39.5625
Łódź,2004-02-04,21.71875
Łódź,2004-02-05,22.0625
Łódź,2004-02-06,26.60875
Łódź,2004-02-07,14.2955
Łódź,2004-02-08,14.091000000000001
Łódź,2004-02-09,14.65225
Łódź,2004-02-10,20.18475
Łódź,2004-02-11,38.5435
Łódź,2004-02-12,50.913
Łódź,2004-02-13,70.663
Łódź,2004-02-14,21.30425
Łódź,2004-02-15,24.597749999999998
Łódź,2004-02-16,28.4565
Łódź,2004-02-17,28.2065
Łódź,2004-02-18,20.23925
Łódź,2004-02-19,37.9304
Łódź,2004-02-20,67.8695
Łódź,2004-02-21,66.696
Łódź,2004-02-22,76.652
Łódź,2004-02-23,47.913
Łódź,2004-02-24,49.9785
Łódź,2004-02-25,59.413
Łódź,2004-02-26,76.761
Łódź,2004-02-27,85.761
Łódź,2004-02-28,87.043
Łódź,2004-02-29,51.792
Łódź,2004-03-01,34.9585
Łódź,2004-03-02,33.4585
Łódź,2004-03-03,18.091
Łódź,2004-03-04,25.2915
Łódź,2004-03-05,70.0835
Łódź,2004-03-06,67.25
Łódź,2004-03-07,69.75
Łódź,2004-03-08,70.4165
Łódź,2004-03-09,38.2915
Łódź,2004-03-10,42.229
Łódź,2004-03-11,44.15266666666667
Łódź,2004-03-12,41.5
Łódź,2004-03-13,62.40266666666667
Łódź,2004-03-14,89.979
Łódź,2004-03-15,53.91675
Łódź,2004-03-16,36.72925
Łódź,2004-03-17,53.875
Łódź,2004-03-18,70.58324999999999
Łódź,2004-03-19,62.5416
Łódź,2004-03-20,24.9714
Łódź,2004-03-21,23.666666666666668
Łódź,2004-03-22,24.8166
Łódź,2004-03-23,25.2416
Łódź,2004-03-24,26.9916
Łódź,2004-03-25,17.15
Łódź,2004-03-26,20.7166
Łódź,2004-03-27,36.7666
Łódź,2004-03-28,36.02175
Łódź,2004-03-29,55.6166
Łódź,2004-03-30,58.775
Łódź,2004-03-31,50.15
Łódź,2004-04-01,30.2166
Łódź,2004-04-02,32.7666
Łódź,2004-04-03,40.9334
Łódź,2004-04-04,36.65625
Łódź,2004-04-05,25.5
Łódź,2004-04-06,24.875
Łódź,2004-04-07,20.975
Łódź,2004-04-08,26.2
Łódź,2004-04-09,27.6666
Łódź,2004-04-10,44.33325
Łódź,2004-04-11,28.94575
Łódź,2004-04-12,25.02075
Łódź,2004-04-13,26.0666
Łódź,2004-04-14,28.3916
Łódź,2004-04-15,42.4834
Łódź,2004-04-16,47.1546
Łódź,2004-04-17,33.8215
Łódź,2004-04-18,25.333333333333332
Łódź,2004-04-19,32.25
Łódź,2004-04-20,42.4916
Łódź,2004-04-21,41.3416
Łódź,2004-04-22,42.025
Łódź,2004-04-23,28.2166
Łódź,2004-04-24,24.175
Łódź,2004-04-25,25.052
Łódź,2004-04-26,32.9584
Łódź,2004-04-27,33.3584
Łódź,2004-04-28,39.7666
Łódź,2004-04-29,36.5666
Łódź,2004-04-30,35.175
Łódź,2004-05-01,32.525
Łódź,2004-05-02,33.27075
Łódź,2004-05-03,26.8334
Łódź,2004-05-04,28.075
Łódź,2004-05-05,27.025
Łódź,2004-05-06,27.1666
Łódź,2004-05-07,17.25
Łódź,2004-05-08,17.9084
Łódź,2004-05-09,14
Łódź,2004-05-10,16.70825
Łódź,2004-05-11,21.02075
Łódź,2004-05-12,32.302
Łódź,2004-05-13,18.302
Łódź,2004-05-14,19.802
Łódź,2004-05-15,23.69575
Łódź,2004-05-16,15.27175
Łódź,2004-05-17,24.7065
Łódź,2004-05-18,29
Łódź,2004-05-19,15.14575
Łódź,2004-05-20,25.802
Łódź,2004-05-21,23.33325
Łódź,2004-05-22,11.802
Łódź,2004-05-23,17.125
Łódź,2004-05-24,15.02075
Łódź,2004-05-25,15.79175
Łódź,2004-05-26,16.5595
Łódź,2004-05-27,22.139
Łódź,2004-05-28,28.652666666666665
Łódź,2004-05-29,34.625
Łódź,2004-05-30,50.791666666666664
Łódź,2004-05-31,22.180666666666667
Łódź,2004-06-01,24.930666666666667
Łódź,2004-06-02,32.47233333333333
Łódź,2004-06-03,30.027666666666665
Łódź,2004-06-04,31.611
Łódź,2004-06-05,30.111
Łódź,2004-06-06,31.708333333333332
Łódź,2004-06-07,30.472333333333335
Łódź,2004-06-08,40.47833333333333
Łódź,2004-06-09,17.777666666666665
Łódź,2004-06-10,28.764
Łódź,2004-06-11,30.5
Łódź,2004-06-12,26.075666666666667
Łódź,2004-06-13,19.261
Łódź,2004-06-14,20.208333333333332
Łódź,2004-06-15,25.014333333333333
Łódź,2004-06-16,13.652666666666667
Łódź,2004-06-17,20.486
Łódź,2004-06-18,21.444333333333333
Łódź,2004-06-19,16.583333333333332
Łódź,2004-06-20,16.208333333333332
Łódź,2004-06-21,19.333333333333332
Łódź,2004-06-22,25.424
Łódź,2004-06-23,32.71875
