id,mean,city,lat,lon
DsCzer02,16.73389355742297,Czerniawa,50.91248,15.31219
DsDzia01,26.55710306406685,Działoszyn,50.97217,14.94132
DsGlogNorw,31.06840390879479,Głogów,51.65713,16.08619
DsGlogNorwArch,31.06840390879479,Głogów,51.65715,16.08618
DsJgGrottgeraPM,25.63003663003663,Jelenia Góra,50.89750,15.73663
DsLegRzeczA,42.37424657534247,Legnica,51.20450,16.18051
DsLegZlotor,36.782271468144046,Legnica,51.18802,16.12906
DsLubinMaj,28.726666666666667,Lubin,51.39842,16.19964
DsNRudaSrebPArch,60.098976109215016,Nowa Ruda,50.57991,16.51442
DsOlawaSemi,28.624724637681158,Oława,50.94207,17.29133
DsOlesnicaPM,27.370192307692307,Oleśnica,51.21748,17.39000
DsOlesnicaPM.1,27.370192307692307,NA,NA,NA
DsPolkKasz,31.260220994475137,Polkowice,51.50237,16.07505
DsSwidRynek,31.37049180327869,Świdnica,50.84236,16.48670
DsSwidRynekArch,31.37049180327869,Świdnica,50.84236,16.48670
DsSzczKopPM,40.0812865497076,Szczawno-Zdrój,50.80154,16.25014
DsWalbWysPArch,25.10759493670886,Wałbrzych,50.76875,16.26958
DsWrocWie,41.16831683168317,Wrocław,51.10549,17.03647
DsZgorzBohA,34.47308781869688,Zgorzelec,51.15039,15.00817
DsZlotoryjaPM,29.410714285714285,Złotoryja,51.12390,15.92029
DsZlotoryjaPMArch,29.410714285714285,Złotoryja,51.12390,15.92029
KpBydgWPola,32.6,Bydgoszcz,53.12500,17.97583
KpCiechoTezniowa,26.335593220338982,Ciechocinek,52.88842,18.78091
KpInowrSolankowa,20.399317406143346,Inowrocław,52.79361,18.24333
KpNakloPiotraSkargi,29.208219178082192,Nakło nad Notecią,53.13836,17.60514
KpNakloSkargi,29.208219178082192,Nakło nad Notecią,53.13944,17.60778
KpSadlog,19.603332361516035,Sadłogoszcz,52.84472,18.00500
KpTorunDziewulsk,36.157251908396944,Toruń,53.02865,18.66610
KpWloclLady,24.84498480243161,Włocławek,52.64194,19.04750
KpWloclOkrzei,36.96734693877551,Włocławek,52.65847,19.05931
KpWolice,12.74576923076923,Wolice,52.85417,17.90028
KpZninPotockiego,49.03703703703704,Żnin,52.84845,17.73409
LbBialaPOrzechowa,32.74715909090909,Biała Podlaska,52.02919,23.14939
LbChelmSzpWSSE,31.00678466076696,Chełm,51.15028,23.45750
LbKrasnikKoszarowa,31.418233618233618,Kraśnik,50.92824,22.22831
LbLeczna1000Lecia,33.28409785932722,Łęczna,51.30445,22.88333
LbLublinPiel,32.88583333333333,Lublin,51.23944,22.50750
LbLublinSpokojna,33.8012012012012,Lublin,51.25073,22.55477
LbLukowBrowarna,33.119113573407205,Łuków,51.92856,22.37776
LbPulawySkowieszynska,25.466771159874607,Puławy,51.41061,21.97638
LbRadzyPSitkowskiego,30.23170731707317,Radzyń Podlaski,51.78000,22.62594
LbRejowiecFabrWIOS,28.352851711026616,Rejowiec Fabryczny,51.11028,23.24694
LbTomaszowLubWIOS,16.52246835443038,Tomaszów Lubelski,50.44750,23.41444
LbZamoscWSSE,37.03597733711048,Zamość,50.71611,23.26083
LdKutnoWIOSMWilcza,32.85182481751825,Kutno,52.22849,19.37221
LdLodzWIOSACzernik,30.885964912280702,Łódź,51.75805,19.52979
LdLodzWIOSARubinst,28.2800521978022,Łódź,51.76729,19.45534
LdLodzWSSEMLegiono,35.84642857142857,Łódź,51.77642,19.45294
LdLodzWSSEMRudzka,61.46969696969697,Łódź,51.70558,19.43484
LdPabianWIOSAKonstan,28.864525139664803,Pabianice,51.66798,19.36868
LdRadomsWSSEMZeromsk,43.19322033898305,Radomsko,51.06611,19.44194
LdSieradWSSEMGrunwal,29.712707182320443,Sieradz,51.59013,18.71733
LdSkiernWSSEMReymont,27.713004484304932,Skierniewice,51.96000,20.14722
LdZgierzWSSEMStRynek,40.11598746081505,Zgierz,51.85639,19.40444
LuGorzowWIOS_AUT,61.1280773480663,Gorzów Wielkopolski,52.73821,15.22867
LuGorzowWSSE_1,24.495953757225433,Gorzów Wielkopolski,52.73722,15.23222
LuZaryWSSE,15.742492917847025,Żary,51.64000,15.13556
LuZgoraWIOS_AUT,28.393650793650792,Zielona Góra,51.93978,15.51886
LuZgoraWSSE_1,18.566279069767443,Zielona Góra,51.93000,15.50306
MpBochniWSSEKons0105,35.841750841750844,Bochnia,49.97278,20.42806
MpChrzanWSSEGrzy0301,51.60897435897436,Chrzanów,50.13694,19.39722
MpGorlicWIOSKras0511,34.13636363636363,Gorlice,49.65889,21.16334
MpGorlicWSSELegi0501,34.13636363636363,Gorlice,49.65500,21.15611
MpKrakowWIOSBulw6118,60.13142857142857,Kraków,50.06931,20.05349
MpKrakowWIOSPrad6115,54.044077134986225,Kraków,50.08750,19.92611
MpMaPodhWIOSKosc1508,62.70206489675516,Maków Podhalański,49.73028,19.68139
MpNoTargWSSESzaf1102,52.37662337662338,Nowy Targ,49.47444,20.02583
MpNSaczWIOSPija6204,55.46337388724036,Nowy Sącz,49.62722,20.68833
MpNSaczWSSETarn6202,56.50156739811912,Nowy Sącz,49.63528,20.69306
MpOswiecWSSEWiez1301,48.67065868263473,Oświęcim,50.03417,19.20056
MpProszWIOSKrol1404,59.20845921450151,Proszowice,50.19218,20.29971
MpSkawinWIOSOsie0606,48.365671641791046,Skawina,49.97105,19.83042
MpTrzebiWIOSPils0303,42.446681440443214,Trzebinia,50.16083,19.47278
MpTuchowWIOSSzop1602,43.17589576547231,Tuchów,49.89397,21.05081
MpWadowiWIOSPSka1805,51.394366197183096,Wadowice,49.87276,19.49794
MpWielicWIOSNiep1904,51.11275964391692,Niepołomice,50.03512,20.21269
MzCiechStrazacka,33.32335329341317,Ciechanów,52.87844,20.61329
MzGranicaKPN,23.396825396825395,Granica,52.28586,20.45465
MzLegionZegIMGW,38.903047091412745,Legionowo,52.40758,20.95593
MzOstrolTargowa,32.736451612903224,Ostrołęka,53.08402,21.58920
MzOtwockBrzozWSSE,30.729241877256317,Otwock,52.11544,21.23766
MzPiaseczDworWSSE,35.822641509433964,Piaseczno,52.05145,21.00558
MzPiastowPulask,35.90173410404624,Piastów,52.19173,20.83749
MzPlockKolegWSSE,28.319648093841643,Płock,52.54222,19.69556
MzPruszKraszeWSSE,24.344051446945336,Pruszków,52.16226,20.81283
MzSochPlocWSSE,24.26332288401254,Sochaczew,52.23179,20.21917
MzTluszczJKiel,32.394285714285715,Tłuszcz,52.42583,21.42917
MzWarszAKrzywon,16.879166666666666,Warszawa,52.22865,20.91751
MzWarszBernWoda,32.35190615835777,Warszawa,52.19173,21.05105
MzWarszKrucza,30.65888888888889,Warszawa,52.22458,21.01904
MzWarszSGGW,29.149169435215946,Warszawa,52.16056,21.04778
MzWarszZelazWSSE,33.67164179104478,Warszawa,52.23750,20.98793
MzWarZeganWSSE,28.23355263157895,Warszawa,52.20577,21.16952
MzWolOgrodowa,38.243161094224924,Wołomin,52.34468,21.23951
OpBrzeg101,31.8135593220339,Brzeg,50.85750,17.46361
OpGlub1pyl,31.60070671378092,Głubczyce,50.20094,17.81645
OpKlucz227,28.403361344537814,Kluczbork,50.97306,18.21417
