city,date,mean
Łódź,2002-01-01,NaN
Łódź,2002-01-02,NaN
Łódź,2002-01-03,NaN
Łódź,2002-01-04,NaN
Łódź,2002-01-05,NaN
Łódź,2002-01-06,NaN
Łódź,2002-01-07,NaN
Łódź,2002-01-08,NaN
Łódź,2002-01-09,NaN
Łódź,2002-01-10,NaN
Łódź,2002-01-11,NaN
Łódź,2002-01-12,NaN
Łódź,2002-01-13,NaN
Łódź,2002-01-14,NaN
Łódź,2002-01-15,NaN
Łódź,2002-01-16,NaN
Łódź,2002-01-17,NaN
Łódź,2002-01-18,NaN
Łódź,2002-01-19,NaN
Łódź,2002-01-20,NaN
Łódź,2002-01-21,NaN
Łódź,2002-01-22,51
Łódź,2002-01-23,63
Łódź,2002-01-24,53
Łódź,2002-01-25,33
Łódź,2002-01-26,29
Łódź,2002-01-27,NaN
Łódź,2002-01-28,NaN
Łódź,2002-01-29,30
Łódź,2002-01-30,69
Łódź,2002-01-31,36
Łódź,2002-02-01,66
Łódź,2002-02-02,51
Łódź,2002-02-03,NaN
Łódź,2002-02-04,101
Łódź,2002-02-05,67
Łódź,2002-02-06,82
Łódź,2002-02-07,64
Łódź,2002-02-08,39
Łódź,2002-02-09,NaN
Łódź,2002-02-10,NaN
Łódź,2002-02-11,NaN
Łódź,2002-02-12,NaN
Łódź,2002-02-13,NaN
Łódź,2002-02-14,NaN
Łódź,2002-02-15,NaN
Łódź,2002-02-16,NaN
Łódź,2002-02-17,NaN
Łódź,2002-02-18,NaN
Łódź,2002-02-19,26
Łódź,2002-02-20,22
Łódź,2002-02-21,24
Łódź,2002-02-22,29
Łódź,2002-02-23,17
Łódź,2002-02-24,NaN
Łódź,2002-02-25,33
Łódź,2002-02-26,45
Łódź,2002-02-27,29
Łódź,2002-02-28,21
Łódź,2002-03-01,26
Łódź,2002-03-02,38
Łódź,2002-03-03,NaN
Łódź,2002-03-04,36
Łódź,2002-03-05,95
Łódź,2002-03-06,45
Łódź,2002-03-07,13
Łódź,2002-03-08,NaN
Łódź,2002-03-09,44
Łódź,2002-03-10,NaN
Łódź,2002-03-11,42
Łódź,2002-03-12,68
Łódź,2002-03-13,88
Łódź,2002-03-14,20
Łódź,2002-03-15,20
Łódź,2002-03-16,28
Łódź,2002-03-17,NaN
Łódź,2002-03-18,72
Łódź,2002-03-19,34
Łódź,2002-03-20,26
Łódź,2002-03-21,21
Łódź,2002-03-22,20
Łódź,2002-03-23,19
Łódź,2002-03-24,NaN
Łódź,2002-03-25,35
Łódź,2002-03-26,40
Łódź,2002-03-27,53
Łódź,2002-03-28,75
Łódź,2002-03-29,87
Łódź,2002-03-30,78
Łódź,2002-03-31,NaN
Łódź,2002-04-01,NaN
Łódź,2002-04-02,49
Łódź,2002-04-03,39
Łódź,2002-04-04,36
Łódź,2002-04-05,28
Łódź,2002-04-06,40
Łódź,2002-04-07,NaN
Łódź,2002-04-08,53
Łódź,2002-04-09,51
Łódź,2002-04-10,44
Łódź,2002-04-11,38
Łódź,2002-04-12,39
Łódź,2002-04-13,35
Łódź,2002-04-14,NaN
Łódź,2002-04-15,25
Łódź,2002-04-16,66
Łódź,2002-04-17,58
Łódź,2002-04-18,50
Łódź,2002-04-19,47
Łódź,2002-04-20,67
Łódź,2002-04-21,NaN
Łódź,2002-04-22,50
Łódź,2002-04-23,50
Łódź,2002-04-24,35
Łódź,2002-04-25,52
Łódź,2002-04-26,41
Łódź,2002-04-27,18
Łódź,2002-04-28,NaN
Łódź,2002-04-29,24
Łódź,2002-04-30,35
Łódź,2002-05-01,NaN
Łódź,2002-05-02,37
Łódź,2002-05-03,NaN
Łódź,2002-05-04,39
Łódź,2002-05-05,NaN
Łódź,2002-05-06,58
Łódź,2002-05-07,38
Łódź,2002-05-08,40
Łódź,2002-05-09,42
Łódź,2002-05-10,43
Łódź,2002-05-11,34
Łódź,2002-05-12,NaN
Łódź,2002-05-13,42
Łódź,2002-05-14,28
Łódź,2002-05-15,23
Łódź,2002-05-16,31
Łódź,2002-05-17,30
Łódź,2002-05-18,25
Łódź,2002-05-19,NaN
Łódź,2002-05-20,24
Łódź,2002-05-21,31
Łódź,2002-05-22,27
Łódź,2002-05-23,47
Łódź,2002-05-24,48
Łódź,2002-05-25,29
Łódź,2002-05-26,NaN
Łódź,2002-05-27,30
Łódź,2002-05-28,39
Łódź,2002-05-29,21
Łódź,2002-05-30,21
Łódź,2002-05-31,30
Łódź,2002-06-01,28
Łódź,2002-06-02,NaN
Łódź,2002-06-03,31
Łódź,2002-06-04,37
Łódź,2002-06-05,30
Łódź,2002-06-06,38
Łódź,2002-06-07,21
Łódź,2002-06-08,25
Łódź,2002-06-09,NaN
Łódź,2002-06-10,31
Łódź,2002-06-11,34
Łódź,2002-06-12,33
Łódź,2002-06-13,31
Łódź,2002-06-14,26
Łódź,2002-06-15,36
Łódź,2002-06-16,NaN
Łódź,2002-06-17,40
Łódź,2002-06-18,38
Łódź,2002-06-19,42
Łódź,2002-06-20,46
Łódź,2002-06-21,43
Łódź,2002-06-22,38
Łódź,2002-06-23,NaN
Łódź,2002-06-24,31
Łódź,2002-06-25,40
Łódź,2002-06-26,36
Łódź,2002-06-27,33
Łódź,2002-06-28,25
Łódź,2002-06-29,19
Łódź,2002-06-30,NaN
Łódź,2002-07-01,31
Łódź,2002-07-02,22
Łódź,2002-07-03,30
Łódź,2002-07-04,19
Łódź,2002-07-05,20
Łódź,2002-07-06,22
Łódź,2002-07-07,NaN
Łódź,2002-07-08,27
Łódź,2002-07-09,21
Łódź,2002-07-10,32
Łódź,2002-07-11,15
Łódź,2002-07-12,14
Łódź,2002-07-13,16
Łódź,2002-07-14,NaN
Łódź,2002-07-15,18
Łódź,2002-07-16,20
Łódź,2002-07-17,26
Łódź,2002-07-18,21
Łódź,2002-07-19,17
Łódź,2002-07-20,24
Łódź,2002-07-21,NaN
Łódź,2002-07-22,16
Łódź,2002-07-23,28
Łódź,2002-07-24,20
Łódź,2002-07-25,24
Łódź,2002-07-26,27
Łódź,2002-07-27,25
Łódź,2002-07-28,NaN
Łódź,2002-07-29,37
Łódź,2002-07-30,42
Łódź,2002-07-31,36
Łódź,2002-08-01,38
Łódź,2002-08-02,32
Łódź,2002-08-03,28
Łódź,2002-08-04,NaN
Łódź,2002-08-05,31
Łódź,2002-08-06,29
Łódź,2002-08-07,30
Łódź,2002-08-08,31
Łódź,2002-08-09,48
Łódź,2002-08-10,25
Łódź,2002-08-11,NaN
Łódź,2002-08-12,24
Łódź,2002-08-13,25
Łódź,2002-08-14,31
Łódź,2002-08-15,NaN
Łódź,2002-08-16,47
Łódź,2002-08-17,36
Łódź,2002-08-18,NaN
Łódź,2002-08-19,43
Łódź,2002-08-20,49
Łódź,2002-08-21,59
Łódź,2002-08-22,73
Łódź,2002-08-23,51
Łódź,2002-08-24,45
Łódź,2002-08-25,NaN
Łódź,2002-08-26,58
Łódź,2002-08-27,74
Łódź,2002-08-28,59
Łódź,2002-08-29,82
Łódź,2002-08-30,76
Łódź,2002-08-31,73
Łódź,2002-09-01,NaN
Łódź,2002-09-02,24
Łódź,2002-09-03,122
Łódź,2002-09-04,65
Łódź,2002-09-05,49
Łódź,2002-09-06,42
Łódź,2002-09-07,46
Łódź,2002-09-08,NaN
Łódź,2002-09-09,71
Łódź,2002-09-10,101
Łódź,2002-09-11,29
Łódź,2002-09-12,52
Łódź,2002-09-13,66
Łódź,2002-09-14,33
Łódź,2002-09-15,NaN
Łódź,2002-09-16,14
Łódź,2002-09-17,23
Łódź,2002-09-18,20
Łódź,2002-09-19,37
Łódź,2002-09-20,38
Łódź,2002-09-21,20
Łódź,2002-09-22,NaN
Łódź,2002-09-23,23
Łódź,2002-09-24,27
Łódź,2002-09-25,41
Łódź,2002-09-26,33
Łódź,2002-09-27,16
Łódź,2002-09-28,39
Łódź,2002-09-29,NaN
Łódź,2002-09-30,53
Łódź,2002-10-01,55
Łódź,2002-10-02,78
Łódź,2002-10-03,77
Łódź,2002-10-04,45
Łódź,2002-10-05,23
Łódź,2002-10-06,NaN
Łódź,2002-10-07,22
Łódź,2002-10-08,26
Łódź,2002-10-09,31
Łódź,2002-10-10,32
Łódź,2002-10-11,22
Łódź,2002-10-12,12
Łódź,2002-10-13,NaN
Łódź,2002-10-14,40
Łódź,2002-10-15,48
Łódź,2002-10-16,46
Łódź,2002-10-17,27
Łódź,2002-10-18,23
Łódź,2002-10-19,24
Łódź,2002-10-20,NaN
Łódź,2002-10-21,46
Łódź,2002-10-22,44
Łódź,2002-10-23,22
Łódź,2002-10-24,34
Łódź,2002-10-25,30
Łódź,2002-10-26,18
Łódź,2002-10-27,NaN
Łódź,2002-10-28,15
Łódź,2002-10-29,39
Łódź,2002-10-30,45
Łódź,2002-10-31,62
Łódź,2002-11-01,NaN
Łódź,2002-11-02,29
Łódź,2002-11-03,NaN
