id,mean,city,lat,lon
DsGlogWiStwo,28.93465909090909,Głogów,51.65702,16.09782
DsJelGorSoko,28.174418604651162,Jelenia Góra,50.87121,15.70095
DsLegAlRzecz,35.080446927374304,Legnica,51.20450,16.18051
DsNowRudSreb,46.4797783933518,Nowa Ruda,50.57991,16.51442
DsOlawZolnAK,29.996866096866096,Oława,50.94207,17.29133
DsOlesBrzozo,28.913573407202215,Oleśnica,51.21748,17.39000
DsOsieczow21,18.665819209039547,Osieczów,51.31763,15.43172
DsPolKasztan,27.077118644067795,Polkowice,51.50237,16.07505
DsSwidnRynek,31.479130434782608,Świdnica,50.84236,16.48670
DsSzczaKolej,28.28296089385475,Szczawno-Zdrój,50.80419,16.25411
DsWalbrzWyso,27.383381088825214,Wałbrzych,50.76873,16.26968
DsWrocOrzech,28.539490445859872,Wrocław,51.07753,17.04282
DsWrocWybCon,36.603305785123965,Wrocław,51.12938,17.02925
DsZgorBohGet,27.184146341463414,Zgorzelec,51.15039,15.00817
DsZlotoStasz,31.074344023323615,Złotoryja,51.12390,15.92029
KpBrodKochan,34.02567012232416,Brodnica,53.24926,19.41509
KpBydPlPozna,35.77825941971831,Bydgoszcz,53.12176,17.98791
KpCiechTezni,27.00328789520958,Ciechocinek,52.88842,18.78091
KpGrudSienki,37.231111101694914,Grudziądz,53.49183,18.75250
KpInowSolank,27.525000148459384,Inowrocław,52.79312,18.24104
KpKoniczynka,31.23479494214876,Koniczynka,53.08065,18.68426
KpNaklSkargi,43.40998065833333,Nakło nad Notecią,53.13836,17.60514
KpToruDziewu,29.04561923561644,Toruń,53.02865,18.66610
KpWloclOkrze,35.261770900928795,Włocławek,52.65847,19.05931
KpWloclSiels,26.28238716618911,Włocławek,52.66472,19.03639
KpZielBoryTu,17.520391061452514,Zielonka,53.66212,17.93402
LbBiaPodOrze,33.82644628099174,Biała Podlaska,52.02919,23.14939
LbChelJagiel,34.621776504298,Chełm,51.13095,23.51460
LbKrasKoszar,32.16568047337278,Kraśnik,50.92824,22.22831
LbLubSliwins,29.232876712328768,Lublin,51.27308,22.55167
LbPulaSkowie,31.17543859649123,Puławy,51.41061,21.97638
LbRadzPodSit,31.167123287671235,Radzyń Podlaski,51.78000,22.62594
LbZamoHrubie,31.96418732782369,Zamość,50.71663,23.29025
LdBrzeReform,41.59808219178082,Brzeziny,51.79781,19.75577
LdKutnKosciu,34.792307692307695,Kutno,52.23448,19.36819
LdLodzLegion,42.8989010989011,Łódź,51.77642,19.45294
LdLodzRudzka,39.90532212885154,Łódź,51.70558,19.43484
LdLowiczSien,40.64219178082192,Łowicz,52.10585,19.93955
LdOpocPlKosc,55.75401662049862,Opoczno,51.37584,20.28924
LdPabiKilins,39.28421052631579,Pabianice,51.66318,19.35549
LdPioTrKraPr,40.708356545961,Piotrków Trybunalski,51.40441,19.69696
LdRadomsRoln,43.60606060606061,Radomsko,51.06744,19.44869
LdRawaNiepod,37.29010989010989,Rawa Mazowiecka,51.76087,20.25057
LdSierGrunwa,35.125205479452056,Sieradz,51.59013,18.71733
LdSkierKonop,39.03753424657534,Skierniewice,51.95431,20.14938
LdToMaSwAnto,42.6427397260274,Tomaszów Mazowiecki,51.52626,20.01679
LdWieluPOW12,35.097513812154695,Wieluń,51.21783,18.58183
LdZduWoKrole,41.956318681318685,Zduńska Wola,51.60144,18.94012
LuGorzKosGdy,29.766481994459834,Gorzów Wielkopolski,52.73821,15.22867
LuGorzPilsud,19.95014245014245,Gorzów Wielkopolski,52.74704,15.24629
LuSulecDudka,27.404129793510325,Sulęcin,52.43772,15.12244
LuWsKaziWiel,25.543250688705236,Wschowa,51.79972,16.31750
LuZarySzyman,26.808767123287673,Żary,51.64266,15.12781
LuZielKrotka,24.961492537313433,Zielona Góra,51.93978,15.51886
MpBochKonfed,36.23314917127072,Bochnia,49.96902,20.43951
MpBukowKolejMOB,37.107142857142854,Bukowno,50.26624,19.46229
MpGorlKrasin,29.455307262569832,Gorlice,49.65889,21.16334
MpKrakBujaka,45.14730878186969,Kraków,50.01058,19.94919
MpKrakBulwar,51.74029411764706,Kraków,50.06931,20.05349
MpLimanoBoleMOB,27.603571428571428,Limanowa,49.69852,20.42412
MpMysleRynekMOB,34.79764017857143,Myślenice,49.83492,19.93811
MpNiepo3Maja,43.159467455621304,Niepołomice,50.03512,20.21269
MpNoSaczNadb,45.74246575342466,Nowy Sącz,49.61928,20.71440
MpSlomWolnosMOB,36.694283035714285,Słomniki,50.24344,20.08219
MpSuchSemika,72.36764705882354,Sucha Beskidzka,49.74071,19.59228
MpSzczawJanaMOB,38.292857142857144,Szczawnica,49.42589,20.48495
MpTarBitStud,31.32857142857143,Tarnów,50.02017,21.00417
MpTrzebOsZWM,33.358126721763085,Trzebinia,50.15941,19.47746
MpTuchChopin,44.02653631284916,Tuchów,49.89397,21.05081
MpZakopaSien,33.25235457063712,Zakopane,49.29356,19.96008
MzGranicaKPN,23.894972222222222,Granica,52.28586,20.45465
MzLegZegrzyn,33.35450276243094,Legionowo,52.40758,20.95593
MzMlawOrdona,33.01037037037037,Mława,53.11191,20.37173
MzOstroHalle,28.2766573816156,Ostrołęka,53.08374,21.57932
MzOtwoBrzozo,43.6713649851632,Otwock,52.11572,21.23730
MzPiasPulask,34.015621468926554,Piastów,52.19173,20.83749
MzPlocKroJad,28.907950138504155,Płock,52.55628,19.68767
MzRad25Czerw,33.024940828402364,Radom,51.40608,21.16682
MzSiedKonars,32.0547323943662,Siedlce,52.17215,22.28200
MzWarAKrzywo,32.63949008498584,Warszawa,52.22865,20.91751
MzWarTolstoj,30.7011875,Warszawa,52.28507,20.93302
OpGlubKochan,32.87397260273973,Głubczyce,50.20094,17.81645
OpKKozBSmial,31.19311377245509,Kędzierzyn-Koźle,50.34961,18.23657
OpKluczMicki,32.62312312312312,Kluczbork,50.97218,18.20757
OpNysaRodzie,34.14887640449438,Nysa,50.45899,17.33191
OpOpoleOsAKr,30.746438746438745,Opole,50.67686,17.95028
OpZdziePiast,36.06944444444444,Zdzieszowice,50.42353,18.12074
PdBialWaszyn,24.942492739255016,Białystok,53.12669,23.15587
PdSuwPulaski,24.215150991477273,Suwałki,54.11788,22.93461
PkDebiGrottg,36.6599674267101,Dębica,50.05479,21.41626
PkJarosPruch,44.43212209302325,Jarosław,50.01208,22.67477
PkJasloSikor,30.30214689265537,Jasło,49.74489,21.45462
PkKrosKletow,33.07556179775281,Krosno,49.69017,21.74970
PkNiskoSzkla,29.89869318181818,Nisko,50.52989,22.11247
PkPrzemGrunw,30.47048048048048,Przemyśl,49.78434,22.75624
PkRzeszRejta,29.91315934065934,Rzeszów,50.02424,22.01057
PkSanoSadowa,31.345042492917848,Sanok,49.57173,22.19589
PkTarnDabrow,32.7206784660767,Tarnobrzeg,50.57574,21.68837
PmGac,15.464788732394366,Gać,54.69381,17.45807
PmGdaGleboka,27.41025641025641,Gdańsk,54.35272,18.67342
PmGdaLecz08m,24.375739644970412,Gdańsk,54.38028,18.62027
PmGdyJozBema,22.389048991354468,Gdynia,54.50805,18.53983
PmKosTargo12,32.6797583081571,Kościerzyna,54.12069,17.97586
PmKwiSportow,24.089020771513354,Kwidzyn,53.72236,18.93692
PmLebMalcz16,22.96904024767802,Lębork,54.54617,17.74619
PmLinieKos17,19.15542521994135,Liniewko Kościerskie,54.10411,18.18297
PmMalMicki15,25.583798882681563,Malbork,54.03125,19.03290
PmSlupKniazi,23.837278106508876,Słupsk,54.46361,17.04672
PmSlupOrzesz,22.031347962382444,Słupsk,54.47561,17.03073
PmWejhPlWejh,28.281437125748504,Wejherowo,54.60114,18.23936
PmWladywHallera,21.19148936170213,Władysławowo,54.79364,18.40994
SkBuskRokosz,27.395792307692307,Busko-Zdrój,50.45365,20.71544
SkKielJagiel,36.80411460055097,Kielce,50.87255,20.60500
SkKielKusoci,30.080184831460674,Kielce,50.85422,20.60258
SkOzarOsWzgo,29.294642857142858,Ożarów,50.88713,21.66073
SkStaraZlota,30.403776044568247,Starachowice,51.05061,21.08417
SkTrzciOsiek,22.276353276353277,Trzcianka,50.48630,21.39410
SlBielKossak,35.376506024096386,Bielsko-Biała,49.81346,19.02732
SlCiesMickie,32.921176470588236,Cieszyn,49.73814,18.63907
SlCzestoBacz,31.851461988304095,Częstochowa,50.83639,19.13011
SlDabro1000L,41.2168115942029,Dąbrowa Górnicza,50.32911,19.23122
SlGodGliniki,44.0625,Godów,49.92188,18.47128
SlKatoKossut,39.178089887640446,Katowice,50.26461,18.97503
SlKatoPlebA4,46.370262390670554,Katowice,50.24679,19.01947
SlKnurJedNar,44.202542372881354,Knurów,50.23317,18.65572
SlLublPiasko,38.17589041095891,Lubliniec,50.65836,18.69622
SlMyszMiedzi,47.779375,Myszków,50.57973,19.32670
SlPszczBoged,52.11564245810056,Pszczyna,49.97218,18.94722
SlRybniBorki,47.26647727272727,Rybnik,50.11118,18.51614
SlTarnoLitew,37.65754285714286,Tarnowskie Góry,50.44474,18.82964
SlZabSkloCur,43.87329376854599,Zabrze,50.31650,18.77238
SlZawSkloCur,38.71008403361345,Zawiercie,50.47954,19.43301
SlZorySikors,41.289221556886226,Żory,50.02868,18.69122
SlZywieKoper,44.129411764705885,Żywiec,49.67160,19.23445
WmElbBazynsk,24.200505617977527,Elbląg,54.16785,19.41094
WmIlawAnders,28.344634146341463,Iława,53.58795,19.56470
WmNiTraugutt,28.521789772727274,Nidzica,53.36114,20.42204
WmOlsPuszkin,24.624204545454546,Olsztyn,53.78923,20.48607
WmPuszczaBor,17.29290598290598,Diabla Góra,54.12482,22.03806
WpGniePaczko,33.40162790697674,Gniezno,52.53986,17.61196
WpKaliSawick,34.55855072463768,Kalisz,51.74905,18.04839
WpLeszKiepur,26.100872093023256,Leszno,51.84046,16.60504
WpNoTomSzpit,37.60997229916897,Nowy Tomyśl,52.31673,16.14190
WpOstWieWyso,38.9078,Ostrów Wielkopolski,51.63757,17.82316
WpPilaKusoci,26.61577030812325,Piła,53.15441,16.75957
WpPleszAlMic,39.39060606060606,Pleszew,51.88492,17.79111
WpPoznChwial,33.46094955489614,Poznań,52.39297,16.92843
WpPoznSzyman,26.45807471264368,Poznań,52.45919,16.90620
WpTarPodZach,28.914833836858005,Tarnowo Podgórne,52.46741,16.64590
WpWagrowLipo,33.32765895953757,Wągrowiec,52.81554,17.20806
ZpKoszArKraj,23.44595041322314,Koszalin,54.19399,16.17254
ZpKoszSpasow,21.390807799442896,Koszalin,54.20716,16.19324
ZpMyslZaBram,27.55027777777778,Myślibórz,52.92629,14.86282
ZpSzczAndr01,22.612346368715084,Szczecin,53.38097,14.66335
ZpSzczec1Maj,23.597397260273972,Szczecinek,53.71211,16.69252
ZpSzczecPrze,23.570397350993378,Szczecinek,53.69890,16.70457
ZpSzczPils02,26.048374655647383,Szczecin,53.43217,14.55390
ZpWiduBulRyb,22.827340720221606,Widuchowa,53.12232,14.38222
