city,date,mean
Łódź,2010-01-01,59.4
Łódź,2010-01-02,53.6
Łódź,2010-01-03,50.8
Łódź,2010-01-04,102
Łódź,2010-01-05,157
Łódź,2010-01-06,92
Łódź,2010-01-07,154
Łódź,2010-01-08,126
Łódź,2010-01-09,53.4
Łódź,2010-01-10,36
Łódź,2010-01-11,62.2
Łódź,2010-01-12,90.4
Łódź,2010-01-13,67.1
Łódź,2010-01-14,109
Łódź,2010-01-15,136
Łódź,2010-01-16,118
Łódź,2010-01-17,66.9
Łódź,2010-01-18,82
Łódź,2010-01-19,99
Łódź,2010-01-20,68
Łódź,2010-01-21,52
Łódź,2010-01-22,78
Łódź,2010-01-23,111
Łódź,2010-01-24,120
Łódź,2010-01-25,160
Łódź,2010-01-26,176
Łódź,2010-01-27,184
Łódź,2010-01-28,56
Łódź,2010-01-29,49
Łódź,2010-01-30,32
Łódź,2010-01-31,58
Łódź,2010-02-01,130
Łódź,2010-02-02,77
Łódź,2010-02-03,57
Łódź,2010-02-04,86
Łódź,2010-02-05,75
Łódź,2010-02-06,67
Łódź,2010-02-07,60
Łódź,2010-02-08,94
Łódź,2010-02-09,169
Łódź,2010-02-10,139.5
Łódź,2010-02-11,64
Łódź,2010-02-12,91
Łódź,2010-02-13,137
Łódź,2010-02-14,84
Łódź,2010-02-15,59.5
Łódź,2010-02-16,131
Łódź,2010-02-17,106.5
Łódź,2010-02-18,106
Łódź,2010-02-19,97.5
Łódź,2010-02-20,84.5
Łódź,2010-02-21,75
Łódź,2010-02-22,58.5
Łódź,2010-02-23,57
Łódź,2010-02-24,93
Łódź,2010-02-25,138.5
Łódź,2010-02-26,96.5
Łódź,2010-02-27,51.25
Łódź,2010-02-28,52.55
Łódź,2010-03-01,20.5
Łódź,2010-03-02,29.1
Łódź,2010-03-03,32.1
Łódź,2010-03-04,62.15
Łódź,2010-03-05,62.95
Łódź,2010-03-06,50.8
Łódź,2010-03-07,62.45
Łódź,2010-03-08,131
Łódź,2010-03-09,117
Łódź,2010-03-10,105.5
Łódź,2010-03-11,97.5
Łódź,2010-03-12,121.5
Łódź,2010-03-13,41.1
Łódź,2010-03-14,25.049999999999997
Łódź,2010-03-15,28.55
Łódź,2010-03-16,40.5
Łódź,2010-03-17,55.3
Łódź,2010-03-18,86
Łódź,2010-03-19,94.9
Łódź,2010-03-20,63.25
Łódź,2010-03-21,35.9
Łódź,2010-03-22,44.05
Łódź,2010-03-23,81
Łódź,2010-03-24,106.5
Łódź,2010-03-25,63
Łódź,2010-03-26,65
Łódź,2010-03-27,25.3
Łódź,2010-03-28,34.5
Łódź,2010-03-29,28.9
Łódź,2010-03-30,41.4
Łódź,2010-03-31,32.7
Łódź,2010-04-01,89
Łódź,2010-04-02,86
Łódź,2010-04-03,56
Łódź,2010-04-04,34
Łódź,2010-04-05,40
Łódź,2010-04-06,30.5
Łódź,2010-04-07,52.2
Łódź,2010-04-08,63
Łódź,2010-04-09,112
Łódź,2010-04-10,34.7
Łódź,2010-04-11,44.2
Łódź,2010-04-12,NaN
Łódź,2010-04-13,NaN
Łódź,2010-04-14,58
Łódź,2010-04-15,48.4
Łódź,2010-04-16,39.3
Łódź,2010-04-17,40
Łódź,2010-04-18,37.2
Łódź,2010-04-19,43.9
Łódź,2010-04-20,58.8
Łódź,2010-04-21,30.55
Łódź,2010-04-22,49.7
Łódź,2010-04-23,77.45
Łódź,2010-04-24,50.1
Łódź,2010-04-25,41.85
Łódź,2010-04-26,31.55
Łódź,2010-04-27,32.45
Łódź,2010-04-28,51.3
Łódź,2010-04-29,38.75
Łódź,2010-04-30,45.9
Łódź,2010-05-01,39.5
Łódź,2010-05-02,33.85
Łódź,2010-05-03,30.05
Łódź,2010-05-04,40.7
Łódź,2010-05-05,28.9
Łódź,2010-05-06,37.7
Łódź,2010-05-07,34.85
Łódź,2010-05-08,34.599999999999994
Łódź,2010-05-09,32.75
Łódź,2010-05-10,35.05
Łódź,2010-05-11,35.95
Łódź,2010-05-12,34.75
Łódź,2010-05-13,30.8
Łódź,2010-05-14,29
Łódź,2010-05-15,22.450000000000003
Łódź,2010-05-16,17.55
Łódź,2010-05-17,13.5
Łódź,2010-05-18,13.55
Łódź,2010-05-19,29.65
Łódź,2010-05-20,45.65
Łódź,2010-05-21,37.85
Łódź,2010-05-22,31.5
Łódź,2010-05-23,32.1
Łódź,2010-05-24,25.200000000000003
Łódź,2010-05-25,39.7
Łódź,2010-05-26,47.95
Łódź,2010-05-27,36.4
Łódź,2010-05-28,30.45
Łódź,2010-05-29,35.85
Łódź,2010-05-30,23.6
Łódź,2010-05-31,25.2
Łódź,2010-06-01,35.45
Łódź,2010-06-02,24.3
Łódź,2010-06-03,21.9
Łódź,2010-06-04,33.5
Łódź,2010-06-05,18.1
Łódź,2010-06-06,29.5
Łódź,2010-06-07,38.25
Łódź,2010-06-08,36.45
Łódź,2010-06-09,39.85
Łódź,2010-06-10,48.900000000000006
Łódź,2010-06-11,47.400000000000006
Łódź,2010-06-12,28.85
Łódź,2010-06-13,17.3
Łódź,2010-06-14,21.05
Łódź,2010-06-15,48.05
Łódź,2010-06-16,21.35
Łódź,2010-06-17,21.55
Łódź,2010-06-18,26.2
Łódź,2010-06-19,28.7
Łódź,2010-06-20,31.299999999999997
Łódź,2010-06-21,38.95
Łódź,2010-06-22,40.25
Łódź,2010-06-23,39.85
Łódź,2010-06-24,37.65
Łódź,2010-06-25,32.35
Łódź,2010-06-26,21.1
Łódź,2010-06-27,19.549999999999997
Łódź,2010-06-28,26.35
Łódź,2010-06-29,40.95
Łódź,2010-06-30,43.2
Łódź,2010-07-01,33.95
Łódź,2010-07-02,32.2
Łódź,2010-07-03,22.3
Łódź,2010-07-04,20.7
Łódź,2010-07-05,30.65
Łódź,2010-07-06,34.5
Łódź,2010-07-07,29.549999999999997
Łódź,2010-07-08,27.5
Łódź,2010-07-09,33.75
Łódź,2010-07-10,25.799999999999997
Łódź,2010-07-11,25.9
Łódź,2010-07-12,27.95
Łódź,2010-07-13,25.2
Łódź,2010-07-14,31.5
Łódź,2010-07-15,41.85
Łódź,2010-07-16,40.7
Łódź,2010-07-17,36.65
Łódź,2010-07-18,34.15
Łódź,2010-07-19,24.35
Łódź,2010-07-20,24.35
Łódź,2010-07-21,34.45
Łódź,2010-07-22,37.75
Łódź,2010-07-23,30.549999999999997
Łódź,2010-07-24,20.4
Łódź,2010-07-25,17.450000000000003
Łódź,2010-07-26,20.1
Łódź,2010-07-27,14.75
Łódź,2010-07-28,21.2
Łódź,2010-07-29,20.55
Łódź,2010-07-30,26.75
Łódź,2010-07-31,32.3
Łódź,2010-08-01,50.95
Łódź,2010-08-02,48.35
Łódź,2010-08-03,41.3
Łódź,2010-08-04,25
Łódź,2010-08-05,29.450000000000003
Łódź,2010-08-06,24.6
Łódź,2010-08-07,20.55
Łódź,2010-08-08,24.75
Łódź,2010-08-09,39.650000000000006
Łódź,2010-08-10,45.45
Łódź,2010-08-11,41.45
Łódź,2010-08-12,48.65
Łódź,2010-08-13,45.599999999999994
Łódź,2010-08-14,35.65
Łódź,2010-08-15,35.05
Łódź,2010-08-16,21.200000000000003
Łódź,2010-08-17,18.1
Łódź,2010-08-18,17.3
Łódź,2010-08-19,29.55
Łódź,2010-08-20,26.25
Łódź,2010-08-21,31.35
Łódź,2010-08-22,39.4
Łódź,2010-08-23,29.4
Łódź,2010-08-24,24.75
Łódź,2010-08-25,26.35
Łódź,2010-08-26,18.7
Łódź,2010-08-27,19.35
Łódź,2010-08-28,14.2
