woj,date,mean
ŁÓDZKIE,2016-01-01,84.8
ŁÓDZKIE,2016-01-02,37.4
ŁÓDZKIE,2016-01-03,53.06666666666667
ŁÓDZKIE,2016-01-04,80.33333333333333
ŁÓDZKIE,2016-01-05,115.53333333333333
ŁÓDZKIE,2016-01-06,119.46666666666667
ŁÓDZKIE,2016-01-07,95.2
ŁÓDZKIE,2016-01-08,60.8
ŁÓDZKIE,2016-01-09,82.46666666666667
ŁÓDZKIE,2016-01-10,78.53333333333333
ŁÓDZKIE,2016-01-11,92.2
ŁÓDZKIE,2016-01-12,76.86666666666666
ŁÓDZKIE,2016-01-13,41.2
ŁÓDZKIE,2016-01-14,48.13333333333333
ŁÓDZKIE,2016-01-15,82.53333333333333
ŁÓDZKIE,2016-01-16,62.666666666666664
ŁÓDZKIE,2016-01-17,92.2
ŁÓDZKIE,2016-01-18,95.86666666666666
ŁÓDZKIE,2016-01-19,118.2
ŁÓDZKIE,2016-01-20,92.33333333333333
ŁÓDZKIE,2016-01-21,46.93333333333333
ŁÓDZKIE,2016-01-22,103
ŁÓDZKIE,2016-01-23,118.46666666666667
ŁÓDZKIE,2016-01-24,91
ŁÓDZKIE,2016-01-25,61.46666666666667
ŁÓDZKIE,2016-01-26,54.8
ŁÓDZKIE,2016-01-27,40.6
ŁÓDZKIE,2016-01-28,34.266666666666666
ŁÓDZKIE,2016-01-29,40
ŁÓDZKIE,2016-01-30,28.6
ŁÓDZKIE,2016-01-31,24
ŁÓDZKIE,2016-02-01,28.533333333333335
ŁÓDZKIE,2016-02-02,20.533333333333335
ŁÓDZKIE,2016-02-03,29.2
ŁÓDZKIE,2016-02-04,32.86666666666667
ŁÓDZKIE,2016-02-05,38.06666666666667
ŁÓDZKIE,2016-02-06,48.06666666666667
ŁÓDZKIE,2016-02-07,37.266666666666666
ŁÓDZKIE,2016-02-08,28.6
ŁÓDZKIE,2016-02-09,23.4
ŁÓDZKIE,2016-02-10,27.733333333333334
ŁÓDZKIE,2016-02-11,34.53333333333333
ŁÓDZKIE,2016-02-12,36.2
ŁÓDZKIE,2016-02-13,46.93333333333333
