id,mean,city,lat,lon
MpKrakowWIOSBuja6119,54.15745856353591,Kraków,50.01058,19.94919
MpKrakowWIOSBulw6118,63.48739495798319,Kraków,50.06931,20.05349
MpNSaczWIOSNadb6205,54.78761061946903,Nowy Sącz,49.61928,20.71440
MpProszWIOSKrol1404,58.16477272727273,Proszowice,50.19218,20.29971
MpSkawinWIOSOsie0606,62.28659598853868,Skawina,49.97105,19.83042
MpSuchaBWIOSHand1512,71.42592592592592,Sucha Beskidzka,49.74064,19.58833
MpTarnowWIOSBitw6304,40.73295454545455,Tarnów,50.02017,21.00417
MpTrzebiWIOSZWM0305,42.933734939759034,Trzebinia,50.15941,19.47746
MpWadowiWIOSPSka1805,48.416666666666664,Wadowice,49.87276,19.49794
MpZakopaWIOSRown1701,43.21508379888268,Zakopane,49.29356,19.96008
MzCiechStrazacka,34.96777408637874,Ciechanów,52.87844,20.61329
MzGranicaKPN,24.98232044198895,Granica,52.28586,20.45465
MzLegionZegIMGW,37.22976878612717,Legionowo,52.40758,20.95593
MzMlawaOrdona,32.21921708185054,Mława,53.11191,20.37173
MzOtwockBrzoz,46.71492063492064,Otwock,52.11572,21.23730
MzPiastowPulask,37.78994413407821,Piastów,52.19173,20.83749
MzRadomCz,41.30780346820809,Radom,51.40608,21.16682
MzWarszAKrzywon,34.79129213483146,Warszawa,52.22865,20.91751
MzWarszKrucza,31.391784702549575,Warszawa,52.22458,21.01904
MzWolOgrodowa,37.104615384615386,Wołomin,52.34468,21.23951
OpGlub1pyl,41.94491525423729,Głubczyce,50.20094,17.81645
OpKlucz2pyl,35.41237113402062,Kluczbork,50.97218,18.20757
OpOlesno3pyl,71.02352941176471,Olesno,50.87639,18.41861
OpOpole4pyl,38.88356164383562,Opole,50.67686,17.95028
PdBialyMiejska,27.791743119266055,Białystok,53.12669,23.15587
PdLomzaSikorskiego,34.15586705202312,Łomża,53.18139,22.05438
PdSuwPulaski,21.359936842105263,Suwałki,54.11788,22.93461
PkJasloWIOSSikorskiego,40.56333333333333,Jasło,49.74489,21.45462
PkKrosnoWIOSKletowki,41.432967032967035,Krosno,49.69017,21.74970
PkMielWIOSZarzStr,41.3135838150289,Mielec,50.30401,21.47120
PkNiskoWIOSSzklar,35.10405315614618,Nisko,50.52989,22.11247
PkPrzemWIOSPDom,41.439490445859875,Przemyśl,49.78278,22.76667
PkPrzemyslWIOSMick,48.54640924092409,Przemyśl,49.78243,22.78291
PkRzeszWIOSSzop,42.171052631578945,Rzeszów,50.03403,22.01073
Pm.00.s237m,24.484429065743946,Gdynia,54.50810,18.53985
Pm.00.s481m,30.965367965367964,Gdańsk,54.35272,18.67342
Pm.06.s712m,30.537190082644628,Kościerzyna,54.11917,17.96861
Pm11WLADw07m,19.166666666666668,Władysławowo,54.79364,18.40994
Pm.15.s129m,27.14516129032258,Wejherowo,54.60114,18.23936
Pm.63.wDSAa,26.480056179775282,Słupsk,54.46361,17.04672
Pm.63.wDSMm,26.528089887640448,Słupsk,54.46361,17.04667
Pm.63.wDSPm,27.809859154929576,Słupsk,54.47561,17.03073
Pm.aw08m,26.68888888888889,Gdańsk,54.38028,18.62027
Pm.D,15.503135888501742,Gać,54.69381,17.45807
Pm.Kwidz.Sport.m,28.0125,Kwidzyn,53.72236,18.93692
SkBuskoWios2,39.142140468227424,Busko-Zdrój,50.45365,20.71544
SkKielJagielWios,43.53370786516854,Kielce,50.87255,20.60500
SkKielKusoc,40.086079545454545,Kielce,50.85422,20.60258
SkOzarowMiec,26.253333333333334,Mieczysławów,50.94778,21.72924
SkOzarowOsWz,28.963333333333335,Ożarów,50.89317,21.65516
SkPolanTrzc,24.64957264957265,Trzcianka,50.48630,21.39410
SlBielbBiel_kossa,43.3375,Bielsko-Biała,49.81346,19.02732
SlCieszCies_13mic,36.79430379746835,Cieszyn,49.73814,18.63907
SlCzestCzes_baczy,42.86350148367953,Częstochowa,50.83639,19.13011
SlDabroDabr_1000L,48.85049833887043,Dąbrowa Górnicza,50.32911,19.23122
SlGodowWodz_wodzi,52.35635359116022,Godów,49.92188,18.47128
SlKatowKato_aleja,48.90880503144654,Katowice,50.24679,19.01947
SlKatowKato_kossu,49.99425287356322,Katowice,50.26461,18.97503
SlKnuroKnu1_gliwi,56.06406685236769,Knurów,50.23317,18.65572
SlLubliLubl_piask,35.970588235294116,Lubliniec,50.65836,18.69622
SlMyszkMysz_myszk,52.86833855799373,Myszków,50.57973,19.32670
SlPszczPszc_boged,59.24645892351275,Pszczyna,49.97218,18.94722
SlRybniRybn_borki,59.292682926829265,Rybnik,50.11118,18.51614
SlTarnoTarn_litew,40.27743902439025,Tarnowskie Góry,50.44474,18.82964
SlZabrzZabr_sklod,54.43478260869565,Zabrze,50.31650,18.77238
SlZawieZawi_zawie,41.855345911949684,Zawiercie,50.47954,19.43301
SlZoryzZory_sikor,42.57401812688822,Żory,50.02868,18.69122
SlZywieZywi_koper,56.16326530612245,Żywiec,49.67160,19.23445
WmElblagWIOS_Bazynsk,24.70095238095238,Elbląg,54.16785,19.41094
WmNidzicaWIOS_Traugut,31.09353448275862,Nidzica,53.36114,20.42204
WmOlsztyWIOS_Puszkin,28.35081967213115,Olsztyn,53.78923,20.48607
WmPuszcz_IOS_Borecka,17.03973293768546,Diabla Góra,54.12482,22.03806
WpGnieznoPM10.11,36.64578703703704,NA,NA,NA
WpLeszno411000,26.491689750692522,Leszno,51.84778,16.57472
WpOstrowWlkpPM10,39.46640579710145,Ostrów Wielkopolski,51.63757,17.82316
WpPila5710111,32.621260744985676,Piła,53.15441,16.75957
WpTarnowoPodgornePM10.10,28.73977011494253,NA,NA,NA
WpWagrowiecPM10.10,37.16800595238095,NA,NA,NA
WpWKPKalisz007.10,34.40147398843931,NA,NA,NA
ZpGryfWiduchowa003,25.944036697247707,Widuchowa,53.12232,14.38222
ZpKoszalin006,25.89027777777778,Koszalin,54.20716,16.19324
ZpSzcSzczecinek008,27.4175,Szczecinek,53.71211,16.69252
ZpSzcSzczecinek009,35.836498516320475,Szczecinek,53.70198,16.70707
ZpSzczecin001,27.988563049853372,Szczecin,53.38097,14.66335
ZpSzczecin002,32.24413407821229,Szczecin,53.43217,14.55390
ZpSzczecin004,25.43653846153846,Szczecin,53.47089,14.55625
