id,mean,city,lat,lon
DsCzer02,16.588068181818183,Czerniawa,50.91248,15.31219
DsDzia01,23.491176470588236,Działoszyn,50.97217,14.94132
DsGlogNorw,27.987577639751553,Głogów,51.65713,16.08619
DsGlogNorwArch,27.987577639751553,Głogów,51.65715,16.08618
DsJelw05,24.884286549707603,Jeleniów,51.22484,15.23298
DsJgGrottgeraPM,17.151975683890576,Jelenia Góra,50.89750,15.73663
DsLegRzeczA,33.38991354466859,Legnica,51.20450,16.18051
DsLegRzeczPM,25.13907284768212,Legnica,51.20423,16.18076
DsLegSmok,28.055828220858896,Legnica,51.18078,16.09838
DsLegZlotor,34.158357771260995,Legnica,51.18802,16.12906
DsLubinMaj,29.47,Lubin,51.39842,16.19964
DsNRudaSrebPArch,51.92948717948718,Nowa Ruda,50.57991,16.51442
DsPolkKasz,25.429819277108432,Polkowice,51.50237,16.07505
DsSwidRynek,31.73051948051948,Świdnica,50.84236,16.48670
DsSwidRynekArch,31.73051948051948,Świdnica,50.84236,16.48670
DsSzczKopPM,26.383045977011495,Szczawno-Zdrój,50.80154,16.25014
DsWalbWysPArch,18.143769968051117,Wałbrzych,50.76875,16.26958
DsWrocKorzPMArch,18.603636363636365,Wrocław,51.12941,17.02955
DsWrocOrzech,17.76771653543307,Wrocław,51.07753,17.04282
DsWrocWie,34.31174698795181,Wrocław,51.10549,17.03647
DsWrocWisA,35.22877094972067,Wrocław,51.08622,17.01269
DsZgorzBohA,32.58571428571429,Zgorzelec,51.15039,15.00817
DsZgorzMar,24.09259259259259,Zgorzelec,51.14578,15.01223
KpBydgUjejskiego,18.093457943925234,Bydgoszcz,53.11472,18.02722
KpBydgWPola,31.873846153846152,Bydgoszcz,53.12500,17.97583
KpCiechoTezniowa,22.933536585365854,Ciechocinek,52.88842,18.78091
KpGrudzIkara,20.149425287356323,Grudziądz,53.46417,18.76944
KpInowrSolan,20.825095057034222,Inowrocław,52.79472,18.24500
KpNakloPiotraSkargi,31.112540192926044,Nakło nad Notecią,53.13836,17.60514
KpSadlog,20.01022580645161,Sadłogoszcz,52.84472,18.00500
KpTorunDziewulsk,30.764940239043824,Toruń,53.02865,18.66610
KpTorunLotnisko,20.788546255506606,Toruń,53.02833,18.56168
KpTorunSzpMiejski,22.544776119402986,Toruń,53.02250,18.62083
KpWloclLady,23.2,Włocławek,52.64194,19.04750
KpWloclOkrzei,43.1187134502924,Włocławek,52.65847,19.05931
KpWloclSielska,32.9875,Włocławek,52.66472,19.03639
KpWolice,12.18918918918919,Wolice,52.85417,17.90028
LbBialaPOrzechowa,34.06006006006006,Biała Podlaska,52.02919,23.14939
LbBialaPPl.TrzechKrzyzy,37.55801104972376,Biała Podlaska,52.02386,23.11604
LbChelmJagWIOS,30.324216524216524,Chełm,51.13095,23.51460
LbChelmSzpWSSE,29.884971098265897,Chełm,51.15028,23.45750
LbKrasnikKoszarowa,30.721180555555556,Kraśnik,50.92824,22.22831
LbLeczna1000Lecia,36.79479768786127,Łęczna,51.30445,22.88333
LbLublinPiel,30.41176470588235,Lublin,51.23944,22.50750
LbLublin_Sliwins_5,25.019178082191782,Lublin,51.27308,22.55167
LbLublinSpokojna,33.95457227138643,Lublin,51.25073,22.55477
LbLukowBrowarna,30.514367816091955,Łuków,51.92856,22.37776
LbPulawySkowieszynska,27.736944444444443,Puławy,51.41061,21.97638
LbRadzyPSitkowskiego,29.29824561403509,Radzyń Podlaski,51.78000,22.62594
LbRejowiecFabrWIOS,24.85343137254902,Rejowiec Fabryczny,51.11028,23.24694
LbTomaszowLubWIOS,24.3952802359882,Tomaszów Lubelski,50.44750,23.41444
LbZamoscHrubieszowsk,30.60450704225352,Zamość,50.71663,23.29025
LbZamoscWSSE,33.95943661971831,Zamość,50.71611,23.26083
LdKutnoWIOSMWilcza,52.631147540983605,Kutno,52.22849,19.37221
LdLodzWIOSACzernik,20.85217391304348,Łódź,51.75805,19.52979
LdLodzWIOSARubinst,24.58327123287671,Łódź,51.76729,19.45534
LdLodzWSSEMLegiono,27.06779661016949,Łódź,51.77642,19.45294
LdLodzWSSEMRudzka,28.044776119402986,Łódź,51.70558,19.43484
LdPabianWIOSAKonstan,32.412921348314605,Pabianice,51.66798,19.36868
LdRadomsWSSEMZeromsk,31.066775244299674,Radomsko,51.06611,19.44194
LdSieradWSSEMGrunwal,27.90858725761773,Sieradz,51.59013,18.71733
LdSkiernWSSEMReymont,31.322388059701492,Skierniewice,51.96000,20.14722
LdZgierzWSSEMStRynek,37.16012084592145,Zgierz,51.85639,19.40444
LuGorzowWIOS_AUT,31.05228448275862,Gorzów Wielkopolski,52.73821,15.22867
LuGorzowWSSE_1,22.27885714285714,Gorzów Wielkopolski,52.73722,15.23222
LuZgoraWIOS_AUT,26.37202380952381,Zielona Góra,51.93978,15.51886
MpBochniWSSEKons0105,44.45608108108108,Bochnia,49.97278,20.42806
MpChrzanWSSEGrzy0301,47.91836734693877,Chrzanów,50.13694,19.39722
MpKrakowWIOSAKra6117,80.06399401197605,Kraków,50.05768,19.92619
MpKrakowWIOSPrad6115,55.712213836477986,Kraków,50.08750,19.92611
MpMaPodhWIOSKosc1508,53.33788395904437,Maków Podhalański,49.73028,19.68139
MpMyslenWIOSRyne0906,42.55417956656347,Myślenice,49.83500,19.93806
MpNoTargWSSESzaf1102,56.17578125,Nowy Targ,49.47444,20.02583
MpNSaczWIOSPija6204,52.243677777777776,Nowy Sącz,49.62722,20.68833
MpNSaczWSSETarn6202,48.353474320241695,Nowy Sącz,49.63528,20.69306
MpOswiecWSSEWiez1301,47.233333333333334,Oświęcim,50.03417,19.20056
MpProszWIOSKrol1404,52.041916167664674,Proszowice,50.19218,20.29971
MpSkawinWIOSOsie0606,90.82278481012658,Skawina,49.97105,19.83042
MpTarnowWIOSSoli6303,52,Tarnów,50.01611,20.98361
MpTrzebiWIOSPils0303,48.89875801749271,Trzebinia,50.16083,19.47278
MpWadowiWIOSPSka1805,43.64672364672364,Wadowice,49.87276,19.49794
MpWielicWIOSNiep1904,51.52818991097923,Niepołomice,50.03512,20.21269
MzCiechStrazacka,30.366666666666667,Ciechanów,52.87844,20.61329
MzLegionBronWSSE,20.35234899328859,Legionowo,52.39969,20.92715
MzLegionZegIMGW,26.289795918367346,Legionowo,52.40758,20.95593
MzNowDwChemWSSE,20.631736526946106,Nowy Dwór Mazowiecki,52.42942,20.72413
MzOstMazSikorWSSE,20.40993788819876,Ostrów Mazowiecka,52.80326,21.89048
MzOstrolTargowa,24.775892857142857,Ostrołęka,53.08402,21.58920
MzOtwockBrzozWSSE,29.955414012738853,Otwock,52.11544,21.23766
MzPiaseczDworWSSE,35.175,Piaseczno,52.05145,21.00558
MzPiastowPulask,25.989473684210527,Piastów,52.19173,20.83749
MzPlockKolegWSSE,27.996987951807228,Płock,52.54222,19.69556
MzPruszKraszeWSSE,27.34375,Pruszków,52.16226,20.81283
MzRadomCz,23.238095238095237,Radom,51.40608,21.16682
MzRadomCzWSSE,23.238095238095237,Radom,51.40013,21.16263
MzTluszczJKiel,24.341040462427745,Tłuszcz,52.42583,21.42917
MzWarszAKrzywon,17.897727272727273,Warszawa,52.22865,20.91751
MzWarszBernWoda,27.13157894736842,Warszawa,52.19173,21.05105
MzWarszBielany,37.791271875,Warszawa,52.28507,20.93302
MzWarszBorKomWSSE,34.17041800643087,Warszawa,52.22519,21.08735
MzWarszKrucza,35.359415584415586,Warszawa,52.22458,21.01904
MzWarszSGGW,25.514423076923077,Warszawa,52.16056,21.04778
MzWarszZelazWSSE,26.914772727272727,Warszawa,52.23750,20.98793
MzWarZeganWSSE,26.363344051446944,Warszawa,52.20577,21.16952
OpBrzeg101,34.50420168067227,Brzeg,50.85750,17.46361
OpGlub1pyl,30.31715210355987,Głubczyce,50.20094,17.81645
OpKlucz227,39.071661237785015,Kluczbork,50.97306,18.21417
OpNamys2pyl,37.682119205298015,Namysłów,51.07222,17.71889
OpOlesno3pyl,38.41274238227147,Olesno,50.87639,18.41861
OpPrud189p,39.73706896551724,Prudnik,50.32111,17.57778
OpStrzel247,32.3402489626556,Strzelce Opolskie,50.51389,18.30389
PdBialyLegionowa8,24.106145251396647,Białystok,53.13111,23.15889
PdLomzaSikorskiego,30.638226480836238,Łomża,53.18139,22.05438
PdSuwPulaski,21.941093655589125,Suwałki,54.11788,22.93461
