city,date,mean
Łódź,2016-01-01,82.5
Łódź,2016-01-02,43
Łódź,2016-01-03,62.5
Łódź,2016-01-04,96
Łódź,2016-01-05,124.5
Łódź,2016-01-06,124
Łódź,2016-01-07,92
Łódź,2016-01-08,53
Łódź,2016-01-09,83.5
Łódź,2016-01-10,88.5
Łódź,2016-01-11,97.5
Łódź,2016-01-12,83
Łódź,2016-01-13,36
Łódź,2016-01-14,55.5
Łódź,2016-01-15,77.5
Łódź,2016-01-16,56.5
Łódź,2016-01-17,78
Łódź,2016-01-18,83
Łódź,2016-01-19,124
Łódź,2016-01-20,79
Łódź,2016-01-21,37.5
Łódź,2016-01-22,102
Łódź,2016-01-23,133
Łódź,2016-01-24,75.5
Łódź,2016-01-25,55.5
Łódź,2016-01-26,55
Łódź,2016-01-27,36
Łódź,2016-01-28,33.5
Łódź,2016-01-29,37
Łódź,2016-01-30,26.5
Łódź,2016-01-31,22
Łódź,2016-02-01,25.5
Łódź,2016-02-02,22
Łódź,2016-02-03,28
Łódź,2016-02-04,19.5
Łódź,2016-02-05,30.5
Łódź,2016-02-06,48
Łódź,2016-02-07,43.5
Łódź,2016-02-08,27.5
Łódź,2016-02-09,22
Łódź,2016-02-10,27.5
Łódź,2016-02-11,29.5
Łódź,2016-02-12,32.5
Łódź,2016-02-13,45.5
Łódź,2016-02-14,74
Łódź,2016-02-15,76.5
Łódź,2016-02-16,52.5
Łódź,2016-02-17,24.5
Łódź,2016-02-18,58.5
Łódź,2016-02-19,34
Łódź,2016-02-20,47.5
Łódź,2016-02-21,17
Łódź,2016-02-22,12.5
Łódź,2016-02-23,30.5
Łódź,2016-02-24,32.5
Łódź,2016-02-25,59.5
Łódź,2016-02-26,74.5
Łódź,2016-02-27,65
Łódź,2016-02-28,74
Łódź,2016-02-29,53.5
Łódź,2016-03-01,31
Łódź,2016-03-02,47
Łódź,2016-03-03,69.5
Łódź,2016-03-04,68
Łódź,2016-03-05,59
Łódź,2016-03-06,41
Łódź,2016-03-07,70
Łódź,2016-03-08,74.5
Łódź,2016-03-09,48
Łódź,2016-03-10,36
Łódź,2016-03-11,31.5
Łódź,2016-03-12,42
Łódź,2016-03-13,38
Łódź,2016-03-14,77.5
Łódź,2016-03-15,25
Łódź,2016-03-16,58
Łódź,2016-03-17,96.5
Łódź,2016-03-18,57
Łódź,2016-03-19,20.5
Łódź,2016-03-20,34
Łódź,2016-03-21,30.5
Łódź,2016-03-22,26.5
Łódź,2016-03-23,44.5
Łódź,2016-03-24,61
Łódź,2016-03-25,76.5
Łódź,2016-03-26,47.5
Łódź,2016-03-27,46.5
Łódź,2016-03-28,45
Łódź,2016-03-29,29.5
Łódź,2016-03-30,23.5
Łódź,2016-03-31,41
Łódź,2016-04-01,23.5
Łódź,2016-04-02,48.5
Łódź,2016-04-03,35
Łódź,2016-04-04,42
Łódź,2016-04-05,76.5
Łódź,2016-04-06,50
Łódź,2016-04-07,41.5
Łódź,2016-04-08,36
Łódź,2016-04-09,29
Łódź,2016-04-10,31.5
Łódź,2016-04-11,34
Łódź,2016-04-12,41.5
Łódź,2016-04-13,61.5
Łódź,2016-04-14,61
Łódź,2016-04-15,42
Łódź,2016-04-16,48
Łódź,2016-04-17,27
Łódź,2016-04-18,26
Łódź,2016-04-19,32
Łódź,2016-04-20,26
Łódź,2016-04-21,36.5
Łódź,2016-04-22,48
Łódź,2016-04-23,57.5
Łódź,2016-04-24,20.5
Łódź,2016-04-25,35
Łódź,2016-04-26,40
Łódź,2016-04-27,21.5
Łódź,2016-04-28,30.5
Łódź,2016-04-29,34.5
Łódź,2016-04-30,34.5
Łódź,2016-05-01,39.5
Łódź,2016-05-02,27
Łódź,2016-05-03,23.5
Łódź,2016-05-04,25
Łódź,2016-05-05,25
Łódź,2016-05-06,29.5
Łódź,2016-05-07,25.5
Łódź,2016-05-08,18.5
Łódź,2016-05-09,18.5
Łódź,2016-05-10,22.5
Łódź,2016-05-11,34.5
Łódź,2016-05-12,20
Łódź,2016-05-13,19.5
Łódź,2016-05-14,26
Łódź,2016-05-15,16
Łódź,2016-05-16,28
Łódź,2016-05-17,19.5
Łódź,2016-05-18,22.5
Łódź,2016-05-19,29
Łódź,2016-05-20,40
Łódź,2016-05-21,32
Łódź,2016-05-22,30.5
Łódź,2016-05-23,32.5
Łódź,2016-05-24,32
Łódź,2016-05-25,44
Łódź,2016-05-26,34.5
Łódź,2016-05-27,33.5
Łódź,2016-05-28,30
Łódź,2016-05-29,27
Łódź,2016-05-30,26.5
Łódź,2016-05-31,21.5
Łódź,2016-06-01,18.5
Łódź,2016-06-02,18.5
Łódź,2016-06-03,26
Łódź,2016-06-04,36
Łódź,2016-06-05,21.5
Łódź,2016-06-06,15.5
Łódź,2016-06-07,23.5
Łódź,2016-06-08,30.5
Łódź,2016-06-09,22
Łódź,2016-06-10,30
Łódź,2016-06-11,16.5
Łódź,2016-06-12,13.5
Łódź,2016-06-13,22.5
Łódź,2016-06-14,25
Łódź,2016-06-15,19.5
Łódź,2016-06-16,14.5
Łódź,2016-06-17,20.5
Łódź,2016-06-18,13.5
Łódź,2016-06-19,20.5
Łódź,2016-06-20,15
Łódź,2016-06-21,20
Łódź,2016-06-22,24
Łódź,2016-06-23,30.5
Łódź,2016-06-24,38
Łódź,2016-06-25,41.5
Łódź,2016-06-26,25
Łódź,2016-06-27,18
Łódź,2016-06-28,21.5
Łódź,2016-06-29,26
Łódź,2016-06-30,21.5
Łódź,2016-07-01,20.5
Łódź,2016-07-02,27.5
Łódź,2016-07-03,13
Łódź,2016-07-04,15.5
Łódź,2016-07-05,19
Łódź,2016-07-06,15
Łódź,2016-07-07,17
Łódź,2016-07-08,20.5
Łódź,2016-07-09,15
Łódź,2016-07-10,15.5
Łódź,2016-07-11,24
Łódź,2016-07-12,29
Łódź,2016-07-13,19
Łódź,2016-07-14,10.5
Łódź,2016-07-15,15
Łódź,2016-07-16,18
Łódź,2016-07-17,21.5
Łódź,2016-07-18,19.5
Łódź,2016-07-19,16
Łódź,2016-07-20,19.5
Łódź,2016-07-21,24.5
Łódź,2016-07-22,21
Łódź,2016-07-23,30.5
Łódź,2016-07-24,32.5
Łódź,2016-07-25,26
