woj,date,mean
ŁÓDZKIE,2012-01-01,65.95828571428571
ŁÓDZKIE,2012-01-02,30.74885714285714
ŁÓDZKIE,2012-01-03,28.804125
ŁÓDZKIE,2012-01-04,23.235375
ŁÓDZKIE,2012-01-05,12.695500000000001
ŁÓDZKIE,2012-01-06,15.38888888888889
ŁÓDZKIE,2012-01-07,31.091666666666665
ŁÓDZKIE,2012-01-08,37.135799999999996
ŁÓDZKIE,2012-01-09,39.46
ŁÓDZKIE,2012-01-10,40.63636363636363
ŁÓDZKIE,2012-01-11,39.157666666666664
ŁÓDZKIE,2012-01-12,23.611916666666666
ŁÓDZKIE,2012-01-13,23.616666666666667
ŁÓDZKIE,2012-01-14,16.800666666666668
ŁÓDZKIE,2012-01-15,36.257666666666665
ŁÓDZKIE,2012-01-16,48.76730769230769
ŁÓDZKIE,2012-01-17,103.36964285714285
ŁÓDZKIE,2012-01-18,77.89764285714286
ŁÓDZKIE,2012-01-19,36.65535714285714
ŁÓDZKIE,2012-01-20,34.285714285714285
ŁÓDZKIE,2012-01-21,35.878571428571426
ŁÓDZKIE,2012-01-22,25.242857142857144
ŁÓDZKIE,2012-01-23,44.320214285714286
ŁÓDZKIE,2012-01-24,67.33157142857142
ŁÓDZKIE,2012-01-25,98.12021428571428
ŁÓDZKIE,2012-01-26,76.01964285714286
ŁÓDZKIE,2012-01-27,74.97307692307692
ŁÓDZKIE,2012-01-28,82.13076923076923
ŁÓDZKIE,2012-01-29,64.38015384615385
ŁÓDZKIE,2012-01-30,65.47823076923076
ŁÓDZKIE,2012-01-31,71.1923076923077
ŁÓDZKIE,2012-02-01,93.63138461538462
ŁÓDZKIE,2012-02-02,145.625
ŁÓDZKIE,2012-02-03,184.79807692307693
ŁÓDZKIE,2012-02-04,159.15275
ŁÓDZKIE,2012-02-05,91.934
ŁÓDZKIE,2012-02-06,94.89133333333334
ŁÓDZKIE,2012-02-07,89.00691666666667
ŁÓDZKIE,2012-02-08,130.309
ŁÓDZKIE,2012-02-09,110.54858333333334
ŁÓDZKIE,2012-02-10,134.47753846153847
ŁÓDZKIE,2012-02-11,235.16861538461538
ŁÓDZKIE,2012-02-12,240.32983333333334
ŁÓDZKIE,2012-02-13,167.22753846153847
ŁÓDZKIE,2012-02-14,163.34375
ŁÓDZKIE,2012-02-15,70.02916666666667
ŁÓDZKIE,2012-02-16,120.45323076923077
ŁÓDZKIE,2012-02-17,70.04361538461538
ŁÓDZKIE,2012-02-18,55.703
ŁÓDZKIE,2012-02-19,49.31128571428572
ŁÓDZKIE,2012-02-20,48.073214285714286
ŁÓDZKIE,2012-02-21,43.65835714285714
ŁÓDZKIE,2012-02-22,53.19585714285714
ŁÓDZKIE,2012-02-23,31.304785714285714
ŁÓDZKIE,2012-02-24,25.806571428571427
ŁÓDZKIE,2012-02-25,33.36307142857143
ŁÓDZKIE,2012-02-26,27.83807142857143
