woj,date,mean
ŁÓDZKIE,2002-01-01,NaN
ŁÓDZKIE,2002-01-02,NaN
ŁÓDZKIE,2002-01-03,NaN
ŁÓDZKIE,2002-01-04,NaN
ŁÓDZKIE,2002-01-05,NaN
ŁÓDZKIE,2002-01-06,NaN
ŁÓDZKIE,2002-01-07,NaN
ŁÓDZKIE,2002-01-08,NaN
ŁÓDZKIE,2002-01-09,NaN
ŁÓDZKIE,2002-01-10,NaN
ŁÓDZKIE,2002-01-11,NaN
ŁÓDZKIE,2002-01-12,NaN
ŁÓDZKIE,2002-01-13,NaN
ŁÓDZKIE,2002-01-14,NaN
ŁÓDZKIE,2002-01-15,NaN
ŁÓDZKIE,2002-01-16,NaN
ŁÓDZKIE,2002-01-17,NaN
ŁÓDZKIE,2002-01-18,NaN
ŁÓDZKIE,2002-01-19,NaN
ŁÓDZKIE,2002-01-20,NaN
ŁÓDZKIE,2002-01-21,NaN
ŁÓDZKIE,2002-01-22,51
ŁÓDZKIE,2002-01-23,63
ŁÓDZKIE,2002-01-24,53
ŁÓDZKIE,2002-01-25,33
ŁÓDZKIE,2002-01-26,29
ŁÓDZKIE,2002-01-27,NaN
ŁÓDZKIE,2002-01-28,NaN
ŁÓDZKIE,2002-01-29,30
ŁÓDZKIE,2002-01-30,69
ŁÓDZKIE,2002-01-31,36
ŁÓDZKIE,2002-02-01,66
ŁÓDZKIE,2002-02-02,51
ŁÓDZKIE,2002-02-03,NaN
ŁÓDZKIE,2002-02-04,101
ŁÓDZKIE,2002-02-05,67
ŁÓDZKIE,2002-02-06,82
ŁÓDZKIE,2002-02-07,64
ŁÓDZKIE,2002-02-08,39
ŁÓDZKIE,2002-02-09,NaN
ŁÓDZKIE,2002-02-10,NaN
ŁÓDZKIE,2002-02-11,NaN
ŁÓDZKIE,2002-02-12,NaN
ŁÓDZKIE,2002-02-13,NaN
ŁÓDZKIE,2002-02-14,NaN
ŁÓDZKIE,2002-02-15,NaN
ŁÓDZKIE,2002-02-16,NaN
ŁÓDZKIE,2002-02-17,NaN
ŁÓDZKIE,2002-02-18,NaN
ŁÓDZKIE,2002-02-19,26
ŁÓDZKIE,2002-02-20,22
ŁÓDZKIE,2002-02-21,24
ŁÓDZKIE,2002-02-22,29
ŁÓDZKIE,2002-02-23,17
ŁÓDZKIE,2002-02-24,NaN
ŁÓDZKIE,2002-02-25,33
ŁÓDZKIE,2002-02-26,45
ŁÓDZKIE,2002-02-27,29
ŁÓDZKIE,2002-02-28,21
ŁÓDZKIE,2002-03-01,26
ŁÓDZKIE,2002-03-02,38
ŁÓDZKIE,2002-03-03,NaN
ŁÓDZKIE,2002-03-04,36
ŁÓDZKIE,2002-03-05,95
ŁÓDZKIE,2002-03-06,45
ŁÓDZKIE,2002-03-07,13
ŁÓDZKIE,2002-03-08,NaN
ŁÓDZKIE,2002-03-09,44
ŁÓDZKIE,2002-03-10,NaN
ŁÓDZKIE,2002-03-11,42
ŁÓDZKIE,2002-03-12,68
ŁÓDZKIE,2002-03-13,88
ŁÓDZKIE,2002-03-14,20
ŁÓDZKIE,2002-03-15,20
ŁÓDZKIE,2002-03-16,28
ŁÓDZKIE,2002-03-17,NaN
ŁÓDZKIE,2002-03-18,72
ŁÓDZKIE,2002-03-19,34
ŁÓDZKIE,2002-03-20,26
ŁÓDZKIE,2002-03-21,21
ŁÓDZKIE,2002-03-22,20
ŁÓDZKIE,2002-03-23,19
ŁÓDZKIE,2002-03-24,NaN
ŁÓDZKIE,2002-03-25,35
ŁÓDZKIE,2002-03-26,40
ŁÓDZKIE,2002-03-27,53
ŁÓDZKIE,2002-03-28,75
ŁÓDZKIE,2002-03-29,87
ŁÓDZKIE,2002-03-30,78
ŁÓDZKIE,2002-03-31,NaN
ŁÓDZKIE,2002-04-01,NaN
ŁÓDZKIE,2002-04-02,49
ŁÓDZKIE,2002-04-03,39
ŁÓDZKIE,2002-04-04,36
ŁÓDZKIE,2002-04-05,28
ŁÓDZKIE,2002-04-06,40
ŁÓDZKIE,2002-04-07,NaN
ŁÓDZKIE,2002-04-08,53
ŁÓDZKIE,2002-04-09,51
ŁÓDZKIE,2002-04-10,44
ŁÓDZKIE,2002-04-11,38
ŁÓDZKIE,2002-04-12,39
ŁÓDZKIE,2002-04-13,35
ŁÓDZKIE,2002-04-14,NaN
ŁÓDZKIE,2002-04-15,25
ŁÓDZKIE,2002-04-16,66
ŁÓDZKIE,2002-04-17,58
ŁÓDZKIE,2002-04-18,50
ŁÓDZKIE,2002-04-19,47
ŁÓDZKIE,2002-04-20,67
ŁÓDZKIE,2002-04-21,NaN
ŁÓDZKIE,2002-04-22,50
