woj,date,mean
ŁÓDZKIE,2003-01-01,NaN
ŁÓDZKIE,2003-01-02,31
ŁÓDZKIE,2003-01-03,50
ŁÓDZKIE,2003-01-04,66
ŁÓDZKIE,2003-01-05,NaN
ŁÓDZKIE,2003-01-06,59
ŁÓDZKIE,2003-01-07,62
ŁÓDZKIE,2003-01-08,119
ŁÓDZKIE,2003-01-09,236
ŁÓDZKIE,2003-01-10,106
ŁÓDZKIE,2003-01-11,64
ŁÓDZKIE,2003-01-12,NaN
ŁÓDZKIE,2003-01-13,40
ŁÓDZKIE,2003-01-14,24
ŁÓDZKIE,2003-01-15,20
ŁÓDZKIE,2003-01-16,28
ŁÓDZKIE,2003-01-17,113.5
ŁÓDZKIE,2003-01-18,101.5
ŁÓDZKIE,2003-01-19,82
ŁÓDZKIE,2003-01-20,85
ŁÓDZKIE,2003-01-21,64
ŁÓDZKIE,2003-01-22,64
ŁÓDZKIE,2003-01-23,98.5
ŁÓDZKIE,2003-01-24,70.5
ŁÓDZKIE,2003-01-25,61.5
ŁÓDZKIE,2003-01-26,59
ŁÓDZKIE,2003-01-27,28
ŁÓDZKIE,2003-01-28,25
ŁÓDZKIE,2003-01-29,42.5
ŁÓDZKIE,2003-01-30,76
ŁÓDZKIE,2003-01-31,123.5
ŁÓDZKIE,2003-02-01,141.5
ŁÓDZKIE,2003-02-02,63
ŁÓDZKIE,2003-02-03,66
ŁÓDZKIE,2003-02-04,136.5
ŁÓDZKIE,2003-02-05,66
ŁÓDZKIE,2003-02-06,48.5
ŁÓDZKIE,2003-02-07,65
ŁÓDZKIE,2003-02-08,54.5
ŁÓDZKIE,2003-02-09,35
ŁÓDZKIE,2003-02-10,62.5
ŁÓDZKIE,2003-02-11,50.5
ŁÓDZKIE,2003-02-12,145
ŁÓDZKIE,2003-02-13,184.5
ŁÓDZKIE,2003-02-14,69
ŁÓDZKIE,2003-02-15,30.5
ŁÓDZKIE,2003-02-16,134
ŁÓDZKIE,2003-02-17,115
ŁÓDZKIE,2003-02-18,41
ŁÓDZKIE,2003-02-19,40
ŁÓDZKIE,2003-02-20,41
ŁÓDZKIE,2003-02-21,50
ŁÓDZKIE,2003-02-22,52
ŁÓDZKIE,2003-02-23,NaN
ŁÓDZKIE,2003-02-24,146.5
ŁÓDZKIE,2003-02-25,115
ŁÓDZKIE,2003-02-26,128
ŁÓDZKIE,2003-02-27,154
ŁÓDZKIE,2003-02-28,69
ŁÓDZKIE,2003-03-01,70
ŁÓDZKIE,2003-03-02,NaN
ŁÓDZKIE,2003-03-03,69
ŁÓDZKIE,2003-03-04,87
ŁÓDZKIE,2003-03-05,90
ŁÓDZKIE,2003-03-06,82
ŁÓDZKIE,2003-03-07,95
ŁÓDZKIE,2003-03-08,114.5
ŁÓDZKIE,2003-03-09,43
ŁÓDZKIE,2003-03-10,68
ŁÓDZKIE,2003-03-11,51
ŁÓDZKIE,2003-03-12,32.5
ŁÓDZKIE,2003-03-13,25
ŁÓDZKIE,2003-03-14,47
ŁÓDZKIE,2003-03-15,48
ŁÓDZKIE,2003-03-16,94
ŁÓDZKIE,2003-03-17,69.5
ŁÓDZKIE,2003-03-18,78.5
ŁÓDZKIE,2003-03-19,65.5
ŁÓDZKIE,2003-03-20,29
ŁÓDZKIE,2003-03-21,38
ŁÓDZKIE,2003-03-22,117.5
ŁÓDZKIE,2003-03-23,82
ŁÓDZKIE,2003-03-24,121
ŁÓDZKIE,2003-03-25,109
ŁÓDZKIE,2003-03-26,66
ŁÓDZKIE,2003-03-27,115.5
ŁÓDZKIE,2003-03-28,95
ŁÓDZKIE,2003-03-29,159
ŁÓDZKIE,2003-03-30,NaN
ŁÓDZKIE,2003-03-31,35
ŁÓDZKIE,2003-04-01,51
ŁÓDZKIE,2003-04-02,49
ŁÓDZKIE,2003-04-03,33
ŁÓDZKIE,2003-04-04,31
ŁÓDZKIE,2003-04-05,26
ŁÓDZKIE,2003-04-06,NaN
ŁÓDZKIE,2003-04-07,33
ŁÓDZKIE,2003-04-08,36
ŁÓDZKIE,2003-04-09,46.5
ŁÓDZKIE,2003-04-10,51
ŁÓDZKIE,2003-04-11,60
ŁÓDZKIE,2003-04-12,72
ŁÓDZKIE,2003-04-13,NaN
ŁÓDZKIE,2003-04-14,37
ŁÓDZKIE,2003-04-15,42
ŁÓDZKIE,2003-04-16,51
ŁÓDZKIE,2003-04-17,64
ŁÓDZKIE,2003-04-18,77
ŁÓDZKIE,2003-04-19,90
ŁÓDZKIE,2003-04-20,NaN
ŁÓDZKIE,2003-04-21,NaN
ŁÓDZKIE,2003-04-22,49.5
ŁÓDZKIE,2003-04-23,54
ŁÓDZKIE,2003-04-24,54
ŁÓDZKIE,2003-04-25,33
ŁÓDZKIE,2003-04-26,43
ŁÓDZKIE,2003-04-27,26
ŁÓDZKIE,2003-04-28,43.5
ŁÓDZKIE,2003-04-29,38.5
ŁÓDZKIE,2003-04-30,30
ŁÓDZKIE,2003-05-01,26.5
ŁÓDZKIE,2003-05-02,35.5
ŁÓDZKIE,2003-05-03,26.5
ŁÓDZKIE,2003-05-04,40.5
ŁÓDZKIE,2003-05-05,34
ŁÓDZKIE,2003-05-06,63
ŁÓDZKIE,2003-05-07,38
ŁÓDZKIE,2003-05-08,27
ŁÓDZKIE,2003-05-09,32
ŁÓDZKIE,2003-05-10,22
ŁÓDZKIE,2003-05-11,8
ŁÓDZKIE,2003-05-12,27
ŁÓDZKIE,2003-05-13,5
ŁÓDZKIE,2003-05-14,23
ŁÓDZKIE,2003-05-15,21
ŁÓDZKIE,2003-05-16,30
ŁÓDZKIE,2003-05-17,32
ŁÓDZKIE,2003-05-18,24
ŁÓDZKIE,2003-05-19,24.5
ŁÓDZKIE,2003-05-20,31
ŁÓDZKIE,2003-05-21,23.5
ŁÓDZKIE,2003-05-22,31
ŁÓDZKIE,2003-05-23,48.5
ŁÓDZKIE,2003-05-24,21
ŁÓDZKIE,2003-05-25,42
ŁÓDZKIE,2003-05-26,43
ŁÓDZKIE,2003-05-27,24
ŁÓDZKIE,2003-05-28,18
ŁÓDZKIE,2003-05-29,44.5
ŁÓDZKIE,2003-05-30,69
ŁÓDZKIE,2003-05-31,64.5
ŁÓDZKIE,2003-06-01,NaN
ŁÓDZKIE,2003-06-02,37
ŁÓDZKIE,2003-06-03,40.5
ŁÓDZKIE,2003-06-04,20.5
ŁÓDZKIE,2003-06-05,46
ŁÓDZKIE,2003-06-06,30
ŁÓDZKIE,2003-06-07,26
ŁÓDZKIE,2003-06-08,NaN
ŁÓDZKIE,2003-06-09,29
ŁÓDZKIE,2003-06-10,43
ŁÓDZKIE,2003-06-11,45.5
ŁÓDZKIE,2003-06-12,51
ŁÓDZKIE,2003-06-13,33.5
ŁÓDZKIE,2003-06-14,28
ŁÓDZKIE,2003-06-15,NaN
ŁÓDZKIE,2003-06-16,17
ŁÓDZKIE,2003-06-17,19
ŁÓDZKIE,2003-06-18,28.5
ŁÓDZKIE,2003-06-19,30
ŁÓDZKIE,2003-06-20,24
ŁÓDZKIE,2003-06-21,17
ŁÓDZKIE,2003-06-22,26
ŁÓDZKIE,2003-06-23,40.5
ŁÓDZKIE,2003-06-24,35
ŁÓDZKIE,2003-06-25,21
ŁÓDZKIE,2003-06-26,28
ŁÓDZKIE,2003-06-27,33
ŁÓDZKIE,2003-06-28,31
ŁÓDZKIE,2003-06-29,42
ŁÓDZKIE,2003-06-30,33
ŁÓDZKIE,2003-07-01,35.5
ŁÓDZKIE,2003-07-02,28.5
ŁÓDZKIE,2003-07-03,30.5
ŁÓDZKIE,2003-07-04,20.5
ŁÓDZKIE,2003-07-05,12
ŁÓDZKIE,2003-07-06,17.5
ŁÓDZKIE,2003-07-07,20.5
ŁÓDZKIE,2003-07-08,24.5
ŁÓDZKIE,2003-07-09,23
ŁÓDZKIE,2003-07-10,16.5
ŁÓDZKIE,2003-07-11,38
ŁÓDZKIE,2003-07-12,18.5
ŁÓDZKIE,2003-07-13,17.5
ŁÓDZKIE,2003-07-14,27
ŁÓDZKIE,2003-07-15,32
ŁÓDZKIE,2003-07-16,36.5
ŁÓDZKIE,2003-07-17,22
ŁÓDZKIE,2003-07-18,28.5
ŁÓDZKIE,2003-07-19,49
ŁÓDZKIE,2003-07-20,32
ŁÓDZKIE,2003-07-21,31
ŁÓDZKIE,2003-07-22,45.5
ŁÓDZKIE,2003-07-23,30
ŁÓDZKIE,2003-07-24,33
ŁÓDZKIE,2003-07-25,34
ŁÓDZKIE,2003-07-26,NaN
ŁÓDZKIE,2003-07-27,21
ŁÓDZKIE,2003-07-28,13
ŁÓDZKIE,2003-07-29,31
ŁÓDZKIE,2003-07-30,25
ŁÓDZKIE,2003-07-31,25
ŁÓDZKIE,2003-08-01,50.5
ŁÓDZKIE,2003-08-02,38
ŁÓDZKIE,2003-08-03,43.5
ŁÓDZKIE,2003-08-04,34
ŁÓDZKIE,2003-08-05,28.5
ŁÓDZKIE,2003-08-06,36
ŁÓDZKIE,2003-08-07,53
ŁÓDZKIE,2003-08-08,34.5
ŁÓDZKIE,2003-08-09,40
ŁÓDZKIE,2003-08-10,24.5
ŁÓDZKIE,2003-08-11,44
ŁÓDZKIE,2003-08-12,57
ŁÓDZKIE,2003-08-13,25
ŁÓDZKIE,2003-08-14,NaN
ŁÓDZKIE,2003-08-15,28
ŁÓDZKIE,2003-08-16,NaN
ŁÓDZKIE,2003-08-17,37
ŁÓDZKIE,2003-08-18,41
ŁÓDZKIE,2003-08-19,31
ŁÓDZKIE,2003-08-20,36.5
ŁÓDZKIE,2003-08-21,52
ŁÓDZKIE,2003-08-22,47.5
ŁÓDZKIE,2003-08-23,8
ŁÓDZKIE,2003-08-24,27.5
ŁÓDZKIE,2003-08-25,32.5
ŁÓDZKIE,2003-08-26,32
ŁÓDZKIE,2003-08-27,32
ŁÓDZKIE,2003-08-28,28
ŁÓDZKIE,2003-08-29,18
ŁÓDZKIE,2003-08-30,NaN
ŁÓDZKIE,2003-08-31,16
ŁÓDZKIE,2003-09-01,24
ŁÓDZKIE,2003-09-02,24
ŁÓDZKIE,2003-09-03,32.5
ŁÓDZKIE,2003-09-04,40
ŁÓDZKIE,2003-09-05,33
ŁÓDZKIE,2003-09-06,38
ŁÓDZKIE,2003-09-07,28
ŁÓDZKIE,2003-09-08,40.5
ŁÓDZKIE,2003-09-09,60.5
ŁÓDZKIE,2003-09-10,46
ŁÓDZKIE,2003-09-11,62
ŁÓDZKIE,2003-09-12,58
ŁÓDZKIE,2003-09-13,18
ŁÓDZKIE,2003-09-14,72
ŁÓDZKIE,2003-09-15,59
ŁÓDZKIE,2003-09-16,56
ŁÓDZKIE,2003-09-17,53
ŁÓDZKIE,2003-09-18,66
ŁÓDZKIE,2003-09-19,67
