id,mean,city,lat,lon
DsGlogNorw,32.37241379310345,Głogów,51.65713,16.08619
DsGlogNorwArch,32.37241379310345,Głogów,51.65715,16.08618
DsJelw05,20.955297376093295,Jeleniów,51.22484,15.23298
DsJgGrottgeraPM,30.02857142857143,Jelenia Góra,50.89750,15.73663
DsJgGrottgeraPMArch,30.02857142857143,Jelenia Góra,50.89750,15.73663
DsLegRzeczA,35.78767908309456,Legnica,51.20450,16.18051
DsLegRzeczPM,33.730897009966775,Legnica,51.20423,16.18076
DsLegSmok,24.62236842105263,Legnica,51.18078,16.09838
DsLegZlotor,25.936513157894737,Legnica,51.18802,16.12906
DsLubinMaj,42.39333333333333,Lubin,51.39842,16.19964
DsNRudaSlupPM,34.14428152492668,Nowa Ruda - Słupiec,50.55001,16.55364
DsNRudaSrebPArch,90.23308270676692,Nowa Ruda,50.57991,16.51442
DsPolkKasz,26.803488372093025,Polkowice,51.50237,16.07505
DsSwidRynek,40.60200668896321,Świdnica,50.84236,16.48670
DsSwidRynekArch,40.60200668896321,Świdnica,50.84236,16.48670
DsWalbWysA,24.015134146341463,Wałbrzych,50.76873,16.26968
DsWalbWysPArch,22.825657894736842,Wałbrzych,50.76875,16.26958
DsWrocKorzPMArch,26.51028806584362,Wrocław,51.12941,17.02955
DsWrocOrzech,24.193236714975846,Wrocław,51.07753,17.04282
DsWrocWie,46.953821656050955,Wrocław,51.10549,17.03647
DsWrocWisA,44.160833333333336,Wrocław,51.08622,17.01269
DsZgorzMar,28.49,Zgorzelec,51.14578,15.01223
KpBydgUjejskiego,24.982954545454547,Bydgoszcz,53.11472,18.02722
KpBydgWPola,28.864553314121036,Bydgoszcz,53.12500,17.97583
KpCiechoTezniowa,27.425274725274726,Ciechocinek,52.88842,18.78091
KpGrudzIkara,29.29090909090909,Grudziądz,53.46417,18.76944
KpInowrSolan,19.584699453551913,Inowrocław,52.79472,18.24500
KpKoniczZMSP,38.43829787234043,Koniczynka,53.08065,18.68426
KpNakloPiotraSkargi,36.65615141955836,Nakło nad Notecią,53.13836,17.60514
KpSadlog,24.012643292682927,Sadłogoszcz,52.84472,18.00500
KpTorunDziewulsk,22.02777777777778,Toruń,53.02865,18.66610
KpTorunLotnisko,19.517241379310345,Toruń,53.02833,18.56168
KpTorunSzpMiejski,36.461139896373055,Toruń,53.02250,18.62083
KpWloclLady,24.660516605166052,Włocławek,52.64194,19.04750
KpWloclOkrzei,45.46363636363636,Włocławek,52.65847,19.05931
KpWloclSielska,29.917,Włocławek,52.66472,19.03639
KpWolice,17.10592885375494,Wolice,52.85417,17.90028
LbBialaPOrzechowa,34.911174785100286,Biała Podlaska,52.02919,23.14939
LbBialaPPl.TrzechKrzyzy,43.39349112426036,Biała Podlaska,52.02386,23.11604
LbChelmJagWIOS,38.5185303514377,Chełm,51.13095,23.51460
LbChelmSzpWSSE,37.160919540229884,Chełm,51.15028,23.45750
LbLublinOgrod,37.62312925170068,Lublin,51.26396,22.51458
LbLublinPiel,36.59615384615385,Lublin,51.23944,22.50750
LbLublin_Sliwins_5,34.712112676056336,Lublin,51.27308,22.55167
LbLublinSpokojna,37.4135838150289,Lublin,51.25073,22.55477
LbPulawySkowieszynska,30.802605863192184,Puławy,51.41061,21.97638
LbZamoscHrubieszowsk,41.6175,Zamość,50.71663,23.29025
LbZamoscWSSE,46.57565982404692,Zamość,50.71611,23.26083
LdKutnoWIOSMWilcza,60.69961977186312,Kutno,52.22849,19.37221
LdLodzWIOSARubinst,30.699418079096045,Łódź,51.76729,19.45534
LdLodzWSSEMLegiono,43.760330578512395,Łódź,51.77642,19.45294
LdLodzWSSEMRudzka,28.26740947075209,Łódź,51.70558,19.43484
LdRadomsWSSEMZeromsk,35.793956043956044,Radomsko,51.06611,19.44194
LdSieradWSSEMGrunwal,40.504559270516715,Sieradz,51.59013,18.71733
LdSkiernWSSEMReymont,40.976945244956774,Skierniewice,51.96000,20.14722
LdZgierzWSSEMStRynek,43.5,Zgierz,51.85639,19.40444
LuGorzowWIOS_AUT,40.67714647887324,Gorzów Wielkopolski,52.73821,15.22867
LuZgoraWIOS_AUT,28.27323943661972,Zielona Góra,51.93978,15.51886
MpBochniWSSEKons0105,35.022012578616355,Bochnia,49.97278,20.42806
MpChrzanWSSEGrzy0301,58,Chrzanów,50.13694,19.39722
MpKrakowWIOSAKra6117,95.7687245508982,Kraków,50.05768,19.92619
MpKrakowWIOSPrad6115,63.775032640949554,Kraków,50.08750,19.92611
MpMaPodhWIOSKosc1508,54.54080882352941,Maków Podhalański,49.73028,19.68139
MpMyslenWIOSRyne0906,49.7319587628866,Myślenice,49.83500,19.93806
MpNiepolWIOSRyne1907,53.58720930232558,NA,NA,NA
MpNoTargWSSESzaf1102,70.13522012578616,Nowy Targ,49.47444,20.02583
MpNSaczWIOSPija6204,73.13462629757785,Nowy Sącz,49.62722,20.68833
MpNSaczWSSETarn6202,60.421052631578945,Nowy Sącz,49.63528,20.69306
MpOswiecWIOSSnia1304,67.32075471698113,Oświęcim,50.03417,19.24528
MpOswiecWSSEWiez1301,71.29050279329608,Oświęcim,50.03417,19.20056
MpProszWIOSKrol1404,59.48267973856209,Proszowice,50.19218,20.29971
MpTarnowWSSEWest6302,19.75098814229249,Tarnów,50.02333,21.00500
MpTrzebiWIOSPils0303,57.62081767955801,Trzebinia,50.16083,19.47278
