id,mean,city,lat,lon
DsGlogWiStwo,28.21504132231405,Głogów,51.65702,16.09782
DsJelGorSoko,29.296281690140844,Jelenia Góra,50.87121,15.70095
DsLegAlRzecz,32.5141095890411,Legnica,51.20450,16.18051
DsNowRudSreb,48.34698895027624,Nowa Ruda,50.57991,16.51442
DsOlawZolnAK,29.01184659090909,Oława,50.94207,17.29133
DsOlesBrzozo,27.98791780821918,Oleśnica,51.21748,17.39000
DsOsieczow21,19.58942693409742,Osieczów,51.31763,15.43172
DsPolKasztan,25.185102639296186,Polkowice,51.50237,16.07505
DsSwidnFolwa,31.53386301369863,Świdnica,50.84443,16.49401
DsSzczaKolej,28.021024930747924,Szczawno-Zdrój,50.80419,16.25411
DsWalbrzWyso,27.93340909090909,Wałbrzych,50.76873,16.26968
DsWrocOrzech,28.691030640668522,Wrocław,51.07753,17.04282
DsWrocWybCon,30.303109243697477,Wrocław,51.12938,17.02925
DsZgorBohGet,25.569108635097493,Zgorzelec,51.15039,15.00817
DsZlotoStasz,29.026153846153846,Złotoryja,51.12390,15.92029
KpBrodKochan,32.42812825,Brodnica,53.24926,19.41509
KpBydPlPozna,34.458572243093926,Bydgoszcz,53.12176,17.98791
KpCiechTezni,24.61694456545961,Ciechocinek,52.88842,18.78091
KpGrudSienki,31.31455935890411,Grudziądz,53.49183,18.75250
KpInowSolank,26.585859202739726,Inowrocław,52.79312,18.24104
KpKoniczynka,26.270508871232877,Koniczynka,53.08065,18.68426
KpNaklSkargi,39.978128887931035,Nakło nad Notecią,53.13836,17.60514
KpToruDziewu,26.3549069369863,Toruń,53.02865,18.66610
KpWloclGnia2,27.39848820224719,Włocławek,52.65156,19.05189
KpWloclGniaz,21.66031749818182,Włocławek,52.65156,19.05189
KpWloclOkrze,33.13215124566474,Włocławek,52.65847,19.05931
KpZielBoryTu,16.033783880503144,Zielonka,53.66212,17.93402
LbBiaPodOrze,31.322375690607736,Biała Podlaska,52.02919,23.14939
LbChelJagiel,32.424109589041095,Chełm,51.13095,23.51460
LbKrasKoszar,30.487397260273973,Kraśnik,50.92824,22.22831
LbLubSliwins,26.9586301369863,Lublin,51.27308,22.55167
LbPulaKarpin,26.53527777777778,Puławy,51.41905,21.96109
LbRadzPodSit,31.695555555555554,Radzyń Podlaski,51.78000,22.62594
LbZamoHrubie,30.58219178082192,Zamość,50.71663,23.29025
LdBelchatEdward,29.3863742122093,Bełchatów,51.35661,19.36581
LdBrzeReform,40.78898304519774,Brzeziny,51.79781,19.75577
LdKutnKosciu,33.238517402203854,Kutno,52.23448,19.36819
LdLodzLegion,40.9689912630137,Łódź,51.77642,19.45294
LdLodzRudzka,39.59647851923077,Łódź,51.70558,19.43484
LdLowiczSien,37.704045958791205,Łowicz,52.10585,19.93955
LdOpocCurieSk,37.07740113559322,Opoczno,51.37913,20.28217
LdPabiKilins,36.36977887987988,Pabianice,51.66318,19.35549
LdPioTrKraPr,39.89398137119114,Piotrków Trybunalski,51.40441,19.69696
