id,mean,city,lat,lon
DsBogZatonieMob,81.65517241379311,Bogatynia,50.94324,14.91333
DsCzer02,14.255451713395638,Czerniawa,50.91248,15.31219
DsDzia01,26.716666666666665,Działoszyn,50.97217,14.94132
DsLegPoraz,21.759036144578314,Legnica,51.19352,16.13519
DsLegRzeczA,38.24166666666667,Legnica,51.20450,16.18051
DsNRudaSrebP,56.12149532710281,Nowa Ruda,50.57991,16.51442
DsOlawaSemi,35.827586206896555,Oława,50.94207,17.29133
DsOlesnicaPM,32.30337078651685,Oleśnica,51.21748,17.39000
DsOsieczow,22.347457627118644,Osieczów,51.31763,15.43172
DsPolkKasz,29.228486646884274,Polkowice,51.50237,16.07505
DsSwidRynek,35.8396449704142,Świdnica,50.84236,16.48670
DsSzczAzalMob,36.666666666666664,Szczawno-Zdrój,50.80647,16.25326
DsSzczDZPM,39.62484662576687,Szczawno-Zdrój,50.80419,16.25411
DsSzczMagMob,57.87012987012987,Szczawno-Zdrój,50.80152,16.25018
DsWalbWysA,26.74369822485207,Wałbrzych,50.76873,16.26968
DsWrocKorzA,38.112637362637365,Wrocław,51.12938,17.02925
DsWrocOrzech,39.43292682926829,Wrocław,51.07753,17.04282
DsZgorzBohA,30.345345345345347,Zgorzelec,51.15039,15.00817
DsZlotoryjaPM,33.43543543543544,Złotoryja,51.12390,15.92029
KpCiechoTezniowa,23.654014598540147,Ciechocinek,52.88842,18.78091
KpGrudzStar,34.81153846153846,Grudziądz,53.49183,18.75250
KpInowrSolan,9.513271604938272,Inowrocław,52.79472,18.24500
KpKoniczZMSP,28.203439344262296,Koniczynka,53.08065,18.68426
KpNakloPiotraSkargi,39.70914826498423,Nakło nad Notecią,53.13836,17.60514
KpTorunDziewulsk,27.759821428571428,Toruń,53.02865,18.66610
KpTuchPiast,18.15984251968504,Tuchola,53.58596,17.86935
KpWloclOkrzei,38.741045901639346,Włocławek,52.65847,19.05931
KpWloclSielska,28.7404,Włocławek,52.66472,19.03639
KpZielBoryTuch,19.11754385964912,Zielonka,53.66212,17.93402
KpZninPotockiego,39.721666666666664,Żnin,52.84845,17.73409
LbBialaPOrzechowa,32.867448680351906,Biała Podlaska,52.02919,23.14939
LbChelmJagWIOS,29.287833827893174,Chełm,51.13095,23.51460
LbKrasnikKoszarowa,30.571428571428573,Kraśnik,50.92824,22.22831
LbLublin_Sliwins_5,30.585209003215436,Lublin,51.27308,22.55167
LbPulawySkowieszynska,33.846820809248555,Puławy,51.41061,21.97638
LbRadzyPSitkowskiego,28.686478873239437,Radzyń Podlaski,51.78000,22.62594
LbZamoscHrubieszowsk,32.014655172413796,Zamość,50.71663,23.29025
LdBrzeziWIOSMReforma,42.94805194805195,Brzeziny,51.79781,19.75577
LdKutnoWIOSMWilcza,38.272677595628416,Kutno,52.22849,19.37221
LdLodzWIOSACzernik,26.38064010989011,Łódź,51.75805,19.52979
LdLodzWSSEMLegiono,45.991925465838506,Łódź,51.77642,19.45294
LdLodzWSSEMRudzka,45.68233618233618,Łódź,51.70558,19.43484
LdOpocznWIOSMPlKosci,60.204098360655735,Opoczno,51.37584,20.28924
