woj,date,mean
ŁÓDZKIE,2001-01-01,NaN
ŁÓDZKIE,2001-01-02,49
ŁÓDZKIE,2001-01-03,87
ŁÓDZKIE,2001-01-04,67
ŁÓDZKIE,2001-01-05,53
ŁÓDZKIE,2001-01-06,44
ŁÓDZKIE,2001-01-07,NaN
ŁÓDZKIE,2001-01-08,50
ŁÓDZKIE,2001-01-09,55
ŁÓDZKIE,2001-01-10,53
ŁÓDZKIE,2001-01-11,37
ŁÓDZKIE,2001-01-12,45
ŁÓDZKIE,2001-01-13,69
ŁÓDZKIE,2001-01-14,NaN
ŁÓDZKIE,2001-01-15,59
ŁÓDZKIE,2001-01-16,48
ŁÓDZKIE,2001-01-17,55
ŁÓDZKIE,2001-01-18,69
ŁÓDZKIE,2001-01-19,63
ŁÓDZKIE,2001-01-20,92
ŁÓDZKIE,2001-01-21,NaN
ŁÓDZKIE,2001-01-22,53
ŁÓDZKIE,2001-01-23,60
ŁÓDZKIE,2001-01-24,39
ŁÓDZKIE,2001-01-25,50
ŁÓDZKIE,2001-01-26,62
ŁÓDZKIE,2001-01-27,55
ŁÓDZKIE,2001-01-28,NaN
ŁÓDZKIE,2001-01-29,64
ŁÓDZKIE,2001-01-30,57
ŁÓDZKIE,2001-01-31,52
ŁÓDZKIE,2001-02-01,49
ŁÓDZKIE,2001-02-02,56
ŁÓDZKIE,2001-02-03,64
ŁÓDZKIE,2001-02-04,NaN
ŁÓDZKIE,2001-02-05,52
ŁÓDZKIE,2001-02-06,43
ŁÓDZKIE,2001-02-07,75
ŁÓDZKIE,2001-02-08,97
ŁÓDZKIE,2001-02-09,65
ŁÓDZKIE,2001-02-10,48
ŁÓDZKIE,2001-02-11,NaN
ŁÓDZKIE,2001-02-12,51
ŁÓDZKIE,2001-02-13,40
ŁÓDZKIE,2001-02-14,49
ŁÓDZKIE,2001-02-15,78
ŁÓDZKIE,2001-02-16,80
ŁÓDZKIE,2001-02-17,41
ŁÓDZKIE,2001-02-18,NaN
ŁÓDZKIE,2001-02-19,43
ŁÓDZKIE,2001-02-20,39
ŁÓDZKIE,2001-02-21,25
ŁÓDZKIE,2001-02-22,31
ŁÓDZKIE,2001-02-23,38
ŁÓDZKIE,2001-02-24,59
ŁÓDZKIE,2001-02-25,NaN
ŁÓDZKIE,2001-02-26,79
ŁÓDZKIE,2001-02-27,62
ŁÓDZKIE,2001-02-28,61
ŁÓDZKIE,2001-03-01,84
ŁÓDZKIE,2001-03-02,83
ŁÓDZKIE,2001-03-03,81
ŁÓDZKIE,2001-03-04,NaN
ŁÓDZKIE,2001-03-05,62
ŁÓDZKIE,2001-03-06,82
ŁÓDZKIE,2001-03-07,64
ŁÓDZKIE,2001-03-08,60
ŁÓDZKIE,2001-03-09,74
ŁÓDZKIE,2001-03-10,56
ŁÓDZKIE,2001-03-11,NaN
ŁÓDZKIE,2001-03-12,51
ŁÓDZKIE,2001-03-13,37
ŁÓDZKIE,2001-03-14,32
ŁÓDZKIE,2001-03-15,39
ŁÓDZKIE,2001-03-16,40
ŁÓDZKIE,2001-03-17,31
ŁÓDZKIE,2001-03-18,NaN
ŁÓDZKIE,2001-03-19,25
ŁÓDZKIE,2001-03-20,27
ŁÓDZKIE,2001-03-21,52
ŁÓDZKIE,2001-03-22,48
ŁÓDZKIE,2001-03-23,45
ŁÓDZKIE,2001-03-24,35
ŁÓDZKIE,2001-03-25,NaN
ŁÓDZKIE,2001-03-26,39
ŁÓDZKIE,2001-03-27,48
ŁÓDZKIE,2001-03-28,32
ŁÓDZKIE,2001-03-29,34
ŁÓDZKIE,2001-03-30,49
ŁÓDZKIE,2001-03-31,86
ŁÓDZKIE,2001-04-01,NaN
ŁÓDZKIE,2001-04-02,84
ŁÓDZKIE,2001-04-03,65
ŁÓDZKIE,2001-04-04,66
ŁÓDZKIE,2001-04-05,63
ŁÓDZKIE,2001-04-06,50
ŁÓDZKIE,2001-04-07,41
ŁÓDZKIE,2001-04-08,NaN
ŁÓDZKIE,2001-04-09,37
ŁÓDZKIE,2001-04-10,36
ŁÓDZKIE,2001-04-11,46
ŁÓDZKIE,2001-04-12,26
ŁÓDZKIE,2001-04-13,16
ŁÓDZKIE,2001-04-14,28
ŁÓDZKIE,2001-04-15,NaN
ŁÓDZKIE,2001-04-16,NaN
ŁÓDZKIE,2001-04-17,48
ŁÓDZKIE,2001-04-18,37
ŁÓDZKIE,2001-04-19,35
ŁÓDZKIE,2001-04-20,37
ŁÓDZKIE,2001-04-21,33
ŁÓDZKIE,2001-04-22,NaN
ŁÓDZKIE,2001-04-23,47
ŁÓDZKIE,2001-04-24,35
ŁÓDZKIE,2001-04-25,46
ŁÓDZKIE,2001-04-26,39
ŁÓDZKIE,2001-04-27,59
ŁÓDZKIE,2001-04-28,29
ŁÓDZKIE,2001-04-29,NaN
ŁÓDZKIE,2001-04-30,35
ŁÓDZKIE,2001-05-01,NaN
ŁÓDZKIE,2001-05-02,20
ŁÓDZKIE,2001-05-03,NaN
ŁÓDZKIE,2001-05-04,37
ŁÓDZKIE,2001-05-05,34
ŁÓDZKIE,2001-05-06,NaN
ŁÓDZKIE,2001-05-07,39
ŁÓDZKIE,2001-05-08,27
ŁÓDZKIE,2001-05-09,25
ŁÓDZKIE,2001-05-10,21
ŁÓDZKIE,2001-05-11,24
ŁÓDZKIE,2001-05-12,23
ŁÓDZKIE,2001-05-13,NaN
ŁÓDZKIE,2001-05-14,45
ŁÓDZKIE,2001-05-15,65
ŁÓDZKIE,2001-05-16,44
ŁÓDZKIE,2001-05-17,42
ŁÓDZKIE,2001-05-18,28
ŁÓDZKIE,2001-05-19,17
ŁÓDZKIE,2001-05-20,NaN
ŁÓDZKIE,2001-05-21,22
ŁÓDZKIE,2001-05-22,34
ŁÓDZKIE,2001-05-23,42
ŁÓDZKIE,2001-05-24,38
ŁÓDZKIE,2001-05-25,20
ŁÓDZKIE,2001-05-26,22
ŁÓDZKIE,2001-05-27,NaN
ŁÓDZKIE,2001-05-28,21
ŁÓDZKIE,2001-05-29,32
ŁÓDZKIE,2001-05-30,25
ŁÓDZKIE,2001-05-31,19
ŁÓDZKIE,2001-06-01,25
ŁÓDZKIE,2001-06-02,24
ŁÓDZKIE,2001-06-03,NaN
ŁÓDZKIE,2001-06-04,22
ŁÓDZKIE,2001-06-05,25
ŁÓDZKIE,2001-06-06,49
ŁÓDZKIE,2001-06-07,42
ŁÓDZKIE,2001-06-08,33
ŁÓDZKIE,2001-06-09,28
ŁÓDZKIE,2001-06-10,NaN
ŁÓDZKIE,2001-06-11,25
ŁÓDZKIE,2001-06-12,24
ŁÓDZKIE,2001-06-13,39
ŁÓDZKIE,2001-06-14,NaN
ŁÓDZKIE,2001-06-15,33
ŁÓDZKIE,2001-06-16,37
ŁÓDZKIE,2001-06-17,NaN
ŁÓDZKIE,2001-06-18,25
ŁÓDZKIE,2001-06-19,23
ŁÓDZKIE,2001-06-20,39
ŁÓDZKIE,2001-06-21,28
ŁÓDZKIE,2001-06-22,22
ŁÓDZKIE,2001-06-23,14
ŁÓDZKIE,2001-06-24,NaN
ŁÓDZKIE,2001-06-25,31
ŁÓDZKIE,2001-06-26,NaN
ŁÓDZKIE,2001-06-27,46
ŁÓDZKIE,2001-06-28,33
ŁÓDZKIE,2001-06-29,42
ŁÓDZKIE,2001-06-30,31
ŁÓDZKIE,2001-07-01,NaN
ŁÓDZKIE,2001-07-02,24
ŁÓDZKIE,2001-07-03,20
ŁÓDZKIE,2001-07-04,24
ŁÓDZKIE,2001-07-05,31
ŁÓDZKIE,2001-07-06,33
ŁÓDZKIE,2001-07-07,36
ŁÓDZKIE,2001-07-08,NaN
ŁÓDZKIE,2001-07-09,NaN
ŁÓDZKIE,2001-07-10,NaN
ŁÓDZKIE,2001-07-11,29
ŁÓDZKIE,2001-07-12,38
ŁÓDZKIE,2001-07-13,41
ŁÓDZKIE,2001-07-14,45
ŁÓDZKIE,2001-07-15,NaN
ŁÓDZKIE,2001-07-16,36
ŁÓDZKIE,2001-07-17,25
ŁÓDZKIE,2001-07-18,30
ŁÓDZKIE,2001-07-19,43
ŁÓDZKIE,2001-07-20,27
ŁÓDZKIE,2001-07-21,30
ŁÓDZKIE,2001-07-22,NaN
ŁÓDZKIE,2001-07-23,30
ŁÓDZKIE,2001-07-24,42
ŁÓDZKIE,2001-07-25,39
ŁÓDZKIE,2001-07-26,38
ŁÓDZKIE,2001-07-27,33
ŁÓDZKIE,2001-07-28,20
ŁÓDZKIE,2001-07-29,NaN
ŁÓDZKIE,2001-07-30,34
ŁÓDZKIE,2001-07-31,45
ŁÓDZKIE,2001-08-01,31
ŁÓDZKIE,2001-08-02,NaN
ŁÓDZKIE,2001-08-03,40
ŁÓDZKIE,2001-08-04,36
ŁÓDZKIE,2001-08-05,NaN
ŁÓDZKIE,2001-08-06,23
ŁÓDZKIE,2001-08-07,22
ŁÓDZKIE,2001-08-08,29
ŁÓDZKIE,2001-08-09,26
ŁÓDZKIE,2001-08-10,23
ŁÓDZKIE,2001-08-11,17
ŁÓDZKIE,2001-08-12,NaN
ŁÓDZKIE,2001-08-13,34
ŁÓDZKIE,2001-08-14,35
ŁÓDZKIE,2001-08-15,NaN
ŁÓDZKIE,2001-08-16,47
ŁÓDZKIE,2001-08-17,48
ŁÓDZKIE,2001-08-18,48
ŁÓDZKIE,2001-08-19,NaN
ŁÓDZKIE,2001-08-20,57
ŁÓDZKIE,2001-08-21,50
ŁÓDZKIE,2001-08-22,44
ŁÓDZKIE,2001-08-23,25
ŁÓDZKIE,2001-08-24,37
