city,date,mean
Łódź,2006-01-01,53.63766666666667
Łódź,2006-01-02,46.52766666666667
Łódź,2006-01-03,35.986
Łódź,2006-01-04,35.44433333333333
Łódź,2006-01-05,23.819333333333333
Łódź,2006-01-06,26.014
Łódź,2006-01-07,47.139
Łódź,2006-01-08,76.014
Łódź,2006-01-09,95.264
Łódź,2006-01-10,129.04166666666666
Łódź,2006-01-11,164.611
Łódź,2006-01-12,79.02766666666666
Łódź,2006-01-13,46.272666666666666
Łódź,2006-01-14,56.09733333333333
Łódź,2006-01-15,76.65266666666666
Łódź,2006-01-16,143.25
Łódź,2006-01-17,77.625
Łódź,2006-01-18,55.708333333333336
Łódź,2006-01-19,49.666666666666664
Łódź,2006-01-20,62.041666666666664
Łódź,2006-01-21,62.389
Łódź,2006-01-22,79.264
Łódź,2006-01-23,148.361
Łódź,2006-01-24,114.30566666666667
Łódź,2006-01-25,101.611
Łódź,2006-01-26,147.22233333333332
Łódź,2006-01-27,236.04166666666666
Łódź,2006-01-28,152.33333333333334
Łódź,2006-01-29,130.5
Łódź,2006-01-30,59.5
Łódź,2006-01-31,32.90266666666667
Łódź,2006-02-01,41.25
Łódź,2006-02-02,43.30566666666667
Łódź,2006-02-03,40.208333333333336
Łódź,2006-02-04,47.55566666666667
Łódź,2006-02-05,77.764
Łódź,2006-02-06,64.93066666666667
Łódź,2006-02-07,31.791666666666668
Łódź,2006-02-08,34.361
Łódź,2006-02-09,36.55566666666667
Łódź,2006-02-10,62.958333333333336
Łódź,2006-02-11,40.25
Łódź,2006-02-12,29.166666666666668
Łódź,2006-02-13,42.739
Łódź,2006-02-14,58.681
Łódź,2006-02-15,50.391333333333336
Łódź,2006-02-16,54.5
Łódź,2006-02-17,77.09733333333334
Łódź,2006-02-18,54.27766666666667
Łódź,2006-02-19,60.09733333333333
Łódź,2006-02-20,52.916666666666664
Łódź,2006-02-21,32.40266666666667
Łódź,2006-02-22,29.277666666666665
Łódź,2006-02-23,50.09733333333333
Łódź,2006-02-24,30.111
Łódź,2006-02-25,42.611
Łódź,2006-02-26,54.47233333333333
Łódź,2006-02-27,50.514
