id,mean,city,lat,lon
DsBialka,30.09025641025641,Białka,51.19778,16.11739
DsGlogNorwArch,26.92156862745098,Głogów,51.65715,16.08618
DsJelw05,15.673540389972144,Jeleniów,51.22484,15.23298
DsJgGrottgeraPM,27.5,Jelenia Góra,50.89750,15.73663
DsJgGrottgeraPMArch,27.5,Jelenia Góra,50.89750,15.73663
DsLegMick,20.96153846153846,Legnica,51.20283,16.16461
DsLegRzeczA,35.128169014084506,Legnica,51.20450,16.18051
DsLegSmok,32.81116751269035,Legnica,51.18078,16.09838
DsLegZlotor,39.381218274111674,Legnica,51.18802,16.12906
DsLubinMaj,37.049180327868854,Lubin,51.39842,16.19964
DsNRudaSrebPArch,60.95147260273973,Nowa Ruda,50.57991,16.51442
DsPolkKasz,19.06756756756757,Polkowice,51.50237,16.07505
DsSwidRynek,30.671698113207547,Świdnica,50.84236,16.48670
DsSwidRynekArch,30.671698113207547,Świdnica,50.84236,16.48670
DsWalbWysPArch,22.601990049751244,Wałbrzych,50.76875,16.26958
DsWrocWie,36.689655172413794,Wrocław,51.10549,17.03647
KpBydgUjejskiego,16.38360655737705,Bydgoszcz,53.11472,18.02722
KpBydgWPola,19.157342657342657,Bydgoszcz,53.12500,17.97583
KpCiechoTezniowa,21.329479768786126,Ciechocinek,52.88842,18.78091
KpInowrSolan,26.772893772893774,Inowrocław,52.79472,18.24500
KpKoniczZMSP,29.973684210526315,Koniczynka,53.08065,18.68426
KpTorunDziewulsk,19.795081967213115,Toruń,53.02865,18.66610
KpTorunLotnisko,19.287581699346404,Toruń,53.02833,18.56168
KpWloclLady,20.586206896551722,Włocławek,52.64194,19.04750
KpWloclSielska,28.33653846153846,Włocławek,52.66472,19.03639
KpWolice,15.87992277992278,Wolice,52.85417,17.90028
LbBialaPOrzechowa,13.193333333333333,Biała Podlaska,52.02919,23.14939
LbBialaPPl.TrzechKrzyzy,30.614093959731544,Biała Podlaska,52.02386,23.11604
LbChelmSzpWSSE,27.96706586826347,Chełm,51.15028,23.45750
LbDorohWIOS,13.026881720430108,Dorohusk,51.17556,23.80167
LbLublinOgrod,27.105105105105107,Lublin,51.26396,22.51458
LbLublinPiel,32.16346153846154,Lublin,51.23944,22.50750
LbLublin_Sliwins_5,29.208955223880597,Lublin,51.27308,22.55167
LbPulawySkowieszynska,18.825688073394495,Puławy,51.41061,21.97638
