woj,date,mean
ŁÓDZKIE,2007-01-01,11.125
ŁÓDZKIE,2007-01-02,17.9542
ŁÓDZKIE,2007-01-03,16.421333333333333
ŁÓDZKIE,2007-01-04,19.1263
ŁÓDZKIE,2007-01-05,15.5542
ŁÓDZKIE,2007-01-06,21.1667
ŁÓDZKIE,2007-01-07,20.9833
ŁÓDZKIE,2007-01-08,29.7583
ŁÓDZKIE,2007-01-09,19.0917
ŁÓDZKIE,2007-01-10,18.45
ŁÓDZKIE,2007-01-11,11.6208
ŁÓDZKIE,2007-01-12,15.1667
ŁÓDZKIE,2007-01-13,17.5833
ŁÓDZKIE,2007-01-14,13.3083
ŁÓDZKIE,2007-01-15,31.7917
ŁÓDZKIE,2007-01-16,38.65
ŁÓDZKIE,2007-01-17,34.2792
ŁÓDZKIE,2007-01-18,11.9391
ŁÓDZKIE,2007-01-19,9.027777777777779
ŁÓDZKIE,2007-01-20,14.9417
ŁÓDZKIE,2007-01-21,10.4375
ŁÓDZKIE,2007-01-22,16.7167
ŁÓDZKIE,2007-01-23,24.9304
ŁÓDZKIE,2007-01-24,21.2292
ŁÓDZKIE,2007-01-25,48.45
ŁÓDZKIE,2007-01-26,35.3375
ŁÓDZKIE,2007-01-27,17.75
ŁÓDZKIE,2007-01-28,11.1917
ŁÓDZKIE,2007-01-29,28.25
ŁÓDZKIE,2007-01-30,27.0583
ŁÓDZKIE,2007-01-31,15.6875
ŁÓDZKIE,2007-02-01,15.162
ŁÓDZKIE,2007-02-02,24.421875
ŁÓDZKIE,2007-02-03,18.53622222222222
ŁÓDZKIE,2007-02-04,21.69911111111111
ŁÓDZKIE,2007-02-05,22.106444444444445
ŁÓDZKIE,2007-02-06,55.375
ŁÓDZKIE,2007-02-07,48.49077777777778
ŁÓDZKIE,2007-02-08,51.32866666666666
ŁÓDZKIE,2007-02-09,58.49077777777778
ŁÓDZKIE,2007-02-10,49.537
ŁÓDZKIE,2007-02-11,44.802125000000004
ŁÓDZKIE,2007-02-12,69.63025
ŁÓDZKIE,2007-02-13,51.536500000000004
ŁÓDZKIE,2007-02-14,49.125
ŁÓDZKIE,2007-02-15,30.68475
ŁÓDZKIE,2007-02-16,26.857142857142858
ŁÓDZKIE,2007-02-17,36.114625000000004
ŁÓDZKIE,2007-02-18,32.796875
ŁÓDZKIE,2007-02-19,57.239625000000004
ŁÓDZKIE,2007-02-20,58.0625
ŁÓDZKIE,2007-02-21,19.577428571428573
ŁÓDZKIE,2007-02-22,28.136857142857142
ŁÓDZKIE,2007-02-23,27.303571428571427
ŁÓDZKIE,2007-02-24,31.940428571428573
ŁÓDZKIE,2007-02-25,43.232142857142854
ŁÓDZKIE,2007-02-26,39.631
ŁÓDZKIE,2007-02-27,17.777833333333334
ŁÓDZKIE,2007-02-28,21.708333333333332
ŁÓDZKIE,2007-03-01,17.23611111111111
ŁÓDZKIE,2007-03-02,18.9833
ŁÓDZKIE,2007-03-03,33.9583
ŁÓDZKIE,2007-03-04,50.8083
ŁÓDZKIE,2007-03-05,32.075
ŁÓDZKIE,2007-03-06,36.8875
ŁÓDZKIE,2007-03-07,51.6375
ŁÓDZKIE,2007-03-08,44.4
ŁÓDZKIE,2007-03-09,44.2478
ŁÓDZKIE,2007-03-10,43.0292
ŁÓDZKIE,2007-03-11,32.745333333333335
ŁÓDZKIE,2007-03-12,63.4125
ŁÓDZKIE,2007-03-13,77.75
ŁÓDZKIE,2007-03-14,35.629666666666665
ŁÓDZKIE,2007-03-15,61.2875
ŁÓDZKIE,2007-03-16,49.287
ŁÓDZKIE,2007-03-17,17.005
ŁÓDZKIE,2007-03-18,16.275333333333332
ŁÓDZKIE,2007-03-19,34.3909
ŁÓDZKIE,2007-03-20,28.814777777777778
ŁÓDZKIE,2007-03-21,21.177125
ŁÓDZKIE,2007-03-22,37.3292
ŁÓDZKIE,2007-03-23,41.5083
ŁÓDZKIE,2007-03-24,38.8292
ŁÓDZKIE,2007-03-25,40.3217
ŁÓDZKIE,2007-03-26,63.5167
ŁÓDZKIE,2007-03-27,44.2083
ŁÓDZKIE,2007-03-28,49.475
ŁÓDZKIE,2007-03-29,50.17588888888889
ŁÓDZKIE,2007-03-30,48.9
ŁÓDZKIE,2007-03-31,67.29633333333334
ŁÓDZKIE,2007-04-01,70.510375
ŁÓDZKIE,2007-04-02,93.82411111111111
ŁÓDZKIE,2007-04-03,38.7833
ŁÓDZKIE,2007-04-04,33.94911111111111
ŁÓDZKIE,2007-04-05,34.75
ŁÓDZKIE,2007-04-06,19.828666666666667
ŁÓDZKIE,2007-04-07,22.68225
ŁÓDZKIE,2007-04-08,15.526
ŁÓDZKIE,2007-04-09,15.3385
ŁÓDZKIE,2007-04-10,17.760375
ŁÓDZKIE,2007-04-11,20.560222222222222
ŁÓDZKIE,2007-04-12,27.375
ŁÓDZKIE,2007-04-13,34.8458
ŁÓDZKIE,2007-04-14,25.421333333333333
ŁÓDZKIE,2007-04-15,22.2667
ŁÓDZKIE,2007-04-16,35.4083
ŁÓDZKIE,2007-04-17,24.82411111111111
ŁÓDZKIE,2007-04-18,16.375
ŁÓDZKIE,2007-04-19,16.56775
ŁÓDZKIE,2007-04-20,19.901
ŁÓDZKIE,2007-04-21,18.302125
ŁÓDZKIE,2007-04-22,22.099
ŁÓDZKIE,2007-04-23,43.453125
ŁÓDZKIE,2007-04-24,21.583375
ŁÓDZKIE,2007-04-25,25.734375
ŁÓDZKIE,2007-04-26,33.963499999999996
ŁÓDZKIE,2007-04-27,50.463499999999996
ŁÓDZKIE,2007-04-28,25.75922222222222
ŁÓDZKIE,2007-04-29,11.191888888888888
ŁÓDZKIE,2007-04-30,14.265666666666666
ŁÓDZKIE,2007-05-01,19.052125
ŁÓDZKIE,2007-05-02,21.4115
ŁÓDZKIE,2007-05-03,18.161428571428573
ŁÓDZKIE,2007-05-04,18.260375
ŁÓDZKIE,2007-05-05,20.69275
ŁÓDZKIE,2007-05-06,17.69275
ŁÓDZKIE,2007-05-07,19.0885
ŁÓDZKIE,2007-05-08,10.948875
ŁÓDZKIE,2007-05-09,12.239125
ŁÓDZKIE,2007-05-10,17.154555555555554
ŁÓDZKIE,2007-05-11,22.537
ŁÓDZKIE,2007-05-12,14.474
ŁÓDZKIE,2007-05-13,16.61975
ŁÓDZKIE,2007-05-14,25.72222222222222
ŁÓDZKIE,2007-05-15,14.166666666666666
ŁÓDZKIE,2007-05-16,18.9238
ŁÓDZKIE,2007-05-17,19.2542
ŁÓDZKIE,2007-05-18,26.5708
ŁÓDZKIE,2007-05-19,26.0458
ŁÓDZKIE,2007-05-20,25.3542
ŁÓDZKIE,2007-05-21,36.9167
ŁÓDZKIE,2007-05-22,46.4542
ŁÓDZKIE,2007-05-23,28.0458
ŁÓDZKIE,2007-05-24,30.0417
ŁÓDZKIE,2007-05-25,39.3417
ŁÓDZKIE,2007-05-26,29.09722222222222
ŁÓDZKIE,2007-05-27,29.8043
ŁÓDZKIE,2007-05-28,27.13422222222222
ŁÓDZKIE,2007-05-29,21.52177777777778
ŁÓDZKIE,2007-05-30,18.3
ŁÓDZKIE,2007-05-31,23.2667
ŁÓDZKIE,2007-06-01,18.6292
ŁÓDZKIE,2007-06-02,13.19811111111111
ŁÓDZKIE,2007-06-03,12.851888888888888
ŁÓDZKIE,2007-06-04,20.504666666666665
ŁÓDZKIE,2007-06-05,24.203666666666667
ŁÓDZKIE,2007-06-06,23.99077777777778
ŁÓDZKIE,2007-06-07,20.80811111111111
ŁÓDZKIE,2007-06-08,29.435222222222222
ŁÓDZKIE,2007-06-09,24.28788888888889
ŁÓDZKIE,2007-06-10,17.045444444444446
ŁÓDZKIE,2007-06-11,20.995
ŁÓDZKIE,2007-06-12,29.3652
ŁÓDZKIE,2007-06-13,25.357444444444443
ŁÓDZKIE,2007-06-14,29.6458
ŁÓDZKIE,2007-06-15,30.7125
