Rok,Województwo,Kod strefy,Nazwa strefy,Kod stacji,Wskaźnik,Czas uśredniania,Średnia,Min,Max,L. dni > 120 (S8max),26 maks (S8max),Per. S93.2 (S8max),AOT40 V-VII,SOMO35,Liczba pomiarów,Kompl. lato,Kompl. zima,Liczba kompletnych mies. letnich (IV-IX),Kompletność/rok,Liczba Lato/Zima
2015,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,O3,1g,46.5,0.4,184.8,13,110.9,111.1,11864,3424,8459,95,98,5,96.6,1.0
2015,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,O3,1g,52.8,0.1,163.7,20,116.1,120.5,12071,5795,7285,99,68,6,83.2,1.5
2015,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,O3,1g,57.8,0.7,181.3,52,133.5,134.0,25498,7649,8420,97,95,5,96.1,1.0
2015,podkarpackie,PL1802,strefa podkarpacka,PkMielSolski,O3,1g,53.1,0.2,176.5,29,122.4,123.0,15677,5515,8549,100,95,6,97.6,1.1
2015,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,O3,1g,53.0,0.5,182.8,34,125.5,126.0,19364,5992,8511,95,100,5,97.2,1.0
2015,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,O3,1g,48.3,0.2,156.2,10,111.2,111.4,10051,4096,8502,97,97,5,97.1,1.0
2015,podlaskie,PL2001,Aglomeracja Białostocka,PdBialPulPie,O3,1g,55.6,0.0,174.0,22,116.5,118.8,13196,5119,8304,98,91,6,94.8,1.1
2015,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,O3,1g,52.8,0.0,167.0,22,118.5,120.0,14015,5040,8167,98,89,5,93.2,1.1
2015,podlaskie,PL2002,strefa podlaska,PdHajnowkJagMOB,O3,1g,38.3,-0.3,108.4,0,59.7,72.2,,303,2382,11,44,0,27.2,0.3
2015,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,O3,1g,48.4,0.0,148.5,9,96.1,96.5,4618,2354,8652,99,99,6,98.8,1.0
2015,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,O3,1g,49.3,0.3,153.8,10,97.6,98.9,4068,2334,8596,99,97,6,98.1,1.0
2015,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,O3,1g,52.8,0.1,147.9,5,96.5,96.6,3607,2471,8500,100,94,6,97.0,1.1
2015,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,O3,1g,54.8,0.3,159.0,10,99.2,99.2,5677,2993,8740,100,100,6,99.8,1.0
2015,pomorskie,PL2202,strefa pomorska,PmKosTargo12,O3,1g,49.4,0.1,170.6,10,97.8,104.1,5024,2820,6952,74,84,4,79.4,0.9
2015,pomorskie,PL2202,strefa pomorska,PmLebaRabkaE,O3,1g,62.9,2.0,161.0,14,103.4,103.4,7565,4217,8727,100,99,6,99.6,1.0
2015,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,O3,1g,47.3,0.5,133.9,0,88.5,90.4,3514,1779,6931,61,97,3,79.1,0.6
2015,pomorskie,PL2202,strefa pomorska,PmLinieKos17,O3,1g,55.7,0.1,173.9,20,111.3,113.8,9063,4329,8407,100,92,6,96.0,1.1
2015,pomorskie,PL2202,strefa pomorska,PmMalMicki15,O3,1g,41.4,0.0,160.8,7,91.4,93.2,2093,1658,7928,94,87,4,90.5,1.1
2015,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,O3,1g,50.5,0.1,162.5,9,98.4,98.8,4982,2830,8659,100,98,6,98.8,1.0
2015,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,O3,1g,43.4,0.1,195.5,36,132.8,132.8,18934,5066,8695,100,99,6,99.3,1.0
2015,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,O3,1g,44.8,0.4,194.5,32,133.4,133.7,18004,5461,8581,100,96,6,98.0,1.1
2015,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,O3,1g,47.0,0.7,194.8,34,130.6,130.6,17873,5590,8695,100,99,6,99.3,1.0
2015,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,O3,1g,48.4,1.3,196.9,34,131.9,132.8,16824,5215,8509,98,97,5,97.1,1.0
2015,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,O3,1g,55.2,1.0,180.9,32,128.8,128.8,16413,5470,8700,100,99,6,99.3,1.0
2015,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,O3,1g,54.7,1.3,191.8,37,130.0,132.3,19457,6176,8537,97,98,5,97.5,1.0
2015,śląskie,PL2405,strefa śląska,SlCiesMickie,O3,1g,60.9,1.6,203.3,36,133.2,134.4,20757,6550,8452,95,98,4,96.5,1.0
2015,śląskie,PL2405,strefa śląska,SlUstronSana,O3,1g,63.8,2.0,195.4,34,133.6,133.6,19936,6706,8670,100,98,6,99.0,1.0
2015,śląskie,PL2405,strefa śląska,SlWodzGalczy,O3,1g,47.1,0.8,197.7,32,131.6,132.2,15567,5060,8535,97,98,5,97.4,1.0
2015,śląskie,PL2405,strefa śląska,SlZlotPotLes,O3,1g,68.4,3.0,212.6,61,149.5,150.2,29984,9443,8455,100,93,6,96.5,1.1
2015,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,O3,1g,48.7,0.0,173.0,26,122.3,123.3,13775,4764,8588,99,97,6,98.0,1.0
2015,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,O3,1g,56.3,1.8,193.9,46,135.7,136.1,23188,7545,8517,99,95,6,97.2,1.1
2015,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,O3,1g,54.3,0.1,175.9,22,119.2,119.2,17913,4979,8711,99,100,6,99.4,1.0
2015,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,O3,1g,49.9,0.0,152.9,10,101.2,103.0,7970,3247,8314,96,94,5,94.9,1.0
2015,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,O3,1g,50.0,0.0,156.9,13,101.0,102.2,6512,3060,8567,97,99,5,97.8,1.0
2015,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,O3,1g,56.4,1.2,147.3,9,109.1,109.2,8105,3652,8545,98,97,6,97.5,1.0
2015,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmMragParkow,O3,1g,57.0,0.0,150.9,12,109.9,109.9,9069,3777,8723,99,100,6,99.6,1.0
2015,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrChrobr,O3,1g,51.9,0.0,160.5,12,103.1,103.3,10243,3533,8090,89,96,3,92.4,0.9
2015,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,O3,1g,56.2,1.0,155.8,9,112.6,112.6,10408,3929,8730,100,99,6,99.7,1.0
2015,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,O3,1g,45.5,0.0,185.2,26,120.7,123.8,11745,4335,8589,97,99,5,98.0,1.0
2015,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,O3,1g,55.7,0.6,184.3,33,128.5,128.7,21038,6372,8555,100,95,6,97.7,1.1
2015,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,O3,1g,53.0,0.1,196.8,26,121.9,128.4,13875,5541,8009,90,93,5,91.4,1.0
2015,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,O3,1g,47.7,0.3,154.3,21,110.3,110.6,7831,3503,8596,99,97,6,98.1,1.0
2015,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,O3,1g,54.5,0.1,185.7,29,127.9,127.9,16913,5635,8722,100,100,6,99.6,1.0
2015,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,O3,1g,49.1,-0.8,157.5,15,101.3,101.3,6478,3021,8720,99,100,6,99.5,1.0
2015,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,O3,1g,52.9,0.0,164.9,20,107.1,107.4,8600,3844,8475,96,98,5,96.7,1.0
2016,dolnośląskie,PL0204,strefa dolnośląska,DsCzerStraza,O3,1g,71.7,1.5,180.8,30,121.6,121.6,16690,6239,8677,99,99,6,98.8,1.0
2016,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,O3,1g,47.9,0.0,153.4,26,121.3,121.3,19662,5080,8704,99,100,6,99.1,1.0
2016,dolnośląskie,PL0204,strefa dolnośląska,DsKlodzSzkol,O3,1g,45.2,0.0,146.9,24,119.5,120.3,14834,4750,8599,99,97,6,97.9,1.0
2016,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,O3,1g,42.9,0.0,156.3,15,110.8,111.0,13426,3662,8429,98,94,5,96.0,1.1
2016,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,O3,1g,45.5,0.0,159.3,15,115.6,115.6,14146,4477,8665,99,99,6,98.6,1.0
2016,dolnośląskie,PL0204,strefa dolnośląska,DsPolanSportMOB,O3,1g,46.2,0.0,147.9,13,112.1,112.9,15270,4397,8327,90,99,5,94.8,0.9
2016,dolnośląskie,PL0204,strefa dolnośląska,DsSniezkaObs,O3,1g,77.3,1.8,149.0,23,120.1,120.1,14871,6749,8773,100,100,6,99.9,1.0
2016,dolnośląskie,PL0204,strefa dolnośląska,DsSzkPor1MajMOB,O3,1g,62.8,0.0,158.9,31,123.8,125.2,21190,6741,7871,98,82,6,89.6,1.2
2016,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,O3,1g,49.7,0.5,147.5,11,114.6,115.1,13465,4128,8637,98,99,6,98.3,1.0
2016,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocBartni,O3,1g,43.9,0.0,153.7,14,115.3,115.7,17626,4352,8610,97,99,5,98.0,1.0
2016,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,O3,1g,44.5,0.0,153.6,21,117.3,117.3,18346,4398,8697,99,99,6,99.0,1.0
2016,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,O3,1g,40.3,0.0,147.0,7,105.9,106.0,10459,2804,8621,99,97,6,98.1,1.0
2016,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,O3,1g,47.5,0.0,151.0,10,112.6,112.6,15337,3854,8562,95,100,4,97.5,1.0
2016,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowOsMatwMOB,O3,1g,42.0,0.0,142.5,4,105.0,106.1,10963,2917,7692,94,81,5,87.6,1.2
2016,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,O3,1g,47.5,0.2,156.8,9,108.5,109.1,13521,3563,8464,95,97,4,96.4,1.0
2016,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,O3,1g,44.7,0.2,144.7,1,101.3,102.1,8754,2814,8301,93,96,4,94.5,1.0
2016,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,O3,1g,47.9,0.0,157.0,15,111.0,111.7,15197,3542,8344,96,94,5,95.0,1.0
2016,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,O3,1g,43.1,0.7,137.7,7,101.6,101.8,8833,2881,8674,100,98,6,98.7,1.0
2016,lubelskie,PL0602,strefa lubelska,LbBiaSlupRPN,O3,1g,48.6,0.8,138.5,4,109.1,109.5,12255,4401,8209,100,87,6,93.5,1.2
2016,lubelskie,PL0602,strefa lubelska,LbJarczWolaM,O3,1g,44.9,0.0,139.5,3,103.9,103.9,9221,2849,8742,99,100,6,99.5,1.0
2016,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,O3,1g,37.4,0.0,134.3,2,94.7,95.4,6281,1878,8670,98,99,6,98.7,1.0
2016,lubelskie,PL0602,strefa lubelska,LbWilczopole,O3,1g,41.8,1.5,143.7,1,96.0,97.9,8109,2180,8551,95,99,5,97.3,1.0
2016,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,O3,1g,48.6,0.5,162.2,18,117.3,117.3,16450,4573,8710,99,100,5,99.2,1.0
2016,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,O3,1g,51.1,1.4,158.0,14,115.8,115.9,16916,4492,8683,99,99,6,98.9,1.0
2016,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,O3,1g,44.1,0.4,148.9,12,112.0,112.9,13488,3917,8453,98,94,5,96.2,1.0
2016,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,O3,1g,45.0,0.2,153.3,9,115.4,115.6,13954,3971,8702,99,99,6,99.1,1.0
2016,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,O3,1g,43.2,1.1,144.9,8,110.3,110.5,13886,3638,8684,99,99,5,98.9,1.0
2016,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,O3,1g,36.1,0.1,141.6,1,97.1,98.1,6033,1814,7834,88,90,4,89.2,1.0
2016,lubuskie,PL0803,strefa lubuska,LuSmolBytnic,O3,1g,47.6,0.1,162.8,25,120.5,120.5,16578,4739,8744,100,99,6,99.5,1.0
2016,lubuskie,PL0803,strefa lubuska,LuSulecDudka,O3,1g,44.9,0.1,147.4,14,110.2,110.2,12080,3035,8680,99,98,6,98.8,1.0
2016,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,O3,1g,39.1,0.2,144.3,4,100.7,101.0,7208,2306,8492,93,100,5,96.7,0.9
2016,lubuskie,PL0803,strefa lubuska,LuZarySzyman,O3,1g,50.6,0.1,159.6,18,115.1,117.8,14697,4687,7491,98,73,6,85.3,1.3
2016,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,O3,1g,48.6,0.5,158.4,14,107.0,107.9,11278,3204,8694,100,98,6,99.0,1.0
2016,małopolskie,PL1203,strefa małopolska,MpKaszowLisz,O3,1g,46.0,1.0,140.9,9,109.1,109.2,13927,4049,8676,98,99,6,98.8,1.0
2016,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,O3,1g,33.6,1.0,144.1,5,105.1,105.1,10835,2879,8686,98,99,6,98.9,1.0
2016,małopolskie,PL1203,strefa małopolska,MpSzarowSpok,O3,1g,45.2,1.1,146.0,12,113.4,113.6,14692,4433,8431,98,94,5,96.0,1.0
2016,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,O3,1g,50.8,1.1,143.6,7,108.8,108.9,15064,3918,8426,92,100,5,95.9,0.9
2016,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,O3,1g,45.7,1.0,150.8,15,113.2,113.3,15976,4429,8689,100,98,6,98.9,1.0
2016,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,O3,1g,50.0,1.0,157.9,15,116.5,116.5,18953,4565,8778,100,100,6,99.9,1.0
2016,małopolskie,PL1203,strefa małopolska,MpZakopaSien,O3,1g,52.3,1.0,155.6,23,118.1,118.1,19971,5758,8695,99,99,6,99.0,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,O3,1g,52.4,0.8,156.1,8,110.7,110.9,13999,4168,8741,99,100,6,99.5,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,O3,1g,44.0,0.1,144.8,2,107.3,107.5,11480,3337,8524,96,98,5,97.0,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,O3,1g,54.5,0.9,166.3,9,109.9,110.0,12315,3963,8528,96,98,5,97.1,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,O3,1g,46.4,0.0,166.5,18,117.9,117.9,16102,4411,8733,100,99,6,99.4,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,O3,1g,41.6,0.1,149.3,9,110.1,110.1,12883,3592,8704,99,99,6,99.1,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,O3,1g,44.0,0.1,160.1,22,117.2,117.2,17117,4656,8734,99,100,6,99.4,1.0
2016,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,O3,1g,45.0,0.0,133.7,2,101.8,101.8,8254,2611,8782,100,100,6,100.0,1.0
2016,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,O3,1g,45.5,0.3,147.7,9,108.3,108.3,10680,3128,8738,100,99,6,99.5,1.0
2016,mazowieckie,PL1403,miasto Radom,MzRadTochter,O3,1g,42.8,0.1,144.0,8,101.8,101.8,9398,2933,8668,98,99,6,98.7,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzSiedKonars,O3,1g,46.2,0.0,145.6,5,103.0,103.0,9892,2963,8667,99,98,6,98.7,1.0
2016,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,O3,1g,37.3,0.0,142.5,3,104.3,105.0,9054,2684,8702,100,98,6,99.1,1.0
2016,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarPodlesn,O3,1g,40.6,0.0,148.9,7,110.8,111.6,12819,3292,8163,92,94,3,92.9,1.0
2016,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,O3,1g,42.0,1.1,157.4,8,109.8,109.8,11631,3128,8720,99,99,6,99.3,1.0
2016,opolskie,PL1602,strefa opolska,OpKKozBSmial,O3,1g,41.8,0.0,154.8,14,112.1,112.9,14474,4055,8665,100,97,6,98.6,1.0
2016,opolskie,PL1602,strefa opolska,OpOlesSlowac,O3,1g,47.8,0.0,158.5,17,114.3,114.4,14543,4151,8611,97,99,5,98.0,1.0
2016,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,O3,1g,42.5,0.0,154.2,7,103.4,103.4,8664,2912,8423,99,92,6,95.9,1.1
2016,podlaskie,PL2001,Aglomeracja Białostocka,PdBialPulPie,O3,1g,48.3,1.0,143.0,2,103.4,105.9,11748,3085,8443,95,97,4,96.1,1.0
2016,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,O3,1g,46.5,0.0,142.0,2,104.8,105.1,11384,3047,8474,94,99,5,96.5,1.0
2016,podlaskie,PL2002,strefa podlaska,PdHajnowkJagMOB,O3,1g,44.4,0.1,127.6,0,91.2,91.2,3828,1647,8705,98,100,6,99.1,1.0
2016,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,O3,1g,42.0,0.0,137.4,0,99.7,99.7,8815,2921,8727,100,99,6,99.4,1.0
2016,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,O3,1g,51.3,0.9,134.2,6,105.8,106.8,12916,3991,8034,85,98,5,91.5,0.9
2016,podkarpackie,PL1802,strefa podkarpacka,PkMielSolski,O3,1g,47.6,0.1,138.1,5,110.0,110.7,13698,4095,8268,99,90,6,94.1,1.1
2016,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,O3,1g,46.2,0.5,137.4,2,106.8,106.8,10989,3699,8697,100,98,6,99.0,1.0
2016,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,O3,1g,45.5,0.3,135.2,4,105.5,105.5,10074,3615,8728,100,99,6,99.4,1.0
2016,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,O3,1g,42.9,0.0,155.5,4,105.9,106.0,12282,3301,8603,97,99,5,97.9,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,O3,1g,44.2,0.1,129.5,0,94.3,94.5,5958,1837,8489,98,95,6,96.6,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,O3,1g,45.3,0.5,131.2,0,96.0,96.0,6355,1960,8681,99,98,6,98.8,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,O3,1g,52.2,0.3,135.9,2,101.0,101.0,7331,2393,8683,99,98,6,98.9,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,O3,1g,48.8,0.1,130.2,1,97.7,97.7,6544,2106,8754,100,100,6,99.7,1.0
2016,pomorskie,PL2202,strefa pomorska,PmKosTargo12,O3,1g,42.7,0.1,133.7,1,90.9,94.8,8505,2051,6048,59,79,1,68.9,0.8
2016,pomorskie,PL2202,strefa pomorska,PmLebaRabkaE,O3,1g,58.8,1.1,158.5,5,99.7,99.7,9679,3322,8782,100,100,6,100.0,1.0
2016,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,O3,1g,47.5,0.1,143.9,4,94.1,102.9,11992,2575,5375,54,69,1,61.2,0.8
2016,pomorskie,PL2202,strefa pomorska,PmLinieKos17,O3,1g,50.4,0.2,137.3,3,96.6,98.5,7281,2341,8016,87,95,2,91.3,0.9
2016,pomorskie,PL2202,strefa pomorska,PmMalMicki15,O3,1g,36.6,0.1,124.1,0,84.1,84.8,2488,969,7816,81,97,4,89.0,0.8
2016,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,O3,1g,38.2,0.1,125.4,0,75.4,80.2,3472,629,6637,52,100,1,75.6,0.5
2016,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,O3,1g,43.1,1.0,148.0,9,107.8,107.8,8533,3385,8749,100,99,6,99.6,1.0
2016,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,O3,1g,50.0,0.0,148.2,20,115.4,115.7,12389,5315,8431,99,93,6,96.0,1.1
2016,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,O3,1g,51.4,0.2,151.5,15,115.2,115.2,17263,4668,8762,100,100,6,99.7,1.0
2016,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,O3,1g,49.2,1.7,147.5,8,110.5,110.5,12903,3809,8768,100,100,6,99.8,1.0
2016,śląskie,PL2405,strefa śląska,SlCiesMickie,O3,1g,53.6,0.1,154.8,13,114.5,114.5,16155,4677,8714,99,100,6,99.2,1.0
2016,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,O3,1g,45.5,0.2,140.2,6,111.2,111.7,13241,3737,8690,99,99,6,98.9,1.0
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,O3,1g,40.2,0.1,153.5,12,113.8,113.8,15819,4090,8774,100,100,6,99.9,1.0
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,O3,1g,39.7,0.9,175.0,15,113.9,113.9,15881,4075,8724,100,99,6,99.3,1.0
2016,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,O3,1g,43.4,0.1,189.3,15,115.5,115.5,16742,4284,8734,100,99,6,99.4,1.0
2016,śląskie,PL2405,strefa śląska,SlUstronSana,O3,1g,55.8,1.2,154.0,11,114.5,114.5,15948,4680,8713,100,98,6,99.2,1.0
2016,śląskie,PL2405,strefa śląska,SlWodzGalczy,O3,1g,43.7,1.3,188.8,17,116.4,116.4,16086,4309,8734,100,99,6,99.4,1.0
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,O3,1g,40.9,0.9,163.7,17,114.1,114.8,15157,3964,8649,100,97,6,98.5,1.0
2016,śląskie,PL2405,strefa śląska,SlZlotPotLes,O3,1g,54.5,1.1,152.7,29,121.6,121.6,19471,5457,8751,100,100,6,99.6,1.0
2016,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,O3,1g,48.7,0.0,137.8,4,103.9,104.3,9731,3048,8160,92,94,4,92.9,1.0
2016,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,O3,1g,51.3,0.0,133.9,3,100.8,100.8,9538,2760,8635,99,98,6,98.3,1.0
2016,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmMragParkow,O3,1g,51.6,1.2,126.6,1,102.0,102.4,9236,3005,8083,97,87,5,92.0,1.1
2016,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,O3,1g,42.9,0.0,131.0,0,94.5,94.7,5619,1981,8465,95,97,6,96.4,1.0
2016,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrChrobr,O3,1g,49.0,0.0,137.5,3,103.9,105.4,9245,3452,7116,98,64,6,81.0,1.5
2016,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,O3,1g,50.5,1.0,133.6,4,103.5,103.5,10684,2948,8704,100,98,6,99.1,1.0
2016,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,O3,1g,43.8,0.0,152.5,8,112.2,112.2,12626,3440,8776,100,100,6,99.9,1.0
2016,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,O3,1g,51.8,0.1,165.9,31,121.9,122.5,20832,5356,8479,99,94,6,96.5,1.1
2016,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,O3,1g,48.8,0.6,173.8,22,118.6,118.6,15445,4551,8725,99,100,6,99.3,1.0
2016,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,O3,1g,51.3,0.4,169.8,31,122.5,122.8,21294,5082,8588,100,96,6,97.8,1.0
2016,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,O3,1g,41.9,0.1,160.4,14,115.5,115.8,14109,3633,8497,100,94,6,96.7,1.1
2016,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,O3,1g,43.3,0.0,143.8,3,97.5,97.5,6241,2042,8746,100,100,6,99.6,1.0
2016,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,O3,1g,49.9,1.1,152.0,12,109.8,109.8,11444,3403,8768,100,100,6,99.8,1.0
2017,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocBartni,O3,1g,46.5,0.0,156.6,6,105.6,105.9,11174,3365,8545,99,96,6,97.5,1.0
2017,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,O3,1g,46.3,0.0,146.1,5,105.2,105.2,9883,3073,8679,99,99,6,99.1,1.0
2017,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,O3,1g,48.2,0.0,165.0,10,111.9,112.2,13083,3840,8579,99,97,6,97.9,1.0
2017,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,O3,1g,53.8,0.0,157.2,10,110.6,110.7,15434,4333,8477,98,96,6,96.8,1.0
2017,dolnośląskie,PL0204,strefa dolnośląska,DsBoleslaMOB,O3,1g,51.8,0.2,155.5,14,108.5,110.7,13281,3907,8433,99,93,6,96.3,1.1
2017,dolnośląskie,PL0204,strefa dolnośląska,DsCzerStraza,O3,1g,72.1,4.0,148.2,20,118.8,118.8,15303,6117,8503,98,96,6,97.1,1.0
2017,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,O3,1g,51.1,0.0,151.2,15,113.8,113.8,16354,4738,8661,99,99,6,98.9,1.0
2017,dolnośląskie,PL0204,strefa dolnośląska,DsKlodzSzkol,O3,1g,47.3,0.0,154.8,14,113.1,114.0,14848,4508,8623,99,98,6,98.4,1.0
2017,dolnośląskie,PL0204,strefa dolnośląska,DsKudowaMOB,O3,1g,50.4,0.0,147.6,12,109.9,110.6,13751,4312,8307,99,90,6,94.8,1.1
2017,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,O3,1g,47.4,0.0,163.0,14,107.6,107.6,13813,3808,8443,97,96,5,96.4,1.0
2017,dolnośląskie,PL0204,strefa dolnośląska,DsSniezkaObs,O3,1g,75.0,11.9,144.2,6,112.3,112.3,9862,5834,8759,100,100,6,100.0,1.0
2017,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,O3,1g,39.3,0.0,132.0,1,85.6,85.9,3395,1106,8374,93,99,5,95.6,0.9
