Rok,Województwo,Kod strefy,Nazwa strefy,Kod stacji,Wskaźnik,Czas uśredniania,Średnia,Min,Max,L. dni > 120 (S8max),26 maks (S8max),Per. S93.2 (S8max),AOT40 V-VII,SOMO35,Liczba pomiarów,Kompl. lato,Kompl. zima,Liczba kompletnych mies. letnich (IV-IX),Kompletność/rok,Liczba Lato/Zima
2017,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,O3,1g,41.1,0.0,114.7,0,84.7,84.7,1840,913,8686,99,100,6,99.2,1.0
2017,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclChelmMOB,O3,1g,49.8,0.1,149.8,3,99.4,100.1,5962,2449,8619,100,97,6,98.4,1.0
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,O3,1g,48.3,1.0,141.0,2,97.0,97.3,5862,2331,8470,96,97,5,96.7,1.0
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,O3,1g,49.3,0.4,148.3,1,98.1,99.2,7099,2634,8703,99,99,6,99.3,1.0
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,O3,1g,49.2,0.0,143.0,2,88.9,90.9,5325,2047,6850,63,93,2,78.2,0.7
2017,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,O3,1g,48.0,0.1,138.8,5,104.3,104.3,9864,3168,8726,100,99,6,99.6,1.0
2017,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,O3,1g,50.1,0.5,131.2,0,103.4,103.4,8707,3090,8711,100,99,6,99.4,1.0
2017,lubelskie,PL0602,strefa lubelska,LbBiaSlupRPN,O3,1g,58.0,1.4,143.5,12,113.0,113.0,13163,4929,8726,99,100,6,99.6,1.0
2017,lubelskie,PL0602,strefa lubelska,LbJarczWolaM,O3,1g,45.6,0.0,131.5,0,93.0,93.0,4048,1668,8739,100,100,6,99.8,1.0
2017,lubelskie,PL0602,strefa lubelska,LbWilczopole,O3,1g,51.4,1.7,145.2,5,103.8,104.0,7579,3175,8622,98,99,6,98.4,1.0
2017,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,O3,1g,40.8,0.0,116.5,0,81.8,85.8,3349,1287,5655,86,43,3,64.6,2.0
2017,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,O3,1g,46.5,0.4,136.8,2,97.3,99.8,7753,2166,7440,84,86,4,84.9,1.0
2017,lubuskie,PL0803,strefa lubuska,LuSmolBytnic,O3,1g,49.5,1.4,137.5,3,102.3,103.3,8038,3170,7702,92,83,5,87.9,1.1
2017,lubuskie,PL0803,strefa lubuska,LuSulecDudka,O3,1g,46.3,0.4,127.4,0,90.9,90.9,3712,1663,8753,100,100,6,99.9,1.0
2017,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,O3,1g,42.9,0.0,132.2,0,93.3,93.5,5049,1824,8654,100,98,6,98.8,1.0
2017,lubuskie,PL0803,strefa lubuska,LuZarySzyman,O3,1g,50.1,0.0,147.4,8,105.1,105.1,11352,3206,8577,98,98,6,97.9,1.0
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,O3,1g,53.3,1.4,161.3,16,110.4,110.5,10792,3847,8529,98,97,6,97.4,1.0
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,O3,1g,44.6,1.2,161.0,5,105.7,105.7,8825,2657,8708,100,99,6,99.4,1.0
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,O3,1g,48.7,1.5,160.6,9,103.0,105.9,8681,3145,8518,98,97,5,97.2,1.0
2017,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,O3,1g,52.4,1.2,164.7,7,105.4,106.1,8728,3378,8567,98,98,5,97.8,1.0
2017,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,O3,1g,56.2,2.0,155.1,15,109.0,111.9,12209,4311,8188,94,93,4,93.5,1.0
2017,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,O3,1g,44.7,1.0,144.1,8,105.4,106.0,9605,3181,8567,100,96,6,97.8,1.0
2017,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,O3,1g,49.5,0.7,144.7,16,111.1,111.6,13519,3824,8604,99,97,6,98.2,1.0
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,O3,1g,38.1,1.0,140.0,5,110.5,111.3,10039,3131,8514,96,98,5,97.2,1.0
2017,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,O3,1g,47.9,1.0,147.6,5,108.9,108.9,11587,3799,8701,99,99,6,99.3,1.0
2017,małopolskie,PL1203,strefa małopolska,MpKaszowLisz,O3,1g,52.7,1.0,189.1,22,118.9,119.2,16682,5180,8592,98,99,5,98.1,1.0
2017,małopolskie,PL1203,strefa małopolska,MpSzarowSpok,O3,1g,47.9,1.0,163.6,11,113.0,113.0,15130,4227,8677,99,99,6,99.1,1.0
2017,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,O3,1g,58.0,1.2,136.6,4,109.3,109.3,11818,4589,8687,99,99,6,99.2,1.0
2017,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,O3,1g,49.5,0.8,150.0,16,114.8,114.8,13196,3666,8684,99,99,6,99.1,1.0
2017,małopolskie,PL1203,strefa małopolska,MpZakopaSien,O3,1g,51.9,1.0,136.2,3,107.1,107.1,12242,4245,8691,99,99,6,99.2,1.0
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,O3,1g,37.6,0.0,132.9,0,94.3,94.3,5304,1671,8694,100,99,6,99.2,1.0
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarPodlesn,O3,1g,42.1,0.2,126.2,0,96.9,97.0,5569,2035,8655,100,98,6,98.8,1.0
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,O3,1g,43.1,0.0,143.1,1,98.5,98.5,6335,2230,8662,98,100,6,98.9,1.0
2017,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,O3,1g,44.0,0.7,137.4,1,87.6,87.6,2341,1104,8759,100,100,6,100.0,1.0
2017,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,O3,1g,47.9,0.3,144.8,2,96.7,96.7,6639,2208,8734,100,100,6,99.7,1.0
2017,mazowieckie,PL1403,miasto Radom,MzRadTochter,O3,1g,45.0,-0.2,128.4,1,96.3,96.3,5015,2172,8707,100,99,6,99.4,1.0
2017,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,O3,1g,54.1,1.2,140.4,7,107.8,108.2,9983,3828,8643,99,98,6,98.7,1.0
2017,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,O3,1g,46.5,0.2,161.4,6,105.0,105.5,10140,3296,8627,98,99,5,98.5,1.0
2017,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,O3,1g,59.7,2.4,180.0,10,110.8,112.3,11673,4246,8337,97,93,6,95.2,1.1
2017,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,O3,1g,44.8,-0.8,157.8,5,104.3,106.6,8737,2813,8139,93,92,4,92.9,1.0
2017,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,O3,1g,43.0,0.0,134.3,1,100.3,100.6,6133,2110,8636,98,100,5,98.6,1.0
2017,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,O3,1g,45.5,0.0,162.5,15,113.5,115.1,15321,3766,8558,96,100,5,97.7,1.0
2017,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,O3,1g,40.7,0.6,136.2,1,98.2,98.2,5207,1922,8704,99,100,6,99.4,1.0
2017,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,O3,1g,43.7,0.4,136.8,0,93.1,93.4,2057,1679,8629,100,97,6,98.5,1.0
2017,opolskie,PL1602,strefa opolska,OpKKozBSmial,O3,1g,45.9,0.2,173.2,12,110.5,114.0,11659,3894,7921,94,87,5,90.4,1.1
2017,opolskie,PL1602,strefa opolska,OpOlesSlowac,O3,1g,49.9,0.6,141.7,5,109.2,111.8,10961,3674,8225,100,88,6,93.9,1.1
2017,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,O3,1g,49.4,0.3,149.9,7,108.5,108.5,10411,3681,8728,100,100,6,99.6,1.0
2017,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,O3,1g,49.5,0.0,151.1,6,107.9,108.0,10770,4601,8555,99,96,6,97.7,1.0
2017,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,O3,1g,56.6,0.2,138.6,4,108.7,108.8,11706,4928,8635,99,99,6,98.6,1.0
2017,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,O3,1g,51.0,0.1,159.4,13,111.4,111.4,12807,4129,8704,99,100,6,99.4,1.0
2017,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,O3,1g,50.6,0.1,146.3,13,112.1,112.4,14951,4968,8621,99,98,6,98.4,1.0
2017,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,O3,1g,54.1,0.2,153.5,18,116.1,116.5,16116,5536,8555,96,100,5,97.7,1.0
2017,podlaskie,PL2001,Aglomeracja Białostocka,PdBialPulPie,O3,1g,50.4,0.0,138.0,2,99.3,100.5,7940,2767,7965,97,85,5,90.9,1.1
2017,podlaskie,PL2002,strefa podlaska,PdAugustoZdrMOB,O3,1g,41.3,0.0,113.0,0,80.6,84.8,2565,1126,5557,92,99,4,63.4,1.5
2017,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,O3,1g,49.1,0.0,133.0,2,100.3,100.4,7629,2800,8255,97,92,6,94.2,1.1
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,O3,1g,52.8,1.5,133.7,3,90.6,92.1,4566,2399,7657,98,77,5,87.4,1.3
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,O3,1g,44.2,0.1,145.9,0,79.4,81.8,1349,873,7784,79,99,1,88.9,0.8
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,O3,1g,54.0,0.1,126.5,0,92.6,94.2,4043,2373,8583,100,96,6,98.0,1.0
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,O3,1g,50.7,0.7,130.2,1,87.8,87.8,3507,1521,8474,99,94,6,96.7,1.1
2017,pomorskie,PL2202,strefa pomorska,PmKosTargo12,O3,1g,39.9,0.1,99.1,0,67.6,68.8,190,153,7276,98,68,6,83.1,1.4
2017,pomorskie,PL2202,strefa pomorska,PmLebaRabkaE,O3,1g,61.1,5.1,149.2,2,95.5,95.5,5899,2852,8756,100,100,6,100.0,1.0
2017,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,O3,1g,44.4,0.3,111.4,0,77.8,77.9,871,564,8162,99,87,6,93.2,1.1
2017,pomorskie,PL2202,strefa pomorska,PmLinieKos17,O3,1g,60.1,3.3,135.3,2,96.7,97.1,6354,2969,8359,97,94,5,95.4,1.0
2017,pomorskie,PL2202,strefa pomorska,PmMalMicki15,O3,1g,43.9,0.1,111.7,0,71.3,72.3,141,267,8207,90,98,4,93.7,0.9
2017,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,O3,1g,50.3,1.1,142.3,2,89.3,90.1,4233,1806,8128,99,86,6,92.8,1.2
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,O3,1g,45.1,1.0,163.6,29,121.2,121.2,15779,4408,8749,100,100,6,99.9,1.0
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,O3,1g,44.6,0.9,184.2,32,127.1,127.3,20135,4869,8601,97,99,5,98.2,1.0
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,O3,1g,45.7,1.2,181.5,25,119.7,120.5,16564,4416,8660,98,100,5,98.9,1.0
2017,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,O3,1g,45.0,1.0,170.3,17,117.4,117.4,14204,3900,8731,99,100,6,99.7,1.0
2017,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,O3,1g,54.2,1.9,153.5,15,112.9,112.9,14478,4464,8751,100,100,6,99.9,1.0
2017,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,O3,1g,50.1,0.8,161.8,21,116.7,117.8,14019,4121,8456,97,96,4,96.5,1.0
2017,śląskie,PL2405,strefa śląska,SlCiesMickie,O3,1g,57.9,2.1,162.1,19,116.1,116.3,15957,4968,8676,99,99,6,99.0,1.0
2017,śląskie,PL2405,strefa śląska,SlUstronSana,O3,1g,58.6,1.0,151.3,18,116.5,116.5,14321,4820,8749,100,100,6,99.9,1.0
2017,śląskie,PL2405,strefa śląska,SlWodzGalczy,O3,1g,48.1,0.9,186.5,23,119.9,119.9,15491,4431,8685,100,99,6,99.1,1.0
2017,śląskie,PL2405,strefa śląska,SlZlotPotLes,O3,1g,59.0,2.7,172.7,25,118.8,121.8,15885,5309,8666,99,99,6,98.9,1.0
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,O3,1g,45.0,0.0,158.0,5,105.3,105.3,8918,2888,8630,99,98,6,98.5,1.0
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,O3,1g,49.6,0.4,167.0,18,115.6,115.8,14427,4680,8661,99,98,6,98.9,1.0
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,O3,1g,53.1,0.1,152.3,13,112.3,112.6,12585,4170,8568,98,98,5,97.8,1.0
2017,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,O3,1g,45.0,0.1,121.1,0,83.7,83.8,1099,1027,8606,98,98,6,98.2,1.0
2017,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,O3,1g,48.9,0.5,133.2,0,92.8,92.8,5119,2009,8705,99,99,6,99.4,1.0
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,O3,1g,52.1,0.0,125.3,0,97.2,97.2,7432,2418,8744,100,100,6,99.8,1.0
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,O3,1g,51.2,0.0,116.5,0,86.5,86.6,2185,1244,8611,100,97,6,98.3,1.0
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,O3,1g,47.8,0.0,124.1,0,93.6,95.0,4542,1859,8180,95,91,5,93.4,1.1
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,O3,1g,52.2,1.0,130.5,1,93.6,94.1,4528,2098,8420,98,95,6,96.1,1.0
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,O3,1g,42.7,0.1,135.7,2,98.5,98.5,6499,2140,8731,99,100,6,99.7,1.0
2017,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,O3,1g,53.5,0.2,161.6,12,111.7,112.1,13129,4326,8449,97,96,5,96.4,1.0
2017,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,O3,1g,47.0,0.0,134.1,3,97.0,98.3,7000,2486,8638,99,98,6,98.6,1.0
2017,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,O3,1g,52.8,0.5,171.8,8,102.6,103.0,6855,3417,8467,93,100,5,96.7,0.9
2017,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,O3,1g,51.1,0.1,153.2,5,105.7,106.0,9061,3429,8593,99,97,6,98.1,1.0
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,O3,1g,44.5,0.1,145.3,0,84.5,84.5,2280,996,8734,100,100,6,99.7,1.0
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,O3,1g,52.6,0.4,134.6,2,96.3,96.3,5716,2507,8725,100,99,6,99.6,1.0
