Rok,Województwo,Kod strefy,Nazwa strefy,Kod stacji,Wskaźnik,Czas uśredniania,Średnia,Min,Maks,L>50 (S24),36 maks. (S24),Perc. 90.4 (S24),Maks (S24),Liczba pomiarów,Kompletność ,Liczba Lato/Zima
2016,małopolskie,PL1203,strefa małopolska,MpSkawOsOgro,PM10,1g,42.5,3.0,458.5,87,77.8,77.8,292.5,8714,99.2,1.0
2016,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,PM10,1g,29.0,3.0,299.7,36,50.5,50.7,114.5,8666,98.7,1.0
2016,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,PM10,24g,30.6,6.3,111.9,39,52.3,52.4,111.9,353,96.4,1.1
2016,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,PM10,1g,36.9,3.0,360.2,65,68.9,68.9,149.5,8710,99.2,1.0
2016,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,PM10,1g,35.7,3.0,267.3,61,67.5,67.8,162.8,8646,98.4,1.0
2016,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,PM10,24g,34.4,7.8,151.9,59,62.3,62.3,151.9,363,99.2,1.0
2016,małopolskie,PL1203,strefa małopolska,MpTuchChopin,PM10,24g,39.0,6.7,258.4,74,82.4,82.4,258.4,363,99.2,1.0
2016,małopolskie,PL1203,strefa małopolska,MpWielDembowMOB,PM10,24g,33.9,6.9,138.1,18,33.5,61.9,138.1,112,30.6,1.0
2016,małopolskie,PL1203,strefa małopolska,MpZakopaSien,PM10,1g,31.6,2.5,468.7,53,69.7,69.7,200.9,8716,99.2,1.0
2016,małopolskie,PL1203,strefa małopolska,MpZakopaSien,PM10,24g,30.8,5.1,181.5,44,63.2,66.4,181.5,354,96.7,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,PM10,24g,22.6,3.3,89.5,13,37.9,38.1,89.5,359,98.1,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,PM10,24g,18.5,2.2,95.7,8,30.8,30.8,95.7,360,98.4,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,PM10,24g,30.1,6.7,131.7,41,53.9,53.9,131.7,363,99.2,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzMlawOrdona,PM10,24g,31.0,8.3,127.4,31,48.3,48.6,127.4,337,92.1,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzOstroHalle,PM10,24g,26.7,7.1,109.0,18,42.8,42.8,109.0,366,100.0,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,PM10,24g,34.0,4.4,196.3,56,61.8,61.8,196.3,364,99.5,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,PM10,24g,30.9,6.2,114.7,34,49.3,49.3,114.7,364,99.5,1.0
2016,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,PM10,24g,27.4,6.0,94.5,22,44.8,44.8,94.5,364,99.5,1.0
2016,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,PM10,1g,30.1,3.6,183.9,38,50.8,50.8,119.5,8750,99.6,1.0
2016,mazowieckie,PL1403,miasto Radom,MzRad25Czerw,PM10,24g,30.6,7.4,147.7,33,49.4,49.4,147.7,360,98.4,1.0
2016,mazowieckie,PL1403,miasto Radom,MzRadTochter,PM10,1g,34.5,0.4,340.4,52,59.0,59.0,140.2,8757,99.7,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzSiedKonars,PM10,1g,30.1,3.5,514.5,38,51.6,51.6,103.2,8697,99.0,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzSiedKonars,PM10,24g,27.8,8.4,113.3,24,42.8,45.8,113.3,324,88.5,1.1
2016,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAKrzywo,PM10,24g,29.5,5.6,102.0,29,47.4,47.4,102.0,366,100.0,1.0
2016,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,PM10,1g,41.6,3.1,552.7,85,64.8,65.2,159.9,8591,97.8,1.0
2016,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,PM10,24g,41.0,10.7,129.4,76,62.6,63.0,129.4,357,97.5,1.0
2016,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,PM10,1g,29.8,0.8,250.6,28,48.4,49.1,112.0,8139,92.7,1.0
2016,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarMarszal,PM10,1g,37.1,5.2,209.6,63,57.6,57.6,113.7,8644,98.4,1.0
2016,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarTolstoj,PM10,24g,28.1,5.4,90.0,25,45.4,45.4,90.0,366,100.0,1.0
2016,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,PM10,1g,27.5,0.8,137.3,26,46.0,46.0,91.2,8693,99.0,1.0
2016,mazowieckie,PL1404,strefa mazowiecka,MzZyraRoosev,PM10,1g,37.9,3.5,369.5,60,65.1,68.5,154.4,8028,91.4,0.9
2016,opolskie,PL1602,strefa opolska,OpGlubRatusz,PM10,24g,32.1,8.0,156.0,44,56.0,56.0,156.0,363,99.2,1.0
2016,opolskie,PL1602,strefa opolska,OpKKozBSmial,PM10,1g,34.0,0.0,252.8,44,60.2,61.7,160.4,8565,97.5,1.0
2016,opolskie,PL1602,strefa opolska,OpKKozBSmial,PM10,24g,29.4,2.5,142.0,35,50.0,52.0,142.0,344,94.0,1.0
2016,opolskie,PL1602,strefa opolska,OpKluczMicki,PM10,24g,32.4,7.0,152.0,55,58.0,58.0,152.0,361,98.6,1.0
2016,opolskie,PL1602,strefa opolska,OpNysaRodzie,PM10,24g,33.9,2.5,166.0,65,74.0,75.0,166.0,353,96.4,1.0
2016,opolskie,PL1602,strefa opolska,OpOlesSlowac,PM10,1g,32.9,0.0,279.0,56,63.4,65.6,155.2,7833,89.2,1.2
2016,opolskie,PL1601,miasto Opole,OpOpoleMinor,PM10,1g,31.0,0.4,215.6,42,54.4,54.5,164.2,8285,94.3,1.1
2016,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,PM10,24g,30.9,8.0,161.0,47,56.0,56.0,161.0,341,93.2,1.1
2016,opolskie,PL1602,strefa opolska,OpZdziePiast,PM10,1g,37.8,0.2,297.5,78,72.6,72.6,171.7,8692,99.0,1.0
2016,opolskie,PL1602,strefa opolska,OpZdziePiast,PM10,24g,36.9,7.0,198.0,75,71.0,71.0,198.0,360,98.4,1.0
2016,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWarsza,PM10,1g,23.9,0.0,294.1,15,38.2,40.7,86.9,7457,84.9,1.0
2016,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,PM10,24g,19.8,3.3,65.2,2,30.5,31.3,65.2,301,82.2,1.4
2016,podlaskie,PL2002,strefa podlaska,PdHajnowkJagMOB,PM10,1g,27.5,0.9,460.0,30,46.7,46.9,118.1,8525,97.1,1.0
2016,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,PM10,1g,23.7,0.0,486.7,18,39.5,39.5,108.7,8520,97.0,1.0
2016,podlaskie,PL2002,strefa podlaska,PdSuwPulaski,PM10,24g,19.2,3.7,99.0,3,30.5,30.8,99.0,335,91.5,1.1
2016,podkarpackie,PL1802,strefa podkarpacka,PkDebiGrottg,PM10,24g,33.0,5.7,186.0,52,56.6,58.1,186.0,345,94.3,1.1
2016,podkarpackie,PL1802,strefa podkarpacka,PkJarosPruch,PM10,24g,34.9,7.7,183.0,58,59.4,59.4,183.0,360,98.4,1.0
2016,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,PM10,1g,26.8,0.5,279.4,28,47.8,47.8,167.4,8712,99.2,1.0
2016,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,PM10,24g,26.4,6.2,109.0,26,46.7,46.7,109.0,364,99.5,1.0
2016,podkarpackie,PL1802,strefa podkarpacka,PkKrosKletow,PM10,24g,29.2,9.2,150.0,31,48.9,48.9,150.0,363,99.2,1.0
2016,podkarpackie,PL1802,strefa podkarpacka,PkMielPogodn,PM10,24g,31.7,7.8,115.0,46,55.4,57.0,115.0,349,95.4,1.0
2016,podkarpackie,PL1802,strefa podkarpacka,PkMielSolski,PM10,1g,31.1,0.2,295.5,37,51.2,53.4,132.6,8306,94.6,1.1
2016,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,PM10,1g,27.3,1.3,314.0,28,45.3,45.3,110.1,8711,99.2,1.0
2016,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,PM10,24g,27.2,7.4,111.0,30,45.6,45.6,111.0,360,98.4,1.0
2016,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,PM10,1g,28.9,0.1,287.7,28,47.5,49.7,121.3,7265,82.7,0.7
2016,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,PM10,24g,26.9,5.5,130.0,26,45.8,46.5,130.0,342,93.4,1.1
2016,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,PM10,1g,27.4,2.4,264.5,29,45.9,45.9,100.9,8701,99.1,1.0
2016,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,PM10,24g,27.5,6.8,108.0,31,48.2,48.2,108.0,361,98.6,1.0
2016,podkarpackie,PL1802,strefa podkarpacka,PkSanoSadowa,PM10,24g,27.9,7.3,88.4,28,46.9,47.6,88.4,354,96.7,1.1
2016,podkarpackie,PL1802,strefa podkarpacka,PkTarnDabrow,PM10,24g,29.2,6.6,136.0,38,51.4,51.4,136.0,364,99.5,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaGleboka,PM10,24g,23.7,1.0,111.0,23,42.0,42.0,111.0,337,92.1,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,PM10,1g,19.1,1.0,154.0,4,30.0,30.0,61.0,8739,99.5,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLecz08m,PM10,24g,22.2,3.0,96.0,13,38.0,39.0,96.0,326,89.1,0.8
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,PM10,1g,19.8,1.0,217.6,6,32.1,32.4,71.3,8645,98.4,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,PM10,1g,17.0,1.0,144.8,1,28.9,28.9,53.9,8678,98.8,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPoWie01,PM10,1g,23.1,1.0,189.6,9,37.4,37.4,87.5,8768,99.8,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwo03,PM10,1g,16.3,1.0,262.3,4,30.4,30.4,66.6,8775,99.9,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyJozBema,PM10,24g,20.7,2.0,81.0,14,37.0,39.0,81.0,299,81.7,0.8
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,PM10,1g,15.4,1.0,182.1,4,26.6,26.6,66.3,8673,98.7,1.0
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,PM10,1g,15.3,1.0,203.1,5,26.1,26.3,67.3,8429,96.0,1.1
2016,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM10,1g,32.0,1.0,318.0,35,48.8,57.5,140.5,6461,73.6,1.5
2016,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM10,24g,28.8,6.0,116.0,40,52.0,52.0,116.0,365,99.7,1.0
2016,pomorskie,PL2202,strefa pomorska,PmKwiSportow,PM10,24g,22.5,1.0,85.0,14,40.0,40.0,85.0,364,99.5,1.0
2016,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,PM10,1g,45.0,1.0,418.0,36,51.4,86.1,157.9,2648,30.1,0.2
2016,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,PM10,24g,28.9,1.0,128.0,45,53.0,53.0,128.0,354,96.7,1.1
2016,pomorskie,PL2202,strefa pomorska,PmLinieKos17,PM10,24g,20.2,4.0,85.0,6,34.0,35.0,85.0,321,87.7,0.8
2016,pomorskie,PL2202,strefa pomorska,PmMalMicki15,PM10,1g,23.0,1.0,247.4,13,38.6,39.9,70.3,7846,89.3,1.1
2016,pomorskie,PL2202,strefa pomorska,PmMalMicki15,PM10,24g,22.7,5.0,78.0,18,40.0,40.0,78.0,361,98.6,1.0
2016,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,PM10,1g,19.4,1.0,174.0,11,33.4,34.9,69.6,7761,88.4,0.8
2016,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,PM10,24g,19.2,1.0,70.0,6,32.0,33.0,70.0,333,91.0,1.2
2016,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,PM10,1g,16.7,1.0,249.0,3,29.4,29.4,57.8,8698,99.0,1.0
2016,pomorskie,PL2202,strefa pomorska,PmStaGdaLubi,PM10,1g,42.4,0.4,488.0,101,68.0,68.0,125.4,8726,99.3,1.0
2016,pomorskie,PL2202,strefa pomorska,PmTczeTarg07,PM10,1g,20.0,0.6,287.4,14,39.0,39.2,86.9,8664,98.6,1.0
2016,pomorskie,PL2202,strefa pomorska,PmWejhPlWejh,PM10,24g,29.1,3.0,199.0,43,56.0,60.0,199.0,339,92.6,0.9
2016,świętokrzyskie,PL2602,strefa świętokrzyska,SkBuskRokosz,PM10,24g,27.0,6.2,137.6,35,50.0,53.5,137.6,321,87.7,0.9
2016,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,PM10,1g,35.0,0.0,346.0,59,62.7,63.4,134.7,8229,93.7,0.9
2016,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,PM10,24g,32.8,6.0,128.6,45,55.8,58.3,128.6,336,91.8,1.0
2016,świętokrzyskie,PL2601,miasto Kielce,SkKielKusoci,PM10,24g,28.0,4.4,132.6,33,48.4,48.4,132.6,366,100.0,1.0
2016,świętokrzyskie,PL2602,strefa świętokrzyska,SkMalo11List,PM10,1g,27.4,1.6,277.6,27,44.7,44.7,95.0,8681,98.8,1.0
2016,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,PM10,1g,34.6,0.0,330.7,57,61.9,61.9,180.2,8664,98.6,1.0
2016,świętokrzyskie,PL2602,strefa świętokrzyska,SkOzarOsWzgo,PM10,24g,19.9,1.0,136.0,18,37.0,39.0,136.0,335,91.5,1.1
2016,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,PM10,1g,29.7,1.7,326.6,38,51.6,51.7,141.1,8542,97.2,1.0
2016,świętokrzyskie,PL2602,strefa świętokrzyska,SkStaraZlota,PM10,24g,29.0,8.2,122.6,37,52.6,56.0,122.6,348,95.1,1.1
2016,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,PM10,1g,35.8,4.1,381.7,63,68.1,68.1,242.2,8720,99.3,1.0
2016,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,PM10,24g,35.9,10.6,247.3,57,64.1,65.5,247.3,354,96.7,1.1
2016,śląskie,PL2405,strefa śląska,SlCiesMickie,PM10,1g,30.0,1.1,377.6,48,58.2,58.2,180.7,8652,98.5,1.0
2016,śląskie,PL2405,strefa śląska,SlCiesMickie,PM10,24g,30.2,8.2,168.9,45,54.2,56.1,168.9,354,96.7,1.0
2016,śląskie,PL2404,miasto Częstochowa,SlCzestoArmK,PM10,1g,39.7,4.0,398.5,83,74.4,74.4,173.2,8746,99.6,1.0
2016,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,PM10,1g,30.9,3.4,309.9,40,53.6,53.6,168.4,8687,98.9,1.0
2016,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,PM10,24g,30.3,10.0,174.7,32,49.6,50.2,174.7,346,94.5,1.1
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,PM10,1g,38.8,3.8,445.4,73,65.3,65.3,175.8,8717,99.2,1.0
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,PM10,24g,38.4,11.0,182.1,65,61.0,61.8,182.1,358,97.8,1.0
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwicMewy,PM10,1g,46.1,6.9,445.1,104,85.3,85.3,178.6,8725,99.3,1.0
2016,śląskie,PL2405,strefa śląska,SlGodGliniki,PM10,24g,42.3,9.0,211.1,95,84.6,84.8,211.1,358,97.8,1.1
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,1g,38.6,6.4,321.8,73,67.0,67.0,195.0,8637,98.3,1.0
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,24g,37.8,13.1,191.7,66,65.8,66.5,191.7,357,97.5,1.0
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,PM10,24g,46.9,13.5,164.0,97,76.6,81.1,164.0,331,90.4,0.9
2016,śląskie,PL2405,strefa śląska,SlKnurJedNar,PM10,24g,41.9,9.5,246.8,87,82.2,82.2,246.8,360,98.4,1.0
2016,śląskie,PL2405,strefa śląska,SlLublPiasko,PM10,24g,35.7,7.5,177.5,64,64.8,66.4,177.5,329,89.9,1.0
2016,śląskie,PL2405,strefa śląska,SlMyszMiedzi,PM10,24g,47.8,7.9,290.5,108,96.3,96.6,290.5,356,97.3,1.0
2016,śląskie,PL2405,strefa śląska,SlPszczBoged,PM10,24g,50.9,4.2,423.1,101,100.8,103.7,423.1,349,95.4,1.1
2016,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,PM10,1g,48.2,3.2,943.6,101,89.8,89.8,310.6,8703,99.1,1.0
2016,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,PM10,24g,47.5,11.0,287.9,100,92.4,92.4,287.9,362,98.9,1.0
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlSosnoLubel,PM10,1g,36.1,3.3,408.0,59,62.2,62.2,207.8,8772,99.9,1.0
2016,śląskie,PL2405,strefa śląska,SlTarnoLitew,PM10,24g,37.9,9.4,178.6,70,74.1,74.1,178.6,363,99.2,1.0
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlTychyTolst,PM10,1g,35.9,3.3,520.0,61,64.8,64.8,239.6,8700,99.0,1.0
2016,śląskie,PL2405,strefa śląska,SlUstronSana,PM10,1g,23.0,0.9,299.5,21,40.9,40.9,161.6,8714,99.2,1.0
2016,śląskie,PL2405,strefa śląska,SlWodzGalczy,PM10,1g,47.2,4.5,751.1,114,91.7,91.7,292.7,8742,99.5,1.0
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,PM10,1g,43.2,0.1,571.8,91,83.9,84.1,257.9,8487,96.6,1.0
2016,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,PM10,24g,42.9,6.8,213.8,90,85.2,88.8,213.8,334,91.3,0.9
2016,śląskie,PL2405,strefa śląska,SlZawSkloCur,PM10,24g,34.8,7.8,177.4,60,62.1,64.8,177.4,333,91.0,1.0
2016,śląskie,PL2405,strefa śląska,SlZlotPotLes,PM10,1g,24.7,4.4,129.5,18,39.1,39.1,93.0,8720,99.3,1.0
2016,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlZorySikors,PM10,24g,41.9,12.2,229.3,73,71.7,74.9,229.3,339,92.6,1.0
2016,śląskie,PL2405,strefa śląska,SlZywieKoper,PM10,1g,44.3,2.1,631.0,96,86.5,86.5,323.4,8707,99.1,1.0
2016,śląskie,PL2405,strefa śląska,SlZywieKoper,PM10,24g,39.8,7.3,241.3,85,74.1,74.5,241.3,349,95.4,1.1
2016,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,PM10,1g,27.1,1.1,216.0,26,47.6,47.6,89.1,8702,99.1,1.0
2016,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,PM10,24g,23.2,4.5,86.0,14,39.7,40.3,86.0,340,92.9,0.9
2016,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,PM10,1g,31.7,4.7,264.5,36,50.6,50.8,137.9,8222,93.6,1.1
2016,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmIlawAnders,PM10,24g,26.2,6.0,82.9,20,45.0,45.7,82.9,345,94.3,1.1
2016,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmMragParkow,PM10,1g,22.6,1.0,240.9,13,37.8,38.8,99.8,8038,91.5,1.1
2016,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmNiTraugutt,PM10,24g,27.8,6.5,88.7,22,46.2,47.2,88.7,355,97.0,1.0
2016,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,PM10,1g,24.5,0.8,168.3,14,41.3,41.5,79.5,8415,95.8,1.0
2016,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,PM10,24g,23.0,4.7,83.1,11,40.2,40.4,83.1,350,95.6,1.0
2016,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrChrobr,PM10,1g,28.2,1.2,250.7,23,42.8,46.0,84.5,7101,80.8,1.6
2016,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,PM10,24g,15.7,2.6,83.0,5,27.8,28.1,83.0,351,95.9,1.0
2016,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,PM10,1g,25.3,0.7,195.0,26,46.4,48.3,90.3,8063,91.8,1.2
2016,wielkopolskie,PL3003,strefa wielkopolska,WpGniePaczko,PM10,24g,30.8,6.0,103.3,46,54.7,55.6,103.3,342,93.4,1.1
2016,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,PM10,1g,33.9,1.8,440.4,54,55.3,56.6,134.1,8138,92.6,1.0
2016,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,PM10,24g,31.1,4.4,101.8,45,53.4,54.2,101.8,359,98.1,1.0
2016,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,PM10,1g,26.7,1.2,140.2,30,47.7,47.7,98.4,8774,99.9,1.0
2016,wielkopolskie,PL3003,strefa wielkopolska,WpLeszKiepur,PM10,24g,27.1,6.2,109.3,36,50.5,50.5,109.3,364,99.5,1.0
2016,wielkopolskie,PL3003,strefa wielkopolska,WpNoTomSzpit,PM10,24g,40.3,5.1,216.3,84,79.8,81.0,216.3,344,94.0,0.9
2016,wielkopolskie,PL3003,strefa wielkopolska,WpOstWieWyso,PM10,24g,37.9,8.6,147.7,73,69.8,69.8,147.7,366,100.0,1.0
2016,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,PM10,1g,26.3,0.0,425.9,34,49.9,49.9,111.6,8663,98.6,1.0
2016,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,PM10,24g,28.0,6.5,102.9,36,50.7,54.0,102.9,315,86.1,1.0
2016,wielkopolskie,PL3003,strefa wielkopolska,WpPleszAlMic,PM10,24g,37.8,9.2,114.2,73,65.3,68.9,114.2,327,89.3,1.1
2016,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznChwial,PM10,24g,31.9,6.0,105.0,51,57.0,57.0,105.0,354,96.7,1.0
2016,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,PM10,1g,29.7,0.3,263.5,44,54.9,54.9,108.2,8659,98.6,1.0
2016,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,PM10,1g,33.3,1.3,203.1,49,56.1,56.5,114.4,8387,95.5,1.1
2016,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznSzyman,PM10,24g,27.2,4.7,96.8,30,47.9,48.2,96.8,349,95.4,1.0
2016,wielkopolskie,PL3003,strefa wielkopolska,WpTarPodZach,PM10,24g,27.0,5.8,110.6,33,49.0,49.3,110.6,356,97.3,1.0
2016,wielkopolskie,PL3003,strefa wielkopolska,WpWagrowLipo,PM10,24g,33.1,6.2,119.3,52,61.1,62.6,119.3,336,91.8,0.9
2016,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,PM10,1g,22.5,0.2,212.5,14,40.4,40.4,75.1,8706,99.1,1.0
2016,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,PM10,24g,23.5,6.7,77.6,16,41.2,41.2,77.6,364,99.5,1.0
2016,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszSpasow,PM10,24g,19.1,4.4,69.7,6,32.5,32.5,69.7,365,99.7,1.0
2016,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpMyslZaBram,PM10,24g,27.0,4.7,112.6,40,53.1,53.7,112.6,358,97.8,1.0
2016,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,PM10,1g,22.0,0.1,286.5,20,39.4,39.4,110.4,8698,99.0,1.0
2016,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,PM10,24g,22.4,5.5,108.7,17,39.0,39.0,108.7,364,99.5,1.0
2016,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczec1Maj,PM10,24g,24.5,6.5,106.7,24,45.2,45.2,106.7,365,99.7,1.0
2016,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,PM10,1g,23.3,0.0,200.4,23,42.0,42.0,90.6,8629,98.2,1.0
2016,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,PM10,24g,24.2,6.0,90.4,23,42.7,42.7,90.4,366,100.0,1.0
2016,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczLacz04,PM10,1g,22.2,0.1,236.5,13,37.9,37.9,78.1,8751,99.6,1.0
2016,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,PM10,24g,26.2,7.8,96.0,20,45.2,45.2,96.0,364,99.5,1.0
2016,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,PM10,24g,23.5,3.1,99.3,16,42.5,43.0,99.3,345,94.3,0.9
2017,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocOrzech,PM10,24g,28.7,6.5,224.2,46,54.4,54.9,224.2,359,98.4,1.0
2017,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,PM10,1g,31.2,6.4,367.3,46,57.6,57.9,240.4,8389,95.8,1.0
2017,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,PM10,24g,30.3,7.2,248.8,50,58.0,58.4,248.8,357,97.8,1.0
2017,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,PM10,1g,34.6,0.0,420.3,58,67.2,68.3,274.1,8379,95.7,0.9
2017,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,PM10,24g,32.5,7.6,240.7,56,63.4,63.4,240.7,365,100.0,1.0
2017,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,PM10,1g,26.9,0.0,555.7,40,52.2,52.8,269.0,8341,95.2,1.0
2017,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,PM10,24g,27.9,4.2,243.0,40,52.7,52.9,243.0,352,96.4,1.0
2017,dolnośląskie,PL0204,strefa dolnośląska,DsBoleslaMOB,PM10,1g,33.3,0.0,458.1,50,58.5,60.6,229.7,8026,91.6,1.0
2017,dolnośląskie,PL0204,strefa dolnośląska,DsDzialoszyn,PM10,1g,26.7,0.0,197.8,27,46.0,46.4,136.4,8291,94.6,0.9
2017,dolnośląskie,PL0204,strefa dolnośląska,DsDziePilsud,PM10,1g,30.8,0.0,549.8,50,66.2,66.5,254.0,8465,96.6,1.0
