Rok,Województwo,Kod strefy,Nazwa strefy,Kod stacji,Wskaźnik,Czas uśredniania,Średnia,Min,Maks,L>50 (S24),36 maks. (S24),Perc. 90.4 (S24),Maks (S24),Liczba pomiarów,Kompletność ,Liczba Lato/Zima
2000,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWie,PM10,24g,36.4,2.6,121.9,63,62.3,64.7,121.9,311,85.0,1.1
2000,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,PM10,24g,37.0,7.0,149.0,25,44.0,59.0,149.0,149,40.7,0.7
2000,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzWSSEMWodna40,PM10,24g,45.8,14.0,133.0,86,69.0,75.0,133.0,268,73.2,1.0
2000,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,24g,37.0,8.9,135.9,56,56.3,58.2,135.9,310,84.7,0.9
2000,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakowWIOSPrad6115,PM10,24g,35.5,6.0,130.0,57,58.0,64.0,130.0,296,80.9,0.7
2000,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszKrucza,PM10,24g,38.0,12.4,120.9,43,53.3,57.7,120.9,244,66.7,1.0
2000,podkarpackie,PL1802,strefa podkarpacka,PkPrzemWIOSDolin,PM10,24g,56.5,11.4,165.8,72,72.2,89.0,165.8,149,40.7,1.2
2001,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWie,PM10,24g,36.7,3.9,170.0,57,59.0,63.2,170.0,276,75.6,0.8
2001,dolnośląskie,PL0204,strefa dolnośląska,DsJelw05,PM10,24g,18.0,2.0,77.0,10,38.0,38.0,77.0,348,95.3,1.0
2001,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclSiels,PM10,24g,23.5,11.7,64.9,3,21.0,38.3,64.9,76,20.8,1.3
2001,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,PM10,24g,31.4,8.3,95.6,19,40.6,50.8,95.6,183,50.1,1.0
2001,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,PM10,24g,15.3,6.0,54.0,1,20.0,26.0,54.0,168,46.0,1.1
2001,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzWSSEMWodna40,PM10,24g,42.1,10.0,97.0,66,62.0,65.0,97.0,259,71.0,1.2
2001,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,24g,42.6,9.7,213.4,87,67.2,67.2,213.4,363,99.5,1.0
2001,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakowWIOSPrad6115,PM10,24g,27.3,8.0,95.8,20,42.5,49.7,95.8,227,62.2,1.0
2001,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszKrucza,PM10,24g,36.9,5.5,95.1,56,58.5,60.4,95.1,296,81.1,0.9
2001,podkarpackie,PL1802,strefa podkarpacka,PkPrzemWIOSDolin,PM10,24g,59.7,6.4,166.6,78,79.4,107.9,166.6,156,42.7,0.9
2002,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWie,PM10,24g,37.4,4.4,200.8,67,63.5,67.2,200.8,308,84.4,1.1
2002,dolnośląskie,PL0204,strefa dolnośląska,DsJelw05,PM10,24g,13.2,2.0,64.0,2,26.0,28.0,64.0,309,84.7,0.9
2002,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclSiels,PM10,24g,31.8,9.1,110.4,12,31.6,54.0,110.4,89,24.4,1.2
2002,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,PM10,24g,37.1,9.9,140.2,25,45.8,59.6,140.2,148,40.5,1.6
2002,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpWolice,PM10,24g,23.5,2.0,96.0,24,40.1,53.0,96.0,221,60.5,1.0
2002,lubelskie,PL0601,Aglomeracja Lubelska,LbLublinPiel,PM10,24g,41.7,5.0,199.0,96,71.0,71.0,199.0,365,100.0,1.0
2002,lubelskie,PL0601,Aglomeracja Lubelska,LbLubSliwins,PM10,24g,34.2,0.6,127.1,45,55.4,56.6,127.1,313,85.8,1.1
2002,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,PM10,24g,18.7,4.0,95.0,7,25.0,36.0,95.0,175,47.9,1.1
2002,lubelskie,PL0602,strefa lubelska,LbDorohWIOS,PM10,24g,10.7,3.3,47.0,0,17.0,18.3,47.0,287,78.6,1.1
2002,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,PM10,24g,53.2,5.0,284.8,33,49.3,104.8,284.8,107,29.3,1.1
2002,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzWSSEMWodna40,PM10,24g,41.6,12.0,122.0,71,66.0,72.0,122.0,276,75.6,1.2
2002,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,24g,89.1,19.1,424.8,284,160.0,160.0,424.8,361,98.9,1.0
2002,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszKrucza,PM10,24g,40.9,5.5,215.8,101,82.2,82.2,215.8,365,100.0,1.0
2002,podlaskie,PL2002,strefa podlaska,PdLomzaKopernika16,PM10,24g,50.1,9.7,431.2,53,64.1,95.0,431.2,177,48.5,0.9
2002,podlaskie,PL2002,strefa podlaska,PdSuwPulaski,PM10,24g,54.0,11.2,240.5,74,69.5,97.1,240.5,170,46.6,0.9
2002,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,PM10,24g,53.5,11.0,225.0,76,75.0,102.0,225.0,184,50.4,1.0
2002,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczWSSESped6,PM10,24g,27.7,0.0,109.0,16,31.0,62.0,109.0,103,28.2,1.0
2003,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWie,PM10,24g,41.0,4.3,177.3,73,69.1,78.2,177.3,282,77.3,1.0
2003,dolnośląskie,PL0202,miasto Legnica,DsLegZlotor,PM10,24g,48.8,11.6,170.0,59,66.4,89.8,170.0,189,51.8,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsBogChop,PM10,1g,31.5,0.0,333.0,36,50.6,50.7,157.1,8475,96.7,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsCzar07,PM10,1g,10.2,2.0,109.0,2,17.3,22.1,81.5,6403,73.1,0.5
2003,dolnośląskie,PL0204,strefa dolnośląska,DsCzerStraza,PM10,1g,8.1,2.0,95.0,0,15.8,16.1,42.7,8331,95.1,0.9
2003,dolnośląskie,PL0204,strefa dolnośląska,DsDzialoszyn,PM10,1g,19.2,2.0,167.0,8,33.8,33.8,99.4,8703,99.3,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsGlogSikor,PM10,1g,20.7,0.2,151.4,3,21.6,40.2,68.0,2200,25.1,0.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsJasnaSport,PM10,1g,20.7,0.0,216.0,0,26.6,33.1,49.9,4260,48.6,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsJelw05,PM10,1g,8.9,2.0,83.0,1,19.0,19.0,55.8,8656,98.8,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsJelw05,PM10,24g,8.9,2.0,55.8,1,19.0,19.0,55.8,360,98.6,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsKalinowka,PM10,1g,27.3,0.0,340.0,36,51.4,51.4,101.3,8755,99.9,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsKromolin,PM10,1g,21.3,0.2,150.4,2,22.0,36.3,72.8,2179,24.9,0.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsLubinMaj,PM10,24g,33.1,4.0,106.0,49,56.0,57.0,106.0,335,91.8,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsNRudaSrebPArch,PM10,24g,43.8,1.5,203.3,49,53.4,90.6,203.3,112,30.7,1.4
2003,dolnośląskie,PL0204,strefa dolnośląska,DsRadomierz,PM10,1g,23.6,0.0,271.0,25,45.1,46.5,145.0,8216,93.8,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsRudna,PM10,1g,34.6,0.0,335.0,59,63.9,63.9,157.5,8747,99.9,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsSnie04,PM10,1g,7.6,2.0,61.0,0,13.6,16.4,30.2,5254,60.0,1.4
2003,dolnośląskie,PL0204,strefa dolnośląska,DsSobczyce,PM10,1g,23.9,0.2,168.3,4,26.3,40.4,67.1,2182,24.9,0.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsSoko08,PM10,1g,15.1,2.0,237.0,7,20.2,25.8,90.9,5638,64.4,0.6
2003,dolnośląskie,PL0204,strefa dolnośląska,DsSwidRynekArch,PM10,24g,33.2,1.0,88.0,25,47.0,54.0,88.0,159,43.6,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsTarnowek,PM10,1g,29.8,1.0,222.0,34,49.0,49.0,133.7,8754,99.9,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsWitk09,PM10,1g,23.6,2.0,217.0,30,46.5,46.5,128.5,8708,99.4,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsWitka,PM10,1g,17.7,0.0,97.0,0,22.9,26.6,38.5,4244,48.4,1.1
2003,dolnośląskie,PL0204,strefa dolnośląska,DsWlen03,PM10,1g,24.9,2.0,212.0,33,47.4,49.6,158.5,8392,95.8,1.1
2003,dolnośląskie,PL0204,strefa dolnośląska,DsWyszkow,PM10,1g,24.9,0.0,256.0,2,32.8,38.5,65.9,4257,48.6,1.0
2003,dolnośląskie,PL0204,strefa dolnośląska,DsZgorzOrz,PM10,1g,23.6,0.0,217.0,9,31.7,38.9,92.8,4367,49.9,1.0
2003,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,PM10,1g,57.1,0.0,539.1,124,100.9,111.7,293.2,7289,83.2,1.0
2003,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,PM10,24g,51.3,2.0,409.0,100,115.0,117.0,409.0,335,91.8,0.9
2003,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclSiels,PM10,24g,37.9,8.9,148.0,15,33.6,62.3,148.0,76,20.8,0.7
2003,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,PM10,24g,33.9,0.0,151.1,29,45.7,65.0,151.1,148,40.5,0.6
2003,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpSadlog,PM10,24g,28.0,4.0,101.8,37,51.0,55.0,101.8,306,83.8,1.0
2003,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpSwiecGruczno,PM10,24g,24.1,0.0,138.0,24,43.0,46.0,138.0,309,84.7,0.9
2003,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpSwiecKolejowa,PM10,24g,19.5,2.0,114.0,12,34.0,34.0,114.0,346,94.8,1.1
2003,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpWolice,PM10,24g,16.0,2.0,66.0,5,28.3,32.0,66.0,255,69.9,1.0
2003,lubelskie,PL0601,Aglomeracja Lubelska,LbLublinPiel,PM10,24g,39.8,5.0,213.0,81,72.0,72.0,213.0,364,99.7,1.0
2003,lubelskie,PL0601,Aglomeracja Lubelska,LbLubSliwins,PM10,24g,29.6,8.1,128.9,12,40.5,43.3,128.9,236,64.7,1.3
2003,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,PM10,24g,16.6,3.0,108.0,5,27.0,29.0,108.0,278,76.2,1.1
2003,lubelskie,PL0602,strefa lubelska,LbDorohWIOS,PM10,24g,9.8,4.6,16.3,0,12.3,13.8,16.3,180,49.3,1.0
2003,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,PM10,24g,42.3,6.4,348.0,75,70.7,73.6,348.0,329,90.1,1.0
2003,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,PM10,1g,30.6,-1.0,111.0,4,23.3,46.2,79.3,1363,15.6,0.0
2003,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzWIOSARubinst,PM10,1g,43.9,0.0,321.0,21,26.8,69.4,107.1,1207,13.8,0.0
2003,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzWSSEMWodna40,PM10,24g,43.5,5.0,236.0,93,72.0,77.0,236.0,308,84.4,1.1
2003,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzZachod,PM10,1g,44.1,0.0,939.0,39,51.6,72.8,110.6,2395,27.3,0.4
2003,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,PM10,1g,48.3,0.0,385.0,28,36.6,87.7,112.4,1461,16.7,0.0
2003,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,PM10,1g,50.8,0.0,374.0,50,61.7,79.3,140.2,2530,28.9,0.3
2003,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,PM10,1g,28.1,0.0,119.0,5,21.1,42.6,81.7,1458,16.6,0.0
2003,łódzkie,PL1002,strefa łódzka,LdKutnoWIOSMWilcza,PM10,24g,61.7,8.0,257.0,106,94.0,120.0,257.0,227,62.2,1.1
2003,łódzkie,PL1002,strefa łódzka,LdPiotrkWIOSABelzack,PM10,1g,33.7,-1.0,476.0,54,58.8,59.2,197.8,7954,90.8,1.2
2003,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,1g,80.6,6.0,472.0,224,160.1,163.5,364.0,8228,93.9,1.1
2003,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,24g,80.2,22.1,364.0,224,160.1,163.5,364.0,341,93.4,1.1
2003,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,PM10,1g,54.8,4.0,369.0,137,106.1,113.0,213.0,8152,93.1,1.0
2003,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakowWIOSPrad6115,PM10,24g,55.5,8.0,238.0,125,108.0,122.0,238.0,334,91.5,0.9
2003,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakowWSSERPod6113,PM10,24g,49.8,2.0,272.0,50,67.0,125.0,272.0,151,41.4,0.7
2003,małopolskie,PL1202,miasto Tarnów,MpTarnowWSSEMosc6301,PM10,24g,30.5,1.0,166.0,13,33.0,60.0,166.0,107,29.3,0.4
2003,małopolskie,PL1203,strefa małopolska,MpAndrycWSSEKrak1801,PM10,24g,42.7,0.0,267.0,86,103.0,113.0,267.0,335,91.8,1.0
2003,małopolskie,PL1203,strefa małopolska,MpBochniWSSESoln0102,PM10,24g,34.3,0.0,178.0,37,51.0,78.0,178.0,180,49.3,1.0
2003,małopolskie,PL1203,strefa małopolska,MpChrzanWSSEGrzy0301,PM10,24g,36.7,0.0,225.0,84,100.0,100.0,225.0,364,99.7,1.0
2003,małopolskie,PL1203,strefa małopolska,MpNiepo3Maja,PM10,24g,67.4,11.1,223.2,45,59.5,148.7,223.2,89,24.4,0.1
2003,małopolskie,PL1203,strefa małopolska,MpNoTargWSSESzaf1102,PM10,24g,34.1,2.0,244.0,42,58.0,79.0,244.0,235,64.4,1.2
2003,małopolskie,PL1203,strefa małopolska,MpOswiecWSSEWiez1301,PM10,24g,32.7,0.0,274.0,69,83.0,92.0,274.0,311,85.2,1.0
2003,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszBernWoda,PM10,24g,24.2,3.0,142.0,20,43.0,46.0,142.0,286,78.4,1.4
2003,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszKrucza,PM10,24g,36.6,5.5,235.8,72,71.3,71.3,235.8,365,100.0,1.0
2003,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarszZelazWSSE,PM10,24g,41.6,10.0,172.0,72,68.0,72.0,172.0,296,81.1,0.9
2003,mazowieckie,PL1404,strefa mazowiecka,MzCiechStrazacka,PM10,24g,32.7,4.0,171.0,51,60.0,62.0,171.0,316,86.6,1.3
2003,mazowieckie,PL1404,strefa mazowiecka,MzOstrolTargowa,PM10,24g,40.7,6.1,144.8,64,59.6,72.5,144.8,214,58.6,1.7
2003,opolskie,PL1601,miasto Opole,OpOpole45p,PM10,24g,42.4,3.0,200.0,27,41.0,79.0,200.0,107,29.3,1.2
2003,opolskie,PL1602,strefa opolska,OpKkozle243,PM10,24g,48.1,7.0,120.0,19,33.0,90.0,120.0,54,14.8,1.4
2003,opolskie,PL1602,strefa opolska,OpPrud189p,PM10,24g,64.5,20.0,222.0,31,45.0,111.0,222.0,60,16.4,1.6
2003,podkarpackie,PL1802,strefa podkarpacka,PkJasloWIOSFlor,PM10,24g,31.0,9.0,120.0,19,37.0,58.0,120.0,142,38.9,1.2
2003,podkarpackie,PL1802,strefa podkarpacka,PkPrzemWIOSPDom,PM10,24g,76.6,15.0,217.0,82,93.0,143.0,217.0,130,35.6,0.6
2003,podlaskie,PL2001,Aglomeracja Białostocka,PdBialyLegionowa8,PM10,24g,26.8,6.0,49.0,0,22.0,45.0,49.0,61,16.7,0.0
2003,podlaskie,PL2002,strefa podlaska,PdLomzaKopernika16,PM10,24g,53.1,10.3,266.6,71,74.4,94.7,266.6,177,48.5,1.0
2003,podlaskie,PL2002,strefa podlaska,PdSuwPulaski,PM10,24g,42.2,10.5,231.4,52,61.1,74.7,231.4,178,48.8,1.0
2003,pomorskie,PL2201,Aglomeracja Trójmiejska,Pm.a09a,PM10,1g,31.2,1.0,217.0,54,60.0,60.4,128.8,8570,97.8,1.0
2003,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,PM10,1g,26.9,2.0,273.0,29,47.7,47.7,115.1,8617,98.4,1.0
2003,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,PM10,1g,38.8,1.0,421.0,67,76.6,77.8,208.0,8515,97.2,1.1
2003,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,PM10,1g,22.4,1.0,196.0,15,38.6,40.5,98.2,7516,85.8,1.1
2003,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPoWie01,PM10,1g,28.5,1.0,392.0,43,54.4,55.6,149.2,8198,93.6,1.1
2003,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwo03,PM10,1g,40.6,1.0,526.0,82,80.8,80.9,191.5,8617,98.4,1.0
2003,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,PM10,1g,32.6,2.0,462.0,59,64.8,64.8,177.8,8724,99.6,1.0
2003,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,PM10,1g,26.7,2.0,227.0,36,51.8,51.8,118.6,8725,99.6,1.0
2003,pomorskie,PL2202,strefa pomorska,PmTczeTarg07,PM10,1g,53.2,2.0,369.0,127,88.8,92.8,162.5,7375,84.2,0.9
2003,śląskie,PL2401,Aglomeracja Górnośląska,SlBytomByto_modrz,PM10,1g,52.6,0.0,426.0,135,88.9,89.0,213.7,8530,97.4,1.0
2003,śląskie,PL2401,Aglomeracja Górnośląska,SlDabroDabr_ziolo,PM10,1g,41.8,1.0,305.0,88,71.7,74.9,148.6,8163,93.2,1.0
2003,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwiGliw_kujaw,PM10,1g,71.6,1.0,573.0,193,144.1,144.9,357.8,8642,98.7,1.0
2003,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,1g,49.0,3.0,313.0,125,90.9,91.7,203.7,8615,98.3,1.0
2003,śląskie,PL2401,Aglomeracja Górnośląska,SlPiekaPiek_darwi,PM10,1g,61.9,1.0,517.0,86,89.9,121.0,191.6,4246,48.5,0.3
2003,śląskie,PL2401,Aglomeracja Górnośląska,SlSosnoSosn_narut,PM10,1g,53.9,0.0,521.0,144,95.3,95.3,252.2,8671,99.0,1.0
2003,śląskie,PL2401,Aglomeracja Górnośląska,SlZabrzZabr_wolno,PM10,1g,43.2,1.0,439.0,95,81.3,81.3,204.8,8717,99.5,1.0
2003,śląskie,PL2405,strefa śląska,SlKuzniGliw_wiejs,PM10,1g,52.8,1.0,531.0,120,95.2,97.8,271.8,7947,90.7,1.2
2003,śląskie,PL2405,strefa śląska,SlUstroCies_sanat,PM10,1g,32.9,3.0,427.0,43,55.6,56.0,181.0,8489,96.9,1.0
2003,śląskie,PL2405,strefa śląska,SlWojkoBedz_pader,PM10,1g,52.0,1.0,444.0,46,61.0,111.2,248.0,3354,38.3,0.9
2003,świętokrzyskie,PL2601,miasto Kielce,SkKielJagielWSSE,PM10,24g,37.9,2.0,149.0,35,50.0,73.0,149.0,118,32.3,0.3
2003,świętokrzyskie,PL2601,miasto Kielce,SkKielTransp,PM10,1g,30.1,0.0,364.0,40,54.7,54.7,118.5,8618,98.4,1.0
2003,świętokrzyskie,PL2602,strefa świętokrzyska,SkChecBiaZag,PM10,24g,42.2,4.0,187.0,99,75.0,78.0,187.0,331,90.7,1.1
2003,świętokrzyskie,PL2602,strefa świętokrzyska,SkMalogCemen,PM10,1g,28.9,0.0,180.7,25,47.7,48.2,120.3,8094,92.4,1.0
2003,świętokrzyskie,PL2602,strefa świętokrzyska,SkOzarowMiec,PM10,24g,26.8,1.0,91.0,13,43.0,44.6,91.0,301,82.5,1.0
2003,świętokrzyskie,PL2602,strefa świętokrzyska,SkOzarowOsWz,PM10,24g,28.0,3.0,140.0,27,47.0,48.0,140.0,300,82.2,1.0
2003,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsztyWSSE_Zolnier,PM10,24g,26.9,1.4,128.0,34,50.1,52.6,128.0,332,91.0,0.9
2003,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznan63117,PM10,24g,34.2,5.0,249.0,50,60.0,61.0,249.0,315,86.3,1.1
2003,wielkopolskie,PL3003,strefa wielkopolska,WpKonin31018,PM10,24g,42.9,7.0,100.0,33,47.0,75.0,100.0,96,26.3,1.0
2003,wielkopolskie,PL3003,strefa wielkopolska,WpLeszno411000,PM10,24g,43.1,1.0,269.0,44,62.0,90.0,269.0,163,44.7,1.0
2003,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,PM10,24g,54.6,4.0,195.0,77,81.0,104.0,195.0,178,48.8,1.1
2003,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczecinLukasza,PM10,1g,28.4,0.0,305.0,37,52.5,54.1,106.4,8197,93.6,1.1
2003,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczWSSESped6,PM10,24g,26.4,4.0,131.0,26,44.0,49.0,131.0,289,79.2,1.5
2003,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,PM10,24g,18.1,1.9,68.7,3,24.1,30.0,68.7,151,41.4,0.6
2004,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWie,PM10,24g,36.7,4.0,171.0,55,58.0,68.0,171.0,290,79.2,1.1
2004,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,PM10,24g,35.1,9.8,105.9,15,25.6,66.1,105.9,71,19.4,0.0
2004,dolnośląskie,PL0202,miasto Legnica,DsLegMick,PM10,24g,21.0,2.0,125.0,6,26.0,38.0,125.0,182,49.7,1.0
2004,dolnośląskie,PL0202,miasto Legnica,DsLegSmok,PM10,1g,16.0,0.1,344.0,7,30.6,30.8,124.8,8578,97.7,1.0
2004,dolnośląskie,PL0202,miasto Legnica,DsLegSmok,PM10,24g,32.8,7.7,127.6,31,46.4,61.9,127.6,197,53.8,1.0
2004,dolnośląskie,PL0202,miasto Legnica,DsLegZlotor,PM10,1g,17.1,0.8,277.8,3,29.3,29.3,80.8,8720,99.3,1.0
2004,dolnośląskie,PL0202,miasto Legnica,DsLegZlotor,PM10,24g,39.4,8.5,126.1,40,52.2,60.5,126.1,197,53.8,1.0
2004,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbWysPArch,PM10,24g,22.6,3.0,71.0,4,30.0,36.0,71.0,201,54.9,1.4
2004,dolnośląskie,PL0204,strefa dolnośląska,DsBialka,PM10,1g,19.4,0.1,173.0,8,34.9,34.9,135.3,8697,99.0,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsBialka,PM10,24g,30.1,4.3,121.7,17,42.6,49.6,121.7,195,53.3,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsBogChop,PM10,1g,23.1,0.0,242.0,9,37.2,37.6,108.6,8387,95.5,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsCzar07,PM10,1g,8.5,2.0,63.0,0,16.4,16.4,36.5,8607,98.0,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsCzerStraza,PM10,1g,7.3,2.0,69.0,0,13.8,14.0,27.6,8171,93.0,1.1
2004,dolnośląskie,PL0204,strefa dolnośląska,DsDzialoszyn,PM10,1g,19.6,2.0,212.0,6,33.2,33.7,61.2,8338,94.9,1.1
2004,dolnośląskie,PL0204,strefa dolnośląska,DsGlogNorwArch,PM10,24g,26.9,7.0,82.0,12,34.0,47.0,82.0,153,41.8,2.4
2004,dolnośląskie,PL0204,strefa dolnośląska,DsGlogSikor,PM10,1g,14.9,0.2,268.6,10,27.1,27.4,99.5,8324,94.8,0.9
2004,dolnośląskie,PL0204,strefa dolnośląska,DsJasnaSport,PM10,1g,19.1,0.0,195.0,3,30.7,31.3,68.4,8463,96.3,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsJelw05,PM10,1g,15.7,2.0,111.0,6,31.1,31.3,58.3,8630,98.2,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsJelw05,PM10,24g,15.7,2.2,58.3,6,31.1,31.3,58.3,359,98.1,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsJgGrottgeraPM,PM10,24g,27.5,1.0,104.0,13,37.0,45.0,104.0,180,49.2,0.9
2004,dolnośląskie,PL0204,strefa dolnośląska,DsKalinowka,PM10,1g,25.0,1.0,231.0,29,46.9,46.9,178.6,8767,99.8,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsKromolin,PM10,1g,19.7,0.0,222.2,10,35.1,35.2,126.8,8511,96.9,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsLubinMaj,PM10,24g,37.0,6.0,155.0,41,53.0,71.0,155.0,183,50.0,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsNRudaSrebPArch,PM10,24g,61.0,8.0,376.0,109,121.2,134.6,376.0,292,79.8,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsPolKasztan,PM10,24g,19.1,7.0,70.0,4,27.0,31.0,70.0,222,60.7,1.9
2004,dolnośląskie,PL0204,strefa dolnośląska,DsRadomierz,PM10,1g,18.6,0.0,138.0,5,33.1,34.8,69.6,8045,91.6,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsRudna,PM10,1g,22.5,0.0,155.0,14,37.4,37.4,127.3,8766,99.8,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsSnie04,PM10,1g,5.9,2.0,110.0,0,11.6,12.0,22.3,7375,84.0,0.8
2004,dolnośląskie,PL0204,strefa dolnośląska,DsSobczyce,PM10,1g,21.7,0.2,222.0,12,38.7,38.7,122.5,8726,99.3,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsSwidnRynek,PM10,24g,30.7,2.0,158.0,34,50.0,54.0,158.0,265,72.4,0.9
2004,dolnośląskie,PL0204,strefa dolnośląska,DsTarnowek,PM10,1g,25.6,1.0,242.0,16,42.4,42.4,150.8,8682,98.8,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsWitka,PM10,1g,19.1,0.0,122.0,3,34.1,34.1,57.7,8634,98.3,1.0
2004,dolnośląskie,PL0204,strefa dolnośląska,DsWlen03,PM10,1g,17.9,0.0,129.0,10,30.8,32.3,65.4,7266,82.7,1.2
