Region|Subregion|Country|City/station|PM10_annual_mean_ug/m3|PM10_year|note on converted PM10|PM2.5_annual_mean_ug/m3|PM2.5_year|note on converted PM2.5|nr_and_type_of_monitoring_stations|Temporal_coverage|reference_for_air_quality
EurHI|EurA|United Kingdom|Edinburgh|15|2011||12|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Glasgow|17|2011||10|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Kingston-upon-Hull|17|2011||12|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Leeds|21|2011||16|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Leicester|17|2011||14|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Liverpool|16|2011||12|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|London|22|2011||16|2011||3 background stations|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Manchester||||14|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Newcastle upon Tyne|20|2011||12|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Newport|18|2011||12||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Northampton||||10|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Norwich|20|2011||14|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Nottingham|25|2011||13|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Oxford|17|2011||12|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Plymouth|20|2011||11|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Portsmouth||||16|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Preston||||11|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Reading|19|2011||14|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Sheffield|23|2011||17|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Southampton|21|2011||16|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Stoke-on-trent|22|2011||16|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Sunderland||||15|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Thurrock|25|2011||18||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Warrington|19|2011||13|2011||1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Warwick|20|2010||14||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|Wirral||||10|2011||1 background station||European Environment Agency. AirBase: public air quality database - Air pollution.
EurHI|EurA|United Kingdom|York|18|2011||13||4|1 background station|>75%|European Environment Agency. AirBase: public air quality database - Air pollution.
Sear|SearD|Bangladesh|Barisal|160|2013||77|2013||1 station|8 months|Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh
Sear|SearD|Bangladesh|Chittagong|132|2013||66|2013||2 stations|8 months|Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh
Sear|SearD|Bangladesh|Dhaka|180|2013||86|2013||3 stations, urban/residential|8 months|Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh and Spatial Distribution of PM concentrations in Dhaka City (January 2011-June 2012), Clean Air and Sustainable Environment Project, August 2012
Sear|SearD|Bangladesh|Gazipur|166|2013||87|2013||1 station|8 months|Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh
Sear|SearD|Bangladesh|Khulna|102|2013||70|2013||1 station|8 months|Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh
Sear|SearD|Bangladesh|Narayonganj|181|2013||89|2013||1 station|8 months|Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh
Sear|SearD|Bangladesh|Rajshahi|195|2013||70|2013||1 station|6 months|Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh
Sear|SearD|Bangladesh|Sylhet|112|2013||63|2013||1 station|8 months|Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh
Sear|SearD|Bhutan|Thimpu|23|2011||10||3|1 station: urban background|NA|SAARC Development Goals, Mid-Term Review Report, 2011
Sear|SearD|India|Agra|200|2010||88||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Ahmedabad|67|2011||100|2013||4 stations, residential and others (pm10); 1 station (PM2.5)|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Aizawl|55|2012||24||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Alappuzha|46|2012||20||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Allahabad|202|2010||88||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Alwar|86|2011||38||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Amravati|97|2010||43||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Amritsar|210|2012||92||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Angul|91|2011||40||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Anklesvar|71|2010||31||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Aurangabad|107|2010||47||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Balasore|57|2011||25||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Bangalore|103|2010||45||3|3 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Berhampur|61|2012||27||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Bhilai|81|2012||35||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Bhopal|171|2012||75||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Bhubaneshwar|85|2012||37||3|3 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Bongaigaon|46|2012||20||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Chandigarh|105|2012||46||3|4 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Chandrapur|174|2010||76||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Chennai|55|2010||24||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Coimbatore|66|2011||29||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Cuttack|68|2012||30||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Dawki (rural)|52|2011||23||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Dehradun|175|2011||77||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Delhi|286|2010||153|2013||5 stations, residential and others (PM10); 6 stations (PM2.5)|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Dera Baba Nanak|68|2012||30||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Dewas|97|2012||43||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Dibrugarh|56|2012||25||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Dimapur|92|2011||40||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Durgapur|110|2009||48||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Firozabad|219|2010||96||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Gobindgarh|159|2012||69||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Golaghat|55|2012||24||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Gulbarga|64|2010||28||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Guntur |75|2012||33||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Guwahati|92|2012||40||3|6 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Gwalior|329|2012||144||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Hassan|44|2010||19||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Hisar|72|2011||32||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Howrah|108|2009||47||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Hyderabad|87|2012||38||3|4 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Indore|122|2012||53||3|3 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Jaipur|155|2012||68||3|4 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Jalandhar|128|2012||56||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Jammu|127|2010||56||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Jamnagar|104|2010||46||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Jhansi|113|2012||50||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Jodhpur|196|2012||86||3|4 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Kakinada |58|2012||25||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Kanpur|212|2010||93||3|3 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Khammam |64|2012||28||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Khanna|200|2012||88||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Khurja|154|2011||67||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Kochi|64|2012||28||3|4 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Kohima|64|2011||28||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Kolhapur|81|2010||35||3|3 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Kolkata|97|2009-2010||43||3|6 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Kollam|39|2012||17||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Korba|114|2012||50||3|3 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Kota|146|2012||64||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Kottayam|55|2012||24||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Kozhikode|57|2012||25||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Kurnool |74|2012||32||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Lucknow|219|2010||96||3|4 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Ludhiana|207|2012||91||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Madurai|46|2011||20||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Mahad|109|2010||48||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Margherita|54|2012||24||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Meerut|126|2010||55||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Mumbai|136|2010||45|2012||2 stations, residential and others (PM10); 1 station (PM2.5)|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Nagaon|79|2012||35||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Nagda|114|2012||50||3|3 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Nagpur|118|2010||51||3|4 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Nahan|110|2012||48||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Nalbari|82|2012||36||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Nalgonda |78|2012||34||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Nashik|103|2010||45||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Navi Mumbai|104|2010||45||3|4 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Naya Nangal|96|2012||42||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Nellore|63|2012||28||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Noida|133|2012||58||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|North Lakhimpur Town|72|2012||32||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Panaji|116|2012||51||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Parwanoo|70|2011||31||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Patancheru|109|2012||48||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Pathanamthitta|23|2012||10||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Patiala|91|2012||40||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Patna|164|2011||149|2013||2 stations, residential and others (PM10); 1 station (PM2.5)|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Pondicherry|39|2009||17||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Pune|134|2010||59||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Raipur|305|2012||134||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Rajkot|75|2010||33||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Ramagundam|83|2012||36||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Rayagada|62|2012||27||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Rishikesh|103|2011||45||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Roha|121|2010||53||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Rourkela|104|2011||46||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Salem|61|2011||27||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Sambalpur|60|2012||26||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Sangli|91|2010||40||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Satna|99|2011||43||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Shillong|78|2011||34||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Shimla|68|2011||30||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Sibsagar|109|2012||48||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Silchar|91|2012||40||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Singrauli|60|2012||26||3|3 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Solapur|80|2010||35||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Surat|94|2012||41||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Tezpur|69|2012||30||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Thane|49|2010||21||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Thoothukudi|92|2011||40||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Thrissur|73|2012||32||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Tinsukia|57|2012||25||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Trivandrum|52|2012||23||3|3 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Tura|57|2011||25||3|1 station: residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Udaipur|143|2011||62||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Ujjain|60|2012||26||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Vadodara|65|2010||28||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Vapi|74|2010||32||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Varanasi|126|2010||55||3|2 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Vijayawada|95|2012||42||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Visikhapatnam|79|2012||35||3|4 stations, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearD|India|Warangal|64|2012||28||3|1 station, residential and others|NA|Central Pollution Control Board India, Environmental Data Bank
Sear|SearB|Indonesia|Jakarta|48|2010||21||3|NA|NA|Cities Act, Clear Air Asia Database
Sear|SearD|Maldives|Male - Friday Mosque Station|20|2011||9||3|1 station: no information given|5 days December|EPA Maldives, http://epa.gov.mv.
Sear|SearD |Myanmar|Mandalay|69|2008||30||3|2 stations, urban and residential|1 month, January|A New Decade in Sustainable Transport, Myanmar EST Presentation, 5th EST
Sear|SearD|Nepal|Kathmandu|114|2008||50||3|NA|NA|Clean Air Asia, Cities Act, 2013.
Sear|SearB|Sri Lanka|Colombo|64|2010||28||3|1 station: urban|12 months|Cities Act, Clear Air Asia Database
Sear|SearB|Thailand|Ayutthaya||||35|2012||1 station||Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Bangkok|38|2012||20||3|9 stations|66%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Chachoengsao|27|2012||14||3|1 station|90%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Chiang Mai|42|2012||22||3|2 stations|95%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Chiang Rai|70|2012||37||3|2 stations|98%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Chon Buri|21|2012||11||3|1 station|90%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Khon Kaen|36|2012||19||3|1 station|82%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Lampang|57|2012||30||3|4 stations|76%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Lamphun|47|2012||25||3|1 station|97%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Loei|38|2012||20||3|1 station|72%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Mae Hong Son|44|2012||23||3|1 station|93%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Nakhon Ratchasima|55|2012||29||3|1 station|98%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Nakhon Sawan|38|2012||20||3|1 station|89%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Nan|44|2012||23||3|1 station|100%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Narathiwat|33|2012||18||3|1 station|85%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Nonthaburi |34|2012||18||3|2 stations|91%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Pathum Thani|47|2012||25||3|1 station|41%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Phayao|54|2012||29||3|1 station|76%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Phrae|61|2012||33||3|1 station|72%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Phuket|21|2012||11||3|1 station|91%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Ratchaburi|31|2012||17||3|1 station|93%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Rayong|35|2012||18|2012||5 stations|86%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Sa Kaeo|35|2012||18||3|1 station|81%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Samut Prakan|42|2012||22||3|5 stations|94%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Samut Sakhon|44|2012||24||3|2 stations|96%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Saraburi|66|2012||35||3|2 stations|94%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Songkhla|34|2012||19|2012||1 station|93%|
Sear|SearB|Thailand|Surat Thani|38|2012||20||3|1 station|4%|Bangkok Ambient Annual Summary of Air Quality Data
Sear|SearB|Thailand|Yala|26|2012||14||3|1 station|78%|Bangkok Ambient Annual Summary of Air Quality Data
Wpr|WprB|China|Anshan|105|2010||48||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Anyang|109|2010||50||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Baoding|84|2010||39||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Baoji|98|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Baotou|102|2010||47||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Beihai|58|2010||27||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Beijing|121|2010||56||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Benxi|69|2010||32||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Changchun|83|2010||38||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Changde|92|2010||42||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Changsha|104|2010||48||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Changzhi|83|2010||38||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Changzhou|97|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Chengdu|102|2010||47||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Chifeng|93|2010||43||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Chongqing|89|2010||41||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Datong|75|2010||34||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Deyang|65|2010||30||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Fushun|94|2010||43||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Fuzhou|73|2010||34||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Guangzhou|69|2010||32||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Guilin|66|2010||30||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Guiyang|75|2010||34||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Haikou|40|2010||18||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Handan|90|2010||41||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Hangzhou|98|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Harbin|101|2010||46||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Hefei|115|2010||53||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Hohhot|68|2010||31||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Hong Kong SAR|45|2010||21||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Huzhou|86|2010||39||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
Wpr|WprB|China|Jiaozuo|99|2010||45||3|Not found|Not found|Cities Act, Clean Air Asia Database, 2013.
