Region|Subregion|Country|City/station|PM10_annual_mean_ug/m3|PM10_year|note on converted PM10|PM2.5_annual_mean_ug/m3|PM2.5_year|note on converted PM2.5|nr_and_type_of_monitoring_stations|Temporal_coverage|reference_for_air_quality
AmrHI|AmrA|United States of America|Lafayette, IN|24||2|14|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lafayette, LA|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lake Charles, LA|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lake Havasu City-Kingman, AZ|6||2|4|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lakeland-Winter Haven, FL|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lancaster, PA|21||2|13|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lansing-East Lansing, MI|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Laramie, WY|9||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Las Cruces, NM|25||2|15|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Las Vegas-Paradise, NV|20||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Laurel, MS|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lawrenceburg, TN|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lebanon, NH-VT|11||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lebanon, PA|24||2|14|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lewiston-Auburn, ME|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lexington-Fayette, KY|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lima, OH|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lincoln, NE|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Little Rock-North Little Rock-Conway, AR|19||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Logan, UT-ID|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Los Angeles-Long Beach-Santa Ana, CA|33||2|20|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Louisville/Jefferson County, KY-IN|22||2|13|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lumberton, NC|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Lynchburg, VA|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Macon, GA|19||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Madera, CA|27||2|16|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Madison, WI|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Manchester-Nashua, NH|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Marshall, MN|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Marshall, TX|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|McAlester, OK|19||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|McAllen-Edinburg-Mission, TX|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Medford, OR|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Memphis, TN-MS-AR|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Merced, CA|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Meridian, MS|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Miami-Fort Lauderdale-Pompano Beach, FL|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Michigan City-La Porte, IN|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Middlesborough, KY|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Milwaukee-Waukesha-West Allis, WI|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Minneapolis-St. Paul-Bloomington, MN-WI|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Missoula, MT|21||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Mobile, AL|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Modesto, CA|25||2|15|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Monroe, LA|22||2|13|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Monroe, MI|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Montgomery, AL|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Morgantown, WV|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Mount Vernon, IL|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Muncie, IN|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Muscatine, IA|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Muskegon-Norton Shores, MI|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Napa, CA|23||2|14|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Nashville-Davidson--Murfreesboro--Franklin, TN|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|New Castle, IN|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|New Haven-Milford, CT|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|New Orleans-Metairie-Kenner, LA|21||2|13|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|New York-Northern New Jersey-Long Island, NY-NJ-PA|23||2|14|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Niles-Benton Harbor, MI|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Nogales, AZ|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Norwich-New London, CT|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Ogden-Clearfield, UT|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Oklahoma City, OK|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Omaha-Council Bluffs, NE-IA|19||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Orlando-Kissimmee, FL|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Owensboro, KY|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Oxnard-Thousand Oaks-Ventura, CA|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Paducah, KY-IL|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Palm Bay-Melbourne-Titusville, FL|10||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Parkersburg-Marietta-Vienna, WV-OH|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Pascagoula, MS|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Pendleton-Hermiston, OR|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Pensacola-Ferry Pass-Brent, FL|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Peoria, IL|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Philadelphia-Camden-Wilmington, PA-NJ-DE-MD|28||2|17|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Phoenix-Mesa-Scottsdale, AZ|26||2|16|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Pittsburgh, PA|25||2|15|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Pittsfield, MA|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Platteville, WI|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Pocatello, ID|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Ponca City, OK|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Portland-South Portland-Biddeford, ME|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Portland-Vancouver-Beaverton, OR-WA|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Portsmouth, OH|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Poughkeepsie-Newburgh-Middletown, NY|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Prescott, AZ|7||2|4|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Prineville, OR|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Providence-New Bedford-Fall River, RI-MA|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Provo-Orem, UT|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Pueblo, CO|11||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Quincy, IL-MO|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Raleigh-Cary, NC|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Rapid City, SD|11||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Reading, PA|19||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Red Bluff, CA|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Redding, CA|10||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Reno-Sparks, NV|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Richmond, VA|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Richmond-Berea, KY|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Riverside-San Bernardino-Ontario, CA|34||2|21|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Riverton, WY|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Roanoke, VA|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Rochester, MN|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Rochester, NY|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Rock Springs, WY|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Rockford, IL|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Rocky Mount, NC|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Rome, GA|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Russellville, AR|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Rutland, VT|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Sacramento--Arden-Arcade--Roseville, CA|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Salinas, CA|10||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Salisbury, NC|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Salt Lake City, UT|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|San Antonio, TX|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|San Diego-Carlsbad-San Marcos, CA|24||2|14|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|San Francisco-Oakland-Fremont, CA|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|San Jose-Sunnyvale-Santa Clara, CA|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|San Luis Obispo-Paso Robles, CA|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Santa Barbara-Santa Maria-Goleta, CA|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Santa Cruz-Watsonville, CA|10||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Santa Fe, NM|8||2|5|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Santa Rosa-Petaluma, CA|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Sault Ste. Marie, MI|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Savannah, GA|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Scottsbluff, NE|9||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Scranton--Wilkes-Barre, PA|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Seaford, DE|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Seattle-Tacoma-Bellevue, WA|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Sheridan, WY|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Shreveport-Bossier City, LA|26||2|16|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Sierra Vista-Douglas, AZ|11||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Sioux City, IA-NE-SD|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Sioux Falls, SD|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Somerset, KY|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|South Bend-Mishawaka, IN-MI|21||2|13|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Spartanburg, SC|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Spokane, WA|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Springfield, IL|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Springfield, MA|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Springfield, MO|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Springfield, OH|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|St. Cloud, MN|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|St. George, UT|11||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|St. Joseph, MO-KS|20||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|St. Louis, MO-IL|22||2|13|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|State College, PA|19||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Stockton, CA|21||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Syracuse, NY|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Talladega-Sylacauga, AL|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Tallahassee, FL|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Tampa-St. Petersburg-Clearwater, FL|13||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Terre Haute, IN|19||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Texarkana, TX-Texarkana, AR|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Thomasville-Lexington, NC|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Toledo, OH|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Topeka, KS|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Torrington, CT|9||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Trenton-Ewing, NJ|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Truckee-Grass Valley, CA|10||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Tucson, AZ|10||2|6|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Tulsa, OK|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Tupelo, MS|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Tuscaloosa, AL|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Ukiah, CA|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Valdosta, GA|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Vallejo-Fairfield, CA|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Vernal, UT|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Virginia Beach-Norfolk-Newport News, VA-NC|14||2|8|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Visalia-Porterville, CA|25||2|15|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Warner Robins, GA|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Washington-Arlington-Alexandria, DC-VA-MD-WV|19||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Waterloo-Cedar Falls, IA|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Watertown, SD|18||2|11|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Weirton-Steubenville, WV-OH|20||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Wenatchee, WA|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Wheeling, WV-OH|20||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Wichita, KS|16||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Wilmington, NC|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Winchester, VA-WV|16||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Winston-Salem, NC|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Worcester, MA|15||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Yakima, WA|17||2|10|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|York-Hanover, PA|20||2|12|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Youngstown-Warren-Boardman, OH-PA|23||2|14|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Yuba City, CA|12||2|7|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrA|United States of America|Yuma, AZ|14||2|9|2012||N/A|NA|US EPA Particulate Matter National Trends, US EPA, 2013.
AmrHI|AmrB|Uruguay|Montevideo|27|2012||18|2012||2 stations for PM10, 1 station for PM2.5|NA|Informe de calidad del aire, Año 2012. Informe annual. Servicio Evaluación de la Calidad y Control Ambiental. Intendencia de Montevideo.
Emr|EmrD|Afghanistan|Kabul - ISAF HQ|260|2009||86|2009||1 station: urban|14 days|Magnusson et al., Broad Exposure Screening of Air Pollutants in the Occupational Environment of Swedish Soldiers Deployed in Afghanistan; MILITARY MEDICINE, 177, 3:318, 2012
Emr|EmrD|Afghanistan|Mazar-e Sharif - Camp Northern Lights |334|2009||68|2009||1 station: urban outskirts|14 days|Magnusson et al., Broad Exposure Screening of Air Pollutants in the Occupational Environment of Swedish Soldiers Deployed in Afghanistan; MILITARY MEDICINE, 177, 3:318, 2012
Emr|EmrD|Egypt|Cairo|135|2011||73||3|48 stations (8 industrial, 9 urban, 5 residential, 10 traffic, 4 remote, 12 mixed)| |State of the Environment Report 2011 in Arabic
Emr|EmrD|Egypt|Delta cities|140|2011||76||3|13 stations (4 industrial, 4 urban, 2 residential, 1 remote, 2 mixed)| |State of the Environment Report 2011 in Arabic
Emr|EmrB|Iran|Ahvaz|320|2010||70|2010||1 station (residential)|6 months|"Shahsavani et al., The evaluation of PM10, PM2.5, and PM1 concentrations during the Middle Eastern
Dust (MED) events in Ahvaz, Iran, from april through september 2010, Journal of Arid Environments 77 (2012)"
