"entity","name","word"
36,"YOLANDA","in"
36,"YOLANDA","places"
36,"YOLANDA","like"
36,"YOLANDA","this"
36,"YOLANDA","you"
36,"YOLANDA","could"
36,"YOLANDA","cut"
36,"YOLANDA","down"
36,"YOLANDA","on"
36,"YOLANDA","the"
36,"YOLANDA","hero"
36,"YOLANDA","factor"
37,"RONDO","correct"
37,"RONDO","just"
37,"RONDO","like"
37,"RONDO","banks"
37,"RONDO","these"
37,"RONDO","places"
37,"RONDO","are"
37,"RONDO","insured"
37,"RONDO","the"
37,"RONDO","managers"
37,"RONDO","don't"
37,"RONDO","give"
37,"RONDO","a"
37,"RONDO","fuck"
37,"RONDO","they're"
37,"RONDO","just"
37,"RONDO","tryin"
37,"RONDO","to"
37,"RONDO","get"
37,"RONDO","ya"
37,"RONDO","out"
37,"RONDO","the"
37,"RONDO","door"
37,"RONDO","before"
37,"RONDO","you"
37,"RONDO","start"
37,"RONDO","pluggin"
37,"RONDO","diners"
37,"RONDO","waitresses"
37,"RONDO","forget"
37,"RONDO","it"
37,"RONDO","they"
37,"RONDO","ain't"
37,"RONDO","takin"
37,"RONDO","a"
37,"RONDO","bullet"
37,"RONDO","for"
37,"RONDO","the"
37,"RONDO","register"
37,"RONDO","busboys"
37,"RONDO","some"
37,"RONDO","wetback"
37,"RONDO","gettin"
37,"RONDO","paid"
37,"RONDO","a"
37,"RONDO","dollar"
37,"RONDO","fifty"
37,"RONDO","a"
37,"RONDO","hour"
37,"RONDO","gonna"
37,"RONDO","really"
37,"RONDO","give"
37,"RONDO","a"
37,"RONDO","fuck"
37,"RONDO","you're"
37,"RONDO","stealin"
37,"RONDO","from"
37,"RONDO","the"
37,"RONDO","owner"
37,"RONDO","customers"
37,"RONDO","are"
37,"RONDO","sittin"
37,"RONDO","there"
37,"RONDO","with"
37,"RONDO","food"
37,"RONDO","in"
37,"RONDO","their"
37,"RONDO","mouths"
37,"RONDO","they"
37,"RONDO","don't"
37,"RONDO","know"
37,"RONDO","what's"
37,"RONDO","goin"
37,"RONDO","on"
37,"RONDO","one"
37,"RONDO","minute"
37,"RONDO","they're"
37,"RONDO","havin"
37,"RONDO","a"
37,"RONDO","denver"
37,"RONDO","omelet"
37,"RONDO","next"
37,"RONDO","minute"
37,"RONDO","somebody's"
37,"RONDO","stickin"
37,"RONDO","a"
37,"RONDO","gun"
37,"RONDO","in"
37,"RONDO","their"
37,"RONDO","face"
38,"RONDO","see"
38,"RONDO","i"
38,"RONDO","got"
38,"RONDO","the"
38,"RONDO","idea"
38,"RONDO","last"
38,"RONDO","liquor"
38,"RONDO","store"
38,"RONDO","we"
38,"RONDO","stuck"
38,"RONDO","up"
38,"RONDO","member"
38,"RONDO","all"
38,"RONDO","those"
38,"RONDO","customers"
38,"RONDO","kept"
38,"RONDO","comin"
38,"RONDO","in"
39,"YOLANDA","yeah"
40,"RONDO","then"
40,"RONDO","you"
40,"RONDO","got"
40,"RONDO","the"
40,"RONDO","idea"
40,"RONDO","to"
40,"RONDO","take"
40,"RONDO","everybody's"
40,"RONDO","wallet"
41,"YOLANDA","uh"
41,"YOLANDA","huh"
42,"RONDO","that"
42,"RONDO","was"
42,"RONDO","a"
42,"RONDO","good"
42,"RONDO","idea"
43,"YOLANDA","thanks"
44,"RONDO","we"
44,"RONDO","made"
44,"RONDO","more"
44,"RONDO","from"
44,"RONDO","the"
44,"RONDO","wallets"
44,"RONDO","then"
44,"RONDO","we"
44,"RONDO","did"
44,"RONDO","the"
44,"RONDO","register"
45,"YOLANDA","yes"
45,"YOLANDA","we"
45,"YOLANDA","did"
46,"RONDO","a"
46,"RONDO","lot"
46,"RONDO","of"
46,"RONDO","people"
46,"RONDO","go"
46,"RONDO","to"
46,"RONDO","restaurants"
47,"YOLANDA","a"
47,"YOLANDA","lot"
47,"YOLANDA","of"
47,"YOLANDA","wallets"
48,"RONDO","pretty"
48,"RONDO","smart"
48,"RONDO","huh"
49,"YOLANDA","pretty"
49,"YOLANDA","smart"
49,"YOLANDA","i'm"
49,"YOLANDA","ready"
49,"YOLANDA","let's"
49,"YOLANDA","go"
49,"YOLANDA","right"
49,"YOLANDA","here"
49,"YOLANDA","right"
49,"YOLANDA","now"
50,"RONDO","remember"
50,"RONDO","same"
50,"RONDO","as"
50,"RONDO","before"
50,"RONDO","you're"
50,"RONDO","crowd"
50,"RONDO","control"
50,"RONDO","i"
50,"RONDO","handle"
50,"RONDO","the"
50,"RONDO","employees"
51,"YOLANDA","got"
51,"YOLANDA","it"
52,"YOLANDA","i"
52,"YOLANDA","love"
52,"YOLANDA","you"
52,"YOLANDA","pumpkin"
53,"RONDO","i"
53,"RONDO","love"
53,"RONDO","you"
53,"RONDO","honey"
53,"RONDO","bunny"
54,"RONDO","everybody"
54,"RONDO","be"
54,"RONDO","cool"
54,"RONDO","this"
54,"RONDO","is"
54,"RONDO","a"
54,"RONDO","robbery"
55,"YOLANDA","any"
55,"YOLANDA","of"
55,"YOLANDA","you"
55,"YOLANDA","fuckin"
55,"YOLANDA","pricks"
55,"YOLANDA","move"
55,"YOLANDA","and"
55,"YOLANDA","i'll"
55,"YOLANDA","execute"
55,"YOLANDA","every"
55,"YOLANDA","one"
55,"YOLANDA","of"
55,"YOLANDA","you"
55,"YOLANDA","motherfuckers"
55,"YOLANDA","got"
55,"YOLANDA","that"
57,"JULES","okay"
57,"JULES","now"
57,"JULES","tell"
57,"JULES","me"
57,"JULES","about"
57,"JULES","the"
57,"JULES","hash"
57,"JULES","bars"
58,"VINCENT","what"
58,"VINCENT","so"
58,"VINCENT","you"
58,"VINCENT","want"
58,"VINCENT","to"
58,"VINCENT","know"
59,"JULES","well"
59,"JULES","hash"
59,"JULES","is"
59,"JULES","legal"
59,"JULES","there"
59,"JULES","right"
60,"VINCENT","yeah"
60,"VINCENT","it's"
60,"VINCENT","legal"
60,"VINCENT","but"
60,"VINCENT","is"
60,"VINCENT","ain't"
60,"VINCENT","a"
60,"VINCENT","hundred"
60,"VINCENT","percent"
60,"VINCENT","legal"
60,"VINCENT","i"
60,"VINCENT","mean"
60,"VINCENT","you"
60,"VINCENT","can't"
60,"VINCENT","walk"
60,"VINCENT","into"
60,"VINCENT","a"
60,"VINCENT","restaurant"
60,"VINCENT","roll"
60,"VINCENT","a"
60,"VINCENT","joint"
60,"VINCENT","and"
60,"VINCENT","start"
60,"VINCENT","puffin"
60,"VINCENT","away"
60,"VINCENT","you're"
60,"VINCENT","only"
60,"VINCENT","supposed"
60,"VINCENT","to"
60,"VINCENT","smoke"
60,"VINCENT","in"
60,"VINCENT","your"
60,"VINCENT","home"
60,"VINCENT","or"
60,"VINCENT","certain"
60,"VINCENT","designated"
60,"VINCENT","places"
61,"JULES","those"
61,"JULES","are"
61,"JULES","hash"
61,"JULES","bars"
62,"VINCENT","yeah"
62,"VINCENT","it"
62,"VINCENT","breaks"
62,"VINCENT","down"
62,"VINCENT","like"
62,"VINCENT","this"
62,"VINCENT","it's"
62,"VINCENT","legal"
62,"VINCENT","to"
62,"VINCENT","buy"
62,"VINCENT","it"
62,"VINCENT","it's"
62,"VINCENT","legal"
62,"VINCENT","to"
62,"VINCENT","own"
62,"VINCENT","it"
62,"VINCENT","and"
62,"VINCENT","if"
62,"VINCENT","you're"
62,"VINCENT","the"
62,"VINCENT","proprietor"
62,"VINCENT","of"
62,"VINCENT","a"
62,"VINCENT","hash"
62,"VINCENT","bar"
62,"VINCENT","it's"
62,"VINCENT","legal"
62,"VINCENT","to"
62,"VINCENT","sell"
62,"VINCENT","it"
62,"VINCENT","it's"
62,"VINCENT","legal"
62,"VINCENT","to"
62,"VINCENT","carry"
62,"VINCENT","it"
62,"VINCENT","which"
62,"VINCENT","doesn't"
62,"VINCENT","really"
62,"VINCENT","matter"
62,"VINCENT","cause"
62,"VINCENT","get"
62,"VINCENT","a"
62,"VINCENT","load"
62,"VINCENT","of"
62,"VINCENT","this"
62,"VINCENT","if"
62,"VINCENT","the"
62,"VINCENT","cops"
62,"VINCENT","stop"
62,"VINCENT","you"
62,"VINCENT","it's"
62,"VINCENT","illegal"
62,"VINCENT","for"
62,"VINCENT","this"
62,"VINCENT","to"
62,"VINCENT","search"
62,"VINCENT","you"
62,"VINCENT","searching"
62,"VINCENT","you"
62,"VINCENT","is"
62,"VINCENT","a"
62,"VINCENT","right"
62,"VINCENT","that"
62,"VINCENT","the"
62,"VINCENT","cops"
62,"VINCENT","in"
62,"VINCENT","amsterdam"
62,"VINCENT","don't"
62,"VINCENT","have"
63,"JULES","that"
63,"JULES","did"
63,"JULES","it"
63,"JULES","man"
63,"JULES","i'm"
63,"JULES","fuckin"
63,"JULES","goin"
63,"JULES","that's"
63,"JULES","all"
63,"JULES","there"
63,"JULES","is"
63,"JULES","to"
63,"JULES","it"
64,"VINCENT","you'll"
64,"VINCENT","dig"
64,"VINCENT","it"
64,"VINCENT","the"
64,"VINCENT","most"
64,"VINCENT","but"
64,"VINCENT","you"
64,"VINCENT","know"
64,"VINCENT","what"
64,"VINCENT","the"
64,"VINCENT","funniest"
64,"VINCENT","thing"
64,"VINCENT","about"
64,"VINCENT","europe"
64,"VINCENT","is"
65,"JULES","what"
66,"VINCENT","it's"
66,"VINCENT","the"
66,"VINCENT","little"
66,"VINCENT","differences"
66,"VINCENT","a"
66,"VINCENT","lotta"
66,"VINCENT","the"
66,"VINCENT","same"
66,"VINCENT","shit"
66,"VINCENT","we"
66,"VINCENT","got"
66,"VINCENT","here"
66,"VINCENT","they"
66,"VINCENT","got"
66,"VINCENT","there"
66,"VINCENT","but"
66,"VINCENT","there"
66,"VINCENT","they're"
66,"VINCENT","a"
66,"VINCENT","little"
66,"VINCENT","different"
67,"JULES","examples"
68,"VINCENT","well"
68,"VINCENT","in"
68,"VINCENT","amsterdam"
68,"VINCENT","you"
68,"VINCENT","can"
68,"VINCENT","buy"
68,"VINCENT","beer"
68,"VINCENT","in"
68,"VINCENT","a"
68,"VINCENT","movie"
68,"VINCENT","theatre"
68,"VINCENT","and"
68,"VINCENT","i"
68,"VINCENT","don't"
68,"VINCENT","mean"
68,"VINCENT","in"
68,"VINCENT","a"
68,"VINCENT","paper"
68,"VINCENT","cup"
68,"VINCENT","either"
68,"VINCENT","they"
68,"VINCENT","give"
68,"VINCENT","you"
68,"VINCENT","a"
68,"VINCENT","glass"
68,"VINCENT","of"
68,"VINCENT","beer"
68,"VINCENT","like"
68,"VINCENT","in"
68,"VINCENT","a"
68,"VINCENT","bar"
68,"VINCENT","in"
68,"VINCENT","paris"
68,"VINCENT","you"
68,"VINCENT","can"
68,"VINCENT","buy"
68,"VINCENT","beer"
68,"VINCENT","at"
68,"VINCENT","macdonald's"
68,"VINCENT","also"
68,"VINCENT","you"
68,"VINCENT","know"
68,"VINCENT","what"
68,"VINCENT","they"
68,"VINCENT","call"
68,"VINCENT","a"
68,"VINCENT","quarter"
68,"VINCENT","pounder"
68,"VINCENT","with"
68,"VINCENT","cheese"
68,"VINCENT","in"
68,"VINCENT","paris"
69,"JULES","they"
69,"JULES","don't"
69,"JULES","call"
69,"JULES","it"
69,"JULES","a"
69,"JULES","quarter"
69,"JULES","pounder"
69,"JULES","with"
69,"JULES","cheese"
70,"VINCENT","no"
70,"VINCENT","they"
70,"VINCENT","got"
70,"VINCENT","the"
70,"VINCENT","metric"
70,"VINCENT","system"
70,"VINCENT","there"
70,"VINCENT","they"
70,"VINCENT","wouldn't"
70,"VINCENT","know"
70,"VINCENT","what"
70,"VINCENT","the"
70,"VINCENT","fuck"
70,"VINCENT","a"
70,"VINCENT","quarter"
70,"VINCENT","pounder"
70,"VINCENT","is"
71,"JULES","what'd"
71,"JULES","they"
71,"JULES","call"
71,"JULES","it"
72,"VINCENT","royale"
72,"VINCENT","with"
72,"VINCENT","cheese"
73,"JULES","royale"
73,"JULES","with"
73,"JULES","cheese"
73,"JULES","what'd"
73,"JULES","they"
73,"JULES","call"
73,"JULES","a"
73,"JULES","big"
73,"JULES","mac"
74,"VINCENT","big"
74,"VINCENT","mac's"
74,"VINCENT","a"
74,"VINCENT","big"
74,"VINCENT","mac"
74,"VINCENT","but"
74,"VINCENT","they"
74,"VINCENT","call"
74,"VINCENT","it"
74,"VINCENT","le"
74,"VINCENT","big"
74,"VINCENT","mac"
75,"JULES","le"
75,"JULES","big"
75,"JULES","mac"
75,"JULES","what"
75,"JULES","do"
