Zanieczyszczenie;Opole automat 5 - pył zawieszony PM10;Opole manualna 4 - ołów w PM10;Opole manualna 4 - benzo(b)fluoranten w PM10;Opole manualna 4 - benzo(a)piren w PM10;Opole manualna 4 - benzo(j)fluoranten w PM10;Opole manualna 4 - dwutlenek siarki;Opole manualna 4 - pył zawieszony PM10;Opole manualna 4 - kadm w PM10;Opole manualna 4 - indeno(1,2,3-cd)piren w PM10;Opole manualna 4 - pył zawieszony PM2.5;Opole manualna 4 - arsen w PM10;Opole manualna 4 - benzo(k)fluoranten w PM10;Opole manualna 4 - benzo(a)antracen w PM10;Opole manualna 4 - nikiel w PM10;Opole manualna 4 - dibenzo(a,h)antracen w PM10
Jednostka;ug/m3;ug/m3;ng/m3;ng/m3;ng/m3;ug/m3;ug/m3;ng/m3;ng/m3;ug/m3;ng/m3;ng/m3;ng/m3;ng/m3;ng/m3
2018-10-22;35.1;;;;;4.5;32.0;;;25.0;;;;;
2018-10-23;16.3;;;;;2.4;14.0;;;9.0;;;;;
2018-10-24;8.2;;;;;4.4;8.0;;;2.5;;;;;
2018-10-25;10.3;;;;;5.2;11.0;;;7.0;;;;;
2018-10-26;22.9;;;;;4.5;24.0;;;15.0;;;;;
2018-10-27;28.5;;;;;4.2;24.0;;;20.0;;;;;
2018-10-28;16.7;;;;;2.6;11.0;;;10.0;;;;;
2018-10-29;26.0;;;;;4.6;18.0;;;14.0;;;;;
2018-10-30;29.8;;;;;4.7;22.0;;;9.0;;;;;
2018-10-31;22.9;;;;;4.6;20.0;;;11.0;;;;;
2018-11-01;47.2;;;;;8.3;;;;;;;;;
2018-11-02;61.6;;;;;6.0;;;;;;;;;
2018-11-03;24.6;;;;;3.0;;;;;;;;;
2018-11-04;33.1;;;;;5.2;;;;;;;;;
2018-11-05;39.5;;;;;6.8;;;;;;;;;
2018-11-06;42.3;;;;;9.9;;;;;;;;;
2018-11-07;45.7;;;;;9.7;;;;;;;;;
2018-11-08;69.7;;;;;6.0;;;;;;;;;
2018-11-09;93.5;;;;;6.4;;;;;;;;;
2018-11-10;60.6;;;;;6.5;;;;;;;;;
2018-11-11;45.0;;;;;6.8;;;;;;;;;
2018-11-12;39.1;;;;;5.5;;;;;;;;;
2018-11-13;34.1;;;;;6.3;;;;;;;;;
2018-11-14;22.3;;;;;6.2;;;;;;;;;
2018-11-15;42.4;;;;;4.4;;;;;;;;;
2018-11-16;23.7;;;;;4.7;;;;;;;;;
2018-11-17;41.0;;;;;4.9;;;;;;;;;
2018-11-18;66.5;;;;;6.6;;;;;;;;;
2018-11-19;49.6;;;;;5.4;;;;;;;;;
2018-11-20;31.9;;;;;6.4;;;;;;;;;
2018-11-21;34.6;;;;;6.8;;;;;;;;;
2018-11-22;38.1;;;;;6.2;;;;;;;;;
2018-11-23;78.0;;;;;13.1;;;;;;;;;
2018-11-24;55.6;;;;;8.6;;;;;;;;;
2018-11-25;44.3;;;;;5.7;;;;;;;;;
2018-11-26;42.7;;;;;5.8;;;;;;;;;
2018-11-27;31.5;;;;;6.0;;;;;;;;;
2018-11-28;55.9;;;;;5.5;;;;;;;;;
2018-11-29;53.3;;;;;11.4;;;;;;;;;
2018-11-30;29.9;;;;;7.1;;;;;;;;;
2018-12-01;47.9;;;;;6.5;;;;;;;;;
2018-12-02;28.6;;;;;4.9;;;;;;;;;
2018-12-03;22.5;;;;;5.7;;;;;;;;;
2018-12-04;19.5;;;;;5.2;;;;;;;;;
2018-12-05;47.1;;;;;10.3;;;;;;;;;
2018-12-06;50.6;;;;;7.3;;;;;;;;;
2018-12-07;23.8;;;;;5.7;;;;;;;;;
2018-12-08;16.4;;;;;3.5;;;;;;;;;
2018-12-09;6.8;;;;;2.8;;;;;;;;;
2018-12-10;;;;;;;;;;;;;;;
