36726210,20
36726210,20
35234116,20
33787496,10
30927429,60
30588372,20
30216854,10
29465370,60
28825110,00
28085312,20
28083296,60
28083296,60
25233429,20
24641332,00
24636124,00
24510722,00
23472358,40
23378863,20
23270273,50
22439355,10
21563992,50
21544895,80
21218804,20
20119858,20
20115632,40
20000000,00
19280596,20
19268238,40
19268238,40
19268238,40
18825413,40
17966580,40
17656745,70
17230007,40
17112504,60
17112504,60
17112504,60
17017899,80
17000000,00
16954509,70
16826965,00
16698069,00
16540736,80
16504858,50
15951087,10
15951087,10
15728274,30
15514502,70
15133506,50
15048784,00
14750740,00
14548459,00
14546381,80
14376329,90
14367883,00
14285844,80
14177124,10
14161690,60
14054156,30
14029948,00
13833508,50
13641628,00
13334094,00
13306094,20
13251218,40
13219619,50
13219619,50
13219619,50
13205180,50
13160390,60
13160390,60
13160390,60
12869498,70
12866144,10
12866019,70
12855531,70
12744020,20
12706177,30
12631492,90
12574890,30
12369851,90
12293522,30
12268909,00
12268909,00
12214755,50
12214755,50
11859969,30
11829197,90
11760095,30
11738154,40
11721605,00
11665729,40
11533844,70
11531328,50
11430686,20
11311823,30
11137664,30
10950094,10
10881085,70
10827891,60
10732938,10
10689439,00
10637066,30
10609536,20
10500579,60
10496949,00
10496949,00
10471461,80
10440003,60
10440003,60
10440003,60
10354977,20
10354977,20
10352615,50
10168288,60
10168288,60
9980739,90
9697428,70
9644106,00
9613732,30
9590344,20
9586823,70
9513719,00
9479205,40
9454537,20
9449247,80
9449247,80
9449247,80
9449247,80
9400003,70
9388509,30
9345122,70
9301707,20
9294824,20
9251255,70
9192809,90
9187008,60
9142293,00
9130714,60
9117934,90
9013544,10
8904566,10
8861297,20
8858171,40
8857466,10
8839740,80
8806516,50
8719878,70
8646933,10
8642407,10
8642407,10
8603763,60
8596401,00
8596401,00
8565075,60
8495547,70
8419169,10
8323101,80
8303153,00
8260359,30
8236118,50
8170353,60
8163475,90
8115459,40
8093234,30
8093234,30
8093234,30
8093234,30
8093234,30
8087608,40
7972493,70
7972493,70
7963386,20
7940971,40
7913910,30
7887467,60
7887467,60
7743597,30
7715881,40
7699294,20
7697861,10
7681801,30
7680094,00
7671654,60
7661336,00
7652865,00
7646768,40
7583398,30
7583398,30
7583398,30
7575498,30
7552854,90
7548771,70
7540425,10
7511814,50
7354775,80
7311274,80
7309644,20
7309644,20
7277097,40
7275908,00
7268192,70
7268192,70
7268192,70
7268192,70
7241577,40
7167637,70
7167637,70
7166039,80
7166039,80
7165660,80
7163765,20
7138079,70
7117322,50
7107933,30
7097391,00
7024944,90
7019500,10
7009272,80
7008188,50
7001435,20
7000000,00
6981735,70
6981735,70
6924252,00
6924252,00
6889667,80
6853258,00
6841685,30
6841685,30
6798359,30
6759462,20
6759462,20
6749002,20
6749002,20
6710082,80
6698919,50
6534667,40
6534667,40
6482092,50
6438001,20
6426215,40
6425485,60
6415292,30
6363614,20
6307291,10
6269987,40
6269987,40
6260119,90
6253123,30
6231262,60
6228171,10
6217144,50
6217144,50
6191705,90
6191705,90
6191705,90
6155003,20
6095498,60
6056730,90
6025000,20
5962903,50
5962903,50
5947225,80
5935566,90
5935566,90
5934325,40
5872347,20
5872347,20
5872347,20
5838642,10
5784893,30
5784893,30
5781288,10
5771450,40
5766860,70
5766860,70
5732412,80
5728934,20
5685721,20
5661204,40
5623412,00
5623412,00
5592793,30
5572890,30
5541886,90
5541886,90
5528142,40
5528142,40
5517186,10
5517186,10
5479578,70
5473476,30
5464296,70
5457400,90
5438443,20
5427116,40
5423580,10
5409949,40
5407690,20
5396539,20
5392594,40
5379498,70
5375761,60
5361359,20
5354973,00
5331769,40
5330406,20
5330406,20
5320068,10
5320068,10
5254719,20
5249220,70
5242005,40
5230616,40
5214409,20
5166053,90
5153241,60
5139267,60
5135644,40
5135644,40
5089562,10
5083754,40
5066601,20
5053301,10
5032507,20
5032507,20
5017604,60
5001772,70
4997399,20
4993436,70
4989307,30
4989307,30
4981839,90
4888977,20
4887609,40
4884335,80
4868248,80
4851205,30
4824885,30
4822936,80
4822702,80
4811324,50
4810651,00
4803039,20
4765600,60
4758706,50
4755675,00
4732851,90
4721367,60
4699916,20
4698126,90
4682526,70
4680534,60
4670943,30
4670943,30
4670943,30
4670943,30
4670943,30
4670943,30
4670943,30
4670943,30
4662460,90
4657672,60
4643305,90
4643305,90
4643305,90
4641111,40
4641111,40
4637327,50
4636398,50
4617106,30
4609043,90
4609043,90
4592446,50
4574917,00
4572092,30
4555625,20
4534739,90
4509600,20
4507692,40
4483261,60
4479304,80
4454154,60
4425661,30
4405225,40
4385216,80
4381532,50
4377161,00
4376168,20
4376168,20
4356035,10
4335288,50
4310706,70
4232150,30
4210272,90
4203186,70
4160868,80
4157130,20
4073603,60
4073603,60
4073603,60
4070778,00
4061206,20
4061206,20
4053836,00
4042245,60
4029104,20
4016132,10
3972404,10
3970208,20
3970208,20
3970208,20
3966957,80
3966957,80
3966957,80
3953068,90
3943986,40
3876014,20
3872483,50
3872483,50
3872483,50
3863425,40
3860968,60
3852044,20
3852044,20
3840558,10
3840558,10
3840558,10
3840558,10
3834825,70
3834825,70
3791400,90
3771252,80
3771252,80
3771252,80
3759193,10
3759193,10
3750107,50
3735832,40
3735832,40
3692094,20
3605946,30
3605946,30
3559822,40
3557905,10
3557905,10
3516472,00
3500000,00
3500000,00
3483605,40
3471635,90
3463473,50
3462400,30
3453863,40
3453678,00
3450029,00
3450029,00
3439674,50
3435115,50
3425078,50
3399649,80
3399649,80
3399649,80
3393198,70
3379564,00
3374715,90
3374715,90
3374715,90
3373419,30
3372557,00
3359992,90
3356035,20
3321027,60
3317563,50
3317563,50
3311713,50
3311713,50
3311713,50
3303152,00
3303152,00
3259870,30
3255417,70
3251884,60
3251884,60
3250015,50
3237938,40
3227080,10
3219626,40
3215647,80
3213086,50
3213086,50
3208737,80
3208737,80
3208426,80
3198807,10
3196084,90
3189243,40
3181551,10
3169685,40
3158056,60
3158056,60
3155281,60
3143555,90
3131642,80
3124541,20
3113772,00
3104677,40
3104677,40
3104677,40
3104677,40
3097026,20
3088746,10
3084936,30
3083181,70
3072361,00
3064484,40
3055324,00
3052970,50
3052575,40
3043613,20
3020811,60
3016407,30
3016407,30
3016182,70
3016182,70
3014455,50
3013545,40
3008280,00
3006208,00
2997305,50
2997305,50
2997305,50
2997296,50
2995044,70
2995044,70
2992986,00
2989906,30
2987045,70
2987045,70
2983994,60
2978012,30
2977778,80
2971991,50
2971231,20
2967784,60
2964972,30
2956333,00
2949877,40
2949877,40
2947503,60
2947503,60
2939070,10
2925557,10
2924139,60
2923229,40
2923229,40
2916025,60
2915179,50
2912455,60
2905519,80
2905519,80
2899848,60
2899347,90
2899347,90
2899347,90
2894025,40
2887153,50
2887153,50
2887153,50
2873588,70
2867733,50
2862345,80
2862345,80
2857102,40
2854784,20
2846647,50
2844732,70
2842696,30
2837936,80
2832201,70
2832201,70
2832201,70
2832201,70
2830876,60
2828160,60
2826427,20
2826130,30
