Kod stacji,DsJelGorOgin,DsWrocAlWisn,DsWrocWybCon,KpBydPlPozna,KpBydWarszaw,KpToruDziewu,LbLubObywate,LdLodzCzerni,LdLodzGdansk,LdZgieMielcz,LuZielKrotka,MpKrakAlKras,MpKrakBujaka,MpKrakBulwar,MpTarRoSitko,MzKonJezMos,MzLegZegrzyn,MzOtwoBrzozo,MzPiasPulask,MzPlocMiReja,MzRadTochter,MzSiedKonars,MzWarAlNiepo,MzWarMarszal,MzWarWokalna,MzZyraRoosev,OpKKozBSmial,PdAugustoZdrMOB,PdBialWaszyn,PdSuwPulaski,PkMielBierna,PkPrzemGrunw,PkRymZdrPark,PmGdaLeczk08,PmKosTargo12,SkKielJagiel,SkMalo11List,SkPolaRuszcz,SlGliwicMewy,SlKatoKossut,SlZlotPotLes,WmOlsPuszkin,WpKaliSawick,WpPoznPolank,ZpSzczAndr01,ZpSzczPils02
2017-01-01 01:00:00,"196,194","168,81","100,623","44,2",,"36,6104","45,5","41,16","68,0","55,0","54,9545","177,442","360,374","154,246","224,624",,"52,29375","79,181289","39,351","38,01743","56,884615","67,584973","59,247045","56,695256","58,956509","38,81629","157,901",,"37,392","31,0","92,13","30,2375","41,5821","36,1797",,"108,9","72,47","82,89",,"136,845","60,1568","30,2394","29,3761","39,1408","50,228","73,6034"
2017-01-01 02:00:00,"198,681","104,097","94,2191","34,9",,,"94,5","114,219","46,0","36,0","15,6642","178,942","208,365","145,81","237,634",,"131,800551","65,189846","80,5182","31,726404","46,175926","55,716595","42,842684","45,303338","35,047096","36,819139","329,341",,"70,224","18,0","113,33","28,5181","33,2432",,,"193,7","80,21","87,4","106,064","147,918","47,7645","43,1277","48,262","38,58","34,7557","94,7912"
2017-01-01 03:00:00,"226,165","70,2537","59,5","19,0",,"33,8978","47,0","50,421","31,0","22,0","15,589","187,503","174,77","131,457","256,414",,"67,901151","58,287401","33,9024","31,227117","47,169516","54,991809","38,650458","37,739105","32,733281","33,024553","192,717",,"42,864","16,0","118,92","27,2256","36,0318",,,"159,9","73,52","86,23","92,3331","118,778","46,51","30,1919","33,0007","38,58","24,1701","35,3811"
2017-01-01 04:00:00,"199,431","69,3456","50,7744","12,6",,"28,8014","38,9","62,769","36,0","23,0","18,7633","206,545","154,054","138,577","203,826",,"49,001752","34,22212","32,288","31,027402","44,740741","51,277279","38,650458","36,827752","32,047707","38,81629","192,858",,"40,128","15,0","101,948","26,4636","41,0642",,,"105,9","61,92","99,17","87,2488","79,8342","37,3537","25,4103","30,2612","52,0135","23,9946","27,6087"
2017-01-01 05:00:00,"228,648","62,673","58,2","5,9",,,"59,8","54,537","37,0","21,0","20,119","187,565","151,824","118,453","172,333",,"43,602352","38,046447","34,2051","30,827687","44,961538","47,834543","39,19727","37,83024","31,447829","37,917573","186,298",,"41,04","13,0","90,5791","24,5302","43,8904",,,"73,1","46,68","110,29","83,5667","78,7642","32,72","19,0525","26,5846","54,13","24,5127","24,1742"
2017-01-01 06:00:00,"187,257","62,708","53,6203","7,1",,"22,472","54,4","43,218","31,0","19,0","20,691","178,409","154,923","120,642","129,1",,"41,402953","36,087645","38,2411","33,224268","43,195157","45,750782","37,192293","35,187315","30,162377","30,627971","114,022",,"41,04","10,0","57,3831","22,4415","41,5783",,,"52,3","37,93","113,07","74,9591","63,741","36,0686","16,8536","31,7664","54,13","23,8547","20,9517"
2017-01-01 07:00:00,"157,452","52,3724","48,5","13,9",,"14,8274","44,9","33,957","28,0","17,0","24,6122","167,08","119,46","112,156","85,1265",,"43,103553","28,905372","40,9654","28,730678","41,980769","45,931979","39,470677","37,101158","31,447829","23,737801","138,791",,"39,216","8,0","55,9796","24,0666","40,0346",,,"40,2","35,04","118,41","58,8252","51,8231","39,5653","17,3876","27,6112","42,6662","23,1705","19,4828"
2017-01-01 08:00:00,"173,659","44,9037","40,3998","15,9",,"19,3","47,2","30,87","25,0","12,0","27,9694","162,086","120,534","101,902","78,915",,"36,804154","28,065885","37,8375","20,142929","42,422365","46,475569","36,736616","35,005045","27,591472","19,244211","127,501",,"31,92","8,0","49,1455","25,6636","40,6159",,,"46,0","37,67","107,37","56,8423","50,8001","48,5218","16,8258","23,7976","40,86","22,3299","21,6236"
2017-01-01 09:00:00,"191,052","46,4531","41,3735","19,8",,"18,6086","43,2","31,899","28,0","14,0","28,1274","157,246","120,635","95,4731","67,301",,"41,304754","20,230677","26,3349","18,844781","44,740741","47,109757","28,807842","27,349676","20,65003","21,341219","108,408",,"30,096","10,0","44,5372","29,4667","42,3553",,,"33,1","35,46","91,26","58,8752","70,1071","39,2689","13,734","25,6992","40,86","20,9894","23,0797"
2017-01-01 10:00:00,"179,401","49,9244","45,1","18,8",,"20,9102","48,5","32,928","28,0","18,0","27,6017","151,902","103,503","79,9294","57,692",,"27,905355","17,89877","20,2809","23,438228","38,00641","45,388389","22,154962","20,605661","15,765311","25,635094","94,2616",,"20,976","10,0","46,7774","31,5385","44,6386",,,"33,3","36,31","76,14","68,5864","47,6403","39,8522","16,2104","29,3167","28,1781","22,6374","25,6006"
2017-01-01 11:00:00,"142,019","32,2415","57,2","18,3",,"26,582","45,0","34,986","35,0","38,0","20,3631","131,009","98,5419","69,157","57,684",,"31,505956","18,085323","19,4737","29,829111","28,29131","39,861893","24,889022","23,704263","18,250519","27,632245","91,2788",,"27,36","8,0","51,2091","32,3841","46,2328",,,"34,8","30,63","62,77","77,3302","38,2087","37,5052","15,0595","28,977","26,18","21,7842","29,7442"
2017-01-01 12:00:00,"65,1759","28,979","53,8776","22,2",,"25,4312","41,7","31,899","32,0","55,0","21,2848","111,237","93,9053","60,6977","57,236",,"28,806556","24,334834","24,0142","30,428256","26,193732","37,959328","31,359631","28,4433","22,621056","33,52384","72,2012",,"21,888","7,0","41,4317","33,6028","46,6892",,,"26,1","27,09","59,9","59,8783","37,1984","33,6975",,"29,3199","26,18","21,7918","27,0522"
2017-01-01 13:00:00,"36,5002","23,6741","51,8493","28,0",,"28,1438","47,3","30,87","37,0","50,0","21,6099","96,6992","66,1263","68,573","58,4325",,"29,807157","27,69278","35,6177","29,329823","25,531339","42,308047","37,010022","34,184827","26,220323","38,217145","40,3773",,"22,8","7,0","44,1999","34,0238","47,3706",,,,"18,59","53,59","53,3904","35,4441","46,0131",,"33,3748","31,0955","14,1817","22,7325"
2017-01-01 14:00:00,"32,5418","25,7073","32,8766","27,6",,"30,7742","56,2","33,957","50,0","49,0","20,2012","92,9273","54,6561","49,9176","56,7445",,"35,007757","44,202682","42,1762","31,326974","25,862536","43,123432","39,835218","36,46321","29,733893","38,616575","29,5944",,"27,36","10,0","49,4054","34,1401","46,1613",,,"16,0","14,13","51,64","51,4898","25,6566","47,8857",,"30,6078","31,87","12,994","23,4465"
2017-01-01 15:00:00,"40,9378","34,9351","31,5287","26,7",,"23,4584","28,5","34,986","63,0","51,0","24,8845","95,9047","62,4291","49,5391","57,7685",,"38,208358","41,311117","36,8285","33,224268","31,492877","46,837962","41,202248","37,374564","28,962621","40,014581","32,4951",,"20,064","12,0","55,1899","36,4698","43,7418",,,"14,6","25,75","52,04","40,4589","21,269","57,4113",,"36,9839","31,87","13,418","24,4209"
2017-01-01 16:00:00,"42,4278","46,6344","35,8248","26,9",,"27,9794","25,7","43,218","73,0","52,0","27,726","105,786","77,4666","58,4879","66,2505",,"43,008958","42,337156","41,0663","33,024553","34,252849","47,109757","41,475654","38,012511","26,991594","39,914724","34,2879",,"23,712","16,0","52,2053","37,1125","42,1904",,,"20,8","33,06","48,49","38,7016","23,442","49,5675",,"41,6127","31,7318","18,0293","28,7525"
2017-01-01 17:00:00,"60,059","57,5401","44,973","26,2",,"32,6648","25,9","53,508","70,0","65,0","24,522","118,675","99,2611","75,3844","67,904",,"44,009559","41,590946","47,8266","34,522416","54,787037","48,831124","41,931331","37,64797","26,734504","43,210023","26,5872",,"28,272","19,0","51,6354","44,7733","37,2022",,,"30,1","37,9","52,97","41,1885","21,0023","33,0683",,"44,0326","31,71","17,5329","30,1778"
2017-01-01 18:00:00,"46,5174","61,7339","50,2887","28,2",,"30,1166","39,2","42,189","66,0","55,0","21,4452","127,768","131,289","82,8207","73,727",,"50,31016","37,300237","44,4969","38,516718","46,175926","49,918304","40,290895","37,010022","28,962621","37,618","26,6508",,"32,832","25,0","55,8921","44,1148","35,4377",,,"59,9","79,79","55,31","45,6159","31,0524","40,9192",,"45,2977","31,71","23,714","27,0508"
2017-01-01 19:00:00,"113,923","69,722","56,9069","25,8",,"34,1444","39,0","57,624","70,0","63,0","20,5238","157,077","153,879","111,802","69,6815",,"52,11076","34,595225","44,5978","34,921846","49,267094","44,301209","40,837707","38,103646","31,96201","39,215721","41,2644",,"31,008","22,0","67,4719","40,3821","39,9199",,,"96,2","69,56","57,99","39,0597","37,8915","38,7453",,"76,3018","32,0901","22,9152","26,1811"
2017-01-01 20:00:00,"105,18","62,9371","58,462","28,2",,"32,0894","73,5","60,711","74,0","70,0","23,9805","176,011","175,068","124,822","68,98",,"44,411361","38,792658","47,5239","36,120137","59,092592","49,193518","42,478143","39,19727","35,304186","44,408313","33,2359",,"31,92","18,0","78,1984","48,1078","40,4253",,,"90,4","74,86","57,44","42,5633","27,0516","36,0049",,"70,1812","32,15","18,0179","28,5386"
2017-01-01 21:00:00,"134,25","72,9976","52,5777","31,9",,"32,5826","77,7","72,03","83,0","67,0","25,8892","206,559","213,451","127,155","62,098",,"53,211961","49,146325","49,1383","33,224268","63,729345","48,740526","46,943774","42,295872","34,875702","47,40404","27,2288",,"34,656","16,0","95,5134","45,7629","41,4429",,,"116,9","82,93","61,58","45,5424","35,4849","25,9569",,"65,5344","32,15","21,3721","27,6946"
2017-01-01 22:00:00,"195,874","78,9542","53,8006","28,7",,"30,7742","81,7","69,972","85,0","67,0","25,3269","188,78","184,459","158,206","52,831",,"50,512562","55,489112","53,477","31,027402","54,566239","51,277279","48,037399","44,574256","37,618","47,40404","32,789",,"28,272","18,0","73,6467","39,2625","40,0979",,,"116,6","81,26","59,69","72,4993","45,9881","43,1135",,"58,5583","34,232","21,6668","26,1771"
2017-01-01 23:00:00,"239,234","87,2724","55,4412","25,6",,"28,8014","74,1","66,885","83,0","50,0",,"151,098","123,395","135,728","59,1075",,"44,213162","53,250482","49,6428","29,229966","54,345441","53,723433","47,21718","44,756526","39,074846","43,30988","22,9663",,"26,448","18,0","52,0892","31,2337","37,9368",,,"179,8","45,73","61,42","46,9244","39,5547","44,0049",,"43,6603","34,56","18,9071","28,3285"
2017-01-02 00:00:00,"213,03","99,9007","56,7688","26,1",,"29,2946","72,2","64,827","65,0","42,0",,"145,35","108,401","148,372","53,224",,"46,613763","55,116007","45,0014","28,131533","49,59829","54,991809","47,490587","45,029932","36,418245","38,81629","28,9744",,"31,008","15,0","43,0261","28,3277","40,1611",,,"165,9","49,62","65,68","45,8376","33,3106","42,9764",,"43,9994","34,56","22,5633","27,4536"
2017-01-02 01:00:00,"235,208","76,5936","64,9226","22,3",,"25,5956","72,6","53,508","53,0","30,0",,"155,056","94,7694","123,212","50,1865",,"52,014364","58,473954","47,6248","28,23139","44,630342","53,179843","44,48312","43,298361","33,84734","37,518142","29,9087",,"34,656","14,0","43,2192","27,3234","43,2868",,,"188,0","43,55","61,27","38,2549","33,6299","46,4068",,"45,9054","35,5189","22,5677","29,4487"
2017-01-02 02:00:00,"184,734","72,9536","62,0","25,3",,"25,0202","72,0","45,276","44,0","24,0",,"149,367","85,4842","112,937","45,9445",,"52,914964","46,627866","37,1312","29,829111","36,792023","53,632834","41,931331","41,111113","30,419467","35,121561","35,2975",,"34,656","11,0","42,0901","25,3734","46,0192",,,"156,9","41,43","53,27","42,5581","29,795","42,9474",,"48,4055","35,67","22,3097","30,251"
2017-01-02 03:00:00,"170,617","47,597","61,6","23,1",,"27,3218","68,8","48,363","40,0","28,0",,"140,502","84,4186","103,622","42,401",,"44,915565","35,527988","37,9384","29,030251","30,830484","52,183262","39,470677","38,285917","30,847951","34,023128","32,59",,"33,744","10,0","35,1477","24,3607","45,2568",,,"133,0","40,95","45,09","40,1117","27,2861","37,738",,"48,5862","35,67","24,1448","25,3183"
2017-01-02 04:00:00,"145,216","27,1268","26,8744","19,2",,"20,417","58,6","36,015","31,0","26,0",,"137,119","80,6032","89,2528","40,2135",,"38,616165","33,009528","36,2231","27,132957","32,376068","49,465313","39,470677","38,194782","31,790616","31,726404","35,9618",,"38,304","8,0","40,1606","25,3492","42,8421",,,"117,3","39,49","41,62","39,2145","27,6101","32,9989",,"49,2559","32,3181","20,1784","19,8995"
2017-01-02 05:00:00,"81,2762","23,0085","29,4102","18,2",,"20,6636","58,5","30,87","22,0","21,0",,"124,646","95,6707","86,3358","40,587",,"33,316766","32,076765","35,4159","26,533812","40,435185","46,92856","36,189804","34,458233","29,391105","29,329823","28,3792",,"35,568","10,0","35,983","26,4173","40,7072",,,"116,9","37,31","41,8","48,7874","34,1873","34,7874",,"44,0993","31,79","16,8274","16,3357"
2017-01-02 06:00:00,"37,6096","29,5958","26,9625","17,6",,"23,4584","61,4","34,986","26,0","22,0",,"129,744","104,395","86,3408","41,6955",,"30,017366","28,345714","35,7186","27,83196","43,084758","42,398645","37,101158","34,822774","26,477413","25,934667","32,9303",,"35,568","8,0","37,3256","26,9194","41,0363",,,"112,5","36,26","41,79","49,2883","39,7373","29,0373",,"33,9573","31,79","13,9566","16,248"
2017-01-02 07:00:00,"24,5","31,9423","31,389","12,4",,"24,0338","59,8","40,131","33,0","32,0",,"144,142","109,07","88,0352","42,5545",,"33,417967","26,386912","30,6736","29,329823","42,201567","38,865311","37,374564","35,642992","25,963233","27,232815","41,1302",,"40,128","9,0","34,9516","28,9992","42,2214",,,"99,0","30,82","39,82","53,3873","43,5979","32,5261",,"35,0748","35,2801","15,781","19,8592"
2017-01-02 08:00:00,"21,8029","31,1124","31,8766","11,9",,,"57,0","41,16","35,0","28,0",,"136,497","87,8249","78,9617","47,521",,"30,118567","30,864174","39,5528","31,626547","41,207977","41,855055","38,741594","36,007534","28,362744","28,830536","42,976",,"44,688","9,0","44,7516","29,0196","46,2046",,,"104,5","26,97","37,18","60,8762","45,4104","36,4894",,"32,2225","35,83","16,9973","19,2892"
2017-01-02 09:00:00,"19,1","27,7096",,"15,8",,,"57,2","37,044","35,0","29,0",,"102,851","72,6502","70,7453","63,049",,"38,719168","36,460751","38,1402","33,423983","39,0","44,120013","42,842684","38,832729","31,447829","29,429681","40,0652",,"37,392","9,0","45,5866","31,7957","48,9857",,,"51,4","30,17","38,59","66,1212","44,0556","37,1191",,"36,2691","35,83","15,1058","13,6965"
2017-01-02 10:00:00,"15,2493","18,2913",,"16,0",,,"53,1","34,986","36,0","31,0",,"46,3005","73,7333","40,4857","54,013",,"45,019769","31,144002","36,8285","32,425407",,"48,378133","43,754038","41,657925","33,59025","30,128684","43,9304",,"31,008","7,0","46,5491","30,1183","53,2785",,,"47,1","29,28","49,47","79,4837","53,2206","28,757",,"38,2565","38,0675","11,8691","15,5297"
2017-01-02 11:00:00,"14,3276","24,4841","32,7156","16,4",,"28,7","49,4","39,102","38,0","34,0","21,03","47,0677","54,725","23,1992","52,873",,"44,020369","31,983489","41,2681","30,727829","34,804843","50,914885","47,763993","43,207225","35,389883","29,729253","51,5008",,"28,272","7,0",,"33,8806","55,5679",,,"37,0","31,87","52,2","74,3401","59,1692","29,1546",,"42,8245","38,42","14,9274","17,7068"
2017-01-02 12:00:00,"14,1812","19,8585","31,3414","16,4",,"22,6","53,1","36,015","39,0","37,0","18,5391","49,6163","60,5199","28,0519","57,377",,"45,42097","30,024687","46,0104","30,028826","34,363248","52,81745","46,488098","42,660413","34,104431","28,031675","51,9885",,"29,184","6,0",,"35,6915","53,3784",,,"33,8","26,79","52,57","66,2144","57,0897","27,9367",,"35,2127","38,42","11,8068","14,7073"
2017-01-02 13:00:00,"13,3273","21,7455","29,104","15,2",,"16,1","47,9","36,015","43,0","12,0","22,7625","45,0784","40,9614","32,7449","66,1505",,"46,82157","27,412951","39,4519","29,928969","38,116809","53,270441","43,207225",,"33,161766","26,833385","61,1819",,"32,832","1,0",,"36,6845","54,5176",,,"31,2","22,19","55,34","63,3379","56,2854","31,7073",,"37,5953","36,6749","7,8878","12,7192"
2017-01-02 14:00:00,"13,0424","23,9687","30,7852","14,2",,"16,3","39,1","40,131","50,0","10,0","13,055","40,3953","32,168","26,014","77,8065",,"32,422171","28,065885","35,8195","29,629396","37,233618","48,01574","45,303338","41,202248","33,675947","28,331248","69,4427",,"26,448","3,0","49,5547","39,5353","55,8076",,,"28,7","24,31","57,21","82,5038","64,099","28,8135",,"36,3513","36,4","6,70795","10,7774"
2017-01-02 15:00:00,"11,3148","25,5702","29,9164","26,8",,"17,6","41,6","42,189","40,0","44,0","14,2909","48,562","32,8163","31,5436","77,1075",,"33,822771","29,744858","39,5528","28,63082","36,792023","46,475569","45,485609","41,657925","33,504553","26,034524","65,4811",,"31,92","2,0","45,6309","40,3751","56,9935",,,"31,3","23,87","39,32","100,474","60,1304","28,0073",,"27,4107","36,4","7,84792","9,11277"
2017-01-02 16:00:00,"18,2308","23,4186","26,3","33,1",,"15,4","45,0","34,986","42,0","53,0","21,0669","51,3933","35,2095","34,9248","49,0",,"42,223372","28,718819","37,9384","24,137231","37,785612","50,914885","43,11609","40,38203","33,675947","25,335521","77,8943",,"26,448","4,0","31,1658","48,3578","56,9854",,,"33,8","24,25","40,37","93,515","61,7777","26,6604",,"24,4776","31,424","8,82947","8,95288"
2017-01-02 17:00:00,"21,2","26,9927","18,9","31,2",,"12,9","44,9","30,87","51,0","40,0","21,1983","56,9044","39,3258","37,6846","44,408",,"41,523973","27,879333","41,2681","23,637943","39,883191","51,549073","40,928842","38,559323","31,447829","24,636518","49,0222",,"28,272","4,0","36,8238","48,7373","58,1606",,,"30,7","24,87","43,81","109,316","73,5348","26,7372",,"22,3861","30,64","7,5458","12,1554"
2017-01-02 18:00:00,"21,0","21,1368","21,2","39,3",,"11,7","36,3","31,899","47,0","35,0","17,2539","54,1387","34,1511","35,4675","50,539",,"35,724573","26,573465","34,8105","23,937516","37,785612","52,81745","39,744083","36,46321","29,733893","24,137231","38,6545",,"24,624","2,0","39,1468","46,669","60,7888",,,"34,1","26,34","59,1","79,6308","69,2338","20,9823",,"23,7148","30,64","4,54105","19,229"
2017-01-02 19:00:00,"17,4926","22,5458","20,0279","39,6",,"14,2","44,2","27,783","39,0","38,0","18,2881","62,4631","36,0543","41,6107","54,1985",,"30,225174","25,454149","35,1132","20,043071","37,123219","51,549073","39,106135","35,734128","29,733893","25,135806","31,4522",,"20,976","3,0","42,4723","59,2618","61,0245",,,"29,3","28,41","65,02","56,2442","83,6458","18,6799",,"20,2676","25,1629","16,7204","23,5772"
2017-01-02 20:00:00,"18,2235","23,7915",,"36,4",,"19,4","40,3","26,754","25,0","30,0","17,5509","66,8192","43,8592","37,4367","53,583",,"32,725774","26,573465","31,1781","17,846205","35,467236","50,099501","39,015","36,28094","32,047707","25,335521","31,5489",,"15,504","7,0","39,9238","60,5979","59,4814",,,"30,5","20,81","64,06","35,2149","67,2188","14,4511",,"22,0522","24,3","14,0407","22,979"
2017-01-02 21:00:00,"18,3192","23,1333","19,7936","26,4",,"20,8","44,4","24,696","28,0","24,0","17,8444","65,7655","36,0103","37,3961","53,342",,"36,926375","30,024687","32,5907","14,950336","35,798433","41,402064","28,4433","27,07627","24,249296","21,041647","35,5787",,"15,504","2,0","44,9776","62,262","58,7604",,,"25,0","16,49","67,58","38,9648","45,9514","9,51854",,"16,0683","24,3","10,1096","21,869"
2017-01-02 22:00:00,"15,8015","27,2204","14,3677","16,4",,"18,0","45,3","20,58","15,0","15,0","23,2118","70,2308","39,5446","44,6401","56,4465",,"19,926975","19,484467","23,9133","14,550906","35,246439","39,771294","16,595706","14,681864","13,62289","17,346917","38,1007",,"9,12","3,0","49,4231","57,5533","58,5762",,,"19,3","17,44","69,84","39,1277","42,5999","11,6283",,"21,3844","22,8487","6,33876","21,1899"
2017-01-02 23:00:00,"15,78","24,516","15,7651","10,4",,"18,6","35,9","9,261","16,0","8,0","13,8356","68,4553","38,8828","43,6905","56,4045",,"20,727576","13,794614","18,8683","12,75347","32,596866","26,000353","18,327277","15,593217","19,364577","15,449624","30,5369",,"3,648","4,0","51,2036","55,3021","60,0234",,,"17,7","18,73","67,75","32,6339","38,0323","14,5478",,"11,9549","22,62","13,086","22,9007"
2017-01-03 00:00:00,"9,40527","13,1718","20,9415","5,4",,"12,2","37,8","11,319","8,0","10,0","12,7716","64,3993","41,6159","43,2543","51,188",,"17,228176","16,499626","19,4737","11,555179","24,537749","23,825994","17,68933","17,507059","16,193795","14,051618","30,0905",,"0,0","3,0","54,0771","49,1662","48,6313",,,"17,3","15,38","62,73","31,5914","31,1755","13,4086",,"21,1572","22,62","5,45706","22,7633"
2017-01-03 01:00:00,"13,4252","15,288","16,1","10,5",,,"30,4","12,348","10,0","15,0","10,6461","60,3435","41,9998","41,987","47,5695",,"15,928777","13,794614","24,9223","13,252758","19,238604","19,296079","17,324789","15,410947","17,39355","11,754895","30,1689",,"4,56","3,0","47,0117","47,5505","48,4788",,,"16,2","13,46","56,53","24,7208","17,3742","14,4273",,"13,3084","18,5684","11,1434","15,5968"
2017-01-03 02:00:00,"8,78297","11,3675","21,1","9,1",,"7,1","23,7","12,348","13,0","12,0","12,3467","51,2279","38,0413","37,9915","49,5295",,"13,229378","13,514785","14,3278","12,054467","16,257835","17,846506","15,957759","15,410947","17,307853","11,155749","27,128",,"7,296","3,0","46,4393","46,5011","42,6754",,,"13,2","12,07","25,35","23,0676","17,1757","10,7081",,"21,0475","17,93","9,85684","11,6777"
2017-01-03 03:00:00,"11,0205","8,96291","16,7","8,6",,"8,2","18,3","16,464","12,0","9,0","15,4242","51,3788","37,8074","32,5449","51,384",,"14,029978","11,462707","14,6305","17,64649","14,270655","16,396933","15,046405","14,226187","14,479858","12,453897","25,401",,"6,384","3,0","41,4307","39,805","29,913",,,"13,5","12,73","10,89","24,5903","19,6936","11,0758",,"13,3982","17,93","4,65711","10,4936"
2017-01-03 04:00:00,"7,38334","10,5896","14,4903","11,9",,"9,2","15,6","12,348","10,0","6,0","15,1528","54,8884","31,1024","34,4515","43,0105",,"17,130579","13,234956","20,7854","16,647914","14,160256","17,937104","19,05636","17,598195","16,536582","15,449624","13,7127",,"6,384","1,0","22,7972","32,8221","24,4366",,,"16,0","11,13","7,24","20,5042","21,5988","10,8707",,"19,4811","17,0316","12,7617","11,1734"
2017-01-03 05:00:00,"15,8571","11,8725","17,3933","9,2",,"13,9","20,1","12,348","10,0","7,0","10,0022","50,082","33,7987","34,2019","34,8535",,"14,831179","16,592902","16,3458","13,252758","18,024216","20,202062","21,699285","20,149984","19,793061","12,553755","13,4316",,"6,384","2,0","10,9824","15,4258","23,0271",,,"14,7","9,17","7,25","16,9318","22,0044","10,7186",,"16,0749","16,89","11,8491","12,0238"
2017-01-03 06:00:00,"5,49147","11,9041","19,7","11,1",,,"15,2","16,464","11,0","10,0","10,0146","54,17","32,8187","33,3826","35,218",,"20,73178","17,712218","16,4467","11,754895","21,777778","20,111463","23,977669","23,066315","18,421912","13,1529","22,2568",,"8,208","3,0","14,7381","8,7008","18,0527",,,"8,2","7,58","5,93","29,7537","22,9623","11,4076",,"14,9041","16,89","8,1757","13,3144"
2017-01-03 07:00:00,"5,43274","16,5246","14,2328","12,5",,"13,9","17,6","16,464","11,0","12,0","9,85021","47,5316","29,0227","29,3347","30,9515",,"24,73238","13,608061","15,3368","14,650763","21,667379","21,742233","19,420902","18,965225","14,651252","12,853328","17,4472",,"7,296","1,0","14,4437","7,92545","19,5638",,,"6,5","7,04","7,62","32,1452","38,2528","10,5731",,"15,1537","15,6287","6,7781","12,5835"
2017-01-03 08:00:00,"7,4924","9,90377","11,894","10,7",,"14,8","14,3","16,464","12,0","12,0","12,5654","44,2941","25,7258","28,832","31,4875",,"26,032981","15,193758","13,2179","23,038798","21,888177","25,909755","21,60815","20,514526","16,108098","18,844781",,,"8,208","6,0","14,5825","9,81112","16,0059",,,"6,2","5,86","8,17","57,5338","36,1292","8,39868",,"18,9875","15,43","6,80106","8,31085"
2017-01-03 09:00:00,"6,08224","8,33404","15,9865","15,3",,"13,6","20,9","15,435","18,0","22,0","12,9488","49,3665","34,6309","30,8873","37,8265",,"19,933582","19,764296","14,4287","19,943214","21,888177","28,8089","29,172383","28,078759","22,278269","20,642216","30,8042",,"8,208","10,0","21,5937","13,0054","10,2233",,,"7,4","6,22","8,79","41,1667","31,776","18,8774",,"21,2699","15,43","6,54199","13,4439"
2017-01-03 10:00:00,"8,30192","11,5229","18,3625","16,0",,"14,3","21,1","21,609","27,0","29,0","13,4456","51,7197","32,4066","27,7135","40,1935",,"19,634182","22,376032","25,6286","21,441077","19,569801","27,268729","26,256052","25,344699","23,992206","21,341219","25,6914",,"8,208","6,0","32,2775","15,0452","11,1055",,,"8,6","8,27","12,1","49,05","31,0311","22,4303",,"21,2893","17,0714","7,51673","18,713"
2017-01-03 11:00:00,"7,49805","9,13296","16,5154","13,8",,"14,3","23,0","26,754","35,0","33,0","12,9223","39,2401","34,3957","24,1996","28,5305",,"18,934783","23,122242","22,2989","26,433954","23,323362","29,443088","27,623082","25,891511","22,363966","28,031675","25,2217",,"20,064","8,0","28,1179","16,7502","10,6972",,,"11,8","10,68","22,21","34,3183","25,892","14,1302",,"22,106","17,33","8,18648","14,9214"
2017-01-03 12:00:00,"4,78916","11,1636","17,0056","15,3",,"17,0","15,6","26,754","31,0","39,0","9,8802","32,07","18,1372","22,1012","25,5745",,"19,435383","25,454149","23,8124","24,736376","27,628917","31,708046","29,081248","26,529458","22,449663","30,727829","21,7381",,"17,328","6,0","34,3474","12,1217","10,8473",,,"21,0","20,17","35,87","32,4456","27,0239","16,8408",,"14,6812","17,33","7,66081","14,6435"
2017-01-03 13:00:00,"7,87931","5,36441","16,2786","18,0",,"23,4","18,1","18,522","26,0","36,0","8,0204","27,2393","13,9286","15,3946","21,9175",,"14,735984","24,334834","24,216","22,839083","26,745726","33,882405","35,642992","31,997579","23,820812","31,526689","19,4173",,"16,416","7,0","24,7698","7,49132","16,2925","5,241",,,"22,33","31,76","27,5885","24,8279","15,7279",,"14,3898","14,9543","8,04818","16,8945"
2017-01-03 14:00:00,"6,15897","9,06624","19,0412","20,8",,"18,2","15,9","22,638","21,0","37,0","10,1874","25,7836","18,1148","13,691","21,608",,"26,336584","28,252438","24,9223","23,038798","28,401709","36,872149","31,906443","29,719195","26,820201","26,433954","12,7887",,"18,24","6,0","19,9418","4,46613","22,5474","9,3682",,"20,5","17,41","33,22","27,9675","24,8888","15,8234",,"19,5354","14,58","7,49471","17,8092"
2017-01-03 15:00:00,"7,78295","12,2195","19,5597","15,5",,"16,6","24,9","18,522","16,0","36,0","12,1608","27,6005","16,7907","14,3088","22,376",,"36,637185","29,931411","24,9223","25,035949","31,824074","43,395226","33,455744","30,539413","27,077291","20,342644","13,5716",,"14,592","9,0","11,8259","7,79972","31,8163","5,8222",,"21,3","13,56","29,57","21,4476","24,9672","19,0419",,"17,7913","14,58","5,85305","16,1499"
2017-01-03 16:00:00,"7,98043","8,25281","14,8654","14,6",,,"28,3","13,377","18,0","43,0","9,62989","27,1411","18,9319","15,8906","24,9115",,"24,237786","36,647303","30,5727","30,128684","31,27208","43,21403","33,455744","30,539413","25,963233","29,329823","12,59",,"13,68","10,0","22,7744","13,476","45,9752","7,1933",,"17,1","16,62","21,08","19,6146","25,8739","20,2433",,"16,1588","15,8499","2,46271","13,1956"
