"COUNTRY","Country","YEAR","Year","ISC11","ISCED 2011","EXP","Teacher career point (experience level)","QUAL","Teacher qualification level","INDICATOR","Indicator","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,29578.26007,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,29578.26007,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,33408.36294,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,33408.36294,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,36081.32456,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,36081.32456,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,38260.86175,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,38260.86175,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,2,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,2,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3254,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3254,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,35145,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,35145,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,37268,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,37268,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31944.52087,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31944.52087,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,38670.87243,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,38670.87243,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,41764.88101,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,41764.88101,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,45950.58313,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,45950.58313,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3111,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3111,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3766,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3766,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,406,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,406,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,44758,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,44758,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31944.52087,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31944.52087,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,40991.05805,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,40991.05805,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,44270.75848,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,44270.75848,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,47788.50892,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,47788.50892,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3111,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3111,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3992,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3992,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,43122,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,43122,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,46548,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,46548,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31944.52087,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31944.52087,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,43450.60879,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,43450.60879,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,46927.03735,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,46927.03735,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,50655.88875,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,50655.88875,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3111,,
"FIN","Finland","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,3111,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,423,,
"FIN","Finland","2017","2017","L1","Primary education (ISCED2011 level 1)","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,423,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,4570,,
"FIN","Finland","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,4570,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,49341,,
"FIN","Finland","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,49341,,
"FRA","France","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,29515.54333,,
"FRA","France","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,29515.54333,,
"FRA","France","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,29515.54333,,
"FRA","France","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,29515.54333,,
"FRA","France","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31002.74639,,
"FRA","France","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31002.74639,,
"FRA","France","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31002.74639,,
"FRA","France","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31002.74639,,
"FRA","France","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,25625.83,,
"FRA","France","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,25625.83,,
"FRA","France","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,25625.83,,
"FRA","France","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,25625.83,,
"FRA","France","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,26917.04,,
"FRA","France","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,26917.04,,
"FRA","France","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,26917.04,,
"FRA","France","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,26917.04,,
"FRA","France","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,33618.33042,,
"FRA","France","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,33618.33042,,
"FRA","France","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,33618.33042,,
"FRA","France","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,33618.33042,,
"FRA","France","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,35105.53348,,
"FRA","France","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,35105.53348,,
"FRA","France","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,35105.53348,,
"FRA","France","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,35105.53348,,
"FRA","France","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,29187.93,,
"FRA","France","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,29187.93,,
"FRA","France","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,29187.93,,
"FRA","France","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,29187.93,,
"FRA","France","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,30479.15,,
"FRA","France","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,30479.15,,
"FRA","France","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,30479.15,,
"FRA","France","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,30479.15,,
"FRA","France","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,35962.78019,,
"FRA","France","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,35962.78019,,
"FRA","France","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,35962.78019,,
"FRA","France","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,35962.78019,,
"FRA","France","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,37449.98324,,
"FRA","France","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,37449.98324,,
"FRA","France","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,37449.98324,,
