"COUNTRY","Country","YEAR","Year","ISC11","ISCED 2011","EXP","Teacher career point (experience level)","QUAL","Teacher qualification level","INDICATOR","Indicator","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,19893.43526,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,19893.43526,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,25400.862,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,25400.862,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,49285.98757,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,49285.98757,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,201190.5,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,201190.5,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,201190.5,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,201190.5,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,256889.4,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,256889.4,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,498449.5,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,498449.5,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,25260.61757,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,25260.61757,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,25260.61757,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,25260.61757,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,32236.51117,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,32236.51117,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,57030.59188,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,57030.59188,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,255471,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,255471,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,255471,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,255471,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,326021.1,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,326021.1,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,576773.9,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,576773.9,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31685.93266,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31685.93266,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31685.93266,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,31685.93266,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,40594.51965,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,40594.51965,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,60886.31993,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,60886.31993,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,320452,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,320452,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,320452,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,320452,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,410549.1,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,410549.1,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,615768.5,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,615768.5,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,39995.70834,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,39995.70834,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,39995.70834,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,39995.70834,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,51139.40505,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,51139.40505,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,65843.4497,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,65843.4497,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,404493.1,,
"MEX","Mexico","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,404493.1,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,404493.1,,
"MEX","Mexico","2017","2017","L1","Primary education (ISCED2011 level 1)","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,404493.1,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,517193,,
"MEX","Mexico","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,517193,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXPMAX","Salary at top of scale","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,665902,,
"MEX","Mexico","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXPMAX","Salary at top of scale","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,665902,,
"NLD","Netherlands","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,38922.46898,,
"NLD","Netherlands","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,38922.46898,,
"NLD","Netherlands","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,38922.46898,,
"NLD","Netherlands","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,38922.46898,,
"NLD","Netherlands","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,41308.64936,,
"NLD","Netherlands","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,41308.64936,,
"NLD","Netherlands","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,41308.64936,,
"NLD","Netherlands","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,41308.64936,,
"NLD","Netherlands","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,34759,,
"NLD","Netherlands","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,34759,,
"NLD","Netherlands","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,34759,,
"NLD","Netherlands","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,34759,,
"NLD","Netherlands","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,36890,,
"NLD","Netherlands","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,36890,,
"NLD","Netherlands","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,36890,,
"NLD","Netherlands","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP0","Starting salary","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,36890,,
"NLD","Netherlands","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,48774.60181,,
"NLD","Netherlands","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,48774.60181,,
"NLD","Netherlands","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,48774.60181,,
"NLD","Netherlands","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,48774.60181,,
"NLD","Netherlands","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,63345.14429,,
"NLD","Netherlands","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,63345.14429,,
"NLD","Netherlands","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,63345.14429,,
"NLD","Netherlands","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,63345.14429,,
"NLD","Netherlands","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,43558.1,,
"NLD","Netherlands","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,43558.1,,
"NLD","Netherlands","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,43558.1,,
"NLD","Netherlands","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,43558.1,,
"NLD","Netherlands","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,56570.3,,
"NLD","Netherlands","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,56570.3,,
"NLD","Netherlands","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_TYP","Typical qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,56570.3,,
"NLD","Netherlands","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP10","Salary after 10 years of experience","QUAL_MIN","Minimum qualifications","NAT_STAT_YR","Annual statutory teachers' salaries, in public institutions, in national currency",,,"0","Units",,,56570.3,,
"NLD","Netherlands","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,58035.68812,,
"NLD","Netherlands","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,58035.68812,,
"NLD","Netherlands","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,58035.68812,,
"NLD","Netherlands","2017","2017","L1","Primary education (ISCED2011 level 1)","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,58035.68812,,
"NLD","Netherlands","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,72777.79841,,
"NLD","Netherlands","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_MIN","Minimum qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,72777.79841,,
"NLD","Netherlands","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","EXP15","Salary after 15 years of experience","QUAL_TYP","Typical qualifications","USD_STAT_YR","Annual statutory teachers' salaries, in public institutions, in equivalent USD converted using PPPs for private consumption",,,"0","Units",,,72777.79841,,
