"","Month","Year","Wroclaw","Krakow","Lodz","Bydgoszcz","Torun","Lublin","Zielona Gora","Warszawa","Opole","Rzeszow","Bialystok","Gdansk","Olsztyn","Poznan","Szczecin","Katowice","Kielce"
"1","01","12",45.6774193548387,146.5,195.416666666667,1,167.833333333333,25.6451612903226,71.3793103448276,94.3870967741936,37.2258064516129,1,101.225806451613,42.3846153846154,1,131.586206896552,156.290322580645,77.5333333333333,105.032258064516
"2","02","12",51.8620689655172,113,157.65,1,146.103448275862,34.1034482758621,98.7586206896552,112.344827586207,27.3636363636364,1,133.84,45.25,1,67.8571428571429,148.448275862069,78.7931034482759,144.913043478261
"3","03","12",75.0645161290323,113.5,184.5,1,123.133333333333,24.9677419354839,74.0454545454545,95.24,39.5161290322581,1,108.161290322581,38.0344827586207,1,121,152.741935483871,86.3913043478261,147.967741935484
"4","04","12",57.4666666666667,149.185185185185,154.965517241379,1,132.933333333333,20.5714285714286,57.8,103.142857142857,26.5,1,110.966666666667,38.6538461538462,1,114.25,96.1,95.5,121.266666666667
"5","05","12",66.6666666666667,145.967741935484,102.387096774194,1,75.5161290322581,14.3548387096774,47.4193548387097,71.0333333333333,22.1612903225806,1,103.354838709677,24.3103448275862,1,102.473684210526,92.4838709677419,53.6774193548387,90.5666666666667
"6","06","12",30.3181818181818,78.4333333333333,43.6666666666667,1,46.3333333333333,10.1666666666667,54.1666666666667,55.4117647058824,18.7666666666667,1,64.4285714285714,24.875,1,61.6071428571429,90.1333333333333,47.6,64.4230769230769
"7","07","12",29.4137931034483,115.346153846154,76.8125,1,87.9677419354839,31.75,62.5483870967742,60.1818181818182,17.9677419354839,1,61.9285714285714,19.6896551724138,1,87.0740740740741,91.6774193548387,60,89.7857142857143
"8","08","12",39.3225806451613,121.038461538462,95.6774193548387,1,91.4193548387097,29.8888888888889,52.258064516129,72.6451612903226,23.2,1,103.064516129032,19.7857142857143,1,83.5,93.6129032258064,68.0322580645161,131
"9","09","12",37.6551724137931,138.833333333333,105.233333333333,1,76.5666666666667,19.4333333333333,59.3666666666667,88.5416666666667,25.6896551724138,1,94.448275862069,20.0769230769231,1,87.3571428571429,73.0333333333333,64.8666666666667,64.2
"10","10","12",58.8064516129032,163.571428571429,164.483870967742,1,115.387096774194,25.3225806451613,73.0689655172414,92.9677419354839,28,1,91.6774193548387,48.4583333333333,1,117.7,126.148148148148,77.7666666666667,149.857142857143
"11","11","12",70.0689655172414,131.384615384615,216.166666666667,1,134.206896551724,31.7333333333333,73.8947368421053,122.607142857143,37.9333333333333,1,69,69.3333333333333,1,135.5,149.733333333333,89.2666666666667,152.166666666667
"12","12","12",77.4516129032258,146.862068965517,235.148148148148,1,138.785714285714,33.8709677419355,96.741935483871,132.741935483871,40.8064516129032,1,124.153846153846,57.037037037037,1,131.357142857143,159.645161290323,83.3225806451613,175.964285714286
"13","01","13",137.1,66.1935483870968,150.741935483871,1,132.392857142857,34.5806451612903,110.483870967742,170.033333333333,36.258064516129,135.166666666667,137.88,39.5,197.516129032258,153.518518518519,52.8064516129032,53.551724137931,149.266666666667
"14","02","13",170.928571428571,88.7142857142857,212.4,1,139.464285714286,27.3214285714286,116.285714285714,173.821428571429,43.0714285714286,140.185185185185,103.642857142857,38.8,185.571428571429,193.818181818182,58.2142857142857,83.0357142857143,178.75
"15","03","13",191.58064516129,93.3548387096774,198.25,1,130.774193548387,23.6774193548387,128.354838709677,150.1,36.3548387096774,158.923076923077,92.8387096774194,31,158,182.142857142857,52.3225806451613,72.8387096774194,167.838709677419
"16","04","13",170.366666666667,93.7666666666667,185.666666666667,1,100.833333333333,31.7666666666667,111.133333333333,205.233333333333,32.0666666666667,152.071428571429,96.8666666666667,35.75,135.333333333333,145.6,50.8,72.2962962962963,167.8
"17","05","13",102.935483870968,58.1333333333333,88.5806451612903,1,82.8709677419355,16.3548387096774,74.8064516129032,119.193548387097,18.1612903225806,97.5483870967742,87.3666666666667,25.4615384615385,164.538461538462,114.407407407407,36.1290322580645,43.1666666666667,94.5483870967742
"18","06","13",84.5,45.3333333333333,96.1666666666667,1,62.5,10.5,57.9259259259259,87.2,15.1,68.3461538461538,75,19.8,95.1071428571429,125.846153846154,22.4074074074074,47.0714285714286,62.2
"19","07","13",86.9310344827586,46.7741935483871,98.8709677419355,1,73.1612903225806,13.9354838709677,57.0714285714286,82.258064516129,20.3666666666667,105.033333333333,75.8888888888889,24.7307692307692,140.870967741935,107.25,25.9354838709677,51.3157894736842,87.1290322580645
"20","08","13",92.9677419354839,53.4444444444444,92.1739130434783,1,84.3548387096774,14.741935483871,54.5238095238095,83.3214285714286,18.258064516129,103,70.5483870967742,26.3448275862069,158.838709677419,105.24,24.5666666666667,51.1666666666667,94.72
"21","09","13",62.5333333333333,46.3214285714286,75.9666666666667,1,82.7,16,39.0666666666667,55.2380952380952,14.6666666666667,85.6896551724138,87,29.5714285714286,173,91.875,22.1,40.7916666666667,61.0909090909091
"22","10","13",155.733333333333,90.8387096774194,165.952380952381,1,137.58064516129,27.4193548387097,93.8064516129032,165.791666666667,31.9677419354839,146.548387096774,121.193548387097,39.3478260869565,167.516129032258,172.25,43,81.8965517241379,139.333333333333
"23","11","13",138.266666666667,70.4666666666667,186.521739130435,1,109.3,21.9,95.4333333333333,144.620689655172,29.8666666666667,130.666666666667,86.8666666666667,36.2727272727273,111.133333333333,137.178571428571,33.6666666666667,59.2857142857143,146.090909090909
"24","12","13",125.633333333333,67.6451612903226,181.967741935484,1,135.083333333333,31.258064516129,82.4193548387097,171.857142857143,31.7741935483871,130.666666666667,127.870967741935,37.32,176.444444444444,188.935483870968,28.1935483870968,63.8,169.133333333333
"25","01","14",189.290322580645,90,191.548387096774,1,131.137931034483,23.3870967741935,115.741935483871,152.866666666667,33.8064516129032,111.08,81.8709677419355,42.6428571428571,132,172.925925925926,176.709677419355,87.8965517241379,160.322580645161
"26","02","14",195.428571428571,79.7272727272727,179.388888888889,1,201.214285714286,31.8214285714286,99.5714285714286,214.769230769231,35.8571428571429,158.178571428571,138.214285714286,63.7083333333333,190.266666666667,198.964285714286,157.821428571429,92.3076923076923,206.944444444444
"27","03","14",192.103448275862,90,166.259259259259,1,195.958333333333,38.4230769230769,132.7,189.8,43.1612903225806,154.866666666667,126.103448275862,45.8928571428571,178.551724137931,193.41935483871,196.709677419355,74.8928571428571,193.931034482759
"28","04","14",165.758620689655,79.9642857142857,156.090909090909,1,117.7,18.9666666666667,60.4705882352941,113.833333333333,25.2,102.346153846154,101.833333333333,30,115.238095238095,137.2,142.566666666667,67.25,120.068965517241
"29","05","14",94,53.1612903225806,85.3103448275862,1,49.2903225806452,18.76,41.1612903225806,74.6206896551724,16.3225806451613,61,57.9354838709677,31.6521739130435,161.967741935484,93.3461538461538,87.75,44.1785714285714,81.258064516129
"30","06","14",74.3,50.0666666666667,74.8333333333333,1,90.9,12.8333333333333,42.6666666666667,70.5714285714286,14.8666666666667,81.1111111111111,62.3928571428571,14,128.75,105.366666666667,98.2592592592593,48.8214285714286,72.5882352941177
"31","07","14",101.3,47.2727272727273,95.4516129032258,1,94.1935483870968,14.4814814814815,59.6451612903226,107.774193548387,17.0322580645161,75.9032258064516,74.1290322580645,24.875,108.789473684211,89.8333333333333,122.793103448276,59.8148148148148,104.6
"32","08","14",82.9310344827586,43.96,66.741935483871,1,56.0967741935484,12.7741935483871,59.0322580645161,76.3870967741936,15.0645161290323,70.8064516129032,70.8064516129032,23.12,158.76,102.233333333333,103.8,39.1428571428571,87.4838709677419
"33","09","14",140.793103448276,72.3461538461538,126.233333333333,1,119.607142857143,22.3666666666667,76.1333333333333,138.533333333333,21.4333333333333,133.9,97.3333333333333,32.9333333333333,133.366666666667,116.758620689655,133,57.4285714285714,153.8
"34","10","14",176.58064516129,94.8260869565217,174.724137931034,1,162.322580645161,30.9032258064516,100.709677419355,191.451612903226,32.4333333333333,137.096774193548,118.516129032258,48.5862068965517,149.791666666667,147.214285714286,182.967741935484,77.2068965517241,162.086956521739
"35","11","14",216.421052631579,89.9565217391304,201.714285714286,1,204.692307692308,29.7,132.1,204.566666666667,37.4285714285714,135.964285714286,148.8,76.0740740740741,171.758620689655,194.95652173913,221.4,78.9285714285714,163.363636363636
"36","12","14",172.148148148148,69.0333333333333,159.064516129032,1,167.774193548387,33.3870967741936,108.193548387097,185.354838709677,33.9230769230769,117.666666666667,157.258064516129,48.4827586206897,177.045454545455,216,NA,47.32,144.55
"37","01","15",136.870967741935,84.2962962962963,112.863636363636,176.833333333333,189.741935483871,21.2903225806452,108.258064516129,133.451612903226,32.7931034482759,95.9677419354839,156.666666666667,46.3448275862069,199.225806451613,162.41935483871,178.387096774194,168.666666666667,159.551724137931
"38","02","15",207.153846153846,82.8928571428571,127.357142857143,206.153846153846,270.714285714286,41.1428571428571,132.857142857143,207.666666666667,43.4583333333333,165.964285714286,247.923076923077,51.5,233.538461538462,214.941176470588,233.321428571429,202.857142857143,267.107142857143
"39","03","15",157.322580645161,70.9,110.064516129032,203.161290322581,232.387096774194,30.7096774193548,121.709677419355,178.548387096774,35.1666666666667,166.645161290323,237.766666666667,47.7666666666667,210.066666666667,214.333333333333,239.827586206897,174.838709677419,240
"40","04","15",100.5,72.4090909090909,82.2666666666667,152.666666666667,162.166666666667,20.9666666666667,62.2666666666667,123.2,17.0333333333333,90.7666666666667,181.8,33.4666666666667,180.92,123.826086956522,165.066666666667,139.5,152.766666666667
"41","05","15",78.3333333333333,58.5333333333333,51.258064516129,112.7,89.9354838709677,13.4193548387097,44.8064516129032,83.0967741935484,13.3,66.9677419354839,92.5,21.8518518518519,98.6666666666667,111.807692307692,117.967741935484,89.9354838709677,95.8387096774194
"42","06","15",61.1764705882353,52.3666666666667,45,67.4666666666667,108.566666666667,17.6333333333333,61.2333333333333,72.0333333333333,15.3,80.8,110.384615384615,19.6666666666667,92.9666666666667,82.56,107.833333333333,86.6896551724138,94.1904761904762
"43","07","15",83.1666666666667,56.3333333333333,45.1290322580645,66.1153846153846,89.9354838709677,16.4193548387097,66.1052631578947,77.5806451612903,13.6451612903226,80.2903225806452,113.4,35.1153846153846,104.58064516129,105.571428571429,127.677419354839,101.296296296296,111.322580645161
"44","08","15",137.161290322581,81,72,126.903225806452,185.451612903226,28.3548387096774,85.4615384615385,142.315789473684,22.258064516129,130.533333333333,207.433333333333,35,164.387096774194,173.689655172414,195.903225806452,152.037037037037,177.41935483871
"45","09","15",94.2333333333333,61.3793103448276,64.0666666666667,125.166666666667,161.1,24.9333333333333,64.0333333333333,116,14.7916666666667,89.5666666666667,173.535714285714,36.6785714285714,150.931034482759,151.166666666667,150.608695652174,90.7037037037037,157.966666666667
"46","10","15",190,105.88,130.774193548387,210.5,266.645161290323,32.0645161290323,141.967741935484,180.068965517241,32.0645161290323,156.290322580645,218.677419354839,54.3809523809524,228.41935483871,223.633333333333,254.870967741935,178.107142857143,239.774193548387
"47","11","15",119.384615384615,62.3333333333333,78.3333333333333,176.466666666667,220.133333333333,27.2,82.0333333333333,139.9,27.4666666666667,118.3,175.966666666667,38.5833333333333,183.166666666667,166.51724137931,164.833333333333,132.730769230769,154.166666666667
"48","12","15",143.363636363636,86.3571428571429,94.8709677419355,158.645161290323,175.645161290323,28.3870967741935,89.7096774193548,120.548387096774,25.6774193548387,113.709677419355,178,37.0833333333333,164.677419354839,173.258064516129,170.483870967742,145.103448275862,211.967741935484
"49","01","16",203.823529411765,176.586206896552,78.1290322580645,247.548387096774,267.483870967742,71.8709677419355,107.258064516129,223.25,39.5769230769231,160,NA,41,170.741935483871,214.681818181818,231.068965517241,154.68,199.58064516129
"50","02","16",174.428571428571,188.724137931034,60.4827586206897,215.413793103448,212.448275862069,41.4137931034483,93.7241379310345,158.310344827586,26.551724137931,99.8965517241379,170.8,36.1304347826087,140.551724137931,177.448275862069,173.551724137931,157.821428571429,134.241379310345
"51","03","16",199.451612903226,215.875,73.8333333333333,243.451612903226,218.612903225806,41.9032258064516,96.7096774193548,183.193548387097,32.8888888888889,138.096774193548,93.2,38.8333333333333,155.774193548387,193.967741935484,216.5,175.709677419355,169.967741935484
"52","04","16",179.6,203.133333333333,58.7333333333333,189.6,173.433333333333,43.1,59.1333333333333,156.066666666667,25.3333333333333,109.766666666667,106.64,31.4,139.833333333333,171.37037037037,161.166666666667,154.357142857143,160.896551724138
"53","05","16",108.741935483871,133.612903225806,36.9677419354839,152.933333333333,155.806451612903,21.0967741935484,64.2903225806452,117.193548387097,17,64.3448275862069,98.4838709677419,28.4137931034483,122.703703703704,157.5,188.774193548387,113.222222222222,100.258064516129
"54","06","16",101.722222222222,103.8,27.8333333333333,97.8,104.133333333333,19.3666666666667,51.2333333333333,135.7,16.2333333333333,61.6666666666667,96.9,18.8260869565217,78.4,85.5357142857143,113.5,100.586206896552,69.7619047619048
"55","07","16",91.6666666666667,80.88,25.4838709677419,80.5185185185185,115.838709677419,19.9032258064516,55.4838709677419,106.258064516129,14.4347826086957,62.1935483870968,84.1666666666667,20.0740740740741,128.967741935484,96.1739130434783,99.0322580645161,74.5769230769231,81.84
"56","08","16",75.3225806451613,100.290322580645,29.2258064516129,54.0322580645161,86.2903225806452,27,61.0666666666667,117.58064516129,13.2258064516129,59.8,85.1935483870968,15.4285714285714,70.1,85.0322580645161,88.3548387096774,113.4375,104.774193548387
"57","09","16",182.866666666667,189.733333333333,52.6206896551724,143.933333333333,205.2,40.8,75.5666666666667,204.551724137931,25.0666666666667,133.9,118.466666666667,29.4285714285714,109.037037037037,196.142857142857,158.7,172.666666666667,181.633333333333
"58","10","16",179.774193548387,169.548387096774,54.3225806451613,167.677419354839,174.838709677419,35.4516129032258,96.1612903225806,137.1,24.6785714285714,116.354838709677,104.862068965517,36.0666666666667,136.103448275862,184.193548387097,196.366666666667,142.483870967742,129.903225806452
"59","11","16",211.36,207.888888888889,69.6551724137931,190.344827586207,246.8,46.6,96.6666666666667,174.2,29.8,115.857142857143,136.466666666667,41.0666666666667,156.3,207.866666666667,200.366666666667,173.466666666667,165.909090909091
"60","12","16",196.965517241379,151.1,65.5483870967742,205.258064516129,205.806451612903,59.1290322580645,101.129032258065,166.677419354839,34.6153846153846,136.193548387097,143.333333333333,30.6774193548387,137.6,216.677419354839,221.709677419355,125.772727272727,166
"61","01","17",222.548387096774,119.333333333333,138.645161290323,229.225806451613,228.967741935484,157.483870967742,128.096774193548,185.709677419355,47.8064516129032,152.483870967742,236.032258064516,26.9032258064516,165.428571428571,189.85,235.322580645161,115.096774193548,240.677419354839
"62","02","17",246.964285714286,182.230769230769,174.321428571429,218.285714285714,176.285714285714,141.892857142857,118.428571428571,153.892857142857,38.9259259259259,136.464285714286,182.958333333333,28.6428571428571,129.142857142857,203.578947368421,209,160.321428571429,207
"63","03","17",218.516129032258,225.774193548387,212.516129032258,245.433333333333,196.161290322581,136,90.0322580645161,215.633333333333,38.5161290322581,150.41935483871,182.193548387097,25.4333333333333,113.3,173.764705882353,214.870967741935,188.290322580645,246.483870967742
"64","04","17",155.7,142.678571428571,139.933333333333,150.266666666667,188.9,81.0666666666667,71.1,125.3,23.5,97.6666666666667,156.555555555556,13.1034482758621,104.2,148.285714285714,151.333333333333,121.214285714286,134.8
"65","05","17",138.857142857143,168.032258064516,143.838709677419,147,161.225806451613,91.6774193548387,65.258064516129,133.36,27.3666666666667,90.2666666666667,175.533333333333,17.0333333333333,85.2903225806452,146.838709677419,167.8,139.130434782609,180.451612903226
"66","06","17",100.037037037037,120.9,85.9,90.2333333333333,103.533333333333,70.3333333333333,45.6333333333333,97.3571428571429,21.3,68.4666666666667,94.9375,16.9666666666667,78.0666666666667,94.4285714285714,120.733333333333,93.2727272727273,108.4
