"","month","weekday","hour","sum"
"1","styczeń","niedziela",1,12952.465487
"2","styczeń","niedziela",2,10696.674007
"3","styczeń","niedziela",3,9038.562277
"4","styczeń","niedziela",4,8151.022809
"5","styczeń","niedziela",5,7580.956035
"6","styczeń","niedziela",6,7025.060467
"7","styczeń","niedziela",7,6530.261783
"8","styczeń","niedziela",8,6319.446911
"9","styczeń","niedziela",9,6323.475477
"10","styczeń","niedziela",10,6418.583214
"11","styczeń","niedziela",11,6195.887828
"12","styczeń","niedziela",12,5124.12677
"13","styczeń","niedziela",13,5187.350766
"14","styczeń","niedziela",14,4825.439303
"15","styczeń","niedziela",15,4809.048771
"16","styczeń","niedziela",16,4923.475429
"17","styczeń","niedziela",17,5622.150957
"18","styczeń","niedziela",18,6488.638687
"19","styczeń","niedziela",19,7603.786362
"20","styczeń","niedziela",20,7730.540323
"21","styczeń","niedziela",21,7625.495641
"22","styczeń","niedziela",22,7488.835404
"23","styczeń","niedziela",23,7028.834453
"24","styczeń","poniedziałek",0,6709.185182
"25","styczeń","poniedziałek",1,6437.637513
"26","styczeń","poniedziałek",2,6172.773363
"27","styczeń","poniedziałek",3,5394.613471
"28","styczeń","poniedziałek",4,4915.02285
"29","styczeń","poniedziałek",5,4701.697109
"30","styczeń","poniedziałek",6,4664.954696
"31","styczeń","poniedziałek",7,4899.571962
"32","styczeń","poniedziałek",8,5070.350676
"33","styczeń","poniedziałek",9,5329.754897
"34","styczeń","poniedziałek",10,4918.788345
"35","styczeń","poniedziałek",11,4707.509985
"36","styczeń","poniedziałek",12,4765.06128
"37","styczeń","poniedziałek",13,4538.375507
"38","styczeń","poniedziałek",14,4273.084478
"39","styczeń","poniedziałek",15,4313.509192
"40","styczeń","poniedziałek",16,4303.237728
"41","styczeń","poniedziałek",17,4366.294553
"42","styczeń","poniedziałek",18,4279.353654
"43","styczeń","poniedziałek",19,4211.040245
"44","styczeń","poniedziałek",20,4217.648255
"45","styczeń","poniedziałek",21,4020.273812
"46","styczeń","poniedziałek",22,3880.339756
"47","styczeń","poniedziałek",23,3497.946016
"48","styczeń","wtorek",0,3431.290653
"49","styczeń","wtorek",1,3105.416844
"50","styczeń","wtorek",2,2789.013262
"51","styczeń","wtorek",3,2527.608835
"52","styczeń","wtorek",4,2472.696633
"53","styczeń","wtorek",5,2313.607752
"54","styczeń","wtorek",6,2241.641503
"55","styczeń","wtorek",7,2356.086481
"56","styczeń","wtorek",8,2696.927186
"57","styczeń","wtorek",9,2690.332933
"58","styczeń","wtorek",10,2658.444314
"59","styczeń","wtorek",11,2573.750118
"60","styczeń","wtorek",12,2442.159388
"61","styczeń","wtorek",13,2379.542519
"62","styczeń","wtorek",14,2561.815968
"63","styczeń","wtorek",15,2661.538785
"64","styczeń","wtorek",16,2534.6948
"65","styczeń","wtorek",17,2801.072106
"66","styczeń","wtorek",18,2633.78241
"67","styczeń","wtorek",19,2497.473029
"68","styczeń","wtorek",20,2466.670858
"69","styczeń","wtorek",21,2033.594087
"70","styczeń","wtorek",22,1781.839779
"71","styczeń","wtorek",23,1594.897564
"72","styczeń","środa",0,1513.153125
"73","styczeń","środa",1,1367.370376
"74","styczeń","środa",2,1224.370921
"75","styczeń","środa",3,1141.455715
"76","styczeń","środa",4,1078.904327
"77","styczeń","środa",5,1022.720878
"78","styczeń","środa",6,1015.274046
"79","styczeń","środa",7,994.518416
"80","styczeń","środa",8,1092.897028
"81","styczeń","środa",9,1193.468015
"82","styczeń","środa",10,1270.331407
"83","styczeń","środa",11,1371.247398
"84","styczeń","środa",12,1396.98675
"85","styczeń","środa",13,1363.352064
"86","styczeń","środa",14,1381.189349
"87","styczeń","środa",15,1448.931953
"88","styczeń","środa",16,1473.614997
"89","styczeń","środa",17,1449.455295
"90","styczeń","środa",18,1447.970397
"91","styczeń","środa",19,1469.329475
"92","styczeń","środa",20,1584.100617
"93","styczeń","środa",21,1519.006246
"94","styczeń","środa",22,1418.368344
"95","styczeń","środa",23,1317.546309
"96","styczeń","czwartek",0,1181.679649
"97","styczeń","czwartek",1,1176.231718
"98","styczeń","czwartek",2,1095.929375
"99","styczeń","czwartek",3,1024.309441
"100","styczeń","czwartek",4,1016.531874
"101","styczeń","czwartek",5,1073.524216
"102","styczeń","czwartek",6,1113.471278
"103","styczeń","czwartek",7,1237.256453
"104","styczeń","czwartek",8,1360.645264
"105","styczeń","czwartek",9,1526.659598
"106","styczeń","czwartek",10,1593.394898
"107","styczeń","czwartek",11,1685.017143
"108","styczeń","czwartek",12,1674.383772
"109","styczeń","czwartek",13,1765.008756
"110","styczeń","czwartek",14,1779.491096
"111","styczeń","czwartek",15,1902.21103
"112","styczeń","czwartek",16,2091.075177
"113","styczeń","czwartek",17,2461.583912
"114","styczeń","czwartek",18,2714.519159
"115","styczeń","czwartek",19,2770.590401
"116","styczeń","czwartek",20,2837.072236
"117","styczeń","czwartek",21,2897.871085
"118","styczeń","czwartek",22,2706.555109
"119","styczeń","czwartek",23,2642.751004
"120","styczeń","piątek",0,2573.80246
"121","styczeń","piątek",1,2355.106826
"122","styczeń","piątek",2,2297.948311
"123","styczeń","piątek",3,2251.689975
"124","styczeń","piątek",4,2087.468092
"125","styczeń","piątek",5,1961.815139
"126","styczeń","piątek",6,2057.898184
"127","styczeń","piątek",7,1971.294222
"128","styczeń","piątek",8,2101.985931
"129","styczeń","piątek",9,2529.492131
"130","styczeń","piątek",10,2669.58631
"131","styczeń","piątek",11,2696.867483
"132","styczeń","piątek",12,2607.808422
"133","styczeń","piątek",13,2467.346824
"134","styczeń","piątek",14,2646.697894
"135","styczeń","piątek",15,2867.558474
"136","styczeń","piątek",16,3338.09192
"137","styczeń","piątek",17,4407.046772
"138","styczeń","piątek",18,5358.430899
"139","styczeń","piątek",19,6039.766938
"140","styczeń","piątek",20,7058.631879
"141","styczeń","piątek",21,7931.459339
"142","styczeń","piątek",22,8488.422615
"143","styczeń","piątek",23,8998.255737
"144","styczeń","sobota",0,9289.564063
"145","styczeń","sobota",1,9497.230298
"146","styczeń","sobota",2,9293.910261
"147","styczeń","sobota",3,8331.364507
"148","styczeń","sobota",4,7608.41262
"149","styczeń","sobota",5,7600.06472
"150","styczeń","sobota",6,7887.157384
"151","styczeń","sobota",7,8067.577382
"152","styczeń","sobota",8,8939.664673
"153","styczeń","sobota",9,10139.42651
"154","styczeń","sobota",10,11089.69189
"155","styczeń","sobota",11,9451.656107
"156","styczeń","sobota",12,7713.973165
"157","styczeń","sobota",13,6483.011041
"158","styczeń","sobota",14,6209.229871
"159","styczeń","sobota",15,6363.618987
"160","styczeń","sobota",16,7039.014323
"161","styczeń","sobota",17,8446.378854
"162","styczeń","sobota",18,9596.612893
"163","styczeń","sobota",19,10548.277181
"164","styczeń","sobota",20,11728.189774
"165","styczeń","sobota",21,12750.718413
"166","styczeń","sobota",22,13679.516095
"167","styczeń","sobota",23,14348.092228
"168","styczeń","niedziela",0,15103.895191
"169","styczeń","niedziela",1,15320.582032
"170","styczeń","niedziela",2,15052.378357
"171","styczeń","niedziela",3,14568.92232
"172","styczeń","niedziela",4,13933.945519
"173","styczeń","niedziela",5,13606.302415
"174","styczeń","niedziela",6,13760.196108
"175","styczeń","niedziela",7,14285.749745
"176","styczeń","niedziela",8,14896.495555
"177","styczeń","niedziela",9,16174.992888
"178","styczeń","niedziela",10,17658.943682
"179","styczeń","niedziela",11,18187.457817
"180","styczeń","niedziela",12,15127.723462
"181","styczeń","niedziela",13,12377.901222
"182","styczeń","niedziela",14,9846.78128
"183","styczeń","niedziela",15,9192.936619
"184","styczeń","niedziela",16,9046.419746
"185","styczeń","niedziela",17,10591.449633
"186","styczeń","niedziela",18,12824.016869
"187","styczeń","niedziela",19,14593.785808
"188","styczeń","niedziela",20,16566.479761
"189","styczeń","niedziela",21,19066.516449
"190","styczeń","niedziela",22,20597.26724
"191","styczeń","niedziela",23,20642.392015
"192","styczeń","poniedziałek",0,20229.201485
"193","styczeń","poniedziałek",1,20503.674001
"194","styczeń","poniedziałek",2,18914.549699
"195","styczeń","poniedziałek",3,17665.474451
"196","styczeń","poniedziałek",4,15660.853805
"197","styczeń","poniedziałek",5,14948.502782
"198","styczeń","poniedziałek",6,15370.450325
"199","styczeń","poniedziałek",7,15022.830168
"200","styczeń","poniedziałek",8,16728.943284
"201","styczeń","poniedziałek",9,18862.886901
"202","styczeń","poniedziałek",10,18404.234216
"203","styczeń","poniedziałek",11,17254.568588
"204","styczeń","poniedziałek",12,15080.949816
"205","styczeń","poniedziałek",13,12981.041618
"206","styczeń","poniedziałek",14,11119.019885
"207","styczeń","poniedziałek",15,11031.824965
"208","styczeń","poniedziałek",16,11973.92547
"209","styczeń","poniedziałek",17,13891.674082
"210","styczeń","poniedziałek",18,15949.497233
"211","styczeń","poniedziałek",19,18256.230555
"212","styczeń","poniedziałek",20,19975.143738
"213","styczeń","poniedziałek",21,20822.412598
"214","styczeń","poniedziałek",22,22253.245765
"215","styczeń","poniedziałek",23,21790.247864
"216","styczeń","wtorek",0,21708.267857
"217","styczeń","wtorek",1,19734.081721
"218","styczeń","wtorek",2,17477.846122
"219","styczeń","wtorek",3,16475.36765
"220","styczeń","wtorek",4,15641.022767
"221","styczeń","wtorek",5,14482.41437
"222","styczeń","wtorek",6,12824.950092
"223","styczeń","wtorek",7,13121.660336
"224","styczeń","wtorek",8,13221.39007
"225","styczeń","wtorek",9,12975.792811
"226","styczeń","wtorek",10,12678.594864
"227","styczeń","wtorek",11,10800.557261
"228","styczeń","wtorek",12,9088.775475
"229","styczeń","wtorek",13,8498.272525
"230","styczeń","wtorek",14,8285.116062
"231","styczeń","wtorek",15,8380.204428
"232","styczeń","wtorek",16,9206.432755
"233","styczeń","wtorek",17,11450.607345
"234","styczeń","wtorek",18,13414.094162
"235","styczeń","wtorek",19,15279.178638
"236","styczeń","wtorek",20,15720.392492
"237","styczeń","wtorek",21,15872.027846
"238","styczeń","wtorek",22,16604.150742
"239","styczeń","wtorek",23,17103.344029
"240","styczeń","środa",0,17224.966724
"241","styczeń","środa",1,16010.189723
"242","styczeń","środa",2,14747.02877
"243","styczeń","środa",3,13615.32461
"244","styczeń","środa",4,12120.637252
"245","styczeń","środa",5,12163.39332
"246","styczeń","środa",6,11965.410817
"247","styczeń","środa",7,12417.759074
"248","styczeń","środa",8,13349.423424
"249","styczeń","środa",9,14821.909335
"250","styczeń","środa",10,14732.021188
"251","styczeń","środa",11,13635.717736
"252","styczeń","środa",12,12206.36885
"253","styczeń","środa",13,11094.764208
"254","styczeń","środa",14,9893.380251
"255","styczeń","środa",15,9730.818094
"256","styczeń","środa",16,9935.325612
"257","styczeń","środa",17,10858.075893
"258","styczeń","środa",18,11150.960231
"259","styczeń","środa",19,11776.115251
"260","styczeń","środa",20,11082.500691
"261","styczeń","środa",21,11218.743533
"262","styczeń","środa",22,10709.238631
"263","styczeń","środa",23,10022.526869
"264","styczeń","czwartek",0,8620.001969
"265","styczeń","czwartek",1,7566.025571
"266","styczeń","czwartek",2,5651.933535
"267","styczeń","czwartek",3,3853.89933
"268","styczeń","czwartek",4,3611.281474
"269","styczeń","czwartek",5,3248.081113
"270","styczeń","czwartek",6,3075.684713
"271","styczeń","czwartek",7,3134.913576
"272","styczeń","czwartek",8,3143.180591
"273","styczeń","czwartek",9,3155.171618
"274","styczeń","czwartek",10,3124.956759
"275","styczeń","czwartek",11,3244.454811
"276","styczeń","czwartek",12,3136.191104
"277","styczeń","czwartek",13,3122.320997
"278","styczeń","czwartek",14,3094.110101
"279","styczeń","czwartek",15,3037.372692
"280","styczeń","czwartek",16,3069.876077
"281","styczeń","czwartek",17,3347.584138
"282","styczeń","czwartek",18,3537.834014
"283","styczeń","czwartek",19,3595.882937
"284","styczeń","czwartek",20,3755.023065
"285","styczeń","czwartek",21,3995.530362
"286","styczeń","czwartek",22,4058.533841
"287","styczeń","czwartek",23,4133.393986
"288","styczeń","piątek",0,4228.64145
"289","styczeń","piątek",1,4205.267184
"290","styczeń","piątek",2,3824.925084
"291","styczeń","piątek",3,3552.720225
"292","styczeń","piątek",4,3483.881433
"293","styczeń","piątek",5,3497.914518
"294","styczeń","piątek",6,3495.573317
"295","styczeń","piątek",7,3693.654364
"296","styczeń","piątek",8,3783.33712
"297","styczeń","piątek",9,4068.963435
"298","styczeń","piątek",10,4345.063246
"299","styczeń","piątek",11,4323.625696
"300","styczeń","piątek",12,3933.107538
"301","styczeń","piątek",13,3709.230689
"302","styczeń","piątek",14,3381.873864
"303","styczeń","piątek",15,3285.011327
"304","styczeń","piątek",16,3292.416297
"305","styczeń","piątek",17,3519.606029
"306","styczeń","piątek",18,3636.347355
"307","styczeń","piątek",19,3527.304977
"308","styczeń","piątek",20,3390.618259
"309","styczeń","piątek",21,3273.253846
"310","styczeń","piątek",22,3189.453844
"311","styczeń","piątek",23,3013.522191
"312","styczeń","sobota",0,2755.094472
"313","styczeń","sobota",1,2666.145897
"314","styczeń","sobota",2,2487.978378
"315","styczeń","sobota",3,2358.850056
"316","styczeń","sobota",4,2114.808935
"317","styczeń","sobota",5,1951.116092
"318","styczeń","sobota",6,2033.868977
"319","styczeń","sobota",7,2060.001361
"320","styczeń","sobota",8,2320.006512
"321","styczeń","sobota",9,2813.177265
"322","styczeń","sobota",10,3377.680845
"323","styczeń","sobota",11,3448.128169
"324","styczeń","sobota",12,3430.360433
"325","styczeń","sobota",13,3271.018821
"326","styczeń","sobota",14,3309.090634
"327","styczeń","sobota",15,3278.303576
"328","styczeń","sobota",16,3610.180952
"329","styczeń","sobota",17,4239.284794
"330","styczeń","sobota",18,5064.641291
"331","styczeń","sobota",19,6034.388431
"332","styczeń","sobota",20,5924.19891
"333","styczeń","sobota",21,5236.818546
"334","styczeń","sobota",22,4972.635207
"335","styczeń","sobota",23,4922.603613
"336","styczeń","niedziela",0,4524.994737
"337","styczeń","niedziela",1,4409.41522
"338","styczeń","niedziela",2,3954.803351
"339","styczeń","niedziela",3,3612.841851
"340","styczeń","niedziela",4,3425.856767
"341","styczeń","niedziela",5,3134.539961
"342","styczeń","niedziela",6,3019.662536
"343","styczeń","niedziela",7,2964.07418
"344","styczeń","niedziela",8,3016.836121
"345","styczeń","niedziela",9,3272.374221
"346","styczeń","niedziela",10,3480.493092
"347","styczeń","niedziela",11,3485.530461
"348","styczeń","niedziela",12,3317.527419
"349","styczeń","niedziela",13,3165.941205
"350","styczeń","niedziela",14,3208.547261
"351","styczeń","niedziela",15,3044.878272
"352","styczeń","niedziela",16,3512.727777
"353","styczeń","niedziela",17,4239.862638
"354","styczeń","niedziela",18,4915.464677
"355","styczeń","niedziela",19,5350.651077
"356","styczeń","niedziela",20,5570.047383
"357","styczeń","niedziela",21,5711.585126
"358","styczeń","niedziela",22,6165.55698
"359","styczeń","niedziela",23,6378.622394
"360","styczeń","poniedziałek",0,6469.946289
"361","styczeń","poniedziałek",1,5743.872563
"362","styczeń","poniedziałek",2,5420.861428
"363","styczeń","poniedziałek",3,4974.124792
"364","styczeń","poniedziałek",4,4561.720843
"365","styczeń","poniedziałek",5,4331.262564
"366","styczeń","poniedziałek",6,4161.299589
"367","styczeń","poniedziałek",7,4221.213393
"368","styczeń","poniedziałek",8,4665.684673
"369","styczeń","poniedziałek",9,5419.605172
"370","styczeń","poniedziałek",10,5903.62078
"371","styczeń","poniedziałek",11,5555.808075
"372","styczeń","poniedziałek",12,4978.65898
"373","styczeń","poniedziałek",13,4556.661951
"374","styczeń","poniedziałek",14,4263.687316
"375","styczeń","poniedziałek",15,4271.574146
"376","styczeń","poniedziałek",16,5276.337526
"377","styczeń","poniedziałek",17,6240.231451
"378","styczeń","poniedziałek",18,7677.062325
"379","styczeń","poniedziałek",19,9278.834616
"380","styczeń","poniedziałek",20,10092.914575
"381","styczeń","poniedziałek",21,11442.049063
"382","styczeń","poniedziałek",22,11803.92438
"383","styczeń","poniedziałek",23,11876.144496
"384","styczeń","wtorek",0,11771.526614
"385","styczeń","wtorek",1,11193.831375
"386","styczeń","wtorek",2,10764.908883
"387","styczeń","wtorek",3,10298.513913
"388","styczeń","wtorek",4,9670.876485
"389","styczeń","wtorek",5,8946.464969
"390","styczeń","wtorek",6,8428.970474
"391","styczeń","wtorek",7,9018.055023
"392","styczeń","wtorek",8,9377.453964
"393","styczeń","wtorek",9,9700.942565
"394","styczeń","wtorek",10,10152.493073
"395","styczeń","wtorek",11,8999.725715
"396","styczeń","wtorek",12,8177.008947
"397","styczeń","wtorek",13,7508.823154
"398","styczeń","wtorek",14,6796.020998
"399","styczeń","wtorek",15,6433.583047
"400","styczeń","wtorek",16,6807.937117
"401","styczeń","wtorek",17,7406.111989
"402","styczeń","wtorek",18,8082.69051
"403","styczeń","wtorek",19,8419.693322
"404","styczeń","wtorek",20,8702.725202
"405","styczeń","wtorek",21,8825.010261
"406","styczeń","wtorek",22,8778.195088
"407","styczeń","wtorek",23,8511.052944
"408","styczeń","środa",0,7915.539068
"409","styczeń","środa",1,7793.733589
"410","styczeń","środa",2,7068.967412
"411","styczeń","środa",3,6836.51863
"412","styczeń","środa",4,6429.233297
"413","styczeń","środa",5,5918.244479
"414","styczeń","środa",6,5815.926205
"415","styczeń","środa",7,5865.318295
"416","styczeń","środa",8,6224.544656
"417","styczeń","środa",9,6801.050585
"418","styczeń","środa",10,6592.83473
"419","styczeń","środa",11,6066.065253
"420","styczeń","środa",12,5669.995562
"421","styczeń","środa",13,5534.667433
"422","styczeń","środa",14,5601.140452
"423","styczeń","środa",15,6141.377509
"424","styczeń","środa",16,6553.759495
"425","styczeń","środa",17,7011.906809
"426","styczeń","środa",18,7529.677923
"427","styczeń","środa",19,7530.98676
"428","styczeń","środa",20,7298.360102
"429","styczeń","środa",21,7128.580335
"430","styczeń","środa",22,7292.954493
"431","styczeń","środa",23,7067.207696
"432","styczeń","czwartek",0,6758.633629
"433","styczeń","czwartek",1,6113.61077
"434","styczeń","czwartek",2,5733.909235
"435","styczeń","czwartek",3,5545.283579
"436","styczeń","czwartek",4,5413.535959
"437","styczeń","czwartek",5,5235.486291
"438","styczeń","czwartek",6,5122.314798
"439","styczeń","czwartek",7,5269.649133
"440","styczeń","czwartek",8,5565.766679
"441","styczeń","czwartek",9,6074.758619
"442","styczeń","czwartek",10,6571.404049
"443","styczeń","czwartek",11,6790.058107
"444","styczeń","czwartek",12,6496.715685
"445","styczeń","czwartek",13,6824.366985
"446","styczeń","czwartek",14,7313.715399
"447","styczeń","czwartek",15,7505.944274
"448","styczeń","czwartek",16,8251.898495
"449","styczeń","czwartek",17,9675.193419
"450","styczeń","czwartek",18,11436.992932
"451","styczeń","czwartek",19,12595.985736
"452","styczeń","czwartek",20,13143.329711
"453","styczeń","czwartek",21,13851.492138
"454","styczeń","czwartek",22,14149.372523
"455","styczeń","czwartek",23,14594.241629
"456","styczeń","piątek",0,14978.477412
"457","styczeń","piątek",1,15147.932102
"458","styczeń","piątek",2,12952.003111
"459","styczeń","piątek",3,12480.896481
"460","styczeń","piątek",4,11563.529819
"461","styczeń","piątek",5,11113.475029
"462","styczeń","piątek",6,10836.87144
"463","styczeń","piątek",7,10812.850204
"464","styczeń","piątek",8,11056.832241
"465","styczeń","piątek",9,11321.348205
"466","styczeń","piątek",10,11249.092095
"467","styczeń","piątek",11,10480.863567
"468","styczeń","piątek",12,9474.482152
"469","styczeń","piątek",13,8789.174152
"470","styczeń","piątek",14,7939.051185
"471","styczeń","piątek",15,7689.385373
"472","styczeń","piątek",16,7638.069788
"473","styczeń","piątek",17,7794.793847
"474","styczeń","piątek",18,8054.332161
"475","styczeń","piątek",19,8490.450258
"476","styczeń","piątek",20,8738.81338
"477","styczeń","piątek",21,8722.987805
"478","styczeń","piątek",22,8611.716817
"479","styczeń","piątek",23,8575.429474
"480","styczeń","sobota",0,7987.37837
"481","styczeń","sobota",1,7166.219873
"482","styczeń","sobota",2,6510.481769
"483","styczeń","sobota",3,6345.637833
"484","styczeń","sobota",4,5961.75551
"485","styczeń","sobota",5,5621.935885
"486","styczeń","sobota",6,5378.612274
"487","styczeń","sobota",7,5344.6563
"488","styczeń","sobota",8,5534.113193
"489","styczeń","sobota",9,6373.079755
"490","styczeń","sobota",10,6862.442662
"491","styczeń","sobota",11,6758.642319
"492","styczeń","sobota",12,6685.785325
"493","styczeń","sobota",13,5909.744765
"494","styczeń","sobota",14,5871.052575
"495","styczeń","sobota",15,6035.147979
"496","styczeń","sobota",16,6743.640847
"497","styczeń","sobota",17,7603.772443
"498","styczeń","sobota",18,8578.670989
"499","styczeń","sobota",19,9307.436726
"500","styczeń","sobota",20,9989.491288
"501","styczeń","sobota",21,10424.625337
"502","styczeń","sobota",22,11366.994388
"503","styczeń","sobota",23,11381.160716
"504","styczeń","niedziela",0,11082.073895
"505","styczeń","niedziela",1,10106.704423
"506","styczeń","niedziela",2,8969.09071
"507","styczeń","niedziela",3,7902.545176
"508","styczeń","niedziela",4,6775.898347
"509","styczeń","niedziela",5,6056.298832
"510","styczeń","niedziela",6,5456.166261
"511","styczeń","niedziela",7,5171.176313
"512","styczeń","niedziela",8,5279.845609
"513","styczeń","niedziela",9,5813.99374
"514","styczeń","niedziela",10,6291.887397
"515","styczeń","niedziela",11,6442.323412
"516","styczeń","niedziela",12,5392.722395
"517","styczeń","niedziela",13,5739.354056
"518","styczeń","niedziela",14,5501.667411
"519","styczeń","niedziela",15,5424.589194
"520","styczeń","niedziela",16,5922.633881
"521","styczeń","niedziela",17,7338.551038
"522","styczeń","niedziela",18,7763.89457
"523","styczeń","niedziela",19,9166.662322
"524","styczeń","niedziela",20,9481.890701
"525","styczeń","niedziela",21,9914.119419
"526","styczeń","niedziela",22,10089.569065
"527","styczeń","niedziela",23,10565.680699
"528","styczeń","poniedziałek",0,10103.223426
"529","styczeń","poniedziałek",1,9786.494804
"530","styczeń","poniedziałek",2,9403.032035
"531","styczeń","poniedziałek",3,9003.099747
"532","styczeń","poniedziałek",4,8415.800429
"533","styczeń","poniedziałek",5,8244.719804
"534","styczeń","poniedziałek",6,8453.982433
"535","styczeń","poniedziałek",7,9081.007622
"536","styczeń","poniedziałek",8,10023.101774
"537","styczeń","poniedziałek",9,10999.125358
"538","styczeń","poniedziałek",10,11025.212727
"539","styczeń","poniedziałek",11,9920.780303
"540","styczeń","poniedziałek",12,8983.430828
"541","styczeń","poniedziałek",13,8652.561725
"542","styczeń","poniedziałek",14,8262.611168
"543","styczeń","poniedziałek",15,8159.83782
"544","styczeń","poniedziałek",16,8761.041662
"545","styczeń","poniedziałek",17,10083.973268
"546","styczeń","poniedziałek",18,11862.086006
"547","styczeń","poniedziałek",19,12510.513798
"548","styczeń","poniedziałek",20,13116.996305
"549","styczeń","poniedziałek",21,12825.360344
"550","styczeń","poniedziałek",22,13066.355029
"551","styczeń","poniedziałek",23,12851.814105
"552","styczeń","wtorek",0,12374.872471
"553","styczeń","wtorek",1,11914.169812
"554","styczeń","wtorek",2,11217.666912
"555","styczeń","wtorek",3,10302.26295
"556","styczeń","wtorek",4,9531.509724
"557","styczeń","wtorek",5,9049.604518
"558","styczeń","wtorek",6,8835.968385
"559","styczeń","wtorek",7,8678.103185
"560","styczeń","wtorek",8,8957.425702
"561","styczeń","wtorek",9,9220.458095
"562","styczeń","wtorek",10,8981.787478
"563","styczeń","wtorek",11,8546.697699
"564","styczeń","wtorek",12,8002.267371
"565","styczeń","wtorek",13,7688.214871
"566","styczeń","wtorek",14,7519.502053
"567","styczeń","wtorek",15,7366.558072
"568","styczeń","wtorek",16,7463.618016
"569","styczeń","wtorek",17,7789.086345
"570","styczeń","wtorek",18,8109.118388
"571","styczeń","wtorek",19,8451.127246
"572","styczeń","wtorek",20,8705.16252
"573","styczeń","wtorek",21,9023.930296
"574","styczeń","wtorek",22,9025.914727
"575","styczeń","wtorek",23,9088.730981
"576","styczeń","środa",0,9041.753587
"577","styczeń","środa",1,8799.118869
"578","styczeń","środa",2,8423.439883
"579","styczeń","środa",3,7887.936582
"580","styczeń","środa",4,7595.799931
"581","styczeń","środa",5,7407.320453
"582","styczeń","środa",6,7254.987024
"583","styczeń","środa",7,7639.954015
"584","styczeń","środa",8,7951.880572
"585","styczeń","środa",9,8532.029267
"586","styczeń","środa",10,8616.327767
"587","styczeń","środa",11,8454.698223
"588","styczeń","środa",12,7839.893295
"589","styczeń","środa",13,7787.41683
"590","styczeń","środa",14,7550.826802
"591","styczeń","środa",15,7640.66121
"592","styczeń","środa",16,7990.2824
"593","styczeń","środa",17,8867.305755
"594","styczeń","środa",18,9604.032977
"595","styczeń","środa",19,10239.191818
"596","styczeń","środa",20,10719.839539
"597","styczeń","środa",21,10994.836233
"598","styczeń","środa",22,10561.20305
"599","styczeń","środa",23,10570.626197
"600","styczeń","czwartek",0,10421.357615
"601","styczeń","czwartek",1,9745.234523
"602","styczeń","czwartek",2,8747.5402
"603","styczeń","czwartek",3,7879.900441
"604","styczeń","czwartek",4,6795.773615
"605","styczeń","czwartek",5,6370.026122
"606","styczeń","czwartek",6,6263.675612
"607","styczeń","czwartek",7,6611.87891
"608","styczeń","czwartek",8,7330.527141
"609","styczeń","czwartek",9,8271.257162
"610","styczeń","czwartek",10,8483.873426
"611","styczeń","czwartek",11,7645.751791
"612","styczeń","czwartek",12,6969.520242
"613","styczeń","czwartek",13,5926.002263
"614","styczeń","czwartek",14,5862.659077
"615","styczeń","czwartek",15,5733.884403
"616","styczeń","czwartek",16,6642.217693
"617","styczeń","czwartek",17,8799.355584
"618","styczeń","czwartek",18,11046.916045
"619","styczeń","czwartek",19,12290.841991
"620","styczeń","czwartek",20,13970.855468
"621","styczeń","czwartek",21,15463.28739
"622","styczeń","czwartek",22,15953.880374
"623","styczeń","czwartek",23,15773.389083
"624","styczeń","piątek",0,16097.055886
"625","styczeń","piątek",1,15704.777406
"626","styczeń","piątek",2,14321.571324
"627","styczeń","piątek",3,13632.159613
"628","styczeń","piątek",4,12800.677184
"629","styczeń","piątek",5,12090.49787
"630","styczeń","piątek",6,11912.063959
"631","styczeń","piątek",7,12384.830345
"632","styczeń","piątek",8,13303.419262
"633","styczeń","piątek",9,15392.277527
"634","styczeń","piątek",10,16204.936586
"635","styczeń","piątek",11,14745.778511
"636","styczeń","piątek",12,12454.661081
"637","styczeń","piątek",13,11025.40904
"638","styczeń","piątek",14,10521.165671
"639","styczeń","piątek",15,10642.952816
"640","styczeń","piątek",16,11574.206565
"641","styczeń","piątek",17,14000.761209
"642","styczeń","piątek",18,16829.711184
"643","styczeń","piątek",19,19067.248713
"644","styczeń","piątek",20,19634.100617
"645","styczeń","piątek",21,20721.754053
"646","styczeń","piątek",22,20955.922586
"647","styczeń","piątek",23,21161.9099
"648","styczeń","sobota",0,21260.916887
"649","styczeń","sobota",1,20587.942498
"650","styczeń","sobota",2,20111.664669
"651","styczeń","sobota",3,19270.151543
"652","styczeń","sobota",4,18331.903408
"653","styczeń","sobota",5,17349.502427
"654","styczeń","sobota",6,16899.354625
"655","styczeń","sobota",7,17173.290539
"656","styczeń","sobota",8,17701.196958
"657","styczeń","sobota",9,18969.115235
"658","styczeń","sobota",10,18278.429843
"659","styczeń","sobota",11,15808.880666
"660","styczeń","sobota",12,14101.98549
"661","styczeń","sobota",13,13403.097983
"662","styczeń","sobota",14,12712.539453
"663","styczeń","sobota",15,12093.467604
"664","styczeń","sobota",16,12963.58775
"665","styczeń","sobota",17,14617.594083
"666","styczeń","sobota",18,15720.858004
"667","styczeń","sobota",19,16374.679127
"668","styczeń","sobota",20,15801.484121
"669","styczeń","sobota",21,15425.054533
"670","styczeń","sobota",22,15778.935286
"671","styczeń","sobota",23,15850.718698
"672","styczeń","niedziela",0,15127.469174
"673","styczeń","niedziela",1,14417.804979
"674","styczeń","niedziela",2,13720.985837
"675","styczeń","niedziela",3,13081.831388
