Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wskaźnik;Czas uśredniania;Średnia;Min;Maks;Liczba pomiarów;Kompletność ;Liczba Lato/Zima
2000;dolnośląskie;PL0204;strefa dolnośląska;DsCzerStraza;NOx;1g;6,85;0,00;47,00;8392;95,5;1,1
2000;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;NOx;1g;16,11;0,00;135,00;8459;96,3;1,0
2000;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;NOx;1g;295,67;9,00;977,00;7477;85,1;0,8
2000;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;NOx;1g;67,52;4,00;710,00;6446;73,4;0,9
2000;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;NOx;1g;49,51;2,00;610,00;3839;43,7;4,2
2000;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;NOx;1g;9,27;0,00;52,00;7923;90,2;0,9
2000;pomorskie;PL2201;Aglomeracja Trójmiejska;Pm.a09a;NOx;1g;19,90;3,00;172,00;8426;95,9;0,9
2000;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaKacze02;NOx;1g;21,07;0,00;283,00;8238;93,8;1,1
2000;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;NOx;1g;27,26;1,00;609,00;8640;98,4;1,0
2000;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPoWie01;NOx;1g;36,56;2,00;462,00;8716;99,2;1,0
2000;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;NOx;1g;25,20;2,00;359,00;8569;97,6;1,0
2000;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;NOx;1g;17,78;2,00;232,00;8564;97,5;1,0
2000;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;NOx;1g;17,81;2,00;278,00;8631;98,3;1,0
2000;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;NOx;1g;25,61;10,00;237,00;8472;96,4;1,0
2000;śląskie;PL2401;Aglomeracja Górnośląska;SlBytomByto_modrz;NOx;1g;35,13;3,00;348,00;8191;93,2;1,0
2000;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;NOx;1g;47,29;11,00;488,00;6449;73,4;2,0
2000;śląskie;PL2401;Aglomeracja Górnośląska;SlSosnoSosn_narut;NOx;1g;80,41;9,00;924,00;8607;98,0;1,0
2000;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;NOx;1g;18,66;8,00;161,00;4916;56,0;3,5
2001;dolnośląskie;PL0204;strefa dolnośląska;DsCzerStraza;NOx;1g;7,06;0,00;77,00;8374;95,6;1,1
2001;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;NOx;1g;21,24;0,00;167,00;8033;91,7;1,1
2001;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;NOx;1g;252,98;10,00;1259,00;7892;90,1;1,1
2001;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;NOx;1g;64,07;3,00;895,00;7590;86,6;0,8
2001;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;NOx;1g;57,76;5,00;742,00;2369;27,0;0,6
2001;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;NOx;1g;41,11;1,00;385,00;8177;93,3;1,1
2001;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;NOx;1g;9,35;0,00;73,00;7415;84,6;0,7
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;Pm.a09a;NOx;1g;26,09;7,00;416,00;8579;97,9;1,0
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaKacze02;NOx;1g;16,64;1,00;205,00;8175;93,3;1,2
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;NOx;1g;28,62;3,00;504,00;7938;90,6;0,9
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;NOx;1g;22,85;1,00;428,00;8441;96,4;1,0
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPoWie01;NOx;1g;34,36;2,00;440,00;7215;82,4;0,7
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;NOx;1g;24,96;1,00;358,00;8320;95,0;1,0
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;NOx;1g;17,54;2,00;289,00;8549;97,6;1,0
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;NOx;1g;18,79;3,00;184,00;8414;96,1;1,0
2001;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;NOx;1g;29,46;4,00;260,00;7382;84,3;0,8
2001;śląskie;PL2401;Aglomeracja Górnośląska;SlBytomByto_modrz;NOx;1g;31,30;9,00;480,00;6696;76,4;1,9
2001;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;NOx;1g;47,81;9,00;605,00;8699;99,3;1,0
2001;śląskie;PL2401;Aglomeracja Górnośląska;SlSosnoSosn_narut;NOx;1g;68,79;9,00;905,00;8538;97,5;1,0
2002;dolnośląskie;PL0204;strefa dolnośląska;DsCzerStraza;NOx;1g;5,62;0,00;46,00;6748;77,0;1,7
2002;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;NOx;1g;22,72;0,00;191,00;6799;77,6;0,6
2002;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;NOx;1g;247,80;8,00;1484,00;8321;95,0;1,0
2002;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;NOx;1g;62,46;2,00;873,00;8022;91,6;1,1
2002;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;NOx;1g;76,06;3,00;879,00;5812;66,3;0,9
2002;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;NOx;1g;38,00;1,00;493,00;8184;93,4;1,0
2002;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;NOx;1g;9,41;0,00;65,00;7872;89,9;1,0
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;Pm.a09a;NOx;1g;24,23;5,00;217,00;8667;98,9;1,0
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaKacze02;NOx;1g;19,08;3,00;514,00;7903;90,2;1,2
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;NOx;1g;20,13;3,00;455,00;8235;94,0;1,0
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;NOx;1g;19,24;2,00;211,00;6862;78,3;1,3
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPoWie01;NOx;1g;39,56;0,00;547,00;8504;97,1;1,0
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;NOx;1g;24,09;2,00;406,00;8474;96,7;1,0
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;NOx;1g;14,58;2,00;289,00;8508;97,1;1,0
2002;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;NOx;1g;18,83;3,00;350,00;8546;97,6;1,0
2002;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;NOx;1g;18,93;3,00;218,00;7963;90,9;1,0
2002;śląskie;PL2401;Aglomeracja Górnośląska;SlBytomByto_modrz;NOx;1g;46,35;14,00;508,00;7752;88,5;1,3
2002;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;NOx;1g;46,77;10,00;500,00;8742;99,8;1,0
2002;śląskie;PL2401;Aglomeracja Górnośląska;SlSosnoSosn_narut;NOx;1g;80,68;11,00;986,00;7617;87,0;0,8
2002;śląskie;PL2405;strefa śląska;SlUstroCies_sanat;NOx;1g;18,74;3,00;263,00;8578;97,9;1,0
2002;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;NOx;1g;12,26;0,00;160,00;5386;61,5;0,9
2003;dolnośląskie;PL0204;strefa dolnośląska;DsBogChop;NOx;1g;23,10;0,00;184,00;8457;96,5;1,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsCzar07;NOx;1g;8,64;0,00;60,00;8428;96,2;1,1
2003;dolnośląskie;PL0204;strefa dolnośląska;DsCzerStraza;NOx;1g;8,77;0,00;73,00;3460;39,5;0,9
2003;dolnośląskie;PL0204;strefa dolnośląska;DsGlogSikor;NOx;1g;25,35;0,05;205,00;2158;24,6;0,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsJasnaSport;NOx;1g;16,32;1,00;63,00;8688;99,2;1,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;NOx;1g;19,55;0,00;226,00;7833;89,4;0,8
2003;dolnośląskie;PL0204;strefa dolnośląska;DsKromolin;NOx;1g;3,49;0,20;46,90;2205;25,2;0,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsRadomierz;NOx;1g;20,51;0,00;295,00;8307;94,8;1,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSnie04;NOx;1g;10,04;0,00;102,00;6607;75,4;0,8
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSobczyce;NOx;1g;13,33;0,05;83,20;2178;24,9;0,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSoko08;NOx;1g;5,26;0,00;54,00;8448;96,4;1,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSpal06;NOx;1g;6,76;0,00;42,00;4034;46,1;0,9
2003;dolnośląskie;PL0204;strefa dolnośląska;DsWitk09;NOx;1g;12,13;1,00;116,00;8545;97,5;1,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsWitka;NOx;1g;16,58;2,00;93,00;8645;98,7;1,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsWlen03;NOx;1g;6,77;0,00;30,00;2297;26,2;7,1
2003;dolnośląskie;PL0204;strefa dolnośląska;DsWyszkow;NOx;1g;17,21;0,00;105,00;8549;97,6;1,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsZgorzOrz;NOx;1g;18,06;2,00;150,00;8702;99,3;1,0
2003;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruDziewu;NOx;1g;19,51;0,00;375,00;7533;86,0;1,1
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;NOx;1g;16,32;2,00;206,60;7402;84,5;1,0
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWloclWSHE;NOx;1g;55,80;3,80;480,10;4981;56,9;1,1
2003;lubelskie;PL0601;Aglomeracja Lubelska;LbLubSliwins;NOx;1g;30,51;0,30;350,40;4500;51,4;2,3
2003;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzCzerni;NOx;1g;22,42;0,00;153,00;1452;16,6;0,0
2003;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWIOSARubinst;NOx;1g;48,11;3,00;276,00;1192;13,6;0,0
2003;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzZachod;NOx;1g;60,90;6,00;605,00;2474;28,2;0,4
2003;łódzkie;PL1001;Aglomeracja Łódzka;LdPabiKonsta;NOx;1g;33,70;3,00;236,00;1463;16,7;0,0
2003;łódzkie;PL1001;Aglomeracja Łódzka;LdZgieMielcz;NOx;1g;30,43;0,00;361,00;2540;29,0;0,3
2003;łódzkie;PL1002;strefa łódzka;LdGajewUjWod;NOx;1g;13,47;1,00;71,00;1418;16,2;0,0
2003;łódzkie;PL1002;strefa łódzka;LdParzniUjWo;NOx;1g;19,75;0,00;123,00;1515;17,3;0,0
2003;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;NOx;1g;246,67;8,00;1742,00;7881;90,0;0,9
2003;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;NOx;1g;66,43;2,00;923,00;8092;92,4;1,0
2003;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;NOx;1g;76,96;3,00;945,00;6417;73,3;0,9
2003;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPorajow;NOx;1g;33,92;1,00;535,00;3756;42,9;0,7
2003;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPuszSol;NOx;1g;31,02;0,10;651,80;6311;72,0;1,6
2003;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;NOx;1g;31,16;0,00;418,00;7022;80,2;1,4
2003;mazowieckie;PL1402;miasto Płock;MzPlockPKN1;NOx;1g;17,66;7,50;136,90;8403;95,9;1,0
2003;mazowieckie;PL1402;miasto Płock;MzPlockPKN2;NOx;1g;12,51;0,50;65,10;7352;83,9;1,0
2003;mazowieckie;PL1402;miasto Płock;MzPlockPKN3;NOx;1g;20,43;2,50;176,50;7640;87,2;1,1
2003;mazowieckie;PL1402;miasto Płock;MzPlocKroJad;NOx;1g;16,79;0,50;279,40;7263;82,9;0,9
2003;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;NOx;1g;11,44;1,00;59,00;8535;97,4;1,0
2003;pomorskie;PL2201;Aglomeracja Trójmiejska;Pm.a09a;NOx;1g;24,61;8,00;203,00;8700;99,3;1,0
2003;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaKacze02;NOx;1g;24,14;3,00;493,00;8131;92,8;0,9
2003;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;NOx;1g;35,71;4,00;841,00;8362;95,5;1,1
2003;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;NOx;1g;18,43;2,00;216,00;8223;93,9;1,1
2003;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPoWie01;NOx;1g;39,61;4,00;736,00;8614;98,3;1,0
2003;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;NOx;1g;26,53;4,00;376,00;8416;96,1;1,0
2003;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;NOx;1g;17,74;3,00;252,00;8624;98,4;1,0
2003;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;NOx;1g;19,92;4,00;337,00;8625;98,5;1,0
2003;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;NOx;1g;21,73;5,00;215,00;8526;97,3;1,0
2003;śląskie;PL2401;Aglomeracja Górnośląska;SlBytomByto_modrz;NOx;1g;42,42;10,00;368,00;8418;96,1;1,1
2003;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;NOx;1g;51,31;6,00;472,00;8405;95,9;1,0
2003;śląskie;PL2401;Aglomeracja Górnośląska;SlSosnoSosn_narut;NOx;1g;97,34;15,00;664,00;4827;55,1;0,2
2003;świętokrzyskie;PL2602;strefa świętokrzyska;SkSwietKrzyz;NOx;1g;12,87;5,00;144,00;8695;99,3;1,0
2003;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;NOx;1g;17,92;0,00;316,00;8490;96,9;1,1
2003;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczecinLukasza;NOx;1g;35,55;0,00;516,00;7897;90,1;1,1
2003;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;NOx;1g;12,56;0,00;83,00;8087;92,3;0,9
2004;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocGrun;NOx;1g;31,20;6,90;116,10;5192;59,1;1,5
2004;dolnośląskie;PL0202;miasto Legnica;DsLegSmok;NOx;1g;23,72;0,30;296,80;8640;98,4;1,0
2004;dolnośląskie;PL0202;miasto Legnica;DsLegZlotor;NOx;1g;20,71;0,70;252,40;8578;97,7;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsBialka;NOx;1g;22,43;1,40;248,90;8599;97,9;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsBogChop;NOx;1g;18,58;0,00;136,00;7910;90,1;0,9
2004;dolnośląskie;PL0204;strefa dolnośląska;DsCzar07;NOx;1g;12,71;0,00;46,00;8078;92,0;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsCzerStraza;NOx;1g;7,56;0,00;58,00;7523;85,6;0,8
2004;dolnośląskie;PL0204;strefa dolnośląska;DsDzialoszyn;NOx;1g;17,48;0,00;148,00;4924;56,1;0,6
2004;dolnośląskie;PL0204;strefa dolnośląska;DsGlogSikor;NOx;1g;18,03;0,10;205,00;8748;99,6;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsJasnaSport;NOx;1g;13,89;1,00;87,00;8411;95,8;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;NOx;1g;18,79;0,00;157,00;7286;82,9;0,8
2004;dolnośląskie;PL0204;strefa dolnośląska;DsKromolin;NOx;1g;7,05;0,00;96,30;8735;99,4;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsRadomierz;NOx;1g;15,44;3,00;135,00;8404;95,7;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsSnie04;NOx;1g;15,74;2,00;190,00;7570;86,2;0,9
2004;dolnośląskie;PL0204;strefa dolnośląska;DsSobczyce;NOx;1g;11,41;0,05;112,80;8279;94,3;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsWitka;NOx;1g;18,01;1,00;102,00;8386;95,5;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsWlen03;NOx;1g;6,36;0,00;71,00;6740;76,7;1,4
2004;dolnośląskie;PL0204;strefa dolnośląska;DsWyszkow;NOx;1g;11,73;1,00;57,00;8218;93,6;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsZgorzOrz;NOx;1g;18,70;1,00;138,00;8336;94,9;1,0
2004;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruDziewu;NOx;1g;13,34;0,00;340,00;7088;80,7;1,1
2004;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunLotnisko;NOx;1g;9,83;0,00;165,03;6574;74,8;2,0
2004;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;NOx;1g;15,19;0,00;205,50;2144;24,4;0,6
2004;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWloclWSHE;NOx;1g;40,03;0,10;482,30;6911;78,7;1,5
2004;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;NOx;1g;6,58;0,10;68,30;4684;53,3;1,5
2004;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzCzerni;NOx;1g;20,37;0,00;284,00;8488;96,6;1,0
2004;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWIOSARubinst;NOx;1g;32,05;0,00;393,00;8682;98,8;1,0
2004;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzZachod;NOx;1g;53,28;1,00;631,00;8616;98,1;1,0
2004;łódzkie;PL1001;Aglomeracja Łódzka;LdPabiKonsta;NOx;1g;30,96;1,00;402,00;8423;95,9;1,0
2004;łódzkie;PL1001;Aglomeracja Łódzka;LdZgieMielcz;NOx;1g;24,58;0,00;225,00;8655;98,5;1,0
2004;łódzkie;PL1002;strefa łódzka;LdGajewUjWod;NOx;1g;12,17;1,00;123,00;8263;94,1;1,0
2004;łódzkie;PL1002;strefa łódzka;LdParzniUjWo;NOx;1g;14,38;0,00;165,00;8173;93,0;0,9
2004;łódzkie;PL1002;strefa łódzka;LdPiotrkWIOSABelzack;NOx;1g;20,60;0,00;436,00;8046;91,6;0,9
2004;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;NOx;1g;219,40;11,00;1496,00;5312;60,5;1,2
2004;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;NOx;1g;55,55;3,00;756,00;6308;71,8;0,8
2004;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;NOx;1g;59,24;4,00;869,00;4167;47,4;1,1
2004;małopolskie;PL1202;miasto Tarnów;MpTarnowWIOSSoli6303;NOx;1g;46,17;3,00;542,00;5946;67,7;0,9
2004;małopolskie;PL1203;strefa małopolska;MpNSaczWIOSPija6204;NOx;1g;33,99;3,00;444,00;5317;60,5;1,0
2004;małopolskie;PL1203;strefa małopolska;MpSzymbaGorl;NOx;1g;18,48;2,00;89,00;1454;16,6;0,0
2004;małopolskie;PL1203;strefa małopolska;MpTrzebiWIOSPils0303;NOx;1g;27,88;3,00;379,00;4887;55,6;1,3
2004;małopolskie;PL1203;strefa małopolska;MpZakopaSien;NOx;1g;35,73;3,00;727,00;5070;57,7;0,5
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;NOx;1g;192,00;0,00;962,00;8687;98,9;1,0
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;NOx;1g;41,58;1,00;922,00;8492;96,7;1,0
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPorajow;NOx;1g;33,27;0,40;617,00;5951;67,7;1,9
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarPuszSol;NOx;1g;30,15;1,00;826,50;6432;73,2;1,0
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;NOx;1g;32,78;0,00;386,00;6531;74,4;2,0
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarTolstoj;NOx;1g;31,52;1,70;1017,50;6949;79,1;0,7
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;NOx;1g;30,68;1,00;672,00;8174;93,1;1,1
2004;mazowieckie;PL1402;miasto Płock;MzPlockPKN1;NOx;1g;13,08;5,50;72,50;7489;85,3;0,8
2004;mazowieckie;PL1402;miasto Płock;MzPlockPKN2;NOx;1g;7,30;1,00;68,70;6648;75,7;1,1
2004;mazowieckie;PL1402;miasto Płock;MzPlockPKN3;NOx;1g;18,13;4,50;147,80;7340;83,6;0,8
2004;mazowieckie;PL1402;miasto Płock;MzPlocKroJad;NOx;1g;13,17;1,50;168,00;6678;76,0;0,8
2004;mazowieckie;PL1402;miasto Płock;MzPlocMiReja;NOx;1g;25,59;2,00;634,00;7962;90,6;1,2
2004;mazowieckie;PL1403;miasto Radom;MzRadomPulask;NOx;1g;33,62;3,80;587,30;8504;96,8;1,1
2004;mazowieckie;PL1403;miasto Radom;MzRadTochter;NOx;1g;28,88;1,00;817,00;8253;94,0;1,1
2004;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;NOx;1g;9,99;0,00;70,00;8560;97,4;1,0
2004;mazowieckie;PL1404;strefa mazowiecka;MzGranicaKPN;NOx;1g;9,52;0,00;85,00;8603;97,9;1,0
2004;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;NOx;1g;22,08;0,00;341,00;8411;95,8;1,0
2004;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;NOx;1g;27,77;1,00;835,00;8385;95,5;1,1
2004;mazowieckie;PL1404;strefa mazowiecka;MzTluszczJKiel;NOx;1g;13,53;0,00;189,00;8371;95,3;1,0
2004;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;NOx;1g;19,08;0,00;400,00;8161;92,9;1,1
2004;podlaskie;PL2001;Aglomeracja Białostocka;PdBialPulPie;NOx;1g;14,29;0,00;146,00;2847;32,4;0,3
2004;podlaskie;PL2001;Aglomeracja Białostocka;PdBialWaszyn;NOx;1g;14,02;2,00;158,00;2921;33,3;0,3
2004;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;NOx;1g;3,84;0,00;37,00;2922;33,3;0,3
2004;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;NOx;1g;27,09;4,00;660,00;8479;96,5;1,1
2004;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;NOx;1g;19,78;3,00;188,00;8296;94,4;1,1
2004;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;NOx;1g;16,35;3,00;197,00;8525;97,1;1,0
2004;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;NOx;1g;17,69;3,00;214,00;8629;98,2;1,0
2004;śląskie;PL2405;strefa śląska;SlUstroCies_sanat;NOx;1g;17,27;6,00;121,00;6107;69,5;0,6
2004;świętokrzyskie;PL2602;strefa świętokrzyska;SkSwietKrzyz;NOx;1g;17,64;0,00;79,00;8375;95,3;1,1
2004;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczecinLukasza;NOx;1g;32,85;0,00;440,00;8520;97,0;1,0
2004;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;NOx;1g;9,07;0,00;120,00;8432;96,0;1,0
2005;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocAlWisn;NOx;1g;198,99;2,00;1153,00;7801;89,1;0,9
2005;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocBartni;NOx;1g;17,73;0,00;241,00;7192;82,1;1,0
2005;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocWybCon;NOx;1g;39,43;0,00;483,00;7751;88,5;1,2
2005;dolnośląskie;PL0202;miasto Legnica;DsLegAlRzecz;NOx;1g;34,53;0,00;575,00;6666;76,1;0,9
2005;dolnośląskie;PL0202;miasto Legnica;DsLegSmok;NOx;1g;27,10;0,50;273,50;8664;98,9;1,0
2005;dolnośląskie;PL0202;miasto Legnica;DsLegZlotor;NOx;1g;21,41;0,50;265,60;8356;95,4;1,0
2005;dolnośląskie;PL0203;miasto Wałbrzych;DsWalbrzWyso;NOx;1g;21,71;0,00;508,00;8181;93,4;1,1
2005;dolnośląskie;PL0204;strefa dolnośląska;DsBialka;NOx;1g;23,24;0,60;274,00;8233;94,0;1,1
2005;dolnośląskie;PL0204;strefa dolnośląska;DsBogChop;NOx;1g;15,11;1,00;92,00;7519;85,8;0,8
2005;dolnośląskie;PL0204;strefa dolnośląska;DsCzar07;NOx;1g;4,43;0,00;55,00;8280;94,5;1,1
2005;dolnośląskie;PL0204;strefa dolnośląska;DsCzerStraza;NOx;1g;8,99;0,00;54,00;6789;77,5;0,6
2005;dolnośląskie;PL0204;strefa dolnośląska;DsDzialoszyn;NOx;1g;12,90;0,00;151,00;6510;74,3;0,8
2005;dolnośląskie;PL0204;strefa dolnośląska;DsDziePilsud;NOx;1g;18,72;0,00;446,00;6245;71,3;1,9
2005;dolnośląskie;PL0204;strefa dolnośląska;DsGlogSikor;NOx;1g;20,70;0,10;204,90;8664;98,9;1,0
2005;dolnośląskie;PL0204;strefa dolnośląska;DsJasnaSport;NOx;1g;16,40;2,00;72,00;8486;96,9;1,1
2005;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;NOx;1g;17,88;0,00;162,00;6947;79,3;1,0
2005;dolnośląskie;PL0204;strefa dolnośląska;DsJgCiepA;NOx;1g;24,59;1,00;280,00;8141;92,9;1,0
2005;dolnośląskie;PL0204;strefa dolnośląska;DsKromolin;NOx;1g;10,14;0,10;96,60;8581;98,0;1,0
2005;dolnośląskie;PL0204;strefa dolnośląska;DsNRudaSrebA;NOx;1g;29,37;0,00;353,00;8286;94,6;1,0
2005;dolnośląskie;PL0204;strefa dolnośląska;DsRadomierz;NOx;1g;16,06;2,00;237,00;7316;83,5;0,8
2005;dolnośląskie;PL0204;strefa dolnośląska;DsSnie04;NOx;1g;10,33;1,00;76,00;6418;73,3;0,5
2005;dolnośląskie;PL0204;strefa dolnośląska;DsSobczyce;NOx;1g;10,65;0,10;132,80;8367;95,5;1,0
2005;dolnośląskie;PL0204;strefa dolnośląska;DsWitka;NOx;1g;14,63;0,00;138,00;7127;81,4;0,9
2005;dolnośląskie;PL0204;strefa dolnośląska;DsWlen03;NOx;1g;9,77;0,00;88,00;5748;65,6;0,5
2005;dolnośląskie;PL0204;strefa dolnośląska;DsWyszkow;NOx;1g;11,77;0,00;57,00;3079;35,1;0,0
