Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wskaźnik;Czas uśredniania;Średnia;Śr. zimowa;Min;Maks;L>350 (S1);25 maks. (S1);Perc. 99.7 (S1);L>125 (S24);4 maks. (S24);Perc. 99.2 (S24);Liczba pomiarów;Kompletność ;Liczba Lato/Zima
2000;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocUkr;SO2;24g;8,2;11,2;0,0;38,0;;;;0;32,0;32,0;344;94,0;0,99
2000;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocWie;SO2;24g;4,3;1,8;0,2;22,8;;;;0;18,1;18,1;317;86,6;1,17
2000;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclMalinowa;SO2;24g;7,1;11,5;1,0;39,0;;;;0;29,0;35,0;194;53,0;0,98
2000;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclSiels;SO2;24g;6,3;9,3;1,0;31,0;;;;0;22,0;28,0;195;53,3;0,97
2000;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWlocZytnia;SO2;24g;7,1;12,0;1,0;46,0;;;;0;22,0;24,0;195;53,3;0,97
2000;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKruszynLotnisko;SO2;24g;3,7;10,3;0,0;14,0;;;;0;12,0;14,0;184;50,3;1,09
2000;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;SO2;24g;4,7;8,3;3,0;26,0;;;;0;19,0;19,0;341;93,2;0,96
2000;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWSSEMPrzybys;SO2;24g;11,8;19,2;2,0;28,0;;;;0;27,0;27,0;366;100,0;1,00
2000;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWSSEMWici3;SO2;24g;6,8;10,2;0,0;49,0;;;;0;49,0;49,0;313;85,5;1,32
2000;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWSSEMWodna40;SO2;24g;4,4;9,3;0,0;36,0;;;;0;23,0;23,0;354;96,7;1,02
2000;łódzkie;PL1002;strefa łódzka;LdOzorkoWSSEMWigury1;SO2;24g;5,6;8,1;0,0;29,0;;;;0;25,0;25,0;366;100,0;1,00
2000;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;SO2;24g;27,0;37,6;3,0;133,0;;;;1;89,0;89,0;320;87,4;0,89
2000;podkarpackie;PL1802;strefa podkarpacka;PkPrzemWIOSDolin;SO2;24g;3,5;3,5;1,6;18,8;;;;0;15,5;15,5;365;99,7;0,99
2001;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocUkr;SO2;24g;8,8;12,8;0,0;78,0;;;;0;53,0;53,0;338;92,6;1,01
2001;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocWie;SO2;24g;5,8;8,6;0,1;59,1;;;;0;36,0;37,0;273;74,8;0,88
2001;dolnośląskie;PL0204;strefa dolnośląska;DsCzerStraza;SO2;1g;8,0;9,6;1,0;145,0;0;57,0;57,0;0;24,2;24,2;8143;93,0;1,03
2001;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;SO2;1g;10,8;14,1;1,0;202,0;0;91,0;91,0;0;40,3;40,3;7921;90,4;1,00
2001;dolnośląskie;PL0204;strefa dolnośląska;DsSniezkaObs;SO2;24g;2,2;2,4;0,4;6,4;;;;0;5,8;5,8;365;100,0;1,01
2001;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclMalinowa;SO2;24g;7,3;12,2;0,0;30,0;;;;0;28,0;28,0;189;51,8;1,10
2001;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclSiels;SO2;24g;6,1;10,0;0,0;31,0;;;;0;22,0;24,0;196;53,7;1,00
2001;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWlocZytnia;SO2;24g;6,7;10,2;0,0;29,0;;;;0;21,0;22,0;196;53,7;1,00
2001;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKruszynLotnisko;SO2;24g;3,4;5,8;0,0;18,0;;;;0;14,0;15,0;175;47,9;1,27
2001;lubelskie;PL0601;Aglomeracja Lubelska;LbLublinObywat_13;SO2;24g;2,0;4,2;0,0;22,0;;;;0;12,0;17,0;157;43,0;0,94
2001;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;SO2;24g;7,3;8,4;3,0;22,0;;;;0;19,0;19,0;332;91,0;1,10
2001;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;SO2;24g;4,6;6,5;0,4;32,2;;;;0;18,6;18,6;347;95,1;0,93
2001;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWSSEMPrzybys;SO2;24g;12,2;20,0;0,0;164,0;;;;1;89,0;89,0;353;96,7;1,08
2001;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWSSEMWici3;SO2;24g;4,8;8,5;0,0;28,0;;;;0;24,0;24,0;358;98,1;1,05
2001;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWSSEMWodna40;SO2;24g;3,8;6,8;0,0;29,0;;;;0;18,0;18,0;360;98,6;1,01
2001;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;SO2;1g;22,7;30,4;1,0;164,0;0;123,0;121,0;0;79,8;79,8;8296;94,7;1,01
2001;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;SO2;24g;22,8;29,2;4,3;101,0;;;;0;79,8;79,8;362;99,2;1,01
2001;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;SO2;1g;14,9;23,4;1,0;157,0;0;97,0;98,0;0;57,6;57,6;7554;86,2;0,85
2001;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;SO2;1g;22,2;31,9;1,0;226,0;0;135,0;141,0;1;84,3;86,6;7300;83,3;0,85
2001;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;SO2;1g;13,4;20,9;0,0;211,0;0;115,0;114,0;0;54,6;54,6;8248;94,2;1,03
2001;podkarpackie;PL1802;strefa podkarpacka;PkPrzemWIOSDolin;SO2;24g;3,2;3,1;3,1;11,6;;;;0;7,7;7,7;361;98,9;1,02
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;Pm.a09a;SO2;1g;6,5;7,3;0,0;72,0;0;29,0;29,0;0;16,6;16,6;8574;97,9;0,99
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaKacze02;SO2;1g;14,0;23,2;2,0;177,0;0;113,0;112,0;0;50,5;50,5;8718;99,5;1,01
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;SO2;1g;7,2;6,9;0,0;100,0;0;38,0;38,0;0;24,7;24,7;8299;94,7;1,01
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;SO2;1g;6,2;10,4;0,0;105,0;0;36,0;36,0;0;23,3;23,3;8266;94,4;0,99
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPoWie01;SO2;1g;11,6;14,6;2,0;131,0;0;68,0;69,0;0;33,7;34,7;7255;82,8;0,67
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;SO2;1g;11,1;18,9;0,0;200,0;0;115,0;114,0;0;50,1;50,1;8172;93,3;1,05
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;SO2;1g;17,4;24,2;3,0;129,0;0;59,0;59,0;0;38,7;38,7;8509;97,1;0,99
2001;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;SO2;1g;9,1;9,4;5,0;186,0;0;53,0;53,0;0;27,8;27,8;7969;91,0;0,91
2001;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;SO2;24g;3,0;4,4;0,2;18,4;;;;0;14,2;14,2;365;100,0;1,01
2001;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;SO2;1g;6,5;10,0;0,0;44,0;0;28,0;27,0;0;19,8;19,8;8286;94,6;0,99
2001;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;SO2;1g;37,6;49,6;4,0;297,0;0;146,0;145,0;1;92,9;92,9;8610;98,3;1,02
2001;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmPuszczaBor;SO2;24g;1,3;2,6;0,0;9,5;;;;0;8,4;8,4;352;96,4;1,03
2002;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocUkr;SO2;24g;7,1;14,7;0,0;77,0;;;;0;57,0;57,0;336;92,1;1,05
2002;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocWie;SO2;24g;4,5;6,3;0,3;54,2;;;;0;34,2;36,0;282;77,3;1,19
2002;dolnośląskie;PL0202;miasto Legnica;DsLegJaworz;SO2;24g;4,1;7,8;1,5;37,0;;;;0;24,0;26,0;241;66,0;1,03
2002;dolnośląskie;PL0202;miasto Legnica;DsLegKsiez;SO2;24g;4,5;6,8;1,5;48,0;;;;0;30,0;33,0;240;65,8;1,03
2002;dolnośląskie;PL0202;miasto Legnica;DsLegRzecz;SO2;24g;4,8;8,3;1,5;60,0;;;;0;44,0;52,0;241;66,0;1,03
2002;dolnośląskie;PL0204;strefa dolnośląska;DsJgCiep;SO2;24g;8,1;15,1;1,0;123,0;;;;0;92,0;93,0;307;84,1;1,06
2002;dolnośląskie;PL0204;strefa dolnośląska;DsJgWoln;SO2;24g;8,4;16,5;0,0;126,0;;;;1;61,0;61,0;362;99,2;1,01
2002;dolnośląskie;PL0204;strefa dolnośląska;DsJgZabob;SO2;24g;2,7;6,7;1,0;54,0;;;;0;33,0;40,0;291;79,7;1,29
2002;dolnośląskie;PL0204;strefa dolnośląska;DsKowMaj;SO2;24g;10,0;21,7;0,0;79,0;;;;0;48,0;65,0;126;34,5;1,07
2002;dolnośląskie;PL0204;strefa dolnośląska;DsLesnaRyn;SO2;24g;5,8;16,5;1,0;74,0;;;;0;47,0;67,0;117;32,1;1,02
2002;dolnośląskie;PL0204;strefa dolnośląska;DsLubanRyn;SO2;24g;5,5;12,6;1,0;69,0;;;;0;47,0;50,0;271;74,2;1,04
2002;dolnośląskie;PL0204;strefa dolnośląska;DsLubanZaw;SO2;24g;3,6;7,7;1,0;58,0;;;;0;35,0;37,0;271;74,2;1,04
2002;dolnośląskie;PL0204;strefa dolnośląska;DsRudnaWit;SO2;24g;2,8;3,4;1,5;36,0;;;;0;18,0;21,0;242;66,3;1,03
2002;dolnośląskie;PL0204;strefa dolnośląska;DsSniezkaObs;SO2;24g;2,2;2,8;0,4;6,0;;;;0;5,4;5,4;365;100,0;1,01
2002;dolnośląskie;PL0204;strefa dolnośląska;DsZgorzWar;SO2;24g;9,7;13,1;5,0;32,0;;;;0;27,0;29,0;192;52,6;1,00
2002;dolnośląskie;PL0204;strefa dolnośląska;DsZlotKosc;SO2;24g;4,8;5,5;1,5;59,0;;;;0;38,0;38,0;241;66,0;1,03
2002;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgATRKalisk;SO2;24g;3,7;9,7;0,0;57,0;;;;0;34,0;36,0;237;64,9;1,03
2002;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgMorska;SO2;24g;4,0;5,7;0,0;39,0;;;;0;29,0;29,0;332;91,0;1,06
2002;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydgWPola;SO2;24g;1,1;1,1;0,0;15,0;;;;0;11,0;12,0;226;61,9;1,09
2002;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunGagarina;SO2;24g;8,2;14,3;0,0;82,0;;;;0;60,0;60,0;365;100,0;1,01
2002;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunKonstytucji;SO2;24g;8,2;13,1;0,0;98,0;;;;0;44,0;58,0;243;66,6;1,01
2002;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunKopernika;SO2;24g;9,4;15,2;0,0;91,0;;;;0;62,0;62,0;365;100,0;1,01
2002;kujawsko-pomorskie;PL0402;miasto Toruń;KpTorunPoznanska;SO2;24g;5,9;8,8;0,0;64,0;;;;0;38,0;43,0;195;53,4;0,99
2002;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclMalinowa;SO2;24g;7,3;9,8;1,0;51,0;;;;0;32,0;33,0;199;54,5;1,01
2002;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclSiels;SO2;24g;6,0;8,3;1,0;66,0;;;;0;32,0;33,0;198;54,2;1,02
2002;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWlocZytnia;SO2;24g;7,9;11,9;1,0;65,0;;;;0;43,0;46,0;193;52,9;0,99
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpBrodnZwirki;SO2;24g;8,5;21,0;0,0;86,0;;;;0;58,0;73,0;215;58,9;0,99
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpChelmnLunawska;SO2;24g;5,9;8,0;0,0;74,0;;;;0;47,0;47,0;364;99,7;1,01
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudzIkara;SO2;24g;4,4;6,6;1,0;45,0;;;;0;28,0;28,0;362;99,2;0,99
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudzKosynierow;SO2;24g;8,8;13,9;1,0;81,0;;;;0;59,0;59,0;365;100,0;1,01
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowrKleeberga;SO2;24g;0,9;1,1;0,0;2,0;;;;0;2,0;2,0;194;53,2;1,00
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowrSolankowa;SO2;24g;1,1;1,6;0,0;7,0;;;;0;5,0;5,0;356;97,5;1,05
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKruszynLotnisko;SO2;24g;4,4;6,4;1,0;52,0;;;;0;30,0;45,0;171;46,8;1,41
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpNakloSkargi;SO2;24g;6,7;13,6;2,0;36,0;;;;0;33,0;35,0;196;53,7;1,00
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpPiech;SO2;24g;3,0;2,5;1,4;5,0;;;;0;5,0;5,0;198;54,2;1,02
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpSwiecSadowa;SO2;24g;10,6;17,6;0,0;54,0;;;;0;46,0;46,0;194;53,2;1,00
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpTuchPiastowska;SO2;24g;5,6;7,2;1,0;15,0;;;;0;10,0;10,0;365;100,0;1,01
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWienSanatorium;SO2;24g;0,6;1,0;0,0;14,0;;;;0;10,0;10,0;342;93,7;0,93
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWolice;SO2;24g;3,0;2,4;1,5;5,0;;;;0;5,0;5,0;202;55,3;1,02
2002;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZninBrowarowa;SO2;24g;9,1;9,8;0,0;48,0;;;;0;34,0;38,0;190;52,1;1,04
2002;lubelskie;PL0601;Aglomeracja Lubelska;LbLublin_Chmielna;SO2;24g;4,3;5,8;0,0;51,0;;;;0;39,0;39,0;356;97,5;0,96
2002;lubelskie;PL0601;Aglomeracja Lubelska;LbLublinMaszynowa;SO2;24g;5,2;8,9;1,0;32,0;;;;0;15,0;32,0;53;14,5;0,96
2002;lubelskie;PL0601;Aglomeracja Lubelska;LbLublinNadrzecz;SO2;24g;5,9;11,1;1,0;22,0;;;;0;16,0;22,0;53;14,5;0,96
2002;lubelskie;PL0601;Aglomeracja Lubelska;LbLublinObywat_13;SO2;24g;1,6;3,1;0,0;20,0;;;;0;17,0;20,0;162;44,4;1,03
2002;lubelskie;PL0602;strefa lubelska;LbBialaPKopernika;SO2;24g;11,7;17,8;3,0;97,0;;;;0;67,0;67,0;365;100,0;1,01
2002;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;SO2;24g;5,0;8,8;3,0;35,0;;;;0;27,0;27,0;342;93,7;1,07
2002;lubelskie;PL0602;strefa lubelska;LbBilgorajWSSE;SO2;24g;11,8;20,4;1,0;65,0;;;;0;44,0;48,0;250;68,5;1,07
2002;lubelskie;PL0602;strefa lubelska;LbChelJagiel;SO2;24g;6,9;7,1;4,0;11,0;;;;0;11,0;11,0;365;100,0;1,01
2002;lubelskie;PL0602;strefa lubelska;LbChelmPolWSSE;SO2;24g;4,4;9,3;0,0;64,0;;;;0;49,0;49,0;364;99,7;1,01
2002;lubelskie;PL0602;strefa lubelska;LbChelmSzpWSSE;SO2;24g;4,8;8,8;0,0;47,0;;;;0;18,0;37,0;75;20,5;0,97
2002;lubelskie;PL0602;strefa lubelska;LbDorohWIOS;SO2;24g;6,8;6,9;4,0;12,0;;;;0;10,0;10,0;365;100,0;1,01
2002;lubelskie;PL0602;strefa lubelska;LbHrubieszowWSSE;SO2;24g;7,1;9,3;3,0;16,0;;;;0;13,0;14,0;73;20,0;1,03
2002;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;SO2;24g;5,0;7,5;0,2;43,8;;;;0;26,4;26,4;356;97,5;1,03
2002;lubelskie;PL0602;strefa lubelska;LbKra-awWSSE;SO2;24g;1,4;1,9;0,0;14,0;;;;0;6,0;11,0;150;41,1;1,27
2002;lubelskie;PL0602;strefa lubelska;LbKrasnikSpoldziel;SO2;24g;3,9;3,9;0,0;28,0;;;;0;8,0;28,0;53;14,5;0,96
2002;lubelskie;PL0602;strefa lubelska;LbNaleczowKasztan;SO2;24g;3,7;6,1;0,0;22,0;;;;0;13,0;22,0;51;14,0;1,04
2002;lubelskie;PL0602;strefa lubelska;LbPulawyLubelska;SO2;24g;3,5;6,2;0,0;26,0;;;;0;21,0;21,0;354;97,0;1,05
2002;lubelskie;PL0602;strefa lubelska;LbSwidnikWyszyns;SO2;24g;5,0;9,8;0,0;29,0;;;;0;12,0;29,0;52;14,2;1,00
2002;lubelskie;PL0602;strefa lubelska;LbTomaszowLubWSSE;SO2;24g;9,4;11,5;0,0;68,0;;;;0;39,0;53,0;251;68,8;1,07
2002;lubelskie;PL0602;strefa lubelska;LbWlodawWSSE;SO2;24g;1,7;2,6;0,0;13,0;;;;0;9,0;9,0;363;99,5;1,02
2002;lubelskie;PL0602;strefa lubelska;LbZamoHrubie;SO2;24g;1,7;2,2;1,0;10,6;;;;0;8,4;8,4;322;88,2;1,05
2002;lubelskie;PL0602;strefa lubelska;LbZamoscWSSE;SO2;24g;9,4;14,4;1,0;71,0;;;;0;44,0;44,0;354;97,0;1,07
2002;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWSSEMPrzybys;SO2;24g;5,2;16,8;0,0;153,0;;;;1;70,0;70,0;296;81,1;1,14
2002;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWSSEMWici3;SO2;24g;4,9;8,4;0,0;164,0;;;;1;36,0;36,0;331;90,7;1,01
2002;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWSSEMWodna40;SO2;24g;3,1;6,0;0,0;54,0;;;;0;32,0;32,0;363;99,5;1,01
2002;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;SO2;1g;22,6;32,4;1,0;289,0;0;165,0;165,0;2;93,8;93,8;8132;92,8;1,02
2002;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;SO2;24g;22,6;32,3;5,0;198,3;;;;2;93,8;93,8;350;95,9;1,02
2002;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;SO2;1g;14,7;22,0;1,0;298,0;0;162,0;163,0;2;83,9;83,9;7661;87,5;0,97
2002;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakowWIOSPrad6115;SO2;1g;19,5;33,6;1,0;299,0;0;179,0;180,0;3;117,9;125,8;7225;82,5;1,00
2002;małopolskie;PL1203;strefa małopolska;MpKrzeszWIOSKulc0605;SO2;24g;12,9;26,0;1,0;78,0;;;;0;45,0;45,0;321;87,9;1,24
2002;małopolskie;PL1203;strefa małopolska;MpMiechoWIOSKsSk0801;SO2;24g;13,7;28,7;1,0;128,0;;;;1;92,0;92,0;315;86,3;1,06
2002;małopolskie;PL1203;strefa małopolska;MpMyslenWIOSKazi0901;SO2;24g;12,0;18,9;1,0;69,0;;;;0;66,0;66,0;362;99,2;1,00
2002;małopolskie;PL1203;strefa małopolska;MpMyslenWIOSKosc0902;SO2;24g;16,2;18,9;4,0;69,0;;;;0;66,0;69,0;119;32,6;0,34
2002;małopolskie;PL1203;strefa małopolska;MpProszoWIOS3Maj1402;SO2;24g;17,6;25,9;1,0;72,0;;;;0;57,0;57,0;348;95,3;1,10
2002;małopolskie;PL1203;strefa małopolska;MpSuchaWIOSBeni1501;SO2;24g;11,3;24,6;0,0;119,0;;;;0;85,0;85,0;338;92,6;1,05
2002;małopolskie;PL1203;strefa małopolska;MpSzarowWIOS1901;SO2;24g;9,1;20,0;1,0;108,0;;;;0;75,0;75,0;350;95,9;1,00
2002;małopolskie;PL1203;strefa małopolska;MpWadowiWIOSTeat1802;SO2;24g;17,8;31,1;1,0;137,0;;;;2;116,0;116,0;347;95,1;0,93
2002;małopolskie;PL1203;strefa małopolska;MpWielicWIOSOSP1902;SO2;24g;10,4;20,6;1,0;105,0;;;;0;78,0;78,0;353;96,7;1,08
2002;małopolskie;PL1203;strefa małopolska;MpWolbroWIOSFabr1204;SO2;24g;17,4;28,2;1,0;72,0;;;;0;51,0;51,0;341;93,4;1,14
2002;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;SO2;1g;12,7;19,6;0,0;247,0;0;122,0;120,0;0;56,3;56,3;8189;93,5;1,04
2002;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;SO2;1g;6,7;10,2;-1,0;141,0;0;62,0;62,0;0;33,8;33,8;8095;92,4;0,99
2002;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSLang;SO2;24g;1,6;0,8;0,5;17,8;;;;0;11,0;11,6;188;51,5;0,98
2002;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWSSEGrunw;SO2;24g;3,0;7,9;1,0;45,0;;;;0;16,0;18,0;278;76,2;1,70
2002;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWSSEPoniat;SO2;24g;8,0;16,5;1,0;68,0;;;;0;43,0;46,0;191;52,3;0,97
2002;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWSSESkubisz;SO2;24g;2,9;4,8;1,0;51,0;;;;0;23,0;23,0;327;89,6;1,19
2002;podkarpackie;PL1802;strefa podkarpacka;PkDebicaWSSEParkow;SO2;24g;4,3;8,3;1,0;99,0;;;;0;32,0;34,0;240;65,8;0,92
2002;podkarpackie;PL1802;strefa podkarpacka;PkHorZdrWSSESobies;SO2;24g;6,0;23,9;1,0;56,0;;;;0;38,0;39,0;272;74,5;1,89
2002;podkarpackie;PL1802;strefa podkarpacka;PkIwZdrWSSEToros;SO2;24g;2,5;1,2;1,0;11,0;;;;0;6,0;11,0;61;16,7;1,54
2002;podkarpackie;PL1802;strefa podkarpacka;PkJarosWSSEGrunw;SO2;24g;6,8;22,4;1,0;64,0;;;;0;44,0;57,0;152;41,6;1,62
2002;podkarpackie;PL1802;strefa podkarpacka;PkJasloWIOSMickiew;SO2;24g;0,8;1,0;0,4;10,8;;;;0;2,8;2,8;358;98,1;1,01
2002;podkarpackie;PL1802;strefa podkarpacka;PkJasloWSSE3Maja;SO2;24g;6,5;7,9;1,0;70,0;;;;0;37,0;58,0;186;51,0;1,09
2002;podkarpackie;PL1802;strefa podkarpacka;PkJasloWSSEFloria;SO2;24g;3,8;6,0;1,0;24,0;;;;0;22,0;22,0;212;58,1;1,26
2002;podkarpackie;PL1802;strefa podkarpacka;PkJasloWSSEKoralew;SO2;24g;6,2;9,4;1,0;40,0;;;;0;32,0;39,0;220;60,3;1,29
2002;podkarpackie;PL1802;strefa podkarpacka;PkJasloWSSESrocz;SO2;24g;2,8;5,6;1,0;16,0;;;;0;14,0;14,0;196;53,7;1,42
2002;podkarpackie;PL1802;strefa podkarpacka;PkKomanWSSEOsZdr;SO2;24g;2,0;2,4;1,0;11,0;;;;0;4,0;6,0;63;17,3;1,25
2002;podkarpackie;PL1802;strefa podkarpacka;PkKrempWIOSGrab;SO2;24g;0,9;1,7;0,4;21,6;;;;0;8,8;8,8;360;98,6;1,03
2002;podkarpackie;PL1802;strefa podkarpacka;PkKrosnoWSSEKisiel;SO2;24g;2,4;2,8;1,0;12,0;;;;0;7,0;8,0;228;62,5;1,24
2002;podkarpackie;PL1802;strefa podkarpacka;PkKrosnoWSSELewak;SO2;24g;5,3;6,2;1,0;21,0;;;;0;15,0;18,0;71;19,5;1,03
2002;podkarpackie;PL1802;strefa podkarpacka;PkKrosnoWSSEStasz;SO2;24g;2,9;3,4;1,0;11,0;;;;0;9,0;10,0;67;18,4;1,23
2002;podkarpackie;PL1802;strefa podkarpacka;PkLubaczWSSEMickiew;SO2;24g;3,5;6,8;1,0;20,0;;;;0;18,0;20,0;182;49,9;1,14
2002;podkarpackie;PL1802;strefa podkarpacka;PkMielWSSESklodow;SO2;24g;3,1;4,0;1,0;12,0;;;;0;10,0;10,0;362;99,2;1,01
2002;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;SO2;24g;3,3;6,3;2,0;63,0;;;;0;27,0;27,0;365;100,0;1,01
2002;podkarpackie;PL1802;strefa podkarpacka;PkPolanWSSEStPomp;SO2;24g;2,3;4,5;1,0;18,0;;;;0;6,0;12,0;69;18,9;1,03
2002;podkarpackie;PL1802;strefa podkarpacka;PkPrzemWSSEGlaz;SO2;24g;5,8;10,4;1,0;45,0;;;;0;36,0;37,0;181;49,6;1,13
2002;podkarpackie;PL1802;strefa podkarpacka;PkPrzemWSSEMariac;SO2;24g;3,2;8,1;1,0;40,0;;;;0;21,0;24,0;178;48,8;1,25
2002;podkarpackie;PL1802;strefa podkarpacka;PkPrzewWSSERynek;SO2;24g;3,8;3,9;1,0;56,0;;;;0;16,0;47,0;151;41,4;1,13
2002;podkarpackie;PL1802;strefa podkarpacka;PkRymZdrWSSEZdr;SO2;24g;2,0;2,6;1,0;7,0;;;;0;5,0;6,0;63;17,3;1,25
2002;podkarpackie;PL1802;strefa podkarpacka;PkSanokWSSEJezier;SO2;24g;4,5;6,5;1,0;23,0;;;;0;20,0;22,0;229;62,7;1,22
2002;podkarpackie;PL1802;strefa podkarpacka;PkSanokWSSEMickew;SO2;24g;2,8;4,5;1,0;16,0;;;;0;12,0;12,0;225;61,6;1,23
2002;podkarpackie;PL1802;strefa podkarpacka;PkStWolWSSENiezl;SO2;24g;7,2;13,0;1,0;60,0;;;;0;54,0;54,0;338;92,6;1,17
2002;podkarpackie;PL1802;strefa podkarpacka;PkUstDolWSSEBelz;SO2;24g;5,3;10,2;1,0;35,0;;;;0;19,0;27,0;70;19,2;1,06
2002;podlaskie;PL2001;Aglomeracja Białostocka;PdBialyBroniewsk;SO2;24g;1,6;3,7;0,0;29,0;;;;0;15,0;15,0;353;96,7;1,04
2002;podlaskie;PL2001;Aglomeracja Białostocka;PdBialyLegionowa;SO2;24g;2,6;5,8;0,0;27,0;;;;0;22,0;22,0;355;97,3;1,05
2002;podlaskie;PL2001;Aglomeracja Białostocka;PdBialyPorzeczkowa;SO2;24g;1,3;2,4;0,0;14,0;;;;0;11,0;11,0;356;97,5;1,05
2002;podlaskie;PL2001;Aglomeracja Białostocka;PdBialyWarszaw;SO2;24g;1,4;2,9;0,0;21,0;;;;0;13,0;13,0;356;97,5;1,05
2002;podlaskie;PL2002;strefa podlaska;PdAugSzpitalna;SO2;24g;2,1;4,0;0,0;11,0;;;;0;7,0;9,0;71;19,5;1,03
