Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wskaźnik;Czas uśredniania;Średnia;Śr. zimowa;Min;Maks;L>350 (S1);25 maks. (S1);Perc. 99.7 (S1);L>125 (S24);4 maks. (S24);Perc. 99.2 (S24);Liczba pomiarów;Kompletność ;Liczba Lato/Zima
2014;dolnośląskie;PL0204;strefa dolnośląska;DsGlogMob;SO2;1g;5,6;9,2;0,0;50,0;0;32,0;32,0;0;14,9;14,9;7673;87,6;1,19
2014;dolnośląskie;PL0204;strefa dolnośląska;DsKlodzSzkol;SO2;1g;7,8;12,2;1,0;88,0;0;55,0;54,0;0;33,8;33,8;8532;97,4;1,05
2014;dolnośląskie;PL0204;strefa dolnośląska;DsOlawZolnAK;SO2;1g;7,8;9,9;1,0;47,0;0;36,0;36,0;0;24,3;28,6;6949;79,3;0,72
2014;dolnośląskie;PL0204;strefa dolnośląska;DsOsieczow21;SO2;1g;4,0;5,7;1,0;41,0;0;24,0;24,0;0;11,5;11,5;8130;92,8;1,06
2014;dolnośląskie;PL0204;strefa dolnośląska;DsSniezkaObs;SO2;24g;2,1;2,0;0,6;4,4;;;;0;4,2;4,2;365;100,0;1,01
2014;dolnośląskie;PL0204;strefa dolnośląska;DsZabkPowWar;SO2;1g;6,1;8,8;1,0;48,0;0;37,0;37,0;0;23,8;23,8;7612;86,9;1,00
2014;dolnośląskie;PL0204;strefa dolnośląska;DsZgorBohGet;SO2;1g;4,8;6,0;0,0;68,0;0;36,0;37,0;0;18,5;18,7;7190;82,1;1,54
2014;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;SO2;1g;5,4;8,2;0,0;80,4;0;47,4;46,3;0;24,5;24,5;8709;99,4;1,01
2014;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;SO2;1g;6,6;10,6;0,0;104,0;0;50,4;50,4;0;33,5;33,5;8526;97,3;1,01
2014;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruKaszow;SO2;1g;4,7;6,3;0,0;58,0;0;26,2;26,0;0;17,0;17,0;8695;99,3;1,01
2014;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruWSikor;SO2;1g;5,1;7,7;0,0;41,8;0;32,6;32,1;0;22,3;22,3;8640;98,6;0,99
2014;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclOkrze;SO2;1g;6,3;8,3;0,2;59,2;0;38,8;38,7;0;26,3;26,3;8625;98,5;1,03
2014;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudPilsud;SO2;1g;4,5;7,4;0,0;66,7;0;36,2;35,9;0;24,2;24,2;8689;99,2;1,01
2014;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowSolank;SO2;1g;3,4;4,9;0,0;49,7;0;26,0;25,5;0;15,6;15,6;8733;99,7;1,00
2014;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKoniczynka;SO2;1g;5,3;7,9;0,0;120,7;0;40,2;39,2;0;23,8;23,8;8636;98,6;0,98
2014;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWiktorowoG;SO2;1g;6,6;9,1;0,0;76,8;0;48,1;48,1;0;37,2;37,2;7877;89,9;0,83
2014;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;SO2;1g;2,1;3,3;0,0;26,5;0;19,9;19,8;0;12,6;12,6;8261;94,3;0,98
2014;lubelskie;PL0601;Aglomeracja Lubelska;LbLubObywate;SO2;1g;4,9;6,7;0,1;72,8;0;48,4;47,3;0;26,8;26,8;8388;95,8;0,97
2014;lubelskie;PL0602;strefa lubelska;LbBiaPodOrze;SO2;1g;4,3;5,3;0,0;49,8;0;27,2;26,6;0;13,8;13,8;8537;97,5;0,97
2014;lubelskie;PL0602;strefa lubelska;LbBiaSlupRPN;SO2;1g;2,9;3,2;0,0;87,3;0;24,9;24,9;0;11,3;11,3;7854;89,7;1,08
2014;lubelskie;PL0602;strefa lubelska;LbChelJagiel;SO2;24g;3,8;5,2;1,1;11,5;;;;0;8,5;11,5;53;14,5;0,96
2014;lubelskie;PL0602;strefa lubelska;LbJarczWolaM;SO2;24g;2,0;2,8;0,2;15,2;;;;0;10,6;10,6;364;99,7;1,01
2014;lubelskie;PL0602;strefa lubelska;LbZamoHrubie;SO2;1g;3,9;4,2;0,0;77,4;0;29,1;28,6;0;17,9;17,9;8568;97,8;0,98
2014;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;SO2;1g;3,8;4,6;0,0;37,0;0;23,0;23,0;0;16,0;16,0;8060;92,0;1,02
2014;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;SO2;1g;6,5;8,1;-0,1;26,0;0;21,0;21,0;0;13,9;13,9;7686;87,7;1,04
2014;lubuskie;PL0803;strefa lubuska;LuSmolBytnic;SO2;1g;3,0;3,8;0,0;15,0;0;11,0;11,0;0;7,9;8,6;3297;37,6;0,03
2014;lubuskie;PL0803;strefa lubuska;LuSulecDudka;SO2;1g;3,1;3,2;0,0;36,0;0;21,0;21,0;0;13,5;13,6;6088;69,5;1,52
2014;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;SO2;1g;4,4;6,9;-1,0;43,0;0;25,0;25,0;0;13,8;13,8;7350;83,9;0,94
2014;lubuskie;PL0803;strefa lubuska;LuZarySzyman;SO2;1g;6,5;8,4;-1,0;65,0;0;42,0;41,0;0;23,0;23,0;8639;98,6;1,00
2014;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzCzerni;SO2;1g;9,0;11,5;1,9;116,3;0;39,6;39,0;0;18,9;18,9;8471;96,7;1,07
2014;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzGdansk;SO2;1g;12,3;17,4;1,7;82,1;0;51,8;51,1;0;30,7;30,7;8682;99,1;1,02
2014;łódzkie;PL1001;Aglomeracja Łódzka;LdPabiKonsta;SO2;1g;9,3;15,3;1,1;72,8;0;52,5;51,5;0;28,3;28,3;8668;98,9;1,00
2014;łódzkie;PL1001;Aglomeracja Łódzka;LdZgieMielcz;SO2;1g;8,5;15,4;0,8;165,6;0;47,6;47,2;0;27,7;27,7;8691;99,2;1,01
2014;łódzkie;PL1002;strefa łódzka;LdGajewUjWod;SO2;1g;5,4;7,3;0,2;64,2;0;24,7;24,7;0;17,6;17,6;8248;94,2;0,89
2014;łódzkie;PL1002;strefa łódzka;LdParzniUjWo;SO2;1g;8,3;10,1;0,1;152,8;0;63,2;58,7;0;26,8;26,8;8581;98,0;1,01
2014;łódzkie;PL1002;strefa łódzka;LdPioTrKraPr;SO2;1g;10,4;17,4;0,1;140,1;0;74,9;74,2;0;36,6;36,6;8191;93,5;1,01
2014;łódzkie;PL1002;strefa łódzka;LdRadomsSoko;SO2;1g;10,0;14,3;0,6;254,7;0;76,2;73,3;0;34,9;34,9;8670;99,0;1,00
2014;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;SO2;1g;9,1;14,2;1,0;100,0;0;51,0;51,0;0;33,6;33,6;8588;98,0;1,02
2014;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBujaka;SO2;1g;6,4;10,8;1,0;110,0;0;44,0;43,0;0;27,1;27,1;8546;97,6;1,03
2014;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;SO2;1g;8,1;11,4;1,0;64,0;0;39,0;39,0;0;25,0;25,0;8233;94,0;1,02
2014;małopolskie;PL1202;miasto Tarnów;MpTarBitStud;SO2;1g;7,4;11,6;1,0;94,0;0;51,0;50,0;0;22,3;22,3;8515;97,2;0,97
2014;małopolskie;PL1203;strefa małopolska;MpMiechoWIOSKono0802;SO2;1g;10,5;11,2;1,0;61,0;0;36,0;42,0;0;21,8;26,5;3083;35,2;1,06
2014;małopolskie;PL1203;strefa małopolska;MpNoSaczNadb;SO2;1g;7,9;11,7;1,0;66,0;0;46,0;45,0;0;28,8;28,8;8522;97,3;0,97
2014;małopolskie;PL1203;strefa małopolska;MpNowyTaWIOSPows1114;SO2;1g;15,9;23,7;1,0;193,0;0;82,0;113,0;0;40,5;51,3;3242;37,0;0,81
2014;małopolskie;PL1203;strefa małopolska;MpOlkuFrNull;SO2;1g;10,0;17,7;1,0;90,0;0;70,0;70,0;0;39,5;39,5;8550;97,6;1,02
2014;małopolskie;PL1203;strefa małopolska;MpOswiecWIOSSnia1302;SO2;1g;14,6;19,4;2,0;85,0;0;56,0;63,0;0;39,1;41,3;3587;40,9;1,05
2014;małopolskie;PL1203;strefa małopolska;MpRabkaWIOSChop1113;SO2;1g;9,1;12,7;1,0;42,0;0;33,0;36,0;0;23,0;24,1;3273;37,4;1,07
2014;małopolskie;PL1203;strefa małopolska;MpSkawOsOgro;SO2;1g;10,1;14,5;1,0;274,0;0;76,0;75,0;0;40,1;40,1;8301;94,8;1,05
2014;małopolskie;PL1203;strefa małopolska;MpSuchaBWIOSHand1512;SO2;1g;20,3;34,1;1,0;264,0;0;158,0;155,0;1;88,5;88,5;8541;97,5;0,97
2014;małopolskie;PL1203;strefa małopolska;MpSzymbaGorl;SO2;1g;2,7;3,3;1,0;24,0;0;15,0;15,0;0;9,8;9,8;8469;96,7;1,00
2014;małopolskie;PL1203;strefa małopolska;MpTrzebOsZWM;SO2;1g;8,9;15,0;1,0;122,0;0;62,0;61,0;0;36,0;36,0;8564;97,8;0,98
2014;małopolskie;PL1203;strefa małopolska;MpZakopaSien;SO2;1g;8,2;14,3;0,0;92,0;0;60,0;59,0;0;33,5;33,5;8549;97,6;1,05
2014;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;SO2;1g;7,9;10,7;0,0;211,1;0;94,5;90,1;0;35,9;35,9;8642;98,7;1,03
2014;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarWokalna;SO2;1g;6,1;8,4;0,3;104,5;0;42,8;42,0;0;21,3;21,3;8618;98,4;1,02
2014;mazowieckie;PL1402;miasto Płock;MzPlocKroJad;SO2;1g;9,2;9,5;0,0;195,4;0;106,3;104,0;0;45,7;45,7;8335;95,1;0,99
2014;mazowieckie;PL1402;miasto Płock;MzPlocMiReja;SO2;1g;5,7;8,5;0,5;127,2;0;61,1;60,9;0;26,5;26,5;8688;99,2;1,01
2014;mazowieckie;PL1403;miasto Radom;MzRadTochter;SO2;1g;5,4;7,9;0,1;200,2;0;37,4;36,5;0;22,5;22,5;8532;97,4;0,98
2014;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;SO2;1g;5,5;6,4;0,2;72,5;0;38,1;37,5;0;17,6;17,6;8454;96,5;1,04
2014;mazowieckie;PL1404;strefa mazowiecka;MzGranicaKPN;SO2;1g;3,7;5,4;0,1;54,5;0;29,3;29,2;0;18,4;18,4;8571;97,8;0,98
2014;mazowieckie;PL1404;strefa mazowiecka;MzLegZegrzyn;SO2;1g;8,0;11,1;0,7;122,8;0;56,2;56,1;0;35,4;35,4;8486;96,9;1,03
2014;mazowieckie;PL1404;strefa mazowiecka;MzPiasPulask;SO2;1g;7,3;10,3;0,6;96,5;0;40,4;39,6;0;24,2;24,2;8416;96,1;1,00
2014;mazowieckie;PL1404;strefa mazowiecka;MzSiedKonars;SO2;1g;4,4;6,2;0,0;64,9;0;38,2;41,7;0;21,0;28,4;6949;79,3;0,60
2014;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;SO2;1g;6,7;8,0;0,4;79,6;0;42,9;41,8;0;23,3;23,3;8703;99,3;1,01
2014;opolskie;PL1601;miasto Opole;OpOpoleMinor;SO2;1g;6,2;7,4;0,0;69,0;0;45,0;45,0;0;27,7;27,7;7783;88,8;0,99
2014;opolskie;PL1602;strefa opolska;OpKKozBSmial;SO2;1g;6,8;7,0;1,0;50,0;0;38,0;38,0;0;28,7;28,7;7560;86,3;0,92
2014;opolskie;PL1602;strefa opolska;OpZdziePiast;SO2;1g;9,9;22,3;0,0;158,0;0;71,0;78,0;0;44,8;45,0;5286;60,3;1,41
2014;podkarpackie;PL1801;miasto Rzeszów;PkRzeszRejta;SO2;1g;4,1;5,9;0,0;44,8;0;24,5;24,4;0;14,1;14,1;8287;94,6;0,98
2014;podkarpackie;PL1802;strefa podkarpacka;PkJasloSikor;SO2;1g;6,6;11,9;0,1;72,3;0;53,9;53,8;0;27,6;27,6;8230;93,9;1,03
2014;podkarpackie;PL1802;strefa podkarpacka;PkNiskoSzkla;SO2;1g;7,9;6,9;0,0;121,3;0;64,7;64,5;0;25,5;25,5;8428;96,2;0,98
2014;podkarpackie;PL1802;strefa podkarpacka;PkPrzemGrunw;SO2;1g;5,8;8,4;0,6;80,4;0;47,7;46,8;0;27,2;27,2;8387;95,7;0,99
2014;podlaskie;PL2001;Aglomeracja Białostocka;PdBialPulPie;SO2;1g;3,0;4,1;0,0;42,1;0;19,6;19,6;0;10,8;10,8;8147;93,0;1,12
2014;podlaskie;PL2001;Aglomeracja Białostocka;PdBialWaszyn;SO2;1g;4,3;7,4;0,0;83,6;0;34,3;32,3;0;15,6;15,6;8249;94,2;0,93
2014;podlaskie;PL2002;strefa podlaska;PdBorsukowiz;SO2;1g;1,9;2,2;0,0;15,2;0;10,7;10,7;0;6,3;6,3;8367;95,5;1,09
2014;podlaskie;PL2002;strefa podlaska;PdLomSikorsk;SO2;1g;6,5;9,3;0,0;53,9;0;32,4;32,4;0;20,6;20,6;8098;92,4;0,87
2014;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaKacze02;SO2;1g;3,5;6,3;0,8;44,5;0;31,6;31,4;0;18,0;18,0;8614;98,3;1,01
2014;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;SO2;1g;4,3;5,4;1,1;74,2;0;39,7;38,7;0;21,8;21,8;8355;95,4;0,95
2014;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;SO2;1g;4,5;4,1;1,9;73,1;0;27,9;27,5;0;16,6;16,6;8545;97,5;1,02
2014;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaPoWie01;SO2;1g;5,3;7,5;0,9;73,9;0;33,6;33,4;0;19,8;19,8;8289;94,6;0,93
2014;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;SO2;1g;4,3;5,7;1,4;67,9;0;35,6;35,3;0;16,1;16,1;8615;98,3;1,01
2014;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;SO2;1g;4,2;5,3;1,0;76,8;0;30,1;29,7;0;17,6;17,6;8513;97,2;1,03
2014;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdySzaf09N;SO2;1g;3,9;4,6;0,9;58,5;0;33,3;32,5;0;18,6;18,6;8634;98,6;1,00
2014;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;SO2;1g;3,1;4,1;0,9;75,9;0;32,2;31,2;0;19,0;19,0;8461;96,6;0,97
2014;pomorskie;PL2202;strefa pomorska;PmKosTargo12;SO2;1g;8,0;10,7;1,0;46,6;0;30,7;30,7;0;19,3;19,3;7654;87,4;1,29
2014;pomorskie;PL2202;strefa pomorska;PmLebaRabkaE;SO2;24g;1,5;1,9;0,2;11,6;;;;0;8,2;8,2;364;99,7;1,00
2014;pomorskie;PL2202;strefa pomorska;PmLebMalcz16;SO2;1g;6,6;7,9;0,4;41,7;0;30,6;30,2;0;20,2;20,2;8173;93,3;0,93
2014;pomorskie;PL2202;strefa pomorska;PmLinieKos17;SO2;1g;4,2;4,8;0,0;35,1;0;16,3;16,3;0;11,9;11,9;7917;90,4;0,90
2014;pomorskie;PL2202;strefa pomorska;PmMalMicki15;SO2;1g;6,6;6,8;0,1;44,7;0;27,5;27,7;0;18,6;19,2;7325;83,6;0,69
2014;pomorskie;PL2202;strefa pomorska;PmSlupKniazi;SO2;1g;5,4;7,8;0,5;18,5;0;14,5;14,5;0;9,5;9,5;8430;96,2;1,03
2014;pomorskie;PL2202;strefa pomorska;PmStaGdaLubi;SO2;1g;5,2;6,8;1,3;54,7;0;34,2;33,7;0;23,7;23,7;8642;98,7;0,98
2014;pomorskie;PL2202;strefa pomorska;PmTczeTarg07;SO2;1g;2,9;3,8;1,1;54,3;0;29,7;28,9;0;11,1;11,1;8597;98,1;1,00
2014;śląskie;PL2401;Aglomeracja Górnośląska;SlDabro1000L;SO2;1g;10,6;17,4;1,0;103,0;0;60,0;60,0;0;36,8;36,8;8032;91,7;1,01
2014;śląskie;PL2401;Aglomeracja Górnośląska;SlGliwicMewy;SO2;1g;11,7;15,4;1,0;126,0;0;73,0;72,0;0;54,2;54,2;8290;94,6;1,02
2014;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;SO2;1g;9,5;13,9;1,0;115,0;0;60,0;60,0;0;39,2;39,2;8116;92,6;1,05
2014;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoPlebA4;SO2;1g;9,9;14,3;1,0;89,0;0;54,0;54,0;0;40,3;40,3;8078;92,2;1,02
2014;śląskie;PL2401;Aglomeracja Górnośląska;SlSosnoLubel;SO2;1g;14,7;24,4;1,0;145,0;0;81,0;80,0;0;48,8;48,8;8371;95,6;1,00
2014;śląskie;PL2401;Aglomeracja Górnośląska;SlTychyTolst;SO2;1g;11,3;18,7;1,0;116,0;0;73,0;73,0;0;42,3;42,3;8133;92,8;0,98
2014;śląskie;PL2401;Aglomeracja Górnośląska;SlZabSkloCur;SO2;1g;14,8;19,8;1,0;169,0;0;98,0;98,0;0;54,4;54,4;8092;92,4;1,04
2014;śląskie;PL2402;Aglomeracja Rybnicko-Jastrzębska;SlRybniBorki;SO2;1g;14,1;23,9;1,0;227,0;0;117,0;119,0;0;65,6;65,6;7605;86,8;1,02
2014;śląskie;PL2402;Aglomeracja Rybnicko-Jastrzębska;SlZorySikors;SO2;1g;12,2;17,2;1,0;96,0;0;60,0;60,0;0;43,5;43,5;7994;91,3;1,11
2014;śląskie;PL2403;miasto Bielsko-Biała;SlBielKossak;SO2;1g;9,2;12,9;1,0;113,0;0;73,0;73,0;0;47,2;47,2;8079;92,2;0,99
2014;śląskie;PL2404;miasto Częstochowa;SlCzestoArmK;SO2;1g;12,4;21,2;1,0;125,0;0;93,0;93,0;0;60,7;60,7;8033;91,7;1,00
2014;śląskie;PL2404;miasto Częstochowa;SlCzestoBacz;SO2;1g;9,1;16,2;1,0;137,0;0;82,0;82,0;0;51,6;51,6;8362;95,5;1,01
2014;śląskie;PL2405;strefa śląska;SlCiesMickie;SO2;1g;9,4;13,1;1,0;111,0;0;77,0;77,0;0;41,7;41,7;8124;92,7;0,98
2014;śląskie;PL2405;strefa śląska;SlUstronSana;SO2;1g;5,9;7,7;1,0;73,0;0;42,0;42,0;0;28,0;28,0;8229;93,9;0,97
2014;śląskie;PL2405;strefa śląska;SlWodzGalczy;SO2;1g;14,7;24,3;1,0;162,0;0;100,0;100,0;0;55,2;55,2;7874;89,9;0,98
2014;śląskie;PL2405;strefa śląska;SlZlotPotLes;SO2;1g;6,2;10,5;1,0;85,0;0;39,0;40,0;0;24,5;24,5;7569;86,4;1,03
2014;śląskie;PL2405;strefa śląska;SlZywieSlowa;SO2;1g;16,4;28,7;1,0;264,0;0;149,0;150,0;1;87,9;87,9;7712;88,0;1,09
2014;świętokrzyskie;PL2601;miasto Kielce;SkKielJagiel;SO2;1g;8,0;11,2;0,0;60,3;0;37,9;37,8;0;25,1;25,1;8317;94,9;1,08
2014;świętokrzyskie;PL2602;strefa świętokrzyska;SkMalo11List;SO2;1g;5,7;11,5;0,0;101,7;0;39,7;38,6;0;21,2;21,2;8627;98,5;1,01
2014;świętokrzyskie;PL2602;strefa świętokrzyska;SkNowiParkow;SO2;1g;7,7;9,2;0,0;70,0;0;36,9;36,9;0;23,5;23,5;7931;90,5;0,99
2014;świętokrzyskie;PL2602;strefa świętokrzyska;SkPolaRuszcz;SO2;1g;6,9;9,9;0,0;66,7;0;32,4;32,8;0;21,1;21,4;7108;81,1;0,77
2014;świętokrzyskie;PL2602;strefa świętokrzyska;SkSwietKrzyz;SO2;1g;6,7;8,5;0,0;84,0;0;25,0;27,0;0;17,8;17,8;7774;88,7;1,17
2014;warmińsko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;SO2;1g;5,0;5,8;0,0;50,4;0;32,1;32,1;0;17,7;17,7;8002;91,3;1,11
2014;warmińsko-mazurskie;PL2802;miasto Elbląg;WmElbBazynsk;SO2;1g;3,3;4,3;0,0;68,4;0;21,3;21,3;0;10,9;10,9;7957;90,8;1,04
2014;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmGoldJacwie;SO2;1g;7,0;9,4;0,0;48,5;0;26,6;27,0;0;21,4;22,9;6777;77,4;1,16
2014;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmOstrChrobr;SO2;1g;3,6;4,9;0,0;23,3;0;15,8;15,5;0;10,9;10,9;8438;96,3;1,05
2014;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmPuszczaBor;SO2;24g;1,1;1,6;0,1;6,3;;;;0;4,4;4,4;360;98,6;0,99
2014;wielkopolskie;PL3001;Aglomeracja Poznańska;WpPoznDabrow;SO2;1g;3,6;4,3;0,0;29,9;0;21,8;22,1;0;15,8;16,3;6848;78,2;1,22
2014;wielkopolskie;PL3001;Aglomeracja Poznańska;WpPoznPolank;SO2;1g;2,7;4,6;0,0;32,1;0;20,1;20,0;0;13,9;13,9;8238;94,0;1,02
2014;wielkopolskie;PL3002;miasto Kalisz;WpKaliSawick;SO2;1g;9,4;11,4;0,0;98,1;0;63,3;63,6;0;38,4;38,4;7223;82,5;0,85
2014;wielkopolskie;PL3003;strefa wielkopolska;WpBoroDrapal;SO2;1g;4,3;5,4;0,0;36,1;0;24,1;24,0;0;17,7;17,7;8362;95,5;0,99
2014;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;SO2;1g;5,8;7,4;0,0;105,8;0;40,0;39,4;0;20,1;20,1;8167;93,2;1,01
2014;wielkopolskie;PL3003;strefa wielkopolska;WpPiaskiKrzy;SO2;1g;4,2;5,4;0,0;50,1;0;30,7;30,7;0;14,2;14,2;7981;91,1;0,98
2014;wielkopolskie;PL3003;strefa wielkopolska;WpPilaKusoci;SO2;1g;3,2;4,7;0,0;43,8;0;19,7;19,6;0;13,4;13,4;8251;94,2;1,02
2014;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczAndr01;SO2;1g;4,1;4,9;0,5;88,6;0;29,1;30,2;0;17,5;18,7;6695;76,4;0,93
2014;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczPils02;SO2;1g;4,9;6,4;0,5;56,9;0;28,4;28,4;0;17,1;17,1;8244;94,1;1,03
2014;zachodniopomorskie;PL3202;miasto Koszalin;ZpKoszArKraj;SO2;1g;2,8;4,4;0,0;18,5;0;11,1;11,0;0;6,4;6,4;8246;94,1;1,08
2014;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpSzczecPrze;SO2;1g;3,2;5,9;0,1;37,3;0;23,9;24,2;0;16,3;16,3;7665;87,5;1,22
2014;zachodniopomorskie;PL3203;strefa zachodniopomorska;ZpWiduBulRyb;SO2;1g;2,3;3,9;0,5;99,5;0;28,1;29,8;0;14,6;14,6;7418;84,7;0,98
2015;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocWybCon;SO2;1g;4,4;7,1;0,0;77,4;0;38,3;37,0;0;15,4;15,4;8555;97,7;0,97
2015;dolnośląskie;PL0202;miasto Legnica;DsLegAlRzecz;SO2;1g;6,2;7,7;0,0;126,7;0;53,2;48,8;0;21,1;21,1;8718;99,5;1,01
2015;dolnośląskie;PL0203;miasto Wałbrzych;DsWalbrzWyso;SO2;1g;7,1;8,6;0,1;80,0;0;35,1;35,1;0;18,9;18,9;8518;97,2;0,97
2015;dolnośląskie;PL0204;strefa dolnośląska;DsCzerStraza;SO2;1g;5,1;5,9;0,0;26,4;0;18,9;18,9;0;9,9;9,9;8080;92,2;0,94
2015;dolnośląskie;PL0204;strefa dolnośląska;DsDzialoszyn;SO2;1g;5,6;7,8;0,0;62,9;0;34,5;33,9;0;18,3;18,3;8564;97,8;0,99
2015;dolnośląskie;PL0204;strefa dolnośląska;DsDziePilsud;SO2;1g;6,9;13,7;0,0;77,6;0;45,5;45,2;0;24,7;24,7;8664;98,9;0,99
2015;dolnośląskie;PL0204;strefa dolnośląska;DsJelGorOgin;SO2;1g;4,4;6,5;0,0;74,0;0;26,7;26,3;0;12,5;12,5;8302;94,8;0,98
2015;dolnośląskie;PL0204;strefa dolnośląska;DsKlodzSzkol;SO2;1g;9,0;11,7;0,0;63,3;0;45,5;45,2;0;25,5;25,5;8566;97,8;0,97
2015;dolnośląskie;PL0204;strefa dolnośląska;DsOlawZolnAK;SO2;1g;4,6;8,5;0,0;44,8;0;26,0;26,0;0;14,2;14,2;7905;90,2;1,05
2015;dolnośląskie;PL0204;strefa dolnośląska;DsOsieczow21;SO2;1g;3,8;4,6;0,0;33,0;0;17,2;17,2;0;9,3;9,3;8195;93,6;1,06
2015;dolnośląskie;PL0204;strefa dolnośląska;DsSniezkaObs;SO2;24g;2,1;2,2;0,2;5,2;;;;0;4,4;4,4;365;100,0;1,01
2015;dolnośląskie;PL0204;strefa dolnośląska;DsSwidnMarciMOB;SO2;1g;4,1;6,5;0,0;59,1;0;23,6;23,9;0;13,8;13,8;7801;89,1;1,23
2015;dolnośląskie;PL0204;strefa dolnośląska;DsZabkPowWar;SO2;1g;6,1;9,3;0,0;41,0;0;25,9;25,6;0;15,1;15,1;8451;96,5;0,98
2015;dolnośląskie;PL0204;strefa dolnośląska;DsZgorBohGet;SO2;1g;7,3;9,0;0,0;64,0;0;38,8;38,7;0;22,7;22,7;8174;93,3;0,93
2015;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;SO2;1g;3,9;6,8;0,0;110,5;0;37,2;35,5;0;17,9;17,9;8747;99,9;1,01
2015;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;SO2;1g;6,3;9,6;0,0;97,2;0;44,2;42,7;0;22,9;22,9;8576;97,9;1,04
2015;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruKaszow;SO2;1g;3,3;5,0;0,0;37,3;0;18,4;18,3;0;11,5;11,5;8676;99,0;1,00
2015;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruWSikor;SO2;1g;3,2;5,6;0,0;37,0;0;21,9;21,2;0;12,9;12,9;8733;99,7;1,00
2015;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclChelmMOB;SO2;1g;3,5;5,7;0,0;59,2;0;22,4;22,1;0;13,2;13,2;8466;96,6;1,03
2015;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclOkrze;SO2;1g;3,5;7,5;0,0;50,3;0;27,5;27,1;0;15,6;15,6;8643;98,7;0,98
2015;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpGrudPilsud;SO2;1g;3,2;4,0;0,0;46,6;0;25,3;25,3;0;13,8;13,8;8003;91,4;1,01
2015;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpInowSolank;SO2;1g;3,0;3,1;0,0;56,9;0;28,4;28,2;0;9,0;9,0;8657;98,8;1,02
2015;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpKoniczynka;SO2;1g;3,8;6,6;0,0;149,3;0;32,9;32,6;0;18,2;18,2;8417;96,1;1,03
2015;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpZielBoryTu;SO2;1g;1,8;2,0;0,0;21,3;0;11,2;11,1;0;6,4;6,4;8327;95,1;0,93
