Rok;Województwo;Kod strefy;Nazwa strefy;Kod stacji;Wskaźnik;Czas uśredniania;Średnia;Min;Maks;Maks (S8max);Liczba pomiarów;Kompletność ;Liczba Lato/Zima
2003;dolnośląskie;PL0204;strefa dolnośląska;DsGlogSikor;CO;1g;0,5;0,1;1,9;1,63;2195;25,1;0,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsKromolin;CO;1g;0,4;0,0;1,2;1,05;2198;25,1;0,0
2003;dolnośląskie;PL0204;strefa dolnośląska;DsSobczyce;CO;1g;0,4;0,0;1,4;1,15;2135;24,4;0,0
2003;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;CO;1g;0,6;0,0;5,1;3,83;6540;74,7;0,7
2003;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruKaszow;CO;1g;1,0;0,1;4,3;3,19;2919;33,3;0,5
2003;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;CO;1g;0,0;0,0;0,0;0,00;7444;85,0;1,0
2003;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzCzerni;CO;1g;0,4;0,0;3,0;1,29;1306;14,9;0,0
2003;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWIOSARubinst;CO;1g;0,7;0,0;3,0;1,89;1194;13,6;0,0
2003;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzZachod;CO;1g;0,8;0,0;6,0;3,10;2528;28,9;0,2
2003;łódzkie;PL1001;Aglomeracja Łódzka;LdZgieMielcz;CO;1g;1,0;0,0;11,1;3,90;1854;21,2;0,4
2003;łódzkie;PL1002;strefa łódzka;LdPiotrkWIOSABelzack;CO;1g;0,8;0,3;6,9;5,10;7197;82,2;1,4
2003;mazowieckie;PL1402;miasto Płock;MzPlockPKN1;CO;1g;0,4;0,1;3,7;2,98;8269;94,4;1,1
2003;mazowieckie;PL1402;miasto Płock;MzPlockPKN2;CO;1g;0,6;0,0;2,8;2,45;7999;91,3;0,9
2003;mazowieckie;PL1402;miasto Płock;MzPlockPKN3;CO;1g;0,4;0,1;2,1;1,82;7899;90,2;1,1
2003;mazowieckie;PL1402;miasto Płock;MzPlocKroJad;CO;1g;0,5;0,1;3,4;2,09;8048;91,9;1,0
2003;śląskie;PL2401;Aglomeracja Górnośląska;SlDabroDabr_ziolo;CO;1g;0,7;0,0;3,5;2,84;7337;83,8;0,8
2003;śląskie;PL2401;Aglomeracja Górnośląska;SlGliwiGliw_kujaw;CO;1g;1,1;0,3;6,6;5,19;7374;84,2;1,3
2003;śląskie;PL2401;Aglomeracja Górnośląska;SlPiekaPiek_darwi;CO;1g;1,0;0,3;6,3;4,78;8609;98,3;1,0
2003;śląskie;PL2401;Aglomeracja Górnośląska;SlZabrzZabr_wolno;CO;1g;0,9;0,1;7,1;4,71;8598;98,2;1,0
2003;śląskie;PL2404;miasto Częstochowa;SlCzestCzes_arkra;CO;1g;0,8;0,0;7,4;4,79;7604;86,8;0,7
2003;śląskie;PL2405;strefa śląska;SlKuzniGliw_wiejs;CO;1g;0,8;0,1;4,8;4,25;7941;90,7;1,2
2003;śląskie;PL2405;strefa śląska;SlUstroCies_sanat;CO;1g;0,5;0,1;4,7;3,59;8490;96,9;1,0
2003;śląskie;PL2405;strefa śląska;SlWojkoBedz_pader;CO;1g;1,3;0,1;5,5;4,96;5918;67,6;0,5
2003;świętokrzyskie;PL2601;miasto Kielce;SkKielTransp;CO;1g;0,6;0,0;6,1;5,06;7019;80,1;1,7
2004;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocGrun;CO;1g;0,6;0,3;3,4;1,88;5427;61,8;1,9
2004;dolnośląskie;PL0202;miasto Legnica;DsLegRzecz;CO;1g;0,5;0,1;4,1;3,03;6154;70,1;1,3
2004;dolnośląskie;PL0202;miasto Legnica;DsLegSmok;CO;1g;0,4;0,1;1,9;1,73;8658;98,6;1,0
2004;dolnośląskie;PL0202;miasto Legnica;DsLegZlotor;CO;1g;0,4;0,1;2,3;1,67;8417;95,8;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsBialka;CO;1g;0,4;0,1;2,2;1,90;8599;97,9;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsGlogSikor;CO;1g;0,4;0,0;1,8;1,55;8766;99,8;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;CO;1g;0,1;0,1;0,8;0,64;5695;64,8;0,6
2004;dolnośląskie;PL0204;strefa dolnośląska;DsKromolin;CO;1g;0,4;0,0;2,4;2,27;8738;99,5;1,0
2004;dolnośląskie;PL0204;strefa dolnośląska;DsSobczyce;CO;1g;0,3;0,0;1,8;1,50;8755;99,7;1,0
2004;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;CO;1g;0,6;0,0;8,0;3,89;7715;87,8;0,9
2004;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpCiechTezni;CO;1g;0,3;0,0;8,2;3,42;8587;97,8;1,0
2004;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFRypinKOMES;CO;1g;0,2;0,0;1,0;0,79;1656;18,9;1,7
2004;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzCzerni;CO;1g;0,4;0,0;3,2;1,79;8414;95,8;0,9
2004;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWIOSARubinst;CO;1g;0,5;0,0;3,5;2,32;8640;98,4;1,0
2004;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzZachod;CO;1g;0,7;0,0;5,8;3,63;8655;98,5;1,0
2004;łódzkie;PL1001;Aglomeracja Łódzka;LdZgieMielcz;CO;1g;0,7;0,0;6,5;3,64;8553;97,4;1,0
2004;łódzkie;PL1002;strefa łódzka;LdPiotrkWIOSABelzack;CO;1g;0,7;0,3;3,4;2,23;2787;31,7;0,1
2004;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;CO;1g;1,5;0,2;8,5;6,18;5840;66,5;1,0
2004;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;CO;1g;0,7;0,0;4,7;3,58;6340;72,2;0,8
2004;małopolskie;PL1203;strefa małopolska;MpTrzebiWIOSPils0303;CO;1g;0,6;0,1;4,3;2,71;5275;60,1;1,0
2004;małopolskie;PL1203;strefa małopolska;MpZakopaSien;CO;1g;0,9;0,1;10,7;9,34;4759;54,2;0,7
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;CO;1g;1,3;0,0;10,0;6,15;8501;96,8;1,1
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;CO;1g;0,5;0,0;5,1;3,04;7690;87,5;0,9
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;CO;1g;0,5;0,0;3,1;2,30;7842;89,3;1,0
2004;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarTolstoj;CO;1g;0,6;0,1;5,8;3,40;7216;82,1;0,9
2004;mazowieckie;PL1402;miasto Płock;MzPlockPKN1;CO;1g;0,2;0,1;2,1;1,91;7602;86,5;0,8
2004;mazowieckie;PL1402;miasto Płock;MzPlockPKN2;CO;1g;0,4;0,0;3,3;1,86;7435;84,6;0,9
2004;mazowieckie;PL1402;miasto Płock;MzPlockPKN3;CO;1g;0,3;0,0;2,0;1,50;5600;63,8;0,6
2004;mazowieckie;PL1402;miasto Płock;MzPlocKroJad;CO;1g;0,4;0,0;3,1;1,80;7283;82,9;0,9
2004;mazowieckie;PL1402;miasto Płock;MzPlocMiReja;CO;1g;0,4;0,0;4,1;2,58;8513;96,9;1,0
2004;mazowieckie;PL1403;miasto Radom;MzRadTochter;CO;1g;0,5;0,1;6,4;4,34;8436;96,0;1,1
2004;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;CO;1g;0,3;0,0;1,7;1,42;8563;97,5;1,0
2004;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;CO;1g;0,4;0,0;5,3;4,07;8121;92,5;0,9
2004;opolskie;PL1602;strefa opolska;OpKkozleSP10;CO;1g;0,6;0,1;4,9;2,34;4448;50,6;0,9
2004;opolskie;PL1602;strefa opolska;OpKkozleSP3;CO;1g;0,6;0,2;3,2;2,32;4166;47,4;1,0
2004;opolskie;PL1602;strefa opolska;OpKkozleSP7;CO;1g;0,6;0,1;3,7;1,77;3737;42,5;0,9
2004;opolskie;PL1602;strefa opolska;OpSkozleSP5;CO;1g;0,6;0,0;3,2;2,33;3681;41,9;1,2
2004;podlaskie;PL2001;Aglomeracja Białostocka;PdBialWaszyn;CO;1g;0,4;0,1;2,5;1,84;2918;33,2;0,3
2004;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;CO;1g;0,5;0,1;5,8;4,46;8635;98,3;1,0
2004;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;CO;1g;0,4;0,1;2,0;1,61;8395;95,6;1,0
2004;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;CO;1g;0,3;0,1;1,8;1,37;8487;96,6;1,0
2004;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;CO;1g;0,3;0,1;2,3;2,02;8522;97,0;1,0
2004;śląskie;PL2401;Aglomeracja Górnośląska;SlBytomByto_modrz;CO;1g;0,7;0,2;5,7;4,38;8195;93,3;1,2
2004;śląskie;PL2401;Aglomeracja Górnośląska;SlDabroDabr_ziolo;CO;1g;0,8;0,0;4,4;2,74;2755;31,4;0,3
2004;śląskie;PL2401;Aglomeracja Górnośląska;SlGliwiGliw_kujaw;CO;1g;0,9;0,3;5,2;4,59;2856;32,5;1,3
2004;śląskie;PL2401;Aglomeracja Górnośląska;SlPiekaPiek_darwi;CO;1g;0,8;0,0;4,8;3,85;5172;58,9;1,6
2004;śląskie;PL2401;Aglomeracja Górnośląska;SlSosnoSosn_narut;CO;1g;1,2;0,3;11,0;8,68;8488;96,6;1,0
2004;śląskie;PL2401;Aglomeracja Górnośląska;SlZabrzZabr_wolno;CO;1g;0,8;0,2;5,5;4,51;6429;73,2;2,0
2004;śląskie;PL2404;miasto Częstochowa;SlCzestCzes_arkra;CO;1g;0,7;0,1;6,9;4,37;7422;84,5;1,5
2004;śląskie;PL2405;strefa śląska;SlKuzniGliw_wiejs;CO;1g;0,7;0,2;5,2;3,66;6645;75,6;1,9
2004;śląskie;PL2405;strefa śląska;SlUstroCies_sanat;CO;1g;0,4;0,1;3,4;2,91;7873;89,6;1,0
2004;śląskie;PL2405;strefa śląska;SlWojkoBedz_pader;CO;1g;0,6;0,3;3,0;1,86;2791;31,8;16,2
2004;świętokrzyskie;PL2601;miasto Kielce;SkKielTransp;CO;1g;0,6;0,0;4,3;3,19;8254;94,0;1,1
2005;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocAlWisn;CO;1g;0,9;0,0;5,7;3,11;7303;83,4;0,9
2005;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocWybCon;CO;1g;0,4;0,0;3,0;2,17;7394;84,4;1,1
2005;dolnośląskie;PL0202;miasto Legnica;DsLegAlRzecz;CO;1g;0,4;0,1;4,0;2,71;6088;69,5;1,3
2005;dolnośląskie;PL0202;miasto Legnica;DsLegSmok;CO;1g;0,4;0,2;2,4;2,24;8665;98,9;1,0
2005;dolnośląskie;PL0202;miasto Legnica;DsLegZlotor;CO;1g;0,4;0,1;2,2;2,03;8530;97,4;1,0
2005;dolnośląskie;PL0204;strefa dolnośląska;DsBialka;CO;1g;0,4;0,1;2,1;1,95;8235;94,0;1,1
2005;dolnośląskie;PL0204;strefa dolnośląska;DsGlogSikor;CO;1g;0,4;0,0;1,8;1,20;7816;89,2;0,8
2005;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;CO;1g;0,2;0,0;1,0;0,95;6329;72,2;1,8
2005;dolnośląskie;PL0204;strefa dolnośląska;DsJgCiepA;CO;1g;0,7;0,0;4,8;3,87;6359;72,6;0,8
2005;dolnośląskie;PL0204;strefa dolnośląska;DsKromolin;CO;1g;0,3;0,1;1,2;1,03;8688;99,2;1,0
2005;dolnośląskie;PL0204;strefa dolnośląska;DsSobczyce;CO;1g;0,3;0,1;1,5;1,05;8654;98,8;1,0
2005;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;CO;1g;0,4;0,0;4,4;2,73;6951;79,3;1,1
2005;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruKaszow;CO;1g;0,6;0,0;5,3;3,35;8049;91,9;1,2
2005;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclOkrze;CO;1g;0,5;0,0;12,1;9,57;7121;81,3;1,1
2005;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFGolub;CO;1g;3,2;0,6;13,6;7,65;1465;16,7;1,0
2005;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpWabrzstmob;CO;1g;0,7;0,0;11,2;8,94;1195;13,6;1,0
2005;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;CO;1g;0,4;0,0;2,9;1,71;8027;91,6;1,0
2005;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;CO;1g;0,4;0,0;4,4;2,54;7582;86,6;0,9
2005;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzCzerni;CO;1g;0,4;0,1;4,9;2,37;8499;97,0;1,0
2005;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWIOSARubinst;CO;1g;0,6;0,0;4,0;2,37;8726;99,6;1,0
2005;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzZachod;CO;1g;0,8;0,1;6,4;3,17;8705;99,4;1,0
2005;łódzkie;PL1001;Aglomeracja Łódzka;LdZgieMielcz;CO;1g;0,7;0,1;4,7;3,65;8560;97,7;1,0
2005;łódzkie;PL1002;strefa łódzka;LdPiotrkWIOSABelzack;CO;1g;0,6;0,0;7,5;3,82;8364;95,5;1,0
2005;łódzkie;PL1002;strefa łódzka;LdRadomsSoko;CO;1g;0,4;0,0;4,1;1,98;5508;62,9;1,2
2005;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;CO;1g;1,6;0,2;10,5;7,08;8146;93,0;0,9
2005;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;CO;1g;0,7;0,1;4,9;3,99;7811;89,2;0,9
2005;małopolskie;PL1202;miasto Tarnów;MpTarnowWIOSSoli6303;CO;1g;0,6;0,1;9,1;7,12;6709;76,6;1,7
2005;małopolskie;PL1203;strefa małopolska;MpTrzebiWIOSPils0303;CO;1g;0,6;0,1;4,9;3,53;7934;90,6;1,1
2005;małopolskie;PL1203;strefa małopolska;MpZakopaSien;CO;1g;0,7;0,1;6,1;4,63;8219;93,8;1,0
2005;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;CO;1g;1,2;0,1;8,8;5,71;8567;97,8;1,0
2005;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;CO;1g;0,5;0,1;4,6;3,43;8606;98,2;1,0
2005;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;CO;1g;0,5;0,1;2,5;1,77;8656;98,8;1,0
2005;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszSGGW;CO;1g;0,4;0,1;5,6;1,96;6256;71,4;1,9
2005;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarTolstoj;CO;1g;0,5;0,1;5,6;2,74;4426;50,5;1,1
2005;mazowieckie;PL1402;miasto Płock;MzPlockPKN2;CO;1g;0,4;0,0;2,3;1,89;7102;81,1;0,8
2005;mazowieckie;PL1402;miasto Płock;MzPlockPKN3;CO;1g;0,3;0,0;1,7;1,40;5530;63,1;0,8
2005;mazowieckie;PL1402;miasto Płock;MzPlocKroJad;CO;1g;0,4;0,0;2,9;1,84;6128;70,0;0,8
2005;mazowieckie;PL1402;miasto Płock;MzPlocMiReja;CO;1g;0,4;0,0;3,4;2,08;8665;98,9;1,0
2005;mazowieckie;PL1403;miasto Radom;MzRadomPulask;CO;1g;0,5;0,0;6,0;4,10;7805;89,1;1,1
2005;mazowieckie;PL1403;miasto Radom;MzRadTochter;CO;1g;0,6;0,1;6,0;3,77;6258;71,4;0,6
2005;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;CO;1g;0,4;0,0;1,6;1,43;7114;81,2;1,3
2005;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;CO;1g;0,4;0,1;5,4;3,36;8228;93,9;1,1
2005;opolskie;PL1602;strefa opolska;OpKKozBSmial;CO;1g;0,4;0,0;3,0;1,96;5388;61,5;1,8
2005;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;CO;1g;0,5;0,0;5,2;4,52;7594;86,7;0,8
2005;podlaskie;PL2001;Aglomeracja Białostocka;PdBialWaszyn;CO;1g;0,4;0,0;3,8;3,03;7733;88,3;1,1
2005;podlaskie;PL2002;strefa podlaska;PdGrajNowickiego;CO;1g;0,5;0,0;3,0;1,66;1423;16,2;1,0
2005;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;CO;1g;0,4;0,1;5,0;3,40;8145;93,0;1,0
2005;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;CO;1g;0,3;0,1;1,6;1,22;8188;93,5;1,0
2005;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;CO;1g;0,4;0,1;1,8;1,06;8057;92,0;0,9
2005;pomorskie;PL2201;Aglomeracja Trójmiejska;PmSopBitPl06;CO;1g;0,3;0,1;3,2;1,07;8708;99,4;1,0
2005;śląskie;PL2401;Aglomeracja Górnośląska;SlBytomByto_modrz;CO;1g;0,6;0,1;4,8;3,33;5156;58,9;0,9
2005;śląskie;PL2401;Aglomeracja Górnośląska;SlChorzChor_bator;CO;1g;0,6;0,0;3,1;2,40;3700;42,2;2,0
2005;śląskie;PL2401;Aglomeracja Górnośląska;SlDabro1000L;CO;1g;0,7;0,1;4,3;3,43;7590;86,6;0,9
2005;śląskie;PL2401;Aglomeracja Górnośląska;SlKatoKossut;CO;1g;0,6;0,2;4,3;3,08;6875;78,5;1,1
2005;śląskie;PL2401;Aglomeracja Górnośląska;SlSosnoSosn_narut;CO;1g;0,9;0,2;7,7;5,91;6048;69,0;2,1
2005;śląskie;PL2401;Aglomeracja Górnośląska;SlTychyTolst;CO;1g;0,5;0,0;2,9;1,98;3362;38,4;4,1
2005;śląskie;PL2401;Aglomeracja Górnośląska;SlZabSkloCur;CO;1g;0,7;0,0;4,5;3,34;5042;57,6;2,5
2005;śląskie;PL2404;miasto Częstochowa;SlCzestCzes_arkra;CO;1g;0,9;0,3;3,0;2,47;1825;20,8;0,3
2005;śląskie;PL2405;strefa śląska;SlUstroCies_sanat;CO;1g;0,7;0,2;3,8;3,13;8722;99,6;1,0
2005;śląskie;PL2405;strefa śląska;SlWodzGalczy;CO;1g;0,7;0,2;6,3;4,67;7236;82,6;1,3
2005;świętokrzyskie;PL2601;miasto Kielce;SkKielTransp;CO;1g;0,9;0,1;3,5;3,02;7540;86,1;1,0
2005;warmińsko-mazurskie;PL2801;miasto Olsztyn;WmOlsPuszkin;CO;1g;0,4;0,1;3,0;1,93;8118;92,7;1,0
2005;warmińsko-mazurskie;PL2802;miasto Elbląg;WmElbBazynsk;CO;1g;0,3;0,0;1,4;1,05;4406;50,3;1,1
2005;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmGoldJacwie;CO;1g;0,4;0,0;1,9;1,17;3989;45,5;1,0
2005;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmMragParkow;CO;1g;0,3;0,1;1,0;0,84;3433;39,2;0,7
2005;warmińsko-mazurskie;PL2803;strefa warmińsko-mazurska;WmOstrChrobr;CO;1g;0,4;0,0;3,3;1,87;8648;98,7;1,0
2005;wielkopolskie;PL3001;Aglomeracja Poznańska;WpPoznDabrow;CO;1g;0,4;0,0;5,4;2,77;7269;83,0;1,1
2005;wielkopolskie;PL3001;Aglomeracja Poznańska;WpPoznPolank;CO;1g;0,4;0,0;2,4;2,07;7956;90,8;1,0
2005;wielkopolskie;PL3003;strefa wielkopolska;WpKoniWyszyn;CO;1g;0,4;0,0;16,9;16,51;2671;30,5;1,4
2005;wielkopolskie;PL3003;strefa wielkopolska;WpPilaKusoci;CO;1g;0,5;0,0;3,3;2,16;7930;90,5;1,0
2005;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczLacz04;CO;1g;0,2;0,0;3,8;1,54;8070;92,1;1,0
2005;zachodniopomorskie;PL3201;Aglomeracja Szczecińska;ZpSzczPils02;CO;1g;0,6;0,0;5,2;3,30;7821;89,3;1,0
2006;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocAlWisn;CO;1g;0,9;0,0;7,3;6,07;7826;89,3;1,0
2006;dolnośląskie;PL0201;Aglomeracja Wrocławska;DsWrocWybCon;CO;1g;0,4;0,0;4,2;3,58;7687;87,8;1,0
2006;dolnośląskie;PL0202;miasto Legnica;DsLegAlRzecz;CO;1g;0,5;0,1;6,4;4,51;7864;89,8;1,0
2006;dolnośląskie;PL0202;miasto Legnica;DsLegSmok;CO;1g;0,4;0,1;2,5;2,48;8518;97,2;1,0
2006;dolnośląskie;PL0202;miasto Legnica;DsLegZlotor;CO;1g;0,4;0,1;2,5;2,41;8390;95,8;1,0
2006;dolnośląskie;PL0203;miasto Wałbrzych;DsWalbrzWyso;CO;1g;0,4;0,0;4,7;3,16;7505;85,7;1,2
2006;dolnośląskie;PL0204;strefa dolnośląska;DsGlogSikor;CO;1g;0,5;0,0;2,5;2,49;8578;97,9;1,0
2006;dolnośląskie;PL0204;strefa dolnośląska;DsJelw05;CO;1g;0,3;0,0;1,5;1,27;7101;81,1;1,0
2006;dolnośląskie;PL0204;strefa dolnośląska;DsJgCiepA;CO;1g;0,6;0,1;6,2;5,12;7886;90,0;1,0
2006;dolnośląskie;PL0204;strefa dolnośląska;DsKromolin;CO;1g;0,4;0,0;2,3;2,14;7844;89,5;1,2
2006;dolnośląskie;PL0204;strefa dolnośląska;DsSobczyce;CO;1g;0,4;0,1;2,4;2,28;8621;98,4;1,0
2006;dolnośląskie;PL0204;strefa dolnośląska;DsZgorBohGet;CO;1g;0,6;0,1;4,8;3,49;1515;17,3;0,0
2006;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydPlPozna;CO;1g;0,7;0,0;11,0;8,68;8328;95,1;1,0
2006;kujawsko-pomorskie;PL0401;Aglomeracja Bydgoska;KpBydWarszaw;CO;1g;0,6;0,0;8,1;5,84;4266;48,7;1,0
2006;kujawsko-pomorskie;PL0402;miasto Toruń;KpToruKaszow;CO;1g;0,8;0,0;10,3;8,07;7829;89,4;1,0
2006;kujawsko-pomorskie;PL0403;miasto Włocławek;KpWloclOkrze;CO;1g;0,3;0,0;3,1;2,08;6261;71,5;1,4
2006;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFLasin;CO;1g;0,4;0,0;1,4;1,11;1422;16,2;1,8
2006;kujawsko-pomorskie;PL0404;strefa kujawsko - pomorska;KpDAFNieszawa;CO;1g;0,2;0,0;0,9;0,85;1543;17,6;0,6
2006;lubelskie;PL0601;Aglomeracja Lubelska;LbLublin_Krasn;CO;1g;0,5;0,1;5,5;4,03;8082;92,3;1,0
2006;lubuskie;PL0801;miasto Gorzów Wielkopolski;LuGorzKosGdy;CO;1g;0,5;0,0;7,0;4,82;7691;87,8;1,0
2006;lubuskie;PL0802;miasto Zielona Góra;LuZielKrotka;CO;1g;0,4;0,0;4,7;3,50;7978;91,1;1,0
2006;lubuskie;PL0803;strefa lubuska;LuWsKaziWiel;CO;1g;0,4;0,0;4,3;3,59;7285;83,2;0,9
2006;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzCzerni;CO;1g;0,5;0,1;5,8;2,93;8473;96,7;1,1
2006;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzWIOSARubinst;CO;1g;0,6;0,1;6,3;3,69;8703;99,3;1,0
2006;łódzkie;PL1001;Aglomeracja Łódzka;LdLodzZachod;CO;1g;0,8;0,1;12,6;6,83;8716;99,5;1,0
2006;łódzkie;PL1001;Aglomeracja Łódzka;LdZgieMielcz;CO;1g;0,6;0,1;7,2;5,18;8694;99,2;1,0
2006;łódzkie;PL1002;strefa łódzka;LdPiotrkWIOSABelzack;CO;1g;0,6;0,0;8,6;6,33;6804;77,7;0,8
2006;łódzkie;PL1002;strefa łódzka;LdRadomsSoko;CO;1g;0,5;0,0;7,5;4,22;8719;99,5;1,0
2006;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakAlKras;CO;1g;1,6;0,2;10,5;8,08;8505;97,1;1,0
2006;małopolskie;PL1201;Aglomeracja Krakowska;MpKrakBulwar;CO;1g;0,9;0,1;8,4;6,66;8036;91,7;1,0
2006;małopolskie;PL1202;miasto Tarnów;MpTarnowWIOSSoli6303;CO;1g;0,7;0,2;10,5;7,69;7070;80,7;0,7
2006;małopolskie;PL1203;strefa małopolska;MpTrzebiWIOSPils0303;CO;1g;0,7;0,0;4,6;3,92;8326;95,0;1,0
2006;małopolskie;PL1203;strefa małopolska;MpZakopaSien;CO;1g;0,9;0,1;6,5;5,72;4949;56,5;0,8
2006;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarAlNiepo;CO;1g;1,4;0,1;7,5;6,19;6729;76,8;0,9
2006;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarKondrat;CO;1g;0,5;0,1;8,3;5,86;8637;98,6;1,0
2006;mazowieckie;PL1401;Aglomeracja Warszawska;MzWarszKrucza;CO;1g;0,6;0,1;4,5;3,77;6762;77,2;1,0
2006;mazowieckie;PL1402;miasto Płock;MzPlockPKN2;CO;1g;0,6;0,0;2,7;2,23;3354;38,3;0,0
2006;mazowieckie;PL1402;miasto Płock;MzPlocKroJad;CO;1g;0,4;0,1;3,4;2,21;7493;85,5;1,0
2006;mazowieckie;PL1402;miasto Płock;MzPlocMiReja;CO;1g;0,5;0,0;3,9;2,74;8352;95,3;0,9
2006;mazowieckie;PL1403;miasto Radom;MzRadomPulask;CO;1g;0,8;0,1;9,4;7,45;2053;23,4;0,0
2006;mazowieckie;PL1403;miasto Radom;MzRadTochter;CO;1g;0,6;0,0;12,6;9,49;8505;97,1;1,0
2006;mazowieckie;PL1404;strefa mazowiecka;MzBelsIGFPAN;CO;1g;0,3;0,0;1,2;0,95;6377;72,8;1,5
2006;mazowieckie;PL1404;strefa mazowiecka;MzZyraRoosev;CO;1g;0,6;0,0;6,1;5,10;5269;60,1;0,4
2006;opolskie;PL1602;strefa opolska;OpKKozBSmial;CO;1g;0,5;0,0;4,6;3,85;8040;91,8;1,0
2006;podkarpackie;PL1801;miasto Rzeszów;PkRzeszWIOSSzop;CO;1g;0,5;0,0;5,3;4,50;6352;72,5;0,9
2006;podlaskie;PL2001;Aglomeracja Białostocka;PdBialWaszyn;CO;1g;0,4;0,1;6,3;3,29;8732;99,7;1,0
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaLeczk08;CO;1g;0,5;0,2;5,8;5,46;8412;96,0;1,1
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaOstrz05;CO;1g;0,4;0,2;2,5;2,11;8365;95,5;1,0
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdaWyzwo03;CO;1g;0,4;0,1;3,9;3,11;8491;96,9;1,0
2006;pomorskie;PL2201;Aglomeracja Trójmiejska;PmGdyPoreb04;CO;1g;0,4;0,2;3,4;2,76;8534;97,4;1,0
